t [s],Vol [m3],P [bar],T [K],Q loss [W],,,,,,,
0.02919,9.37E-05,73.775,1664.825,11876.7,,,,,,,
0.0292,9.35E-05,74.15775,1671.3,11890.5,,,,,,,
0.02921,9.34E-05,74.50525,1676.975,11904.15,,,,,,,
0.02922,9.33E-05,74.8185,1681.925,11917.5,,,,,,,
0.02923,9.32E-05,75.09925,1686.175,11930.7,,,,,,,
0.02924,9.31E-05,75.34975,1689.775,11943.75,,,,,,,
0.02925,9.30E-05,75.5715,1692.725,11956.65,,,,,,,
0.02926,9.29E-05,75.76725,1695.175,11969.25,,,,,,,
0.02927,9.28E-05,75.939,1697.1,11981.55,,,,,,,
0.02928,9.27E-05,76.089,1698.575,11993.85,,,,,,,
0.02929,9.26E-05,76.21975,1699.65,12005.7,,,,,,,
0.0293,9.25E-05,76.3335,1700.4,12017.55,,,,,,,
0.02931,9.24E-05,76.43175,1700.85,12029.1,,,,,,,
0.02932,9.23E-05,76.51725,1701,12040.35,,,,,,,
0.02933,9.22E-05,76.592,1701,12051.45,,,,,,,
0.02934,9.21E-05,76.6575,1700.8,12062.4,,,,,,,
0.02935,9.20E-05,76.715,1700.5,12073.05,,,,,,,
0.02936,9.20E-05,76.76675,1700.1,12083.55,,,,,,,
0.02937,9.19E-05,76.8135,1699.625,12093.75,,,,,,,
0.02938,9.18E-05,76.85775,1699.1,12103.65,,,,,,,
0.02939,9.17E-05,76.89925,1698.575,12113.55,,,,,,,
0.0294,9.16E-05,76.939,1698.05,12123,,,,,,,
0.02941,9.16E-05,76.97775,1697.525,12132.3,,,,,,,
0.02942,9.15E-05,77.0165,1697.05,12141.45,,,,,,,
0.02943,9.14E-05,77.05525,1696.625,12150.3,,,,,,,
0.02944,9.14E-05,77.0945,1696.225,12158.85,,,,,,,
0.02945,9.13E-05,77.13375,1695.85,12167.25,,,,,,,
0.02946,9.12E-05,77.1735,1695.55,12175.35,,,,,,,
0.02947,9.12E-05,77.21375,1695.25,12183.3,,,,,,,
0.02948,9.11E-05,77.25425,1695.05,12190.95,,,,,,,
0.02949,9.10E-05,77.2945,1694.825,12198.3,,,,,,,
0.0295,9.10E-05,77.3345,1694.65,12205.5,,,,,,,
0.02951,9.09E-05,77.37425,1694.475,12212.55,,,,,,,
0.02952,9.09E-05,77.4125,1694.35,12219.3,,,,,,,
0.02953,9.08E-05,77.44975,1694.225,12225.75,,,,,,,
0.02954,9.08E-05,77.48525,1694.075,12231.9,,,,,,,
0.02955,9.07E-05,77.519,1693.9,12237.9,,,,,,,
0.02956,9.07E-05,77.5505,1693.75,12243.75,,,,,,,
0.02957,9.06E-05,77.5795,1693.575,12249.15,,,,,,,
0.02958,9.06E-05,77.60575,1693.375,12254.55,,,,,,,
0.02959,9.06E-05,77.629,1693.1,12259.5,,,,,,,
0.0296,9.05E-05,77.65025,1692.85,12264.3,,,,,,,
0.02961,9.05E-05,77.66775,1692.55,12268.8,,,,,,,
0.02962,9.04E-05,77.6825,1692.225,12273.15,,,,,,,
0.02963,9.04E-05,77.6945,1691.85,12277.2,,,,,,,
0.02964,9.04E-05,77.70325,1691.5,12045,,,,,,,
0.02965,9.04E-05,77.70925,1691.05,12048.6,,,,,,,
0.02966,9.03E-05,77.713,1690.6,12052.05,,,,,,,
0.02967,9.03E-05,77.71375,1690.15,12055.2,,,,,,,
0.02968,9.03E-05,77.7125,1689.65,12058.05,,,,,,,
0.02969,9.03E-05,77.7095,1689.175,12060.75,,,,,,,
0.0297,9.02E-05,77.704,1688.65,12063.15,,,,,,,
0.02971,9.02E-05,77.6975,1688.15,12065.4,,,,,,,
0.02972,9.02E-05,77.68925,1687.675,12067.35,,,,,,,
0.02973,9.02E-05,77.6795,1687.175,12069,,,,,,,
0.02974,9.02E-05,77.66875,1686.675,12070.5,,,,,,,
0.02975,9.01E-05,77.65725,1686.2,12071.7,,,,,,,
0.02976,9.01E-05,77.64475,1685.725,12072.75,,,,,,,
0.02977,9.01E-05,77.6315,1685.3,12073.5,,,,,,,
0.02978,9.01E-05,77.617,1684.85,12073.95,,,,,,,
0.02979,9.01E-05,77.6025,1684.425,12074.25,,,,,,,
0.0298,9.01E-05,77.58675,1684,12074.4,,,,,,,
0.02981,9.01E-05,77.57025,1683.6,12074.25,,,,,,,
0.02982,9.01E-05,77.553,1683.25,11839.8,,,,,,,
0.02983,9.01E-05,77.5345,1682.85,11839.2,,,,,,,
0.02984,9.01E-05,77.51475,1682.45,11838.3,,,,,,,
0.02985,9.01E-05,77.49375,1682.125,11606.25,,,,,,,
0.02986,9.01E-05,77.471,1681.725,11605.05,,,,,,,
0.02987,9.01E-05,77.44725,1681.3,11603.55,,,,,,,
0.02988,9.01E-05,77.4215,1680.925,11374.05,,,,,,,
0.02989,9.01E-05,77.3935,1680.55,11372.1,,,,,,,
0.0299,9.02E-05,77.3635,1680.1,11370,,,,,,,
0.02991,9.02E-05,77.331,1679.65,11367.6,,,,,,,
0.02992,9.02E-05,77.29575,1679.2,11365.05,,,,,,,
0.02993,9.02E-05,77.2585,1678.675,11362.2,,,,,,,
0.02994,9.02E-05,77.2185,1678.175,11359.2,,,,,,,
0.02995,9.02E-05,77.176,1677.625,11356.05,,,,,,,
0.02996,9.03E-05,77.1305,1677.025,11352.45,,,,,,,
0.02997,9.03E-05,77.082,1676.4,11120.7,,,,,,,
0.02998,9.03E-05,77.031,1675.775,11116.95,,,,,,,
0.02999,9.03E-05,76.9775,1675.075,11112.75,,,,,,,
0.03,9.04E-05,76.92125,1674.375,11108.55,,,,,,,
0.03001,9.04E-05,76.863,1673.675,11104.05,,,,,,,
0.03002,9.04E-05,76.80225,1672.9,11099.25,,,,,,,
0.03003,9.04E-05,76.7395,1672.1,11094.3,,,,,,,
0.03004,9.05E-05,76.67475,1671.325,11089.2,,,,,,,
0.03005,9.05E-05,76.6085,1670.55,11083.8,,,,,,,
0.03006,9.05E-05,76.54075,1669.75,11078.25,,,,,,,
0.03007,9.06E-05,76.47175,1668.975,11072.4,,,,,,,
0.03008,9.06E-05,76.40175,1668.175,11066.4,,,,,,,
0.03009,9.07E-05,76.331,1667.4,11060.25,,,,,,,
0.0301,9.07E-05,76.2595,1666.6,11053.8,,,,,,,
0.03011,9.07E-05,76.188,1665.875,11047.2,,,,,,,
0.03012,9.08E-05,76.11575,1665.15,11040.45,,,,,,,
0.03013,9.08E-05,76.04325,1664.45,11033.4,,,,,,,
0.03014,9.09E-05,75.97125,1663.775,11026.2,,,,,,,
0.03015,9.09E-05,75.89875,1663.1,11018.7,,,,,,,
0.03016,9.10E-05,75.82675,1662.475,11011.2,,,,,,,
0.03017,9.10E-05,75.7545,1661.875,11003.25,,,,,,,
0.03018,9.11E-05,75.68225,1661.325,10995.3,,,,,,,
0.03019,9.12E-05,75.61025,1660.75,10987.2,,,,,,,
0.0302,9.12E-05,75.538,1660.2,10978.95,,,,,,,
0.03021,9.13E-05,75.46575,1659.725,10970.4,,,,,,,
0.03022,9.13E-05,75.39275,1659.225,10961.7,,,,,,,
0.03023,9.14E-05,75.31975,1658.75,10952.85,,,,,,,
0.03024,9.15E-05,75.24575,1658.3,10943.85,,,,,,,
0.03025,9.15E-05,75.171,1657.825,10934.55,,,,,,,
0.03026,9.16E-05,75.09525,1657.35,10925.1,,,,,,,
0.03027,9.16E-05,75.0185,1656.9,10915.5,,,,,,,
0.03028,9.17E-05,74.94,1656.4,10905.6,,,,,,,
0.03029,9.18E-05,74.85975,1655.95,10895.55,,,,,,,
0.0303,9.19E-05,74.77825,1655.45,10885.35,,,,,,,
0.03031,9.19E-05,74.69425,1654.9,10875,,,,,,,
0.03032,9.20E-05,74.60875,1654.375,10864.5,,,,,,,
0.03033,9.21E-05,74.52075,1653.825,10853.7,,,,,,,
0.03034,9.22E-05,74.4305,1653.225,10842.75,,,,,,,
0.03035,9.22E-05,74.338,1652.6,10831.65,,,,,,,
0.03036,9.23E-05,74.24325,1651.975,10820.4,,,,,,,
0.03037,9.24E-05,74.14625,1651.3,10808.85,,,,,,,
0.03038,9.25E-05,74.0465,1650.625,10797.3,,,,,,,
0.03039,9.26E-05,73.94475,1649.85,10785.45,,,,,,,
0.0304,9.27E-05,73.8405,1649.125,10773.6,,,,,,,
0.03041,9.28E-05,73.73425,1648.325,10761.6,,,,,,,
0.03042,9.28E-05,73.62575,1647.5,10749.45,,,,,,,
0.03043,9.29E-05,73.51525,1646.7,10737.15,,,,,,,
0.03044,9.30E-05,73.40325,1645.85,10724.7,,,,,,,
0.03045,9.31E-05,73.28975,1644.975,10712.1,,,,,,,
0.03046,9.32E-05,73.1745,1644.1,10699.5,,,,,,,
0.03047,9.33E-05,73.058,1643.25,10686.6,,,,,,,
0.03048,9.34E-05,72.94025,1642.375,10673.7,,,,,,,
0.03049,9.35E-05,72.8215,1641.5,10660.5,,,,,,,
0.0305,9.36E-05,72.70175,1640.575,10647.15,,,,,,,
0.03051,9.37E-05,72.5815,1639.725,10633.8,,,,,,,
0.03052,9.38E-05,72.4605,1638.875,10620.15,,,,,,,
0.03053,9.39E-05,72.339,1638,10606.35,,,,,,,
0.03054,9.40E-05,72.217,1637.175,10592.4,,,,,,,
0.03055,9.42E-05,72.09425,1636.325,10578.3,,,,,,,
0.03056,9.43E-05,71.9715,1635.5,10564.2,,,,,,,
0.03057,9.44E-05,71.848,1634.7,10549.95,,,,,,,
0.03058,9.45E-05,71.7245,1633.875,10535.55,,,,,,,
0.03059,9.46E-05,71.60025,1633.1,10520.85,,,,,,,
0.0306,9.47E-05,71.4755,1632.325,10506.15,,,,,,,
0.03061,9.49E-05,71.35025,1631.55,10491.3,,,,,,,
0.03062,9.50E-05,71.22425,1630.8,10476.3,,,,,,,
0.03063,9.51E-05,71.09775,1630,10461.15,,,,,,,
0.03064,9.52E-05,70.97025,1629.275,10445.85,,,,,,,
0.03065,9.54E-05,70.84225,1628.475,10430.4,,,,,,,
0.03066,9.55E-05,70.713,1627.725,10414.8,,,,,,,
0.03067,9.56E-05,70.58275,1626.975,10399.05,,,,,,,
0.03068,9.57E-05,70.45125,1626.2,10383.15,,,,,,,
0.03069,9.59E-05,70.318,1625.425,10367.1,,,,,,,
0.0307,9.60E-05,70.18375,1624.6,10351.05,,,,,,,
0.03071,9.61E-05,70.04825,1623.8,10334.7,,,,,,,
0.03072,9.63E-05,69.911,1622.975,10318.35,,,,,,,
0.03073,9.64E-05,69.772,1622.15,10301.85,,,,,,,
0.03074,9.66E-05,69.632,1621.25,10285.2,,,,,,,
0.03075,9.67E-05,69.49,1620.35,10268.4,,,,,,,
0.03076,9.69E-05,69.34675,1619.475,10251.45,,,,,,,
0.03077,9.70E-05,69.20175,1618.575,10234.5,,,,,,,
0.03078,9.72E-05,69.0555,1617.625,10217.25,,,,,,,
0.03079,9.73E-05,68.90775,1616.675,10200,,,,,,,
0.0308,9.75E-05,68.75825,1615.7,10182.6,,,,,,,
0.03081,9.76E-05,68.608,1614.725,10165.05,,,,,,,
0.03082,9.78E-05,68.456,1613.7,10147.5,,,,,,,
0.03083,9.79E-05,68.303,1612.7,10129.8,,,,,,,
0.03084,9.81E-05,68.149,1611.675,10111.95,,,,,,,
0.03085,9.82E-05,67.9945,1610.675,10093.95,,,,,,,
0.03086,9.84E-05,67.8385,1609.65,10075.95,,,,,,,
0.03087,9.86E-05,67.68175,1608.625,10057.65,,,,,,,
0.03088,9.87E-05,67.52425,1607.575,10039.35,,,,,,,
0.03089,9.89E-05,67.3665,1606.55,10021.05,,,,,,,
0.0309,9.91E-05,67.208,1605.475,10002.6,,,,,,,
0.03091,9.92E-05,67.0485,1604.45,9984,,,,,,,
0.03092,9.94E-05,66.88825,1603.4,9965.25,,,,,,,
0.03093,9.96E-05,66.728,1602.375,9946.5,,,,,,,
0.03094,9.98E-05,66.56725,1601.3,9927.6,,,,,,,
0.03095,9.99E-05,66.40575,1600.3,9908.7,,,,,,,
0.03096,0.0001001,66.2435,1599.25,9889.65,,,,,,,
0.03097,0.00010028,66.0815,1598.175,9870.45,,,,,,,
0.03098,0.00010046,65.9185,1597.125,9851.25,,,,,,,
0.03099,0.00010065,65.7545,1596.075,9831.9,,,,,,,
0.031,0.00010083,65.59,1595.025,9812.55,,,,,,,
0.03101,0.00010102,65.425,1593.925,9793.05,,,,,,,
0.03102,0.0001012,65.25875,1592.85,9773.55,,,,,,,
0.03103,0.00010139,65.09225,1591.775,9753.9,,,,,,,
0.03104,0.00010158,64.92475,1590.675,9734.25,,,,,,,
0.03105,0.00010177,64.756,1589.575,9714.45,,,,,,,
0.03106,0.00010197,64.5865,1588.45,9694.5,,,,,,,
0.03107,0.00010216,64.4165,1587.3,9674.7,,,,,,,
0.03108,0.00010236,64.24525,1586.15,9654.6,,,,,,,
0.03109,0.00010256,64.07275,1584.975,9634.65,,,,,,,
0.0311,0.00010276,63.9,1583.75,9614.4,,,,,,,
0.03111,0.00010296,63.72575,1582.575,9594.3,,,,,,,
0.03112,0.00010316,63.551,1581.375,9574.05,,,,,,,
0.03113,0.00010336,63.375,1580.125,9553.65,,,,,,,
0.03114,0.00010357,63.1985,1578.875,9533.25,,,,,,,
0.03115,0.00010378,63.02175,1577.625,9512.85,,,,,,,
0.03116,0.00010398,62.844,1576.375,9492.45,,,,,,,
0.03117,0.00010419,62.666,1575.1,9471.9,,,,,,,
0.03118,0.00010441,62.4875,1573.8,9451.2,,,,,,,
0.03119,0.00010462,62.30875,1572.525,9430.65,,,,,,,
0.0312,0.00010483,62.12975,1571.275,9409.95,,,,,,,
0.03121,0.00010505,61.95075,1569.975,9389.1,,,,,,,
0.03122,0.00010527,61.77175,1568.675,9368.4,,,,,,,
0.03123,0.00010549,61.59275,1567.425,9347.55,,,,,,,
0.03124,0.00010571,61.41425,1566.15,9326.7,,,,,,,
0.03125,0.00010593,61.23575,1564.9,9305.7,,,,,,,
0.03126,0.00010615,61.0575,1563.65,9284.85,,,,,,,
0.03127,0.00010638,60.88025,1562.425,9263.85,,,,,,,
0.03128,0.0001066,60.70275,1561.2,9242.85,,,,,,,
0.03129,0.00010683,60.526,1560.025,9221.7,,,,,,,
0.0313,0.00010706,60.35,1558.8,9200.7,,,,,,,
0.03131,0.00010729,60.174,1557.625,9179.55,,,,,,,
0.03132,0.00010752,59.99925,1556.475,9158.4,,,,,,,
0.03133,0.00010775,59.824,1555.35,9137.1,,,,,,,
0.03134,0.00010799,59.64975,1554.2,9115.95,,,,,,,
0.03135,0.00010822,59.47575,1553.075,9094.65,,,,,,,
0.03136,0.00010846,59.302,1551.925,9073.5,,,,,,,
0.03137,0.0001087,59.12825,1550.775,9052.2,,,,,,,
0.03138,0.00010894,58.955,1549.675,9030.9,,,,,,,
0.03139,0.00010918,58.7815,1548.575,9009.45,,,,,,,
0.0314,0.00010942,58.608,1547.45,8988.15,,,,,,,
0.03141,0.00010967,58.43475,1546.35,8966.85,,,,,,,
0.03142,0.00010991,58.26125,1545.225,8945.4,,,,,,,
0.03143,0.00011016,58.0875,1544.05,8924.1,,,,,,,
0.03144,0.00011041,57.91325,1542.9,8902.65,,,,,,,
0.03145,0.00011066,57.7385,1541.775,8881.2,,,,,,,
0.03146,0.00011091,57.56375,1540.575,8859.75,,,,,,,
0.03147,0.00011116,57.388,1539.4,8838.3,,,,,,,
0.03148,0.00011141,57.2125,1538.2,8817,,,,,,,
0.03149,0.00011167,57.036,1536.975,8795.55,,,,,,,
0.0315,0.00011193,56.85925,1535.725,8774.1,,,,,,,
0.03151,0.00011218,56.68175,1534.475,8752.65,,,,,,,
0.03152,0.00011244,56.5045,1533.175,8731.2,,,,,,,
0.03153,0.0001127,56.32625,1531.925,8709.75,,,,,,,
0.03154,0.00011296,56.148,1530.625,8688.3,,,,,,,
0.03155,0.00011322,55.96925,1529.3,8666.7,,,,,,,
0.03156,0.00011349,55.7905,1527.95,8645.25,,,,,,,
0.03157,0.00011375,55.6115,1526.65,8623.95,,,,,,,
0.03158,0.00011402,55.4325,1525.3,8602.5,,,,,,,
0.03159,0.00011428,55.25375,1523.975,8581.05,,,,,,,
0.0316,0.00011455,55.07525,1522.625,8559.6,,,,,,,
0.03161,0.00011482,54.89725,1521.25,8538.15,,,,,,,
0.03162,0.00011509,54.71925,1519.95,8516.7,,,,,,,
0.03163,0.00011536,54.54175,1518.6,8495.4,,,,,,,
0.03164,0.00011564,54.36525,1517.275,8473.95,,,,,,,
0.03165,0.00011591,54.1885,1515.975,8452.65,,,,,,,
0.03166,0.00011619,54.013,1514.675,8431.2,,,,,,,
0.03167,0.00011646,53.839,1513.375,8409.9,,,,,,,
0.03168,0.00011674,53.66475,1512.075,8388.6,,,,,,,
0.03169,0.00011702,53.492,1510.825,8367.3,,,,,,,
0.0317,0.0001173,53.31975,1509.6,8346,,,,,,,
0.03171,0.00011758,53.1485,1508.35,8324.7,,,,,,,
0.03172,0.00011786,52.97825,1507.15,8303.4,,,,,,,
0.03173,0.00011815,52.8095,1506,8282.1,,,,,,,
0.03174,0.00011843,52.641,1504.8,8260.95,,,,,,,
0.03175,0.00011872,52.47375,1503.675,8239.8,,,,,,,
0.03176,0.000119,52.30725,1502.55,8218.5,,,,,,,
0.03177,0.00011929,52.1415,1501.425,8197.5,,,,,,,
0.03178,0.00011958,51.9765,1500.325,8176.35,,,,,,,
0.03179,0.00011987,51.8125,1499.2,8155.2,,,,,,,
0.0318,0.00012016,51.649,1498.125,8134.2,,,,,,,
0.03181,0.00012046,51.48625,1497.025,8113.05,,,,,,,
0.03182,0.00012075,51.32375,1495.95,8092.05,,,,,,,
0.03183,0.00012104,51.16225,1494.85,8071.05,,,,,,,
0.03184,0.00012134,51.001,1493.825,8050.2,,,,,,,
0.03185,0.00012163,50.84025,1492.75,8029.2,,,,,,,
0.03186,0.00012193,50.67975,1491.675,8008.35,,,,,,,
0.03187,0.00012223,50.5195,1490.625,7987.5,,,,,,,
0.03188,0.00012253,50.35975,1489.55,7966.65,,,,,,,
0.03189,0.00012283,50.20025,1488.5,7945.8,,,,,,,
0.0319,0.00012313,50.04075,1487.425,7925.1,,,,,,,
0.03191,0.00012343,49.8815,1486.325,7904.4,,,,,,,
0.03192,0.00012374,49.7225,1485.275,7883.7,,,,,,,
0.03193,0.00012404,49.564,1484.15,7863,,,,,,,
0.03194,0.00012435,49.40525,1483.1,7842.3,,,,,,,
0.03195,0.00012465,49.247,1481.975,7821.75,,,,,,,
0.03196,0.00012496,49.08875,1480.825,7801.2,,,,,,,
0.03197,0.00012527,48.93075,1479.75,7780.8,,,,,,,
0.03198,0.00012558,48.773,1478.625,7760.25,,,,,,,
0.03199,0.00012589,48.6155,1477.475,7739.85,,,,,,,
0.032,0.0001262,48.458,1476.375,7719.45,,,,,,,
0.03201,0.00012651,48.30075,1475.25,7699.05,,,,,,,
0.03202,0.00012683,48.14425,1474.05,7678.8,,,,,,,
0.03203,0.00012714,47.9875,1472.925,7658.55,,,,,,,
0.03204,0.00012746,47.83175,1471.775,7638.3,,,,,,,
0.03205,0.00012777,47.676,1470.65,7618.05,,,,,,,
0.03206,0.00012809,47.5205,1469.475,7597.95,,,,,,,
0.03207,0.00012841,47.3655,1468.35,7577.85,,,,,,,
0.03208,0.00012873,47.2115,1467.175,7557.75,,,,,,,
0.03209,0.00012905,47.057,1466.025,7537.8,,,,,,,
0.0321,0.00012937,46.9035,1464.875,7517.85,,,,,,,
0.03211,0.00012969,46.75,1463.725,7497.9,,,,,,,
0.03212,0.00013001,46.59725,1462.6,7477.95,,,,,,,
0.03213,0.00013033,46.445,1461.45,7458.15,,,,,,,
0.03214,0.00013066,46.29325,1460.3,7438.35,,,,,,,
0.03215,0.00013098,46.1425,1459.125,7418.7,,,,,,,
0.03216,0.00013131,45.9915,1457.975,7398.9,,,,,,,
0.03217,0.00013163,45.84125,1456.85,7379.25,,,,,,,
0.03218,0.00013196,45.69175,1455.7,7359.75,,,,,,,
0.03219,0.00013229,45.5425,1454.6,7340.1,,,,,,,
0.0322,0.00013262,45.394,1453.45,7320.6,,,,,,,
0.03221,0.00013295,45.24625,1452.35,7301.1,,,,,,,
0.03222,0.00013328,45.0985,1451.225,7281.75,,,,,,,
0.03223,0.00013361,44.9515,1450.1,7262.4,,,,,,,
0.03224,0.00013395,44.8055,1448.95,7243.05,,,,,,,
0.03225,0.00013428,44.65975,1447.875,7223.85,,,,,,,
0.03226,0.00013461,44.5145,1446.775,7204.5,,,,,,,
0.03227,0.00013495,44.37025,1445.65,7185.45,,,,,,,
0.03228,0.00013529,44.22625,1444.6,7166.25,,,,,,,
0.03229,0.00013562,44.083,1443.525,7147.2,,,,,,,
0.0323,0.00013596,43.94075,1442.4,7128.15,,,,,,,
0.03231,0.0001363,43.79875,1441.375,7109.1,,,,,,,
0.03232,0.00013664,43.6575,1440.3,7090.2,,,,,,,
0.03233,0.00013698,43.517,1439.25,7071.3,,,,,,,
0.03234,0.00013732,43.37725,1438.2,7052.55,,,,,,,
0.03235,0.00013767,43.238,1437.2,7033.65,,,,,,,
0.03236,0.00013801,43.0995,1436.15,7015.05,,,,,,,
0.03237,0.00013835,42.9615,1435.125,6996.3,,,,,,,
0.03238,0.0001387,42.82425,1434.125,6977.7,,,,,,,
0.03239,0.00013904,42.68775,1433.125,6959.1,,,,,,,
0.0324,0.00013939,42.552,1432.1,6940.5,,,,,,,
0.03241,0.00013974,42.4165,1431.125,6922.05,,,,,,,
0.03242,0.00014009,42.28175,1430.125,6903.6,,,,,,,
0.03243,0.00014044,42.14775,1429.175,6885.3,,,,,,,
0.03244,0.00014079,42.0135,1428.2,6866.85,,,,,,,
0.03245,0.00014114,41.88025,1427.2,6848.55,,,,,,,
0.03246,0.00014149,41.74775,1426.225,6830.4,,,,,,,
0.03247,0.00014184,41.61525,1425.275,6812.25,,,,,,,
0.03248,0.0001422,41.48325,1424.275,6794.1,,,,,,,
0.03249,0.00014255,41.3515,1423.325,6775.95,,,,,,,
0.0325,0.00014291,41.22,1422.325,6757.95,,,,,,,
0.03251,0.00014326,41.089,1421.325,6739.95,,,,,,,
0.03252,0.00014362,40.9585,1420.35,6721.95,,,,,,,
0.03253,0.00014398,40.8275,1419.35,6704.1,,,,,,,
0.03254,0.00014434,40.697,1418.35,6686.25,,,,,,,
0.03255,0.0001447,40.5665,1417.325,6668.55,,,,,,,
0.03256,0.00014506,40.4365,1416.325,6650.7,,,,,,,
0.03257,0.00014542,40.30625,1415.3,6633.15,,,,,,,
0.03258,0.00014578,40.17625,1414.225,6615.45,,,,,,,
0.03259,0.00014615,40.04625,1413.175,6597.9,,,,,,,
0.0326,0.00014651,39.9165,1412.1,6580.35,,,,,,,
0.03261,0.00014688,39.78675,1411.025,6562.8,,,,,,,
0.03262,0.00014724,39.657,1409.95,6545.4,,,,,,,
0.03263,0.00014761,39.52775,1408.85,6528,,,,,,,
0.03264,0.00014798,39.39825,1407.75,6510.75,,,,,,,
0.03265,0.00014834,39.26925,1406.625,6493.5,,,,,,,
0.03266,0.00014871,39.1405,1405.525,6476.25,,,,,,,
0.03267,0.00014908,39.01175,1404.375,6459,,,,,,,
0.03268,0.00014946,38.883,1403.25,6441.9,,,,,,,
0.03269,0.00014983,38.75525,1402.1,6424.8,,,,,,,
0.0327,0.0001502,38.62725,1401,6407.85,,,,,,,
0.03271,0.00015057,38.5,1399.85,6390.75,,,,,,,
0.03272,0.00015095,38.37325,1398.7,6373.95,,,,,,,
0.03273,0.00015133,38.247,1397.575,6357,,,,,,,
0.03274,0.0001517,38.121,1396.45,6340.2,,,,,,,
0.03275,0.00015208,37.99575,1395.325,6323.4,,,,,,,
0.03276,0.00015246,37.871,1394.2,6306.75,,,,,,,
0.03277,0.00015284,37.747,1393.125,6290.1,,,,,,,
0.03278,0.00015322,37.6235,1392,6273.45,,,,,,,
0.03279,0.0001536,37.501,1390.925,6256.8,,,,,,,
0.0328,0.00015398,37.379,1389.85,6240.3,,,,,,,
0.03281,0.00015436,37.2575,1388.775,6223.8,,,,,,,
0.03282,0.00015474,37.13675,1387.725,6207.45,,,,,,,
0.03283,0.00015513,37.017,1386.675,6191.1,,,,,,,
0.03284,0.00015551,36.89825,1385.65,6174.75,,,,,,,
0.03285,0.0001559,36.77975,1384.65,6158.4,,,,,,,
0.03286,0.00015629,36.662,1383.65,6142.2,,,,,,,
0.03287,0.00015667,36.545,1382.7,6126.15,,,,,,,
0.03288,0.00015706,36.429,1381.65,6109.95,,,,,,,
0.03289,0.00015745,36.31325,1380.675,6093.9,,,,,,,
0.0329,0.00015784,36.19825,1379.775,6077.85,,,,,,,
0.03291,0.00015823,36.08375,1378.825,6061.95,,,,,,,
0.03292,0.00015862,35.97,1377.875,6046.05,,,,,,,
0.03293,0.00015902,35.857,1376.925,6030.15,,,,,,,
0.03294,0.00015941,35.74425,1376,6014.4,,,,,,,
0.03295,0.0001598,35.632,1375.075,5998.65,,,,,,,
0.03296,0.0001602,35.52025,1374.175,5982.9,,,,,,,
0.03297,0.0001606,35.40875,1373.225,5967.15,,,,,,,
0.03298,0.00016099,35.29775,1372.325,5951.55,,,,,,,
0.03299,0.00016139,35.1875,1371.4,5936.1,,,,,,,
0.033,0.00016179,35.077,1370.475,5920.5,,,,,,,
0.03301,0.00016219,34.96675,1369.575,5905.05,,,,,,,
0.03302,0.00016259,34.8575,1368.6,5889.6,,,,,,,
0.03303,0.00016299,34.748,1367.65,5874.3,,,,,,,
0.03304,0.00016339,34.6385,1366.7,5859,,,,,,,
0.03305,0.00016379,34.52925,1365.775,5843.7,,,,,,,
0.03306,0.00016419,34.42025,1364.825,5828.55,,,,,,,
0.03307,0.0001646,34.3115,1363.825,5813.4,,,,,,,
0.03308,0.000165,34.20325,1362.875,5798.25,,,,,,,
0.03309,0.0001654,34.0945,1361.875,5783.25,,,,,,,
0.0331,0.00016581,33.98625,1360.9,5768.25,,,,,,,
0.03311,0.00016622,33.87825,1359.875,5753.25,,,,,,,
0.03312,0.00016662,33.77025,1358.9,5738.4,,,,,,,
0.03313,0.00016703,33.66275,1357.875,5723.55,,,,,,,
0.03314,0.00016744,33.555,1356.85,5708.7,,,,,,,
0.03315,0.00016785,33.448,1355.825,5694,,,,,,,
0.03316,0.00016826,33.34125,1354.775,5679.3,,,,,,,
0.03317,0.00016867,33.2345,1353.725,5664.6,,,,,,,
0.03318,0.00016908,33.128,1352.7,5649.9,,,,,,,
0.03319,0.00016949,33.022,1351.65,5635.35,,,,,,,
0.0332,0.00016991,32.916,1350.625,5620.95,,,,,,,
0.03321,0.00017032,32.81125,1349.575,5606.4,,,,,,,
0.03322,0.00017073,32.706,1348.525,5592,,,,,,,
0.03323,0.00017115,32.6015,1347.475,5577.75,,,,,,,
0.03324,0.00017156,32.4975,1346.425,5563.35,,,,,,,
0.03325,0.00017198,32.394,1345.4,5549.1,,,,,,,
0.03326,0.0001724,32.29075,1344.4,5534.85,,,,,,,
0.03327,0.00017281,32.1885,1343.375,5520.75,,,,,,,
0.03328,0.00017323,32.0865,1342.325,5506.65,,,,,,,
0.03329,0.00017365,31.985,1341.35,5492.55,,,,,,,
0.0333,0.00017407,31.8845,1340.35,5478.6,,,,,,,
0.03331,0.00017449,31.78425,1339.35,5464.65,,,,,,,
0.03332,0.00017491,31.6845,1338.375,5450.7,,,,,,,
0.03333,0.00017533,31.58575,1337.425,5436.75,,,,,,,
0.03334,0.00017575,31.4875,1336.475,5422.95,,,,,,,
0.03335,0.00017617,31.39,1335.5,5409.3,,,,,,,
0.03336,0.0001766,31.293,1334.575,5395.5,,,,,,,
0.03337,0.00017702,31.19675,1333.675,5381.85,,,,,,,
0.03338,0.00017744,31.101,1332.75,5368.2,,,,,,,
0.03339,0.00017787,31.006,1331.875,5354.7,,,,,,,
0.0334,0.00017829,30.91175,1330.975,5341.05,,,,,,,
