t [s],Vol [m3],P [bar],T[ K],Q loss [W],,,,,,,,,
0.00418,0.0011413,1.733875,427.935,217.53,,,,,,,,,
0.00419,0.001141,1.73465,428.02,217.87,,,,,,,,,
0.0042,0.0011408,1.735425,428.115,218.22,,,,,,,,,
0.00421,0.0011405,1.736275,428.2125,218.56,,,,,,,,,
0.00422,0.0011402,1.7371,428.32,218.91,,,,,,,,,
0.00423,0.0011399,1.737975,428.4275,219.25,,,,,,,,,
0.00424,0.0011397,1.73885,428.54,219.6,,,,,,,,,
0.00425,0.0011394,1.739725,428.655,219.95,,,,,,,,,
0.00426,0.0011391,1.740625,428.77,220.29,,,,,,,,,
0.00427,0.0011389,1.7415,428.885,220.64,,,,,,,,,
0.00428,0.0011386,1.742375,428.995,220.99,,,,,,,,,
0.00429,0.0011383,1.743225,429.1025,221.34,,,,,,,,,
0.0043,0.001138,1.74405,429.205,221.69,,,,,,,,,
0.00431,0.0011378,1.7449,429.3025,222.04,,,,,,,,,
0.00432,0.0011375,1.745675,429.39,222.39,,,,,,,,,
0.00433,0.0011372,1.746425,429.47,222.74,,,,,,,,,
0.00434,0.0011369,1.74715,429.545,223.1,,,,,,,,,
0.00435,0.0011366,1.747825,429.6075,223.45,,,,,,,,,
0.00436,0.0011364,1.748475,429.6625,223.8,,,,,,,,,
0.00437,0.0011361,1.74905,429.705,224.16,,,,,,,,,
0.00438,0.0011358,1.74965,429.7375,224.51,,,,,,,,,
0.00439,0.0011355,1.750125,429.76,224.86,,,,,,,,,
0.0044,0.0011353,1.750625,429.7725,225.22,,,,,,,,,
0.00441,0.001135,1.75105,429.7725,225.57,,,,,,,,,
0.00442,0.0011347,1.75145,429.77,225.93,,,,,,,,,
0.00443,0.0011344,1.751875,429.7575,226.29,,,,,,,,,
0.00444,0.0011341,1.7522,429.7375,226.65,,,,,,,,,
0.00445,0.0011339,1.75255,429.715,227,,,,,,,,,
0.00446,0.0011336,1.75285,429.685,227.36,,,,,,,,,
0.00447,0.0011333,1.753175,429.655,227.72,,,,,,,,,
0.00448,0.001133,1.753475,429.625,228.08,,,,,,,,,
0.00449,0.0011327,1.753775,429.5975,228.44,,,,,,,,,
0.0045,0.0011325,1.75415,429.57,228.8,,,,,,,,,
0.00451,0.0011322,1.754475,429.545,229.16,,,,,,,,,
0.00452,0.0011319,1.75485,429.53,229.52,,,,,,,,,
0.00453,0.0011316,1.755225,429.52,229.89,,,,,,,,,
0.00454,0.0011313,1.75565,429.5225,230.25,,,,,,,,,
0.00455,0.001131,1.756175,429.5275,230.61,,,,,,,,,
0.00456,0.0011308,1.75665,429.5475,230.98,,,,,,,,,
0.00457,0.0011305,1.75725,429.5825,231.34,,,,,,,,,
0.00458,0.0011302,1.757875,429.625,231.71,,,,,,,,,
0.00459,0.0011299,1.75855,429.685,232.07,,,,,,,,,
0.0046,0.0011296,1.7593,429.755,232.44,,,,,,,,,
0.00461,0.0011293,1.7601,429.8425,232.81,,,,,,,,,
0.00462,0.0011291,1.760925,429.94,233.17,,,,,,,,,
0.00463,0.0011288,1.761825,430.05,233.54,,,,,,,,,
0.00464,0.0011285,1.7628,430.17,233.91,,,,,,,,,
0.00465,0.0011282,1.763775,430.3,234.28,,,,,,,,,
0.00466,0.0011279,1.764775,430.44,234.65,,,,,,,,,
0.00467,0.0011276,1.765825,430.585,235.02,,,,,,,,,
0.00468,0.0011273,1.7669,430.735,235.39,,,,,,,,,
0.00469,0.001127,1.768,430.8875,235.76,,,,,,,,,
0.0047,0.0011268,1.769075,431.0425,236.13,,,,,,,,,
0.00471,0.0011265,1.77015,431.1975,236.5,,,,,,,,,
0.00472,0.0011262,1.77125,431.3475,236.87,,,,,,,,,
0.00473,0.0011259,1.7723,431.495,237.25,,,,,,,,,
0.00474,0.0011256,1.773325,431.635,237.62,,,,,,,,,
0.00475,0.0011253,1.7743,431.765,238,,,,,,,,,
0.00476,0.001125,1.775225,431.885,238.37,,,,,,,,,
0.00477,0.0011247,1.776175,431.99,238.75,,,,,,,,,
0.00478,0.0011244,1.777025,432.085,239.12,,,,,,,,,
0.00479,0.0011241,1.7778,432.1675,239.5,,,,,,,,,
0.0048,0.0011239,1.77855,432.2375,239.87,,,,,,,,,
0.00481,0.0011236,1.779225,432.2875,240.25,,,,,,,,,
0.00482,0.0011233,1.779875,432.325,240.63,,,,,,,,,
0.00483,0.001123,1.780425,432.355,241.01,,,,,,,,,
0.00484,0.0011227,1.78095,432.3675,241.39,,,,,,,,,
0.00485,0.0011224,1.781425,432.37,241.77,,,,,,,,,
0.00486,0.0011221,1.78185,432.3625,242.15,,,,,,,,,
0.00487,0.0011218,1.78225,432.3475,242.53,,,,,,,,,
0.00488,0.0011215,1.782625,432.3275,242.91,,,,,,,,,
0.00489,0.0011212,1.783025,432.3025,243.29,,,,,,,,,
0.0049,0.0011209,1.783325,432.275,243.67,,,,,,,,,
0.00491,0.0011206,1.783725,432.255,244.05,,,,,,,,,
0.00492,0.0011203,1.7841,432.23,244.44,,,,,,,,,
0.00493,0.00112,1.784525,432.22,244.82,,,,,,,,,
0.00494,0.0011197,1.784975,432.21,245.21,,,,,,,,,
0.00495,0.0011195,1.78545,432.2125,245.59,,,,,,,,,
0.00496,0.0011192,1.786,432.2325,245.98,,,,,,,,,
0.00497,0.0011189,1.7866,432.2625,246.36,,,,,,,,,
0.00498,0.0011186,1.787225,432.31,246.75,,,,,,,,,
0.00499,0.0011183,1.788,432.3725,247.14,,,,,,,,,
0.005,0.001118,1.788775,432.45,247.52,,,,,,,,,
0.00501,0.0011177,1.789675,432.545,247.91,,,,,,,,,
0.00502,0.0011174,1.7906,432.655,248.3,,,,,,,,,
0.00503,0.0011171,1.791575,432.7825,248.69,,,,,,,,,
0.00504,0.0011168,1.792675,432.9225,249.08,,,,,,,,,
0.00505,0.0011165,1.7938,433.08,249.47,,,,,,,,,
0.00506,0.0011162,1.795,433.245,249.86,,,,,,,,,
0.00507,0.0011159,1.796175,433.4175,250.25,,,,,,,,,
0.00508,0.0011156,1.797375,433.6,250.65,,,,,,,,,
0.00509,0.0011153,1.79865,433.7825,251.04,,,,,,,,,
0.0051,0.001115,1.7999,433.965,251.43,,,,,,,,,
0.00511,0.0011147,1.80115,434.1475,251.82,,,,,,,,,
0.00512,0.0011144,1.802375,434.33,252.22,,,,,,,,,
0.00513,0.0011141,1.803575,434.5,252.61,,,,,,,,,
0.00514,0.0011138,1.804725,434.66,253.01,,,,,,,,,
0.00515,0.0011135,1.805825,434.8075,253.4,,,,,,,,,
0.00516,0.0011132,1.806875,434.94,253.8,,,,,,,,,
0.00517,0.0011129,1.80785,435.06,254.2,,,,,,,,,
0.00518,0.0011126,1.80875,435.1575,254.6,,,,,,,,,
0.00519,0.0011123,1.8096,435.24,254.99,,,,,,,,,
0.0052,0.001112,1.810375,435.3025,255.39,,,,,,,,,
0.00521,0.0011117,1.811,435.3425,255.79,,,,,,,,,
0.00522,0.0011114,1.811625,435.3675,256.19,,,,,,,,,
0.00523,0.0011111,1.81215,435.375,256.59,,,,,,,,,
0.00524,0.0011107,1.812575,435.36,256.99,,,,,,,,,
0.00525,0.0011104,1.812975,435.3375,257.39,,,,,,,,,
0.00526,0.0011101,1.813325,435.2975,257.79,,,,,,,,,
0.00527,0.0011098,1.813625,435.25,258.2,,,,,,,,,
0.00528,0.0011095,1.813875,435.195,258.6,,,,,,,,,
0.00529,0.0011092,1.814125,435.1325,259,,,,,,,,,
0.0053,0.0011089,1.81435,435.0675,259.41,,,,,,,,,
0.00531,0.0011086,1.814575,435.0075,259.81,,,,,,,,,
0.00532,0.0011083,1.81485,434.9475,260.22,,,,,,,,,
0.00533,0.001108,1.815125,434.9,260.62,,,,,,,,,
0.00534,0.0011077,1.81545,434.855,261.03,,,,,,,,,
0.00535,0.0011074,1.81585,434.8225,261.44,,,,,,,,,
0.00536,0.0011071,1.81625,434.805,261.84,,,,,,,,,
0.00537,0.0011068,1.81675,434.8025,262.25,,,,,,,,,
0.00538,0.0011065,1.817325,434.82,262.66,,,,,,,,,
0.00539,0.0011061,1.818,434.85,263.07,,,,,,,,,
0.0054,0.0011058,1.8187,434.9025,263.48,,,,,,,,,
0.00541,0.0011055,1.8195,434.9725,263.89,,,,,,,,,
0.00542,0.0011052,1.82035,435.0575,264.3,,,,,,,,,
0.00543,0.0011049,1.821325,435.1625,264.71,,,,,,,,,
0.00544,0.0011046,1.822325,435.28,265.12,,,,,,,,,
0.00545,0.0011043,1.8234,435.4125,265.54,,,,,,,,,
0.00546,0.001104,1.824525,435.5575,265.95,,,,,,,,,
0.00547,0.0011037,1.82565,435.7125,266.36,,,,,,,,,
0.00548,0.0011034,1.8269,435.8725,266.78,,,,,,,,,
0.00549,0.001103,1.828125,436.04,267.19,,,,,,,,,
0.0055,0.0011027,1.82935,436.21,267.61,,,,,,,,,
0.00551,0.0011024,1.830575,436.38,268.02,,,,,,,,,
0.00552,0.0011021,1.831775,436.545,268.44,,,,,,,,,
0.00553,0.0011018,1.83295,436.705,268.86,,,,,,,,,
0.00554,0.0011015,1.834125,436.8575,269.27,,,,,,,,,
0.00555,0.0011012,1.835275,437.0025,269.69,,,,,,,,,
0.00556,0.0011008,1.83635,437.135,270.11,,,,,,,,,
0.00557,0.0011005,1.837375,437.2525,270.53,,,,,,,,,
0.00558,0.0011002,1.838375,437.36,270.95,,,,,,,,,
0.00559,0.0010999,1.83925,437.4525,271.37,,,,,,,,,
0.0056,0.0010996,1.840125,437.53,271.79,,,,,,,,,
0.00561,0.0010993,1.8409,437.5925,272.21,,,,,,,,,
0.00562,0.001099,1.84165,437.64,272.63,,,,,,,,,
0.00563,0.0010986,1.842325,437.675,273.05,,,,,,,,,
0.00564,0.0010983,1.84295,437.695,273.48,,,,,,,,,
0.00565,0.001098,1.843525,437.7075,273.9,,,,,,,,,
0.00566,0.0010977,1.844075,437.71,274.33,,,,,,,,,
0.00567,0.0010974,1.8446,437.7075,274.75,,,,,,,,,
0.00568,0.0010971,1.8451,437.6975,275.17,,,,,,,,,
0.00569,0.0010967,1.84555,437.6825,275.6,,,,,,,,,
0.0057,0.0010964,1.846025,437.665,276.03,,,,,,,,,
0.00571,0.0010961,1.846475,437.655,276.45,,,,,,,,,
0.00572,0.0010958,1.84695,437.6375,276.88,,,,,,,,,
0.00573,0.0010955,1.847475,437.625,277.31,,,,,,,,,
0.00574,0.0010951,1.847975,437.62,277.74,,,,,,,,,
0.00575,0.0010948,1.8485,437.62,278.17,,,,,,,,,
0.00576,0.0010945,1.84905,437.625,278.6,,,,,,,,,
0.00577,0.0010942,1.84965,437.635,279.03,,,,,,,,,
0.00578,0.0010939,1.850275,437.6575,279.46,,,,,,,,,
0.00579,0.0010935,1.850925,437.6825,279.89,,,,,,,,,
0.0058,0.0010932,1.851625,437.72,280.32,,,,,,,,,
0.00581,0.0010929,1.852325,437.7575,280.75,,,,,,,,,
0.00582,0.0010926,1.853075,437.8075,281.19,,,,,,,,,
0.00583,0.0010923,1.853825,437.86,281.62,,,,,,,,,
0.00584,0.0010919,1.854625,437.9175,282.06,,,,,,,,,
0.00585,0.0010916,1.855425,437.9725,282.49,,,,,,,,,
0.00586,0.0010913,1.85625,438.0325,282.93,,,,,,,,,
0.00587,0.001091,1.85705,438.09,283.36,,,,,,,,,
0.00588,0.0010906,1.857825,438.1525,283.8,,,,,,,,,
0.00589,0.0010903,1.8586,438.205,284.24,,,,,,,,,
0.0059,0.00109,1.85935,438.255,284.67,,,,,,,,,
0.00591,0.0010897,1.860125,438.3,285.11,,,,,,,,,
0.00592,0.0010894,1.86085,438.34,285.55,,,,,,,,,
0.00593,0.001089,1.86155,438.37,285.99,,,,,,,,,
0.00594,0.0010887,1.862175,438.39,286.43,,,,,,,,,
0.00595,0.0010884,1.862825,438.405,286.87,,,,,,,,,
0.00596,0.001088,1.863375,438.4125,287.31,,,,,,,,,
0.00597,0.0010877,1.86395,438.415,287.75,,,,,,,,,
0.00598,0.0010874,1.864475,438.4025,288.2,,,,,,,,,
0.00599,0.0010871,1.86495,438.3875,288.64,,,,,,,,,
0.006,0.0010867,1.8654,438.365,289.08,,,,,,,,,
0.00601,0.0010864,1.865875,438.3375,289.53,,,,,,,,,
0.00602,0.0010861,1.866275,438.3025,289.97,,,,,,,,,
0.00603,0.0010858,1.86665,438.2625,290.42,,,,,,,,,
0.00604,0.0010854,1.867075,438.2225,290.86,,,,,,,,,
0.00605,0.0010851,1.86745,438.1775,291.31,,,,,,,,,
0.00606,0.0010848,1.867825,438.135,291.76,,,,,,,,,
0.00607,0.0010844,1.8682,438.0925,292.2,,,,,,,,,
0.00608,0.0010841,1.8686,438.05,292.65,,,,,,,,,
0.00609,0.0010838,1.869,438.01,293.1,,,,,,,,,
0.0061,0.0010835,1.869375,437.97,293.55,,,,,,,,,
0.00611,0.0010831,1.869825,437.935,294,,,,,,,,,
0.00612,0.0010828,1.87025,437.905,294.45,,,,,,,,,
0.00613,0.0010825,1.8707,437.8775,294.9,,,,,,,,,
0.00614,0.0010821,1.871175,437.8525,295.35,,,,,,,,,
0.00615,0.0010818,1.87165,437.835,295.81,,,,,,,,,
0.00616,0.0010815,1.872175,437.8175,296.26,,,,,,,,,
0.00617,0.0010811,1.872675,437.805,296.71,,,,,,,,,
0.00618,0.0010808,1.873225,437.7975,297.17,,,,,,,,,
0.00619,0.0010805,1.873725,437.79,297.62,,,,,,,,,
0.0062,0.0010802,1.8743,437.785,298.08,,,,,,,,,
0.00621,0.0010798,1.874875,437.78,298.53,,,,,,,,,
0.00622,0.0010795,1.87545,437.78,298.99,,,,,,,,,
0.00623,0.0010792,1.87605,437.7825,299.44,,,,,,,,,
0.00624,0.0010788,1.876625,437.78,299.9,,,,,,,,,
0.00625,0.0010785,1.877225,437.7875,300.36,,,,,,,,,
0.00626,0.0010782,1.877825,437.7925,300.82,,,,,,,,,
0.00627,0.0010778,1.878425,437.7975,301.28,,,,,,,,,
0.00628,0.0010775,1.87905,437.8075,301.74,,,,,,,,,
0.00629,0.0010771,1.879675,437.8175,302.2,,,,,,,,,
0.0063,0.0010768,1.8803,437.8325,302.66,,,,,,,,,
0.00631,0.0010765,1.880975,437.85,303.12,,,,,,,,,
0.00632,0.0010761,1.881675,437.87,303.58,,,,,,,,,
0.00633,0.0010758,1.88235,437.8975,304.05,,,,,,,,,
0.00634,0.0010755,1.8831,437.9325,304.51,,,,,,,,,
0.00635,0.0010751,1.88385,437.9725,304.97,,,,,,,,,
0.00636,0.0010748,1.884675,438.025,305.44,,,,,,,,,
0.00637,0.0010745,1.885525,438.0825,305.9,,,,,,,,,
0.00638,0.0010741,1.8864,438.1525,306.37,,,,,,,,,
0.00639,0.0010738,1.88735,438.235,306.83,,,,,,,,,
0.0064,0.0010734,1.888325,438.325,307.3,,,,,,,,,
0.00641,0.0010731,1.889375,438.43,307.77,,,,,,,,,
0.00642,0.0010728,1.890475,438.545,308.24,,,,,,,,,
0.00643,0.0010724,1.891625,438.67,308.7,,,,,,,,,
0.00644,0.0010721,1.892775,438.8075,309.17,,,,,,,,,
0.00645,0.0010718,1.894025,438.955,309.64,,,,,,,,,
0.00646,0.0010714,1.895325,439.11,310.11,,,,,,,,,
0.00647,0.0010711,1.896625,439.2775,310.58,,,,,,,,,
0.00648,0.0010707,1.897975,439.4475,311.06,,,,,,,,,
0.00649,0.0010704,1.89935,439.625,311.53,,,,,,,,,
0.0065,0.0010701,1.90075,439.805,312,,,,,,,,,
0.00651,0.0010697,1.902125,439.9825,312.47,,,,,,,,,
0.00652,0.0010694,1.903475,440.165,312.95,,,,,,,,,
0.00653,0.001069,1.904875,440.345,313.42,,,,,,,,,
0.00654,0.0010687,1.90625,440.515,313.9,,,,,,,,,
0.00655,0.0010683,1.907575,440.685,314.37,,,,,,,,,
0.00656,0.001068,1.908875,440.84,314.85,,,,,,,,,
0.00657,0.0010677,1.910125,440.99,315.32,,,,,,,,,
0.00658,0.0010673,1.91135,441.1275,315.8,,,,,,,,,
0.00659,0.001067,1.9125,441.2475,316.28,,,,,,,,,
0.0066,0.0010666,1.913575,441.3575,316.76,,,,,,,,,
0.00661,0.0010663,1.914625,441.455,317.24,,,,,,,,,
0.00662,0.0010659,1.915575,441.5325,317.71,,,,,,,,,
0.00663,0.0010656,1.916475,441.595,318.19,,,,,,,,,
0.00664,0.0010653,1.9173,441.65,318.68,,,,,,,,,
0.00665,0.0010649,1.918075,441.6825,319.16,,,,,,,,,
0.00666,0.0010646,1.9188,441.7075,319.64,,,,,,,,,
0.00667,0.0010642,1.919475,441.715,320.12,,,,,,,,,
0.00668,0.0010639,1.9201,441.72,320.6,,,,,,,,,
0.00669,0.0010635,1.920675,441.7075,321.09,,,,,,,,,
0.0067,0.0010632,1.92125,441.69,321.57,,,,,,,,,
0.00671,0.0010628,1.92175,441.6675,322.06,,,,,,,,,
0.00672,0.0010625,1.92225,441.6425,322.54,,,,,,,,,
0.00673,0.0010622,1.922775,441.6175,323.03,,,,,,,,,
0.00674,0.0010618,1.9233,441.595,323.51,,,,,,,,,
0.00675,0.0010615,1.923875,441.5725,324,,,,,,,,,
0.00676,0.0010611,1.924375,441.555,324.49,,,,,,,,,
0.00677,0.0010608,1.925,441.5525,324.98,,,,,,,,,
0.00678,0.0010604,1.92565,441.5525,325.47,,,,,,,,,
0.00679,0.0010601,1.926325,441.565,325.96,,,,,,,,,
0.0068,0.0010597,1.92705,441.5925,326.45,,,,,,,,,
0.00681,0.0010594,1.9279,441.6275,326.94,,,,,,,,,
0.00682,0.001059,1.92875,441.68,327.43,,,,,,,,,
0.00683,0.0010587,1.92965,441.7475,327.92,,,,,,,,,
0.00684,0.0010583,1.930675,441.8275,328.41,,,,,,,,,
0.00685,0.001058,1.931725,441.925,328.91,,,,,,,,,
0.00686,0.0010576,1.932825,442.035,329.4,,,,,,,,,
0.00687,0.0010573,1.934025,442.155,329.89,,,,,,,,,
0.00688,0.0010569,1.935225,442.2875,330.39,,,,,,,,,
0.00689,0.0010566,1.9365,442.4325,330.88,,,,,,,,,
0.0069,0.0010562,1.9378,442.5825,331.38,,,,,,,,,
0.00691,0.0010559,1.93915,442.7425,331.88,,,,,,,,,
0.00692,0.0010555,1.940525,442.9025,332.37,,,,,,,,,
0.00693,0.0010552,1.941875,443.0675,332.87,,,,,,,,,
0.00694,0.0010548,1.943225,443.23,333.37,,,,,,,,,
0.00695,0.0010545,1.9446,443.3875,333.87,,,,,,,,,
0.00696,0.0010541,1.94595,443.545,334.37,,,,,,,,,
0.00697,0.0010538,1.94725,443.69,334.87,,,,,,,,,
0.00698,0.0010534,1.9485,443.83,335.37,,,,,,,,,
0.00699,0.0010531,1.94965,443.955,335.87,,,,,,,,,
0.007,0.0010527,1.950825,444.065,336.37,,,,,,,,,
0.00701,0.0010523,1.9519,444.16,336.88,,,,,,,,,
0.00702,0.001052,1.9529,444.24,337.38,,,,,,,,,
0.00703,0.0010516,1.95385,444.3,337.88,,,,,,,,,
0.00704,0.0010513,1.9547,444.3425,338.39,,,,,,,,,
0.00705,0.0010509,1.95545,444.3675,338.89,,,,,,,,,
0.00706,0.0010506,1.956125,444.3725,339.4,,,,,,,,,
0.00707,0.0010502,1.956725,444.36,339.9,,,,,,,,,
0.00708,0.0010499,1.957275,444.33,340.41,,,,,,,,,
0.00709,0.0010495,1.95775,444.285,340.92,,,,,,,,,
0.0071,0.0010491,1.95815,444.2275,341.43,,,,,,,,,
0.00711,0.0010488,1.9585,444.155,341.94,,,,,,,,,
0.00712,0.0010484,1.958825,444.0725,342.44,,,,,,,,,
0.00713,0.0010481,1.95905,443.99,342.95,,,,,,,,,
0.00714,0.0010477,1.95935,443.8975,343.47,,,,,,,,,
0.00715,0.0010474,1.959625,443.81,343.98,,,,,,,,,
0.00716,0.001047,1.9599,443.715,344.49,,,,,,,,,
0.00717,0.0010466,1.960175,443.635,345,,,,,,,,,
0.00718,0.0010463,1.960525,443.5575,345.51,,,,,,,,,
0.00719,0.0010459,1.9609,443.4925,346.03,,,,,,,,,
0.0072,0.0010456,1.961325,443.4425,346.54,,,,,,,,,
0.00721,0.0010452,1.96185,443.4025,347.06,,,,,,,,,
0.00722,0.0010449,1.96245,443.3875,347.57,,,,,,,,,
0.00723,0.0010445,1.96315,443.39,348.09,,,,,,,,,
0.00724,0.0010441,1.9639,443.4125,348.61,,,,,,,,,
0.00725,0.0010438,1.9648,443.4575,349.12,,,,,,,,,
0.00726,0.0010434,1.96575,443.5225,349.64,,,,,,,,,
0.00727,0.0010431,1.966825,443.61,350.16,,,,,,,,,
0.00728,0.0010427,1.967975,443.715,350.68,,,,,,,,,
0.00729,0.0010423,1.969225,443.845,351.2,,,,,,,,,
0.0073,0.001042,1.97055,443.9925,351.72,,,,,,,,,
0.00731,0.0010416,1.97195,444.1525,352.24,,,,,,,,,
0.00732,0.0010413,1.97345,444.3325,352.76,,,,,,,,,
0.00733,0.0010409,1.97495,444.5175,353.29,,,,,,,,,
0.00734,0.0010405,1.9765,444.7125,353.81,,,,,,,,,
0.00735,0.0010402,1.9781,444.9125,354.33,,,,,,,,,
0.00736,0.0010398,1.9797,445.1125,354.86,,,,,,,,,
0.00737,0.0010394,1.981225,445.305,355.38,,,,,,,,,
0.00738,0.0010391,1.982775,445.4975,355.91,,,,,,,,,
0.00739,0.0010387,1.9843,445.685,356.43,,,,,,,,,
0.0074,0.0010384,1.985775,445.855,356.96,,,,,,,,,
0.00741,0.001038,1.987175,446.015,357.49,,,,,,,,,
0.00742,0.0010376,1.9885,446.1575,358.02,,,,,,,,,
0.00743,0.0010373,1.989775,446.28,358.54,,,,,,,,,
0.00744,0.0010369,1.990925,446.385,359.07,,,,,,,,,
0.00745,0.0010365,1.992025,446.465,359.6,,,,,,,,,
0.00746,0.0010362,1.992975,446.5275,360.13,,,,,,,,,
0.00747,0.0010358,1.993875,446.57,360.66,,,,,,,,,
0.00748,0.0010354,1.994675,446.59,361.2,,,,,,,,,
0.00749,0.0010351,1.99535,446.59,361.73,,,,,,,,,
0.0075,0.0010347,1.996025,446.5725,362.26,,,,,,,,,
0.00751,0.0010343,1.996575,446.54,362.79,,,,,,,,,
0.00752,0.001034,1.99705,446.49,363.33,,,,,,,,,
0.00753,0.0010336,1.997475,446.4275,363.86,,,,,,,,,
0.00754,0.0010332,1.997875,446.36,364.4,,,,,,,,,
0.00755,0.0010329,1.99825,446.28,364.93,,,,,,,,,
0.00756,0.0010325,1.9986,446.2,365.47,,,,,,,,,
0.00757,0.0010321,1.998925,446.12,366.01,,,,,,,,,
0.00758,0.0010318,1.999275,446.04,366.55,,,,,,,,,
0.00759,0.0010314,1.99965,445.9675,367.08,,,,,,,,,
0.0076,0.001031,2.000025,445.895,367.62,,,,,,,,,
0.00761,0.0010307,2.0005,445.835,368.16,,,,,,,,,
0.00762,0.0010303,2.001,445.7875,368.7,,,,,,,,,
0.00763,0.0010299,2.00155,445.755,369.25,,,,,,,,,
0.00764,0.0010296,2.002175,445.7325,369.79,,,,,,,,,
0.00765,0.0010292,2.002875,445.7275,370.33,,,,,,,,,
0.00766,0.0010288,2.003625,445.735,370.87,,,,,,,,,
0.00767,0.0010284,2.004475,445.76,371.42,,,,,,,,,
0.00768,0.0010281,2.005325,445.7975,371.96,,,,,,,,,
0.00769,0.0010277,2.006325,445.855,372.51,,,,,,,,,
0.0077,0.0010273,2.007375,445.9225,373.05,,,,,,,,,
0.00771,0.001027,2.00845,446.005,373.6,,,,,,,,,
0.00772,0.0010266,2.0096,446.0975,374.15,,,,,,,,,
0.00773,0.0010262,2.010775,446.2,374.69,,,,,,,,,
0.00774,0.0010258,2.01205,446.3125,375.24,,,,,,,,,
0.00775,0.0010255,2.0133,446.43,375.79,,,,,,,,,
0.00776,0.0010251,2.01455,446.55,376.34,,,,,,,,,
0.00777,0.0010247,2.0159,446.6775,376.89,,,,,,,,,
0.00778,0.0010244,2.017175,446.8025,377.44,,,,,,,,,
0.00779,0.001024,2.0185,446.93,377.99,,,,,,,,,
0.0078,0.0010236,2.019775,447.0525,378.54,,,,,,,,,
0.00781,0.0010232,2.02105,447.1725,379.1,,,,,,,,,
0.00782,0.0010229,2.022325,447.29,379.65,,,,,,,,,
0.00783,0.0010225,2.023575,447.405,380.2,,,,,,,,,
0.00784,0.0010221,2.024825,447.51,380.76,,,,,,,,,
0.00785,0.0010217,2.02605,447.6125,381.31,,,,,,,,,
0.00786,0.0010214,2.027225,447.7075,381.87,,,,,,,,,
0.00787,0.001021,2.028375,447.8025,382.43,,,,,,,,,
0.00788,0.0010206,2.0295,447.8875,382.98,,,,,,,,,
0.00789,0.0010202,2.030625,447.97,383.54,,,,,,,,,
0.0079,0.0010199,2.031725,448.0475,384.1,,,,,,,,,
0.00791,0.0010195,2.0328,448.125,384.66,,,,,,,,,
0.00792,0.0010191,2.0339,448.1975,385.22,,,,,,,,,
0.00793,0.0010187,2.035,448.27,385.78,,,,,,,,,
0.00794,0.0010184,2.036075,448.345,386.34,,,,,,,,,
0.00795,0.001018,2.03715,448.415,386.9,,,,,,,,,
0.00796,0.0010176,2.03825,448.495,387.46,,,,,,,,,
0.00797,0.0010172,2.0394,448.5725,388.03,,,,,,,,,
0.00798,0.0010169,2.040525,448.66,388.59,,,,,,,,,
0.00799,0.0010165,2.0417,448.745,389.16,,,,,,,,,
0.008,0.0010161,2.04285,448.8375,389.72,,,,,,,,,
0.00801,0.0010157,2.044075,448.935,390.29,,,,,,,,,
0.00802,0.0010153,2.0453,449.0375,390.85,,,,,,,,,
0.00803,0.001015,2.04655,449.145,391.42,,,,,,,,,
0.00804,0.0010146,2.047825,449.2575,391.99,,,,,,,,,
0.00805,0.0010142,2.049125,449.3725,392.55,,,,,,,,,
0.00806,0.0010138,2.050475,449.4925,393.12,,,,,,,,,
0.00807,0.0010134,2.051775,449.615,393.69,,,,,,,,,
0.00808,0.0010131,2.0531,449.7375,394.26,,,,,,,,,
0.00809,0.0010127,2.054425,449.86,394.83,,,,,,,,,
0.0081,0.0010123,2.0558,449.98,395.4,,,,,,,,,
0.00811,0.0010119,2.057125,450.105,395.98,,,,,,,,,
0.00812,0.0010115,2.058425,450.225,396.55,,,,,,,,,
0.00813,0.0010112,2.059725,450.3375,397.12,,,,,,,,,
0.00814,0.0010108,2.061,450.4475,397.7,,,,,,,,,
0.00815,0.0010104,2.062275,450.5525,398.27,,,,,,,,,
0.00816,0.00101,2.063525,450.6475,398.85,,,,,,,,,
0.00817,0.0010096,2.064725,450.7375,399.42,,,,,,,,,
0.00818,0.0010093,2.06585,450.8225,400,,,,,,,,,
0.00819,0.0010089,2.067,450.895,400.58,,,,,,,,,
0.0082,0.0010085,2.068075,450.9625,401.15,,,,,,,,,
0.00821,0.0010081,2.06915,451.0225,401.73,,,,,,,,,
0.00822,0.0010077,2.070125,451.07,402.31,,,,,,,,,
0.00823,0.0010073,2.07115,451.115,402.89,,,,,,,,,
0.00824,0.001007,2.072125,451.1525,403.47,,,,,,,,,
0.00825,0.0010066,2.073075,451.185,404.05,,,,,,,,,
0.00826,0.0010062,2.073975,451.2125,404.63,,,,,,,,,
0.00827,0.0010058,2.074875,451.2375,405.22,,,,,,,,,
0.00828,0.0010054,2.075775,451.255,405.8,,,,,,,,,
0.00829,0.001005,2.076625,451.2725,406.38,,,,,,,,,
0.0083,0.0010047,2.0775,451.29,406.97,,,,,,,,,
0.00831,0.0010043,2.078375,451.31,407.55,,,,,,,,,
0.00832,0.0010039,2.079275,451.3325,408.14,,,,,,,,,
0.00833,0.0010035,2.080175,451.3525,408.72,,,,,,,,,
0.00834,0.0010031,2.081075,451.3825,409.31,,,,,,,,,
0.00835,0.0010027,2.082,451.4075,409.9,,,,,,,,,
0.00836,0.0010023,2.083,451.4425,410.49,,,,,,,,,
