t [s],Vol [m3],P [bar],T [K],Q loss [W],,,,,,,,,
0.00083,0.0012124,1.58795,419.08,234.50175,,,,,,,,,
0.00084,0.0012123,1.5884,419.15,234.801,,,,,,,,,
0.00085,0.0012121,1.5889,419.225,235.10025,,,,,,,,,
0.00086,0.001212,1.5894,419.3,235.38375,,,,,,,,,
0.00087,0.0012118,1.58985,419.38,235.683,,,,,,,,,
0.00088,0.0012117,1.5904,419.455,235.98225,,,,,,,,,
0.00089,0.0012115,1.59085,419.535,236.2815,,,,,,,,,
0.0009,0.0012113,1.5914,419.61,236.565,,,,,,,,,
0.00091,0.0012112,1.59185,419.69,236.86425,,,,,,,,,
0.00092,0.001211,1.59235,419.765,237.1635,,,,,,,,,
0.00093,0.0012109,1.5929,419.845,237.46275,,,,,,,,,
0.00094,0.0012107,1.59335,419.92,237.762,,,,,,,,,
0.00095,0.0012106,1.59385,419.995,238.077,,,,,,,,,
0.00096,0.0012104,1.5943,420.065,238.37625,,,,,,,,,
0.00097,0.0012102,1.5948,420.14,238.6755,,,,,,,,,
0.00098,0.0012101,1.5953,420.21,238.97475,,,,,,,,,
0.00099,0.0012099,1.59575,420.28,239.28975,,,,,,,,,
0.001,0.0012098,1.59625,420.35,239.589,,,,,,,,,
0.00101,0.0012096,1.59675,420.42,239.88825,,,,,,,,,
0.00102,0.0012094,1.59715,420.485,240.20325,,,,,,,,,
0.00103,0.0012093,1.5976,420.54,240.5025,,,,,,,,,
0.00104,0.0012091,1.5981,420.605,240.8175,,,,,,,,,
0.00105,0.001209,1.5985,420.665,241.1325,,,,,,,,,
0.00106,0.0012088,1.59895,420.72,241.43175,,,,,,,,,
0.00107,0.0012086,1.5994,420.775,241.74675,,,,,,,,,
0.00108,0.0012085,1.59975,420.83,242.06175,,,,,,,,,
0.00109,0.0012083,1.6002,420.875,242.37675,,,,,,,,,
0.0011,0.0012082,1.60055,420.925,242.676,,,,,,,,,
0.00111,0.001208,1.60095,420.97,242.991,,,,,,,,,
0.00112,0.0012078,1.6013,421.01,243.306,,,,,,,,,
0.00113,0.0012077,1.6017,421.055,243.621,,,,,,,,,
0.00114,0.0012075,1.60205,421.09,243.936,,,,,,,,,
0.00115,0.0012073,1.60245,421.125,244.26675,,,,,,,,,
0.00116,0.0012072,1.60275,421.155,244.58175,,,,,,,,,
0.00117,0.001207,1.6031,421.185,244.89675,,,,,,,,,
0.00118,0.0012068,1.60345,421.215,245.21175,,,,,,,,,
0.00119,0.0012067,1.60375,421.24,245.5425,,,,,,,,,
0.0012,0.0012065,1.60405,421.265,245.8575,,,,,,,,,
0.00121,0.0012063,1.60435,421.28,246.1725,,,,,,,,,
0.00122,0.0012062,1.60465,421.3,246.50325,,,,,,,,,
0.00123,0.001206,1.60495,421.32,246.834,,,,,,,,,
0.00124,0.0012058,1.6052,421.33,247.149,,,,,,,,,
0.00125,0.0012057,1.60545,421.345,247.47975,,,,,,,,,
0.00126,0.0012055,1.60575,421.35,247.79475,,,,,,,,,
0.00127,0.0012053,1.606,421.36,248.1255,,,,,,,,,
0.00128,0.0012052,1.60625,421.365,248.45625,,,,,,,,,
0.00129,0.001205,1.60645,421.37,248.787,,,,,,,,,
0.0013,0.0012048,1.60675,421.37,249.11775,,,,,,,,,
0.00131,0.0012047,1.60695,421.37,249.4485,,,,,,,,,
0.00132,0.0012045,1.60715,421.37,249.77925,,,,,,,,,
0.00133,0.0012043,1.60735,421.365,250.11,,,,,,,,,
0.00134,0.0012041,1.6076,421.36,250.44075,,,,,,,,,
0.00135,0.001204,1.6078,421.355,250.7715,,,,,,,,,
0.00136,0.0012038,1.608,421.35,251.10225,,,,,,,,,
0.00137,0.0012036,1.60815,421.34,251.433,,,,,,,,,
0.00138,0.0012034,1.6084,421.33,251.7795,,,,,,,,,
0.00139,0.0012033,1.6086,421.32,252.11025,,,,,,,,,
0.0014,0.0012031,1.60875,421.31,252.45675,,,,,,,,,
0.00141,0.0012029,1.609,421.3,252.7875,,,,,,,,,
0.00142,0.0012027,1.60915,421.29,253.134,,,,,,,,,
0.00143,0.0012026,1.60935,421.275,253.46475,,,,,,,,,
0.00144,0.0012024,1.60955,421.265,253.81125,,,,,,,,,
0.00145,0.0012022,1.60975,421.255,254.142,,,,,,,,,
0.00146,0.001202,1.60995,421.245,254.4885,,,,,,,,,
0.00147,0.0012019,1.61015,421.235,254.835,,,,,,,,,
0.00148,0.0012017,1.61035,421.23,255.1815,,,,,,,,,
0.00149,0.0012015,1.61055,421.22,255.528,,,,,,,,,
0.0015,0.0012013,1.61075,421.215,255.8745,,,,,,,,,
0.00151,0.0012012,1.611,421.21,256.221,,,,,,,,,
0.00152,0.001201,1.6112,421.21,256.5675,,,,,,,,,
0.00153,0.0012008,1.61145,421.205,256.914,,,,,,,,,
0.00154,0.0012006,1.6117,421.205,257.2605,,,,,,,,,
0.00155,0.0012004,1.61195,421.21,257.607,,,,,,,,,
0.00156,0.0012003,1.6122,421.22,257.9535,,,,,,,,,
0.00157,0.0012001,1.61245,421.225,258.31575,,,,,,,,,
0.00158,0.0011999,1.6128,421.235,258.66225,,,,,,,,,
0.00159,0.0011997,1.61305,421.245,259.00875,,,,,,,,,
0.0016,0.0011995,1.61335,421.265,259.371,,,,,,,,,
0.00161,0.0011994,1.6137,421.285,259.7175,,,,,,,,,
0.00162,0.0011992,1.61405,421.305,260.07975,,,,,,,,,
0.00163,0.001199,1.61435,421.325,260.42625,,,,,,,,,
0.00164,0.0011988,1.6147,421.35,260.7885,,,,,,,,,
0.00165,0.0011986,1.6151,421.385,261.15075,,,,,,,,,
0.00166,0.0011984,1.61545,421.42,261.513,,,,,,,,,
0.00167,0.0011983,1.6158,421.45,261.8595,,,,,,,,,
0.00168,0.0011981,1.6162,421.485,262.22175,,,,,,,,,
0.00169,0.0011979,1.6166,421.525,262.584,,,,,,,,,
0.0017,0.0011977,1.61705,421.57,262.94625,,,,,,,,,
0.00171,0.0011975,1.61745,421.615,263.3085,,,,,,,,,
0.00172,0.0011973,1.61785,421.66,263.67075,,,,,,,,,
0.00173,0.0011971,1.6183,421.71,264.033,,,,,,,,,
0.00174,0.0011969,1.61875,421.76,264.39525,,,,,,,,,
0.00175,0.0011968,1.6192,421.81,264.77325,,,,,,,,,
0.00176,0.0011966,1.61965,421.865,265.1355,,,,,,,,,
0.00177,0.0011964,1.62015,421.92,265.49775,,,,,,,,,
0.00178,0.0011962,1.6206,421.975,265.87575,,,,,,,,,
0.00179,0.001196,1.6211,422.03,266.238,,,,,,,,,
0.0018,0.0011958,1.6216,422.09,266.616,,,,,,,,,
0.00181,0.0011956,1.62205,422.15,266.97825,,,,,,,,,
0.00182,0.0011954,1.62255,422.21,267.35625,,,,,,,,,
0.00183,0.0011952,1.62305,422.265,267.7185,,,,,,,,,
0.00184,0.0011951,1.6235,422.325,268.0965,,,,,,,,,
0.00185,0.0011949,1.624,422.385,268.4745,,,,,,,,,
0.00186,0.0011947,1.6245,422.445,268.8525,,,,,,,,,
0.00187,0.0011945,1.62495,422.505,269.2305,,,,,,,,,
0.00188,0.0011943,1.62545,422.565,269.59275,,,,,,,,,
0.00189,0.0011941,1.62595,422.625,269.97075,,,,,,,,,
0.0019,0.0011939,1.62645,422.68,270.34875,,,,,,,,,
0.00191,0.0011937,1.6269,422.74,270.72675,,,,,,,,,
0.00192,0.0011935,1.6274,422.795,271.1205,,,,,,,,,
0.00193,0.0011933,1.6279,422.855,271.4985,,,,,,,,,
0.00194,0.0011931,1.6284,422.91,271.8765,,,,,,,,,
0.00195,0.0011929,1.62885,422.97,272.2545,,,,,,,,,
0.00196,0.0011927,1.62935,423.025,272.64825,,,,,,,,,
0.00197,0.0011925,1.62985,423.08,273.02625,,,,,,,,,
0.00198,0.0011923,1.63035,423.135,273.40425,,,,,,,,,
0.00199,0.0011921,1.6308,423.19,273.798,,,,,,,,,
0.002,0.001192,1.6313,423.245,274.176,,,,,,,,,
0.00201,0.0011918,1.63175,423.305,274.56975,,,,,,,,,
0.00202,0.0011916,1.63225,423.36,274.9635,,,,,,,,,
0.00203,0.0011914,1.63275,423.41,275.3415,,,,,,,,,
0.00204,0.0011912,1.6332,423.465,275.73525,,,,,,,,,
0.00205,0.001191,1.6337,423.52,276.129,,,,,,,,,
0.00206,0.0011908,1.6342,423.575,276.52275,,,,,,,,,
0.00207,0.0011906,1.6347,423.63,276.9165,,,,,,,,,
0.00208,0.0011904,1.6352,423.685,277.31025,,,,,,,,,
0.00209,0.0011902,1.63565,423.745,277.704,,,,,,,,,
0.0021,0.00119,1.6362,423.8,278.09775,,,,,,,,,
0.00211,0.0011898,1.63665,423.855,278.4915,,,,,,,,,
0.00212,0.0011896,1.63715,423.915,278.88525,,,,,,,,,
0.00213,0.0011894,1.6377,423.975,279.279,,,,,,,,,
0.00214,0.0011892,1.6382,424.03,279.6885,,,,,,,,,
0.00215,0.001189,1.6387,424.09,280.08225,,,,,,,,,
0.00216,0.0011887,1.6392,424.15,280.476,,,,,,,,,
0.00217,0.0011885,1.6397,424.21,280.8855,,,,,,,,,
0.00218,0.0011883,1.6402,424.265,281.27925,,,,,,,,,
0.00219,0.0011881,1.64075,424.33,281.68875,,,,,,,,,
0.0022,0.0011879,1.64125,424.39,282.0825,,,,,,,,,
0.00221,0.0011877,1.64175,424.45,282.492,,,,,,,,,
0.00222,0.0011875,1.6423,424.51,282.9015,,,,,,,,,
0.00223,0.0011873,1.6428,424.57,283.29525,,,,,,,,,
0.00224,0.0011871,1.6433,424.63,283.70475,,,,,,,,,
0.00225,0.0011869,1.64385,424.69,284.11425,,,,,,,,,
0.00226,0.0011867,1.64435,424.745,284.52375,,,,,,,,,
0.00227,0.0011865,1.64485,424.805,284.93325,,,,,,,,,
0.00228,0.0011863,1.64535,424.86,285.34275,,,,,,,,,
0.00229,0.0011861,1.64585,424.915,285.75225,,,,,,,,,
0.0023,0.0011859,1.6464,424.97,286.16175,,,,,,,,,
0.00231,0.0011857,1.64685,425.02,286.57125,,,,,,,,,
0.00232,0.0011855,1.64735,425.07,286.9965,,,,,,,,,
0.00233,0.0011852,1.64785,425.12,287.406,,,,,,,,,
0.00234,0.001185,1.6483,425.165,287.8155,,,,,,,,,
0.00235,0.0011848,1.6488,425.215,288.24075,,,,,,,,,
0.00236,0.0011846,1.64925,425.255,288.65025,,,,,,,,,
0.00237,0.0011844,1.6497,425.295,289.0755,,,,,,,,,
0.00238,0.0011842,1.6501,425.33,289.485,,,,,,,,,
0.00239,0.001184,1.65055,425.365,289.91025,,,,,,,,,
0.0024,0.0011838,1.65095,425.395,290.31975,,,,,,,,,
0.00241,0.0011836,1.6514,425.425,290.745,,,,,,,,,
0.00242,0.0011833,1.65175,425.455,291.17025,,,,,,,,,
0.00243,0.0011831,1.6522,425.48,291.5955,,,,,,,,,
0.00244,0.0011829,1.65255,425.495,292.02075,,,,,,,,,
0.00245,0.0011827,1.6529,425.52,292.446,,,,,,,,,
0.00246,0.0011825,1.6533,425.535,292.87125,,,,,,,,,
0.00247,0.0011823,1.65365,425.545,293.2965,,,,,,,,,
0.00248,0.0011821,1.65395,425.555,293.72175,,,,,,,,,
0.00249,0.0011818,1.6543,425.56,294.147,,,,,,,,,
0.0025,0.0011816,1.6546,425.565,294.57225,,,,,,,,,
0.00251,0.0011814,1.6549,425.57,294.9975,,,,,,,,,
0.00252,0.0011812,1.6552,425.57,295.4385,,,,,,,,,
0.00253,0.001181,1.65555,425.57,295.86375,,,,,,,,,
0.00254,0.0011808,1.65585,425.565,296.289,,,,,,,,,
0.00255,0.0011805,1.6561,425.56,296.73,,,,,,,,,
0.00256,0.0011803,1.6564,425.555,297.15525,,,,,,,,,
0.00257,0.0011801,1.65665,425.54,297.59625,,,,,,,,,
0.00258,0.0011799,1.6569,425.535,298.0215,,,,,,,,,
0.00259,0.0011797,1.6572,425.525,298.4625,,,,,,,,,
0.0026,0.0011794,1.65745,425.51,298.9035,,,,,,,,,
0.00261,0.0011792,1.65775,425.5,299.3445,,,,,,,,,
0.00262,0.001179,1.65795,425.485,299.76975,,,,,,,,,
0.00263,0.0011788,1.6582,425.47,300.21075,,,,,,,,,
0.00264,0.0011786,1.6585,425.46,300.65175,,,,,,,,,
0.00265,0.0011783,1.65875,425.445,301.09275,,,,,,,,,
0.00266,0.0011781,1.659,425.435,301.53375,,,,,,,,,
0.00267,0.0011779,1.6593,425.425,301.97475,,,,,,,,,
0.00268,0.0011777,1.6595,425.41,302.4315,,,,,,,,,
0.00269,0.0011775,1.6598,425.395,302.8725,,,,,,,,,
0.0027,0.0011772,1.66005,425.385,303.3135,,,,,,,,,
0.00271,0.001177,1.6603,425.38,303.7545,,,,,,,,,
0.00272,0.0011768,1.6606,425.37,304.21125,,,,,,,,,
0.00273,0.0011766,1.6609,425.36,304.65225,,,,,,,,,
0.00274,0.0011763,1.6612,425.35,305.109,,,,,,,,,
0.00275,0.0011761,1.6615,425.345,305.55,,,,,,,,,
0.00276,0.0011759,1.66175,425.335,306.00675,,,,,,,,,
0.00277,0.0011757,1.6621,425.33,306.44775,,,,,,,,,
0.00278,0.0011754,1.66235,425.325,306.9045,,,,,,,,,
0.00279,0.0011752,1.66265,425.325,307.36125,,,,,,,,,
0.0028,0.001175,1.663,425.32,307.818,,,,,,,,,
0.00281,0.0011748,1.6633,425.32,308.259,,,,,,,,,
0.00282,0.0011745,1.6636,425.32,308.71575,,,,,,,,,
0.00283,0.0011743,1.66395,425.315,309.1725,,,,,,,,,
0.00284,0.0011741,1.66425,425.315,309.62925,,,,,,,,,
0.00285,0.0011738,1.66455,425.32,310.086,,,,,,,,,
0.00286,0.0011736,1.6649,425.32,310.5585,,,,,,,,,
0.00287,0.0011734,1.66525,425.32,311.01525,,,,,,,,,
0.00288,0.0011732,1.6656,425.325,311.472,,,,,,,,,
0.00289,0.0011729,1.6659,425.325,311.92875,,,,,,,,,
0.0029,0.0011727,1.6662,425.33,312.40125,,,,,,,,,
0.00291,0.0011725,1.6666,425.325,312.858,,,,,,,,,
0.00292,0.0011722,1.6669,425.325,313.31475,,,,,,,,,
0.00293,0.001172,1.66725,425.33,313.78725,,,,,,,,,
0.00294,0.0011718,1.66755,425.33,314.244,,,,,,,,,
0.00295,0.0011715,1.6679,425.33,314.7165,,,,,,,,,
0.00296,0.0011713,1.66825,425.33,315.189,,,,,,,,,
0.00297,0.0011711,1.66855,425.33,315.64575,,,,,,,,,
0.00298,0.0011709,1.66885,425.325,316.11825,,,,,,,,,
0.00299,0.0011706,1.6692,425.325,316.59075,,,,,,,,,
0.003,0.0011704,1.6695,425.325,317.06325,,,,,,,,,
0.00301,0.0011702,1.66985,425.32,317.53575,,,,,,,,,
0.00302,0.0011699,1.67015,425.32,318.00825,,,,,,,,,
0.00303,0.0011697,1.6705,425.31,318.48075,,,,,,,,,
0.00304,0.0011694,1.6708,425.305,318.95325,,,,,,,,,
0.00305,0.0011692,1.6711,425.3,319.42575,,,,,,,,,
0.00306,0.001169,1.6714,425.295,319.89825,,,,,,,,,
0.00307,0.0011687,1.6717,425.29,320.3865,,,,,,,,,
0.00308,0.0011685,1.672,425.285,320.859,,,,,,,,,
0.00309,0.0011683,1.67235,425.27,321.3315,,,,,,,,,
0.0031,0.001168,1.67265,425.265,321.81975,,,,,,,,,
0.00311,0.0011678,1.673,425.26,322.29225,,,,,,,,,
0.00312,0.0011676,1.6733,425.255,322.7805,,,,,,,,,
0.00313,0.0011673,1.6736,425.245,323.253,,,,,,,,,
0.00314,0.0011671,1.6739,425.24,323.74125,,,,,,,,,
0.00315,0.0011668,1.67425,425.235,324.21375,,,,,,,,,
0.00316,0.0011666,1.67455,425.225,324.702,,,,,,,,,
0.00317,0.0011664,1.67485,425.22,325.19025,,,,,,,,,
0.00318,0.0011661,1.67515,425.215,325.6785,,,,,,,,,
0.00319,0.0011659,1.6755,425.21,326.16675,,,,,,,,,
0.0032,0.0011656,1.67585,425.21,326.655,,,,,,,,,
0.00321,0.0011654,1.6762,425.205,327.14325,,,,,,,,,
0.00322,0.0011652,1.6765,425.205,327.6315,,,,,,,,,
0.00323,0.0011649,1.6769,425.205,328.11975,,,,,,,,,
0.00324,0.0011647,1.6772,425.205,328.608,,,,,,,,,
0.00325,0.0011644,1.6776,425.205,329.09625,,,,,,,,,
0.00326,0.0011642,1.67795,425.21,329.60025,,,,,,,,,
0.00327,0.001164,1.6783,425.215,330.0885,,,,,,,,,
0.00328,0.0011637,1.67865,425.22,330.57675,,,,,,,,,
0.00329,0.0011635,1.67905,425.23,331.08075,,,,,,,,,
0.0033,0.0011632,1.67945,425.24,331.569,,,,,,,,,
0.00331,0.001163,1.6798,425.25,332.073,,,,,,,,,
0.00332,0.0011627,1.68025,425.255,332.56125,,,,,,,,,
0.00333,0.0011625,1.68065,425.27,333.06525,,,,,,,,,
0.00334,0.0011622,1.68105,425.285,333.56925,,,,,,,,,
0.00335,0.001162,1.68145,425.3,334.07325,,,,,,,,,
0.00336,0.0011618,1.68185,425.32,334.5615,,,,,,,,,
0.00337,0.0011615,1.6823,425.335,335.0655,,,,,,,,,
0.00338,0.0011613,1.6827,425.35,335.5695,,,,,,,,,
0.00339,0.001161,1.6832,425.37,336.0735,,,,,,,,,
0.0034,0.0011608,1.6836,425.39,336.5775,,,,,,,,,
0.00341,0.0011605,1.68405,425.41,337.0815,,,,,,,,,
0.00342,0.0011603,1.6845,425.435,337.5855,,,,,,,,,
0.00343,0.00116,1.68495,425.46,338.10525,,,,,,,,,
0.00344,0.0011598,1.6854,425.48,338.60925,,,,,,,,,
0.00345,0.0011595,1.68585,425.505,339.11325,,,,,,,,,
0.00346,0.0011593,1.6863,425.53,339.633,,,,,,,,,
0.00347,0.001159,1.6868,425.55,340.137,,,,,,,,,
0.00348,0.0011588,1.68725,425.575,340.641,,,,,,,,,
0.00349,0.0011585,1.6877,425.6,341.16075,,,,,,,,,
0.0035,0.0011583,1.68815,425.625,341.6805,,,,,,,,,
0.00351,0.001158,1.6886,425.65,342.1845,,,,,,,,,
0.00352,0.0011578,1.6891,425.675,342.70425,,,,,,,,,
0.00353,0.0011575,1.68955,425.7,343.224,,,,,,,,,
0.00354,0.0011573,1.69005,425.725,343.728,,,,,,,,,
0.00355,0.001157,1.69045,425.75,344.24775,,,,,,,,,
0.00356,0.0011568,1.6909,425.775,344.7675,,,,,,,,,
0.00357,0.0011565,1.6914,425.795,345.28725,,,,,,,,,
0.00358,0.0011563,1.69185,425.82,345.807,,,,,,,,,
0.00359,0.001156,1.69235,425.845,346.32675,,,,,,,,,
0.0036,0.0011558,1.6928,425.87,346.8465,,,,,,,,,
0.00361,0.0011555,1.69325,425.895,347.382,,,,,,,,,
0.00362,0.0011552,1.69375,425.915,347.90175,,,,,,,,,
0.00363,0.001155,1.6942,425.935,348.4215,,,,,,,,,
0.00364,0.0011547,1.69465,425.96,348.94125,,,,,,,,,
0.00365,0.0011545,1.6951,425.98,349.47675,,,,,,,,,
0.00366,0.0011542,1.6956,426.005,349.9965,,,,,,,,,
0.00367,0.001154,1.69605,426.025,350.532,,,,,,,,,
0.00368,0.0011537,1.6965,426.045,351.05175,,,,,,,,,
0.00369,0.0011535,1.697,426.065,351.58725,,,,,,,,,
0.0037,0.0011532,1.6974,426.09,352.12275,,,,,,,,,
0.00371,0.0011529,1.6979,426.11,352.6425,,,,,,,,,
0.00372,0.0011527,1.69835,426.13,353.178,,,,,,,,,
0.00373,0.0011524,1.6988,426.15,353.7135,,,,,,,,,
0.00374,0.0011522,1.6993,426.17,354.249,,,,,,,,,
0.00375,0.0011519,1.69975,426.19,354.7845,,,,,,,,,
0.00376,0.0011516,1.70015,426.205,355.32,,,,,,,,,
0.00377,0.0011514,1.70065,426.23,355.8555,,,,,,,,,
0.00378,0.0011511,1.70115,426.25,356.391,,,,,,,,,
0.00379,0.0011509,1.7016,426.265,356.9265,,,,,,,,,
0.0038,0.0011506,1.70205,426.285,357.462,,,,,,,,,
0.00381,0.0011503,1.7025,426.31,358.01325,,,,,,,,,
0.00382,0.0011501,1.70295,426.325,358.54875,,,,,,,,,
0.00383,0.0011498,1.70345,426.345,359.08425,,,,,,,,,
0.00384,0.0011496,1.7039,426.37,359.6355,,,,,,,,,
0.00385,0.0011493,1.7044,426.39,360.171,,,,,,,,,
0.00386,0.001149,1.70485,426.405,360.72225,,,,,,,,,
0.00387,0.0011488,1.70535,426.425,361.25775,,,,,,,,,
0.00388,0.0011485,1.70575,426.445,361.809,,,,,,,,,
0.00389,0.0011482,1.70625,426.465,362.36025,,,,,,,,,
0.0039,0.001148,1.7067,426.485,362.9115,,,,,,,,,
0.00391,0.0011477,1.7072,426.5,363.447,,,,,,,,,
0.00392,0.0011475,1.70765,426.525,363.99825,,,,,,,,,
0.00393,0.0011472,1.70815,426.54,364.5495,,,,,,,,,
0.00394,0.0011469,1.7086,426.565,365.10075,,,,,,,,,
0.00395,0.0011467,1.70905,426.585,365.652,,,,,,,,,
0.00396,0.0011464,1.70955,426.6,366.20325,,,,,,,,,
0.00397,0.0011461,1.71005,426.625,366.77025,,,,,,,,,
0.00398,0.0011459,1.7105,426.645,367.3215,,,,,,,,,
0.00399,0.0011456,1.711,426.665,367.87275,,,,,,,,,
0.004,0.0011453,1.7115,426.685,368.424,,,,,,,,,
0.00401,0.0011451,1.71195,426.71,368.991,,,,,,,,,
0.00402,0.0011448,1.7125,426.73,369.54225,,,,,,,,,
0.00403,0.0011445,1.71295,426.755,370.10925,,,,,,,,,
0.00404,0.0011443,1.71345,426.775,370.6605,,,,,,,,,
0.00405,0.001144,1.714,426.8,371.2275,,,,,,,,,
0.00406,0.0011437,1.71445,426.825,371.7945,,,,,,,,,
0.00407,0.0011434,1.715,426.85,372.34575,,,,,,,,,
0.00408,0.0011432,1.71545,426.875,372.91275,,,,,,,,,
0.00409,0.0011429,1.716,426.9,373.47975,,,,,,,,,
0.0041,0.0011426,1.7165,426.93,374.04675,,,,,,,,,
0.00411,0.0011424,1.717,426.95,374.61375,,,,,,,,,
0.00412,0.0011421,1.71755,426.98,375.18075,,,,,,,,,
0.00413,0.0011418,1.71805,427.01,375.74775,,,,,,,,,
