t [s],Vol [m3],P [bar],T [K],Q loss [W],,,,,,,,
0.00131,0.001205,1.61312,424.466,184.356,,,,,,,,
0.00132,0.0012049,1.61342,424.484,184.608,,,,,,,,
0.00133,0.0012047,1.6137,424.504,184.86,,,,,,,,
0.00134,0.0012045,1.61398,424.518,185.112,,,,,,,,
0.00135,0.0012044,1.61428,424.534,185.364,,,,,,,,
0.00136,0.0012042,1.6146,424.554,185.616,,,,,,,,
0.00137,0.001204,1.61492,424.572,185.868,,,,,,,,
0.00138,0.0012039,1.6152,424.592,186.132,,,,,,,,
0.00139,0.0012037,1.61554,424.616,186.384,,,,,,,,
0.0014,0.0012035,1.61582,424.636,186.636,,,,,,,,
0.00141,0.0012033,1.61614,424.654,186.888,,,,,,,,
0.00142,0.0012032,1.61646,424.678,187.152,,,,,,,,
0.00143,0.001203,1.61676,424.702,187.404,,,,,,,,
0.00144,0.0012028,1.61706,424.724,187.668,,,,,,,,
0.00145,0.0012026,1.61738,424.742,187.92,,,,,,,,
0.00146,0.0012025,1.6177,424.762,188.184,,,,,,,,
0.00147,0.0012023,1.61798,424.776,188.448,,,,,,,,
0.00148,0.0012021,1.61828,424.788,188.7,,,,,,,,
0.00149,0.0012019,1.61854,424.802,188.964,,,,,,,,
0.0015,0.0012018,1.61882,424.806,189.228,,,,,,,,
0.00151,0.0012016,1.61906,424.808,189.492,,,,,,,,
0.00152,0.0012014,1.61928,424.806,189.756,,,,,,,,
0.00153,0.0012012,1.61952,424.802,190.02,,,,,,,,
0.00154,0.0012011,1.61972,424.794,190.284,,,,,,,,
0.00155,0.0012009,1.61992,424.782,190.548,,,,,,,,
0.00156,0.0012007,1.6201,424.766,190.812,,,,,,,,
0.00157,0.0012005,1.62024,424.746,191.076,,,,,,,,
0.00158,0.0012004,1.62038,424.722,191.34,,,,,,,,
0.00159,0.0012002,1.62056,424.696,191.604,,,,,,,,
0.0016,0.0012,1.62066,424.668,191.88,,,,,,,,
0.00161,0.0011998,1.62078,424.64,192.144,,,,,,,,
0.00162,0.0011996,1.62092,424.608,192.42,,,,,,,,
0.00163,0.0011995,1.62106,424.58,192.684,,,,,,,,
0.00164,0.0011993,1.6212,424.548,192.96,,,,,,,,
0.00165,0.0011991,1.62136,424.522,193.224,,,,,,,,
0.00166,0.0011989,1.6215,424.498,193.5,,,,,,,,
0.00167,0.0011987,1.62168,424.476,193.776,,,,,,,,
0.00168,0.0011985,1.62184,424.458,194.04,,,,,,,,
0.00169,0.0011984,1.62206,424.446,194.316,,,,,,,,
0.0017,0.0011982,1.62224,424.44,194.592,,,,,,,,
0.00171,0.001198,1.62248,424.434,194.868,,,,,,,,
0.00172,0.0011978,1.62274,424.438,195.144,,,,,,,,
0.00173,0.0011976,1.62302,424.446,195.42,,,,,,,,
0.00174,0.0011974,1.62334,424.46,195.696,,,,,,,,
0.00175,0.0011973,1.62364,424.482,195.972,,,,,,,,
0.00176,0.0011971,1.624,424.504,196.248,,,,,,,,
0.00177,0.0011969,1.62436,424.534,196.524,,,,,,,,
0.00178,0.0011967,1.62474,424.568,196.812,,,,,,,,
0.00179,0.0011965,1.62516,424.606,197.088,,,,,,,,
0.0018,0.0011963,1.62554,424.648,197.364,,,,,,,,
0.00181,0.0011961,1.62598,424.69,197.652,,,,,,,,
0.00182,0.001196,1.6264,424.734,197.928,,,,,,,,
0.00183,0.0011958,1.62682,424.774,198.216,,,,,,,,
0.00184,0.0011956,1.62722,424.818,198.492,,,,,,,,
0.00185,0.0011954,1.62766,424.858,198.78,,,,,,,,
0.00186,0.0011952,1.62806,424.894,199.068,,,,,,,,
0.00187,0.001195,1.62846,424.928,199.344,,,,,,,,
0.00188,0.0011948,1.6288,424.956,199.632,,,,,,,,
0.00189,0.0011946,1.62914,424.976,199.92,,,,,,,,
0.0019,0.0011944,1.62944,424.992,200.208,,,,,,,,
0.00191,0.0011942,1.62976,425,200.496,,,,,,,,
0.00192,0.0011941,1.63,424.998,200.784,,,,,,,,
0.00193,0.0011939,1.63024,424.99,201.072,,,,,,,,
0.00194,0.0011937,1.63042,424.972,201.36,,,,,,,,
0.00195,0.0011935,1.63062,424.948,201.648,,,,,,,,
0.00196,0.0011933,1.63076,424.916,201.936,,,,,,,,
0.00197,0.0011931,1.63086,424.874,202.236,,,,,,,,
0.00198,0.0011929,1.63092,424.826,202.524,,,,,,,,
0.00199,0.0011927,1.63098,424.772,202.812,,,,,,,,
0.002,0.0011925,1.631,424.712,203.112,,,,,,,,
0.00201,0.0011923,1.63102,424.648,203.4,,,,,,,,
0.00202,0.0011921,1.63102,424.58,203.7,,,,,,,,
0.00203,0.0011919,1.63104,424.508,203.988,,,,,,,,
0.00204,0.0011917,1.63102,424.436,204.288,,,,,,,,
0.00205,0.0011915,1.631,424.366,204.588,,,,,,,,
0.00206,0.0011913,1.631,424.296,204.876,,,,,,,,
0.00207,0.0011911,1.63102,424.228,205.176,,,,,,,,
0.00208,0.0011909,1.63106,424.17,205.476,,,,,,,,
0.00209,0.0011907,1.63112,424.112,205.776,,,,,,,,
0.0021,0.0011905,1.6312,424.06,206.076,,,,,,,,
0.00211,0.0011903,1.63128,424.022,206.376,,,,,,,,
0.00212,0.0011901,1.63144,423.984,206.676,,,,,,,,
0.00213,0.0011899,1.6316,423.962,206.976,,,,,,,,
0.00214,0.0011897,1.6318,423.944,207.276,,,,,,,,
0.00215,0.0011895,1.63206,423.938,207.576,,,,,,,,
0.00216,0.0011893,1.63234,423.94,207.888,,,,,,,,
0.00217,0.0011891,1.6327,423.954,208.188,,,,,,,,
0.00218,0.0011889,1.63306,423.976,208.488,,,,,,,,
0.00219,0.0011887,1.6334,424.006,208.8,,,,,,,,
0.0022,0.0011885,1.63382,424.042,209.1,,,,,,,,
0.00221,0.0011883,1.63428,424.084,209.412,,,,,,,,
0.00222,0.0011881,1.63476,424.134,209.712,,,,,,,,
0.00223,0.0011879,1.63524,424.188,210.024,,,,,,,,
0.00224,0.0011877,1.63572,424.244,210.336,,,,,,,,
0.00225,0.0011875,1.63622,424.298,210.636,,,,,,,,
0.00226,0.0011873,1.63672,424.352,210.948,,,,,,,,
0.00227,0.0011871,1.63722,424.41,211.26,,,,,,,,
0.00228,0.0011869,1.6377,424.456,211.572,,,,,,,,
0.00229,0.0011867,1.63816,424.504,211.884,,,,,,,,
0.0023,0.0011865,1.6386,424.544,212.196,,,,,,,,
0.00231,0.0011863,1.63902,424.582,212.508,,,,,,,,
0.00232,0.0011861,1.6394,424.61,212.82,,,,,,,,
0.00233,0.0011859,1.63978,424.63,213.132,,,,,,,,
0.00234,0.0011857,1.64012,424.642,213.444,,,,,,,,
0.00235,0.0011855,1.6404,424.646,213.768,,,,,,,,
0.00236,0.0011853,1.6407,424.638,214.08,,,,,,,,
0.00237,0.0011851,1.64094,424.63,214.392,,,,,,,,
0.00238,0.0011848,1.64114,424.61,214.716,,,,,,,,
0.00239,0.0011846,1.64132,424.584,215.028,,,,,,,,
0.0024,0.0011844,1.64148,424.552,215.352,,,,,,,,
0.00241,0.0011842,1.64162,424.514,215.664,,,,,,,,
0.00242,0.001184,1.64176,424.476,215.988,,,,,,,,
0.00243,0.0011838,1.6419,424.436,216.312,,,,,,,,
0.00244,0.0011836,1.64204,424.398,216.624,,,,,,,,
0.00245,0.0011834,1.64218,424.354,216.948,,,,,,,,
0.00246,0.0011832,1.64232,424.318,217.272,,,,,,,,
0.00247,0.001183,1.6425,424.284,217.596,,,,,,,,
0.00248,0.0011827,1.64268,424.254,217.92,,,,,,,,
0.00249,0.0011825,1.64284,424.23,218.244,,,,,,,,
0.0025,0.0011823,1.64308,424.21,218.568,,,,,,,,
0.00251,0.0011821,1.64336,424.206,218.892,,,,,,,,
0.00252,0.0011819,1.64366,424.2,219.216,,,,,,,,
0.00253,0.0011817,1.64396,424.206,219.54,,,,,,,,
0.00254,0.0011815,1.64432,424.22,219.876,,,,,,,,
0.00255,0.0011813,1.6447,424.244,220.2,,,,,,,,
0.00256,0.001181,1.6451,424.272,220.524,,,,,,,,
0.00257,0.0011808,1.64552,424.308,220.86,,,,,,,,
0.00258,0.0011806,1.64602,424.346,221.184,,,,,,,,
0.00259,0.0011804,1.64648,424.394,221.52,,,,,,,,
0.0026,0.0011802,1.64698,424.444,221.844,,,,,,,,
0.00261,0.00118,1.64748,424.496,222.18,,,,,,,,
0.00262,0.0011797,1.648,424.548,222.516,,,,,,,,
0.00263,0.0011795,1.64852,424.602,222.84,,,,,,,,
0.00264,0.0011793,1.649,424.652,223.176,,,,,,,,
0.00265,0.0011791,1.64948,424.7,223.512,,,,,,,,
0.00266,0.0011789,1.64998,424.746,223.848,,,,,,,,
0.00267,0.0011787,1.65042,424.782,224.184,,,,,,,,
0.00268,0.0011784,1.65086,424.814,224.52,,,,,,,,
0.00269,0.0011782,1.65124,424.838,224.856,,,,,,,,
0.0027,0.001178,1.65164,424.858,225.192,,,,,,,,
0.00271,0.0011778,1.65196,424.868,225.528,,,,,,,,
0.00272,0.0011776,1.6523,424.87,225.864,,,,,,,,
0.00273,0.0011773,1.6526,424.866,226.212,,,,,,,,
0.00274,0.0011771,1.65284,424.854,226.548,,,,,,,,
0.00275,0.0011769,1.65308,424.83,226.884,,,,,,,,
0.00276,0.0011767,1.6533,424.804,227.232,,,,,,,,
0.00277,0.0011765,1.65346,424.772,227.568,,,,,,,,
0.00278,0.0011762,1.65364,424.738,227.916,,,,,,,,
0.00279,0.001176,1.6538,424.698,228.252,,,,,,,,
0.0028,0.0011758,1.65396,424.658,228.6,,,,,,,,
0.00281,0.0011756,1.65408,424.614,228.948,,,,,,,,
0.00282,0.0011753,1.65422,424.572,229.296,,,,,,,,
0.00283,0.0011751,1.65442,424.534,229.632,,,,,,,,
0.00284,0.0011749,1.6546,424.498,229.98,,,,,,,,
0.00285,0.0011747,1.65478,424.468,230.328,,,,,,,,
0.00286,0.0011744,1.65502,424.44,230.676,,,,,,,,
0.00287,0.0011742,1.65522,424.422,231.024,,,,,,,,
0.00288,0.001174,1.65554,424.41,231.372,,,,,,,,
0.00289,0.0011738,1.6558,424.406,231.72,,,,,,,,
0.0029,0.0011735,1.65614,424.41,232.068,,,,,,,,
0.00291,0.0011733,1.65652,424.42,232.428,,,,,,,,
0.00292,0.0011731,1.65688,424.442,232.776,,,,,,,,
0.00293,0.0011729,1.65736,424.47,233.124,,,,,,,,
0.00294,0.0011726,1.6578,424.506,233.484,,,,,,,,
0.00295,0.0011724,1.6583,424.552,233.832,,,,,,,,
0.00296,0.0011722,1.65882,424.602,234.192,,,,,,,,
0.00297,0.0011719,1.65936,424.656,234.54,,,,,,,,
0.00298,0.0011717,1.65992,424.718,234.9,,,,,,,,
0.00299,0.0011715,1.66046,424.78,235.248,,,,,,,,
0.003,0.0011713,1.66108,424.842,235.608,,,,,,,,
0.00301,0.001171,1.66168,424.91,235.968,,,,,,,,
0.00302,0.0011708,1.66224,424.976,236.328,,,,,,,,
0.00303,0.0011706,1.66282,425.04,236.688,,,,,,,,
0.00304,0.0011703,1.66338,425.098,237.036,,,,,,,,
0.00305,0.0011701,1.66392,425.16,237.396,,,,,,,,
0.00306,0.0011699,1.66448,425.212,237.756,,,,,,,,
0.00307,0.0011696,1.665,425.258,238.128,,,,,,,,
0.00308,0.0011694,1.66552,425.304,238.488,,,,,,,,
0.00309,0.0011692,1.66596,425.34,238.848,,,,,,,,
0.0031,0.0011689,1.66638,425.366,239.208,,,,,,,,
0.00311,0.0011687,1.66684,425.39,239.568,,,,,,,,
0.00312,0.0011685,1.66724,425.406,239.94,,,,,,,,
0.00313,0.0011682,1.66762,425.418,240.3,,,,,,,,
0.00314,0.001168,1.66796,425.424,240.672,,,,,,,,
0.00315,0.0011678,1.66832,425.422,241.032,,,,,,,,
0.00316,0.0011675,1.6686,425.418,241.404,,,,,,,,
0.00317,0.0011673,1.6689,425.41,241.764,,,,,,,,
0.00318,0.0011671,1.6692,425.396,242.136,,,,,,,,
0.00319,0.0011668,1.66948,425.382,242.508,,,,,,,,
0.0032,0.0011666,1.66978,425.366,242.868,,,,,,,,
0.00321,0.0011664,1.67006,425.356,243.24,,,,,,,,
0.00322,0.0011661,1.67034,425.344,243.612,,,,,,,,
0.00323,0.0011659,1.67066,425.334,243.984,,,,,,,,
0.00324,0.0011656,1.67098,425.332,244.356,,,,,,,,
0.00325,0.0011654,1.67132,425.33,244.728,,,,,,,,
0.00326,0.0011652,1.6717,425.334,245.1,,,,,,,,
0.00327,0.0011649,1.67208,425.348,245.472,,,,,,,,
0.00328,0.0011647,1.67248,425.368,245.844,,,,,,,,
0.00329,0.0011644,1.67296,425.398,246.228,,,,,,,,
0.0033,0.0011642,1.67346,425.436,246.6,,,,,,,,
0.00331,0.001164,1.674,425.482,246.972,,,,,,,,
0.00332,0.0011637,1.67454,425.538,247.356,,,,,,,,
0.00333,0.0011635,1.67514,425.604,247.728,,,,,,,,
0.00334,0.0011632,1.67578,425.676,248.112,,,,,,,,
0.00335,0.001163,1.67644,425.758,248.484,,,,,,,,
0.00336,0.0011628,1.67716,425.848,248.868,,,,,,,,
0.00337,0.0011625,1.6779,425.946,249.252,,,,,,,,
0.00338,0.0011623,1.67868,426.052,249.624,,,,,,,,
0.00339,0.001162,1.67946,426.164,250.008,,,,,,,,
0.0034,0.0011618,1.68024,426.28,250.392,,,,,,,,
0.00341,0.0011615,1.68112,426.404,250.776,,,,,,,,
0.00342,0.0011613,1.68196,426.526,251.16,,,,,,,,
0.00343,0.0011611,1.68282,426.652,251.544,,,,,,,,
0.00344,0.0011608,1.68366,426.78,251.928,,,,,,,,
0.00345,0.0011606,1.6845,426.908,252.312,,,,,,,,
0.00346,0.0011603,1.68538,427.034,252.696,,,,,,,,
0.00347,0.0011601,1.6862,427.158,253.08,,,,,,,,
0.00348,0.0011598,1.68708,427.282,253.476,,,,,,,,
0.00349,0.0011596,1.6879,427.4,253.86,,,,,,,,
0.0035,0.0011593,1.68872,427.514,254.244,,,,,,,,
0.00351,0.0011591,1.68952,427.626,254.64,,,,,,,,
0.00352,0.0011588,1.69028,427.728,255.024,,,,,,,,
0.00353,0.0011586,1.69102,427.828,255.42,,,,,,,,
0.00354,0.0011584,1.69176,427.922,255.804,,,,,,,,
0.00355,0.0011581,1.69246,428.008,256.2,,,,,,,,
0.00356,0.0011579,1.69316,428.09,256.596,,,,,,,,
0.00357,0.0011576,1.6938,428.164,256.992,,,,,,,,
0.00358,0.0011574,1.69446,428.234,257.376,,,,,,,,
0.00359,0.0011571,1.69508,428.298,257.772,,,,,,,,
0.0036,0.0011569,1.6957,428.356,258.168,,,,,,,,
0.00361,0.0011566,1.69624,428.412,258.564,,,,,,,,
0.00362,0.0011564,1.69686,428.464,258.96,,,,,,,,
0.00363,0.0011561,1.69738,428.512,259.356,,,,,,,,
0.00364,0.0011559,1.69796,428.556,259.752,,,,,,,,
0.00365,0.0011556,1.69848,428.598,260.148,,,,,,,,
0.00366,0.0011554,1.69902,428.638,260.556,,,,,,,,
0.00367,0.0011551,1.69952,428.676,260.952,,,,,,,,
0.00368,0.0011548,1.70004,428.71,261.348,,,,,,,,
0.00369,0.0011546,1.70056,428.744,261.756,,,,,,,,
0.0037,0.0011543,1.70106,428.78,262.152,,,,,,,,
0.00371,0.0011541,1.70156,428.812,262.56,,,,,,,,
0.00372,0.0011538,1.70208,428.842,262.956,,,,,,,,
0.00373,0.0011536,1.70256,428.87,263.364,,,,,,,,
0.00374,0.0011533,1.70304,428.9,263.772,,,,,,,,
0.00375,0.0011531,1.70352,428.926,264.168,,,,,,,,
0.00376,0.0011528,1.70396,428.95,264.576,,,,,,,,
0.00377,0.0011526,1.70446,428.972,264.984,,,,,,,,
0.00378,0.0011523,1.7049,428.992,265.392,,,,,,,,
0.00379,0.001152,1.70532,429.006,265.8,,,,,,,,
0.0038,0.0011518,1.70578,429.02,266.208,,,,,,,,
0.00381,0.0011515,1.70622,429.028,266.616,,,,,,,,
0.00382,0.0011513,1.7066,429.028,267.024,,,,,,,,
0.00383,0.001151,1.70696,429.028,267.432,,,,,,,,
0.00384,0.0011508,1.70734,429.026,267.84,,,,,,,,
0.00385,0.0011505,1.70764,429.012,268.26,,,,,,,,
0.00386,0.0011502,1.708,428.998,268.668,,,,,,,,
0.00387,0.00115,1.70828,428.974,269.076,,,,,,,,
0.00388,0.0011497,1.70856,428.948,269.496,,,,,,,,
0.00389,0.0011495,1.70882,428.916,269.904,,,,,,,,
0.0039,0.0011492,1.70904,428.882,270.324,,,,,,,,
0.00391,0.0011489,1.7093,428.842,270.732,,,,,,,,
0.00392,0.0011487,1.7095,428.798,271.152,,,,,,,,
0.00393,0.0011484,1.70968,428.752,271.572,,,,,,,,
0.00394,0.0011482,1.70986,428.702,271.992,,,,,,,,
0.00395,0.0011479,1.71006,428.648,272.4,,,,,,,,
0.00396,0.0011476,1.71024,428.596,272.82,,,,,,,,
0.00397,0.0011474,1.71042,428.542,273.24,,,,,,,,
0.00398,0.0011471,1.71058,428.488,273.66,,,,,,,,
0.00399,0.0011468,1.71078,428.434,274.08,,,,,,,,
0.004,0.0011466,1.71096,428.382,274.5,,,,,,,,
0.00401,0.0011463,1.71114,428.334,274.932,,,,,,,,
0.00402,0.0011461,1.71134,428.286,275.352,,,,,,,,
0.00403,0.0011458,1.71158,428.244,275.772,,,,,,,,
0.00404,0.0011455,1.7118,428.2,276.192,,,,,,,,
0.00405,0.0011453,1.71204,428.164,276.624,,,,,,,,
0.00406,0.001145,1.7123,428.13,277.044,,,,,,,,
0.00407,0.0011447,1.7126,428.102,277.476,,,,,,,,
0.00408,0.0011445,1.7129,428.076,277.896,,,,,,,,
0.00409,0.0011442,1.71322,428.058,278.328,,,,,,,,
0.0041,0.0011439,1.71354,428.038,278.76,,,,,,,,
0.00411,0.0011437,1.71388,428.028,279.18,,,,,,,,
0.00412,0.0011434,1.71424,428.018,279.612,,,,,,,,
0.00413,0.0011431,1.71462,428.012,280.044,,,,,,,,
0.00414,0.0011429,1.715,428.008,280.476,,,,,,,,
0.00415,0.0011426,1.71542,428.008,280.908,,,,,,,,
0.00416,0.0011423,1.71582,428.012,281.34,,,,,,,,
0.00417,0.0011421,1.71624,428.014,281.772,,,,,,,,
0.00418,0.0011418,1.71666,428.018,282.204,,,,,,,,
0.00419,0.0011415,1.7171,428.024,282.636,,,,,,,,
0.0042,0.0011412,1.7175,428.03,283.08,,,,,,,,
0.00421,0.001141,1.71796,428.038,283.512,,,,,,,,
0.00422,0.0011407,1.7184,428.046,283.944,,,,,,,,
0.00423,0.0011404,1.71884,428.052,284.388,,,,,,,,
0.00424,0.0011402,1.71928,428.058,284.82,,,,,,,,
0.00425,0.0011399,1.7197,428.066,285.264,,,,,,,,
0.00426,0.0011396,1.72014,428.072,285.696,,,,,,,,
0.00427,0.0011394,1.72058,428.076,286.14,,,,,,,,
0.00428,0.0011391,1.72098,428.082,286.584,,,,,,,,
0.00429,0.0011388,1.72142,428.082,287.016,,,,,,,,
0.0043,0.0011385,1.72184,428.088,287.46,,,,,,,,
0.00431,0.0011383,1.72226,428.092,287.904,,,,,,,,
0.00432,0.001138,1.7227,428.094,288.348,,,,,,,,
0.00433,0.0011377,1.72312,428.094,288.792,,,,,,,,
0.00434,0.0011374,1.72354,428.098,289.236,,,,,,,,
0.00435,0.0011372,1.72396,428.096,289.68,,,,,,,,
