t [s],Vol [m3],P [bar],T [K],Q loss [W],,,,,,,,
0.01008,0.0009289,2.2454,453.305,918.704,,,,,,,,
0.01009,0.00092848,2.24695,453.415,919.952,,,,,,,,
0.0101,0.00092805,2.2486,453.535,921.2,,,,,,,,
0.01011,0.00092762,2.25025,453.655,922.432,,,,,,,,
0.01012,0.00092719,2.25195,453.785,923.68,,,,,,,,
0.01013,0.00092676,2.2536,453.92,924.928,,,,,,,,
0.01014,0.00092633,2.2554,454.065,926.176,,,,,,,,
0.01015,0.0009259,2.2572,454.215,927.424,,,,,,,,
0.01016,0.00092547,2.259,454.37,928.672,,,,,,,,
0.01017,0.00092504,2.26085,454.53,929.92,,,,,,,,
0.01018,0.00092461,2.26275,454.7,931.168,,,,,,,,
0.01019,0.00092418,2.2647,454.875,932.416,,,,,,,,
0.0102,0.00092375,2.2666,455.045,933.68,,,,,,,,
0.01021,0.00092332,2.26855,455.23,934.928,,,,,,,,
0.01022,0.00092289,2.27055,455.415,936.192,,,,,,,,
0.01023,0.00092246,2.27255,455.595,937.456,,,,,,,,
0.01024,0.00092202,2.2745,455.775,938.704,,,,,,,,
0.01025,0.00092159,2.2765,455.96,939.968,,,,,,,,
0.01026,0.00092116,2.27845,456.14,941.232,,,,,,,,
0.01027,0.00092073,2.2804,456.32,942.496,,,,,,,,
0.01028,0.0009203,2.28235,456.495,943.76,,,,,,,,
0.01029,0.00091986,2.28425,456.66,945.04,,,,,,,,
0.0103,0.00091943,2.28615,456.82,946.304,,,,,,,,
0.01031,0.000919,2.28805,456.975,947.568,,,,,,,,
0.01032,0.00091857,2.2898,457.125,948.848,,,,,,,,
0.01033,0.00091813,2.2916,457.265,950.112,,,,,,,,
0.01034,0.0009177,2.29335,457.395,951.392,,,,,,,,
0.01035,0.00091727,2.29505,457.52,952.672,,,,,,,,
0.01036,0.00091683,2.2967,457.63,953.936,,,,,,,,
0.01037,0.0009164,2.2983,457.735,955.216,,,,,,,,
0.01038,0.00091596,2.29985,457.83,956.496,,,,,,,,
0.01039,0.00091553,2.3014,457.915,957.776,,,,,,,,
0.0104,0.0009151,2.30285,457.99,959.072,,,,,,,,
0.01041,0.00091466,2.3043,458.06,960.352,,,,,,,,
0.01042,0.00091423,2.30575,458.12,961.632,,,,,,,,
0.01043,0.00091379,2.30705,458.175,962.928,,,,,,,,
0.01044,0.00091336,2.30845,458.225,964.208,,,,,,,,
0.01045,0.00091292,2.30975,458.27,965.504,,,,,,,,
0.01046,0.00091249,2.3111,458.32,966.784,,,,,,,,
0.01047,0.00091205,2.31245,458.365,968.08,,,,,,,,
0.01048,0.00091161,2.31375,458.405,969.376,,,,,,,,
0.01049,0.00091118,2.3151,458.455,970.672,,,,,,,,
0.0105,0.00091074,2.31645,458.505,971.968,,,,,,,,
0.01051,0.0009103,2.3179,458.565,973.264,,,,,,,,
0.01052,0.00090987,2.3193,458.63,974.576,,,,,,,,
0.01053,0.00090943,2.3208,458.7,975.872,,,,,,,,
0.01054,0.00090899,2.32235,458.79,977.168,,,,,,,,
0.01055,0.00090856,2.32395,458.885,978.48,,,,,,,,
0.01056,0.00090812,2.3256,458.985,979.776,,,,,,,,
0.01057,0.00090768,2.32735,459.105,981.088,,,,,,,,
0.01058,0.00090724,2.3291,459.235,982.4,,,,,,,,
0.01059,0.00090681,2.33095,459.38,983.712,,,,,,,,
0.0106,0.00090637,2.3329,459.535,985.024,,,,,,,,
0.01061,0.00090593,2.33485,459.7,986.336,,,,,,,,
0.01062,0.00090549,2.33695,459.885,987.648,,,,,,,,
0.01063,0.00090505,2.339,460.075,988.96,,,,,,,,
0.01064,0.00090461,2.3412,460.275,990.272,,,,,,,,
0.01065,0.00090417,2.34335,460.485,991.6,,,,,,,,
0.01066,0.00090373,2.3456,460.695,992.912,,,,,,,,
0.01067,0.0009033,2.34785,460.915,994.24,,,,,,,,
0.01068,0.00090286,2.35015,461.135,995.552,,,,,,,,
0.01069,0.00090242,2.35245,461.36,996.88,,,,,,,,
0.0107,0.00090198,2.3547,461.585,998.208,,,,,,,,
0.01071,0.00090154,2.35695,461.8,999.536,,,,,,,,
0.01072,0.0009011,2.3592,462.02,1000.864,,,,,,,,
0.01073,0.00090066,2.36145,462.22,1002.192,,,,,,,,
0.01074,0.00090021,2.36365,462.42,1003.52,,,,,,,,
0.01075,0.00089977,2.36575,462.615,1004.864,,,,,,,,
0.01076,0.00089933,2.36785,462.795,1006.192,,,,,,,,
0.01077,0.00089889,2.36985,462.96,1007.536,,,,,,,,
0.01078,0.00089845,2.37185,463.12,1008.864,,,,,,,,
0.01079,0.00089801,2.3737,463.26,1010.208,,,,,,,,
0.0108,0.00089757,2.37555,463.39,1011.552,,,,,,,,
0.01081,0.00089712,2.37735,463.51,1012.896,,,,,,,,
0.01082,0.00089668,2.3791,463.615,1014.224,,,,,,,,
0.01083,0.00089624,2.38075,463.71,1015.584,,,,,,,,
0.01084,0.0008958,2.38235,463.795,1016.928,,,,,,,,
0.01085,0.00089536,2.3839,463.87,1018.272,,,,,,,,
0.01086,0.00089491,2.38545,463.935,1019.616,,,,,,,,
0.01087,0.00089447,2.3869,463.995,1020.976,,,,,,,,
0.01088,0.00089403,2.3884,464.055,1022.32,,,,,,,,
0.01089,0.00089358,2.38985,464.105,1023.68,,,,,,,,
0.0109,0.00089314,2.3913,464.16,1025.04,,,,,,,,
0.01091,0.0008927,2.39275,464.21,1026.384,,,,,,,,
0.01092,0.00089225,2.3942,464.265,1027.744,,,,,,,,
0.01093,0.00089181,2.39565,464.315,1029.104,,,,,,,,
0.01094,0.00089136,2.3972,464.38,1030.464,,,,,,,,
0.01095,0.00089092,2.39875,464.445,1031.84,,,,,,,,
0.01096,0.00089047,2.4003,464.52,1033.2,,,,,,,,
0.01097,0.00089003,2.40195,464.605,1034.56,,,,,,,,
0.01098,0.00088958,2.4036,464.69,1035.936,,,,,,,,
0.01099,0.00088914,2.4053,464.785,1037.296,,,,,,,,
0.011,0.00088869,2.40705,464.895,1038.672,,,,,,,,
0.01101,0.00088825,2.40885,465.01,1040.048,,,,,,,,
0.01102,0.0008878,2.4107,465.13,1041.424,,,,,,,,
0.01103,0.00088736,2.4126,465.27,1042.784,,,,,,,,
0.01104,0.00088691,2.41455,465.405,1044.176,,,,,,,,
0.01105,0.00088647,2.4165,465.55,1045.552,,,,,,,,
0.01106,0.00088602,2.41845,465.7,1046.928,,,,,,,,
0.01107,0.00088557,2.4205,465.85,1048.304,,,,,,,,
0.01108,0.00088513,2.42255,466.01,1049.696,,,,,,,,
0.01109,0.00088468,2.42455,466.165,1051.072,,,,,,,,
0.0111,0.00088423,2.4266,466.315,1052.464,,,,,,,,
0.01111,0.00088378,2.42865,466.47,1053.84,,,,,,,,
0.01112,0.00088334,2.43065,466.62,1055.232,,,,,,,,
0.01113,0.00088289,2.4326,466.765,1056.624,,,,,,,,
0.01114,0.00088244,2.4346,466.905,1058.016,,,,,,,,
0.01115,0.00088199,2.43655,467.04,1059.408,,,,,,,,
0.01116,0.00088155,2.4384,467.16,1060.8,,,,,,,,
0.01117,0.0008811,2.44025,467.275,1062.208,,,,,,,,
0.01118,0.00088065,2.4421,467.385,1063.6,,,,,,,,
0.01119,0.0008802,2.44385,467.485,1064.992,,,,,,,,
0.0112,0.00087975,2.4456,467.58,1066.4,,,,,,,,
0.01121,0.0008793,2.44725,467.66,1067.808,,,,,,,,
0.01122,0.00087886,2.4489,467.735,1069.2,,,,,,,,
0.01123,0.00087841,2.4505,467.8,1070.608,,,,,,,,
0.01124,0.00087796,2.45205,467.86,1072.016,,,,,,,,
0.01125,0.00087751,2.45355,467.915,1073.424,,,,,,,,
0.01126,0.00087706,2.45505,467.96,1074.832,,,,,,,,
0.01127,0.00087661,2.4566,468.005,1076.24,,,,,,,,
0.01128,0.00087616,2.4581,468.055,1077.664,,,,,,,,
0.01129,0.00087571,2.4596,468.095,1079.072,,,,,,,,
0.0113,0.00087526,2.4611,468.145,1080.496,,,,,,,,
0.01131,0.00087481,2.4626,468.19,1081.904,,,,,,,,
0.01132,0.00087436,2.46415,468.25,1083.328,,,,,,,,
0.01133,0.0008739,2.46575,468.305,1084.752,,,,,,,,
0.01134,0.00087345,2.4674,468.37,1086.176,,,,,,,,
0.01135,0.000873,2.469,468.445,1087.6,,,,,,,,
0.01136,0.00087255,2.47075,468.525,1089.024,,,,,,,,
0.01137,0.0008721,2.4725,468.62,1090.448,,,,,,,,
0.01138,0.00087165,2.4743,468.715,1091.872,,,,,,,,
0.01139,0.0008712,2.47615,468.825,1093.312,,,,,,,,
0.0114,0.00087074,2.47805,468.945,1094.736,,,,,,,,
0.01141,0.00087029,2.48005,469.065,1096.176,,,,,,,,
0.01142,0.00086984,2.482,469.2,1097.616,,,,,,,,
0.01143,0.00086939,2.48405,469.335,1099.056,,,,,,,,
0.01144,0.00086893,2.48605,469.48,1100.48,,,,,,,,
0.01145,0.00086848,2.48815,469.625,1101.92,,,,,,,,
0.01146,0.00086803,2.49025,469.775,1103.376,,,,,,,,
0.01147,0.00086758,2.4923,469.92,1104.816,,,,,,,,
0.01148,0.00086712,2.4944,470.065,1106.256,,,,,,,,
0.01149,0.00086667,2.4964,470.205,1107.712,,,,,,,,
0.0115,0.00086622,2.49845,470.34,1109.152,,,,,,,,
0.01151,0.00086576,2.5004,470.46,1110.608,,,,,,,,
0.01152,0.00086531,2.50235,470.58,1112.048,,,,,,,,
0.01153,0.00086485,2.50425,470.68,1113.504,,,,,,,,
0.01154,0.0008644,2.506,470.775,1114.96,,,,,,,,
0.01155,0.00086395,2.50775,470.85,1116.416,,,,,,,,
0.01156,0.00086349,2.5094,470.91,1117.872,,,,,,,,
0.01157,0.00086304,2.51095,470.96,1119.344,,,,,,,,
0.01158,0.00086258,2.51245,470.99,1120.8,,,,,,,,
0.01159,0.00086213,2.5139,471.01,1122.256,,,,,,,,
0.0116,0.00086167,2.51525,471.02,1123.728,,,,,,,,
0.01161,0.00086122,2.51655,471.015,1125.2,,,,,,,,
0.01162,0.00086076,2.5178,471,1126.656,,,,,,,,
0.01163,0.0008603,2.519,470.975,1128.128,,,,,,,,
0.01164,0.00085985,2.52015,470.945,1129.6,,,,,,,,
0.01165,0.00085939,2.52135,470.915,1131.072,,,,,,,,
0.01166,0.00085894,2.5225,470.885,1132.544,,,,,,,,
0.01167,0.00085848,2.5237,470.855,1134.032,,,,,,,,
0.01168,0.00085802,2.5249,470.835,1135.504,,,,,,,,
0.01169,0.00085757,2.5262,470.825,1136.992,,,,,,,,
0.0117,0.00085711,2.52755,470.83,1138.464,,,,,,,,
0.01171,0.00085665,2.529,470.845,1139.952,,,,,,,,
0.01172,0.0008562,2.5305,470.875,1141.44,,,,,,,,
0.01173,0.00085574,2.53215,470.93,1142.928,,,,,,,,
0.01174,0.00085528,2.5339,471,1144.416,,,,,,,,
0.01175,0.00085482,2.53575,471.1,1145.904,,,,,,,,
0.01176,0.00085437,2.53775,471.215,1147.392,,,,,,,,
0.01177,0.00085391,2.5399,471.355,1148.88,,,,,,,,
0.01178,0.00085345,2.5421,471.52,1150.384,,,,,,,,
0.01179,0.00085299,2.5445,471.705,1151.872,,,,,,,,
0.0118,0.00085253,2.54695,471.91,1153.376,,,,,,,,
0.01181,0.00085208,2.5495,472.13,1154.88,,,,,,,,
0.01182,0.00085162,2.5522,472.37,1156.384,,,,,,,,
0.01183,0.00085116,2.5549,472.62,1157.888,,,,,,,,
0.01184,0.0008507,2.5577,472.875,1159.392,,,,,,,,
0.01185,0.00085024,2.56045,473.135,1160.896,,,,,,,,
0.01186,0.00084978,2.5633,473.395,1162.4,,,,,,,,
0.01187,0.00084932,2.5661,473.66,1163.92,,,,,,,,
0.01188,0.00084886,2.56885,473.91,1165.424,,,,,,,,
0.01189,0.0008484,2.5716,474.155,1166.944,,,,,,,,
0.0119,0.00084794,2.5742,474.38,1168.448,,,,,,,,
0.01191,0.00084748,2.57675,474.59,1169.968,,,,,,,,
0.01192,0.00084702,2.57915,474.78,1171.488,,,,,,,,
0.01193,0.00084656,2.5815,474.955,1173.008,,,,,,,,
0.01194,0.0008461,2.5837,475.095,1174.528,,,,,,,,
0.01195,0.00084564,2.5857,475.215,1176.048,,,,,,,,
0.01196,0.00084518,2.58765,475.31,1177.584,,,,,,,,
0.01197,0.00084472,2.58945,475.375,1179.104,,,,,,,,
0.01198,0.00084426,2.5911,475.42,1180.64,,,,,,,,
0.01199,0.0008438,2.5926,475.43,1182.16,,,,,,,,
0.012,0.00084334,2.594,475.43,1183.696,,,,,,,,
0.01201,0.00084288,2.59525,475.41,1185.232,,,,,,,,
0.01202,0.00084242,2.59645,475.37,1186.768,,,,,,,,
0.01203,0.00084196,2.5976,475.32,1188.304,,,,,,,,
0.01204,0.00084149,2.59875,475.265,1189.84,,,,,,,,
0.01205,0.00084103,2.5998,475.2,1191.376,,,,,,,,
0.01206,0.00084057,2.60085,475.13,1192.928,,,,,,,,
0.01207,0.00084011,2.6019,475.065,1194.464,,,,,,,,
0.01208,0.00083965,2.60305,475.015,1196.016,,,,,,,,
0.01209,0.00083918,2.60425,474.97,1197.568,,,,,,,,
0.0121,0.00083872,2.6055,474.935,1199.12,,,,,,,,
0.01211,0.00083826,2.60685,474.92,1200.672,,,,,,,,
0.01212,0.0008378,2.6083,474.925,1202.224,,,,,,,,
0.01213,0.00083733,2.60985,474.945,1203.776,,,,,,,,
0.01214,0.00083687,2.61155,474.99,1205.328,,,,,,,,
0.01215,0.00083641,2.61335,475.055,1206.88,,,,,,,,
0.01216,0.00083594,2.61525,475.145,1208.448,,,,,,,,
0.01217,0.00083548,2.61735,475.255,1210.016,,,,,,,,
0.01218,0.00083502,2.6195,475.385,1211.568,,,,,,,,
0.01219,0.00083455,2.6218,475.53,1213.136,,,,,,,,
0.0122,0.00083409,2.6241,475.695,1214.704,,,,,,,,
0.01221,0.00083362,2.62655,475.87,1216.272,,,,,,,,
0.01222,0.00083316,2.62905,476.055,1217.84,,,,,,,,
0.01223,0.0008327,2.63155,476.245,1219.424,,,,,,,,
0.01224,0.00083223,2.63415,476.445,1220.992,,,,,,,,
0.01225,0.00083177,2.63665,476.635,1222.576,,,,,,,,
0.01226,0.0008313,2.6392,476.825,1224.144,,,,,,,,
0.01227,0.00083084,2.64165,477.005,1225.728,,,,,,,,
0.01228,0.00083037,2.64405,477.17,1227.312,,,,,,,,
0.01229,0.00082991,2.6464,477.325,1228.896,,,,,,,,
0.0123,0.00082944,2.64865,477.465,1230.48,,,,,,,,
0.01231,0.00082898,2.65075,477.575,1232.064,,,,,,,,
0.01232,0.00082851,2.6528,477.675,1233.648,,,,,,,,
0.01233,0.00082805,2.6547,477.745,1235.248,,,,,,,,
0.01234,0.00082758,2.6565,477.8,1236.832,,,,,,,,
0.01235,0.00082712,2.65815,477.83,1238.432,,,,,,,,
0.01236,0.00082665,2.6597,477.84,1240.016,,,,,,,,
0.01237,0.00082618,2.66115,477.835,1241.616,,,,,,,,
0.01238,0.00082572,2.6625,477.805,1243.216,,,,,,,,
0.01239,0.00082525,2.66375,477.76,1244.816,,,,,,,,
0.0124,0.00082478,2.66495,477.71,1246.432,,,,,,,,
0.01241,0.00082432,2.6661,477.645,1248.032,,,,,,,,
0.01242,0.00082385,2.66725,477.575,1249.632,,,,,,,,
0.01243,0.00082338,2.6683,477.5,1251.248,,,,,,,,
0.01244,0.00082292,2.66945,477.435,1252.864,,,,,,,,
0.01245,0.00082245,2.67055,477.365,1254.464,,,,,,,,
0.01246,0.00082198,2.6718,477.305,1256.08,,,,,,,,
0.01247,0.00082152,2.67305,477.26,1257.696,,,,,,,,
0.01248,0.00082105,2.67435,477.23,1259.312,,,,,,,,
0.01249,0.00082058,2.6758,477.215,1260.944,,,,,,,,
0.0125,0.00082011,2.6773,477.22,1262.56,,,,,,,,
0.01251,0.00081964,2.679,477.245,1264.192,,,,,,,,
0.01252,0.00081918,2.68075,477.285,1265.808,,,,,,,,
0.01253,0.00081871,2.6827,477.355,1267.44,,,,,,,,
0.01254,0.00081824,2.6847,477.445,1269.072,,,,,,,,
0.01255,0.00081777,2.6868,477.55,1270.704,,,,,,,,
0.01256,0.0008173,2.6891,477.68,1272.336,,,,,,,,
0.01257,0.00081683,2.69145,477.825,1273.968,,,,,,,,
0.01258,0.00081637,2.6939,477.99,1275.6,,,,,,,,
0.01259,0.0008159,2.6965,478.16,1277.248,,,,,,,,
0.0126,0.00081543,2.6991,478.35,1278.88,,,,,,,,
0.01261,0.00081496,2.7017,478.54,1280.528,,,,,,,,
0.01262,0.00081449,2.7044,478.735,1282.176,,,,,,,,
0.01263,0.00081402,2.70705,478.935,1283.824,,,,,,,,
0.01264,0.00081355,2.70975,479.13,1285.472,,,,,,,,
0.01265,0.00081308,2.7124,479.32,1287.12,,,,,,,,
0.01266,0.00081261,2.71495,479.5,1288.768,,,,,,,,
0.01267,0.00081214,2.7175,479.665,1290.432,,,,,,,,
0.01268,0.00081167,2.72,479.83,1292.08,,,,,,,,
0.01269,0.0008112,2.72235,479.965,1293.744,,,,,,,,
0.0127,0.00081073,2.72465,480.09,1295.408,,,,,,,,
0.01271,0.00081026,2.7268,480.195,1297.056,,,,,,,,
0.01272,0.00080979,2.72885,480.28,1298.72,,,,,,,,
0.01273,0.00080932,2.7308,480.345,1300.384,,,,,,,,
0.01274,0.00080885,2.73265,480.395,1302.064,,,,,,,,
0.01275,0.00080838,2.73445,480.425,1303.728,,,,,,,,
0.01276,0.0008079,2.7361,480.44,1305.392,,,,,,,,
0.01277,0.00080743,2.7377,480.435,1307.072,,,,,,,,
0.01278,0.00080696,2.7392,480.425,1308.752,,,,,,,,
0.01279,0.00080649,2.74065,480.395,1310.416,,,,,,,,
0.0128,0.00080602,2.7421,480.365,1312.096,,,,,,,,
0.01281,0.00080555,2.74345,480.33,1313.776,,,,,,,,
0.01282,0.00080507,2.74485,480.29,1315.472,,,,,,,,
0.01283,0.0008046,2.7462,480.25,1317.152,,,,,,,,
0.01284,0.00080413,2.7476,480.215,1318.832,,,,,,,,
0.01285,0.00080366,2.74905,480.18,1320.528,,,,,,,,
0.01286,0.00080318,2.75055,480.16,1322.208,,,,,,,,
0.01287,0.00080271,2.7521,480.15,1323.904,,,,,,,,
0.01288,0.00080224,2.75375,480.15,1325.6,,,,,,,,
0.01289,0.00080177,2.75545,480.165,1327.296,,,,,,,,
0.0129,0.00080129,2.75725,480.195,1328.992,,,,,,,,
0.01291,0.00080082,2.7591,480.245,1330.704,,,,,,,,
0.01292,0.00080035,2.76115,480.305,1332.4,,,,,,,,
0.01293,0.00079987,2.7632,480.385,1334.096,,,,,,,,
0.01294,0.0007994,2.7654,480.48,1335.808,,,,,,,,
0.01295,0.00079893,2.76765,480.585,1337.52,,,,,,,,
0.01296,0.00079845,2.76995,480.705,1339.232,,,,,,,,
0.01297,0.00079798,2.77235,480.84,1340.944,,,,,,,,
0.01298,0.0007975,2.77485,480.98,1342.656,,,,,,,,
0.01299,0.00079703,2.7773,481.13,1344.368,,,,,,,,
0.013,0.00079656,2.77985,481.28,1346.096,,,,,,,,
0.01301,0.00079608,2.7824,481.43,1347.808,,,,,,,,
0.01302,0.00079561,2.78495,481.58,1349.536,,,,,,,,
0.01303,0.00079513,2.78745,481.725,1351.264,,,,,,,,
0.01304,0.00079466,2.7899,481.87,1352.976,,,,,,,,
0.01305,0.00079418,2.79235,482,1354.704,,,,,,,,
0.01306,0.00079371,2.7947,482.12,1356.448,,,,,,,,
0.01307,0.00079323,2.797,482.23,1358.176,,,,,,,,
0.01308,0.00079276,2.79925,482.325,1359.904,,,,,,,,
0.01309,0.00079228,2.8014,482.4,1361.648,,,,,,,,
0.0131,0.00079181,2.80345,482.47,1363.392,,,,,,,,
0.01311,0.00079133,2.80545,482.52,1365.12,,,,,,,,
0.01312,0.00079085,2.80735,482.555,1366.864,,,,,,,,
0.01313,0.00079038,2.80915,482.58,1368.608,,,,,,,,
0.01314,0.0007899,2.8109,482.59,1370.368,,,,,,,,
0.01315,0.00078943,2.8126,482.59,1372.112,,,,,,,,
0.01316,0.00078895,2.81425,482.585,1373.856,,,,,,,,
0.01317,0.00078847,2.8159,482.57,1375.616,,,,,,,,
0.01318,0.000788,2.8175,482.56,1377.376,,,,,,,,
0.01319,0.00078752,2.81915,482.545,1379.12,,,,,,,,
0.0132,0.00078704,2.82075,482.54,1380.88,,,,,,,,
0.01321,0.00078657,2.82245,482.53,1382.64,,,,,,,,
0.01322,0.00078609,2.82415,482.535,1384.416,,,,,,,,
0.01323,0.00078561,2.826,482.56,1386.176,,,,,,,,
0.01324,0.00078513,2.8279,482.59,1387.936,,,,,,,,
0.01325,0.00078466,2.8299,482.64,1389.712,,,,,,,,
0.01326,0.00078418,2.83205,482.71,1391.488,,,,,,,,
0.01327,0.0007837,2.8343,482.8,1393.264,,,,,,,,
0.01328,0.00078322,2.8367,482.905,1395.04,,,,,,,,
0.01329,0.00078274,2.83915,483.035,1396.816,,,,,,,,
0.0133,0.00078227,2.8418,483.19,1398.592,,,,,,,,
0.01331,0.00078179,2.84455,483.365,1400.368,,,,,,,,
0.01332,0.00078131,2.8474,483.55,1402.16,,,,,,,,
0.01333,0.00078083,2.8504,483.76,1403.952,,,,,,,,
0.01334,0.00078035,2.85345,483.98,1405.728,,,,,,,,
0.01335,0.00077987,2.85655,484.21,1407.52,,,,,,,,
0.01336,0.0007794,2.8598,484.46,1409.312,,,,,,,,
0.01337,0.00077892,2.863,484.705,1411.12,,,,,,,,
0.01338,0.00077844,2.8662,484.955,1412.912,,,,,,,,
0.01339,0.00077796,2.86945,485.195,1414.704,,,,,,,,
0.0134,0.00077748,2.8726,485.44,1416.512,,,,,,,,
0.01341,0.000777,2.8758,485.675,1418.32,,,,,,,,
0.01342,0.00077652,2.8789,485.89,1420.112,,,,,,,,
0.01343,0.00077604,2.88185,486.095,1421.92,,,,,,,,
0.01344,0.00077556,2.8847,486.28,1423.728,,,,,,,,
0.01345,0.00077508,2.8875,486.445,1425.552,,,,,,,,
0.01346,0.0007746,2.8901,486.585,1427.36,,,,,,,,
0.01347,0.00077412,2.8926,486.7,1429.184,,,,,,,,
0.01348,0.00077364,2.89495,486.795,1430.992,,,,,,,,
0.01349,0.00077316,2.8972,486.86,1432.816,,,,,,,,
0.0135,0.00077268,2.89925,486.91,1434.64,,,,,,,,
0.01351,0.0007722,2.9012,486.93,1436.464,,,,,,,,
0.01352,0.00077172,2.903,486.935,1438.288,,,,,,,,
0.01353,0.00077124,2.9047,486.92,1440.112,,,,,,,,
0.01354,0.00077076,2.90635,486.89,1441.952,,,,,,,,
0.01355,0.00077027,2.9079,486.845,1443.776,,,,,,,,
0.01356,0.00076979,2.90935,486.795,1445.616,,,,,,,,
0.01357,0.00076931,2.91085,486.735,1447.456,,,,,,,,
0.01358,0.00076883,2.9123,486.675,1449.296,,,,,,,,
0.01359,0.00076835,2.9138,486.615,1451.136,,,,,,,,
0.0136,0.00076787,2.9153,486.565,1452.976,,,,,,,,
0.01361,0.00076739,2.9168,486.52,1454.832,,,,,,,,
0.01362,0.0007669,2.9185,486.485,1456.672,,,,,,,,
0.01363,0.00076642,2.9202,486.47,1458.528,,,,,,,,
0.01364,0.00076594,2.922,486.465,1460.384,,,,,,,,
0.01365,0.00076546,2.92395,486.485,1462.24,,,,,,,,
0.01366,0.00076498,2.92605,486.525,1464.096,,,,,,,,
0.01367,0.00076449,2.9282,486.58,1465.952,,,,,,,,
0.01368,0.00076401,2.9305,486.655,1467.824,,,,,,,,
0.01369,0.00076353,2.933,486.755,1469.68,,,,,,,,
0.0137,0.00076304,2.93555,486.875,1471.552,,,,,,,,
0.01371,0.00076256,2.9382,487.01,1473.424,,,,,,,,
0.01372,0.00076208,2.941,487.155,1475.296,,,,,,,,
0.01373,0.0007616,2.94385,487.325,1477.168,,,,,,,,
0.01374,0.00076111,2.94675,487.5,1479.04,,,,,,,,
0.01375,0.00076063,2.9497,487.68,1480.928,,,,,,,,
0.01376,0.00076015,2.9527,487.865,1482.8,,,,,,,,
0.01377,0.00075966,2.95575,488.05,1484.688,,,,,,,,
0.01378,0.00075918,2.95875,488.235,1486.576,,,,,,,,
0.01379,0.00075869,2.9617,488.415,1488.464,,,,,,,,
0.0138,0.00075821,2.96465,488.585,1490.352,,,,,,,,
0.01381,0.00075773,2.9675,488.745,1492.24,,,,,,,,
0.01382,0.00075724,2.9703,488.895,1494.128,,,,,,,,
0.01383,0.00075676,2.97305,489.025,1496.032,,,,,,,,
0.01384,0.00075627,2.9756,489.145,1497.92,,,,,,,,
0.01385,0.00075579,2.9781,489.24,1499.824,,,,,,,,
0.01386,0.0007553,2.98055,489.325,1501.728,,,,,,,,
0.01387,0.00075482,2.98285,489.39,1503.632,,,,,,,,
0.01388,0.00075433,2.98505,489.44,1505.552,,,,,,,,
0.01389,0.00075385,2.9872,489.475,1507.456,,,,,,,,
0.0139,0.00075336,2.9892,489.495,1509.376,,,,,,,,
0.01391,0.00075288,2.9912,489.5,1511.28,,,,,,,,
0.01392,0.00075239,2.9931,489.5,1513.2,,,,,,,,
0.01393,0.00075191,2.99495,489.49,1515.12,,,,,,,,
0.01394,0.00075142,2.99685,489.48,1517.04,,,,,,,,
0.01395,0.00075094,2.9987,489.465,1518.96,,,,,,,,
0.01396,0.00075045,3.00055,489.455,1520.896,,,,,,,,
0.01397,0.00074997,3.00245,489.45,1522.816,,,,,,,,
0.01398,0.00074948,3.0044,489.445,1524.752,,,,,,,,
0.01399,0.00074899,3.0064,489.455,1526.688,,,,,,,,
0.014,0.00074851,3.0085,489.48,1528.624,,,,,,,,
0.01401,0.00074802,3.01065,489.515,1530.56,,,,,,,,
0.01402,0.00074754,3.01295,489.565,1532.496,,,,,,,,
0.01403,0.00074705,3.01525,489.635,1534.448,,,,,,,,
0.01404,0.00074656,3.0178,489.715,1536.4,,,,,,,,
0.01405,0.00074608,3.02035,489.815,1538.336,,,,,,,,
0.01406,0.00074559,3.02305,489.935,1540.288,,,,,,,,
0.01407,0.0007451,3.02585,490.07,1542.24,,,,,,,,
0.01408,0.00074462,3.02875,490.22,1544.192,,,,,,,,
0.01409,0.00074413,3.0317,490.38,1546.16,,,,,,,,
0.0141,0.00074364,3.03475,490.555,1548.112,,,,,,,,
0.01411,0.00074316,3.0379,490.73,1550.08,,,,,,,,
0.01412,0.00074267,3.04105,490.92,1552.048,,,,,,,,
0.01413,0.00074218,3.0442,491.115,1554.016,,,,,,,,
0.01414,0.00074169,3.04745,491.305,1555.984,,,,,,,,
0.01415,0.00074121,3.0506,491.495,1557.952,,,,,,,,
0.01416,0.00074072,3.0538,491.68,1559.92,,,,,,,,
0.01417,0.00074023,3.0569,491.86,1561.904,,,,,,,,
0.01418,0.00073974,3.06,492.025,1563.872,,,,,,,,
0.01419,0.00073925,3.063,492.19,1565.856,,,,,,,,
0.0142,0.00073877,3.06595,492.335,1567.84,,,,,,,,
0.01421,0.00073828,3.06875,492.465,1569.824,,,,,,,,
0.01422,0.00073779,3.07155,492.585,1571.808,,,,,,,,
0.01423,0.0007373,3.0742,492.69,1573.808,,,,,,,,
0.01424,0.00073681,3.0768,492.78,1575.792,,,,,,,,
0.01425,0.00073633,3.0793,492.85,1577.792,,,,,,,,
0.01426,0.00073584,3.0817,492.91,1579.792,,,,,,,,
0.01427,0.00073535,3.08405,492.955,1581.792,,,,,,,,
0.01428,0.00073486,3.0863,492.995,1583.792,,,,,,,,
0.01429,0.00073437,3.0886,493.025,1585.792,,,,,,,,
0.0143,0.00073388,3.09075,493.045,1587.808,,,,,,,,
0.01431,0.00073339,3.0929,493.06,1589.824,,,,,,,,
0.01432,0.0007329,3.09505,493.075,1591.824,,,,,,,,
0.01433,0.00073241,3.0972,493.09,1593.84,,,,,,,,
