t [s],Vol [m3],P [bar],T [K],Q loss [W],,,,,,
0.0449,0.0007855,5.16586,858.802,113.1164265,,,,,,
0.04491,0.000786,5.1613,858.59,112.970319,,,,,,
0.04492,0.00078649,5.15676,858.388,112.8242115,,,,,,
0.04493,0.00078699,5.15228,858.188,112.6793745,,,,,,
0.04494,0.00078748,5.1478,857.992,112.533267,,,,,,
0.04495,0.00078798,5.1434,857.804,112.38843,,,,,,
0.04496,0.00078847,5.13902,857.616,112.243593,,,,,,
0.04497,0.00078897,5.13466,857.434,112.098756,,,,,,
0.04498,0.00078946,5.13032,857.252,111.9551895,,,,,,
0.04499,0.00078996,5.126,857.078,111.8103525,,,,,,
0.045,0.00079045,5.1217,856.902,111.666786,,,,,,
0.04501,0.00079095,5.11738,856.722,111.5232195,,,,,,
0.04502,0.00079144,5.11308,856.546,111.379653,,,,,,
0.04503,0.00079193,5.10878,856.362,111.2360865,,,,,,
0.04504,0.00079243,5.10448,856.18,111.0937905,,,,,,
0.04505,0.00079292,5.10012,855.99,110.950224,,,,,,
0.04506,0.00079341,5.09574,855.798,110.807928,,,,,,
0.04507,0.0007939,5.09138,855.6,110.665632,,,,,,
0.04508,0.00079439,5.08692,855.39,110.523336,,,,,,
0.04509,0.00079489,5.08246,855.176,110.38104,,,,,,
0.0451,0.00079538,5.07798,854.956,110.2400145,,,,,,
0.04511,0.00079587,5.07342,854.726,110.0977185,,,,,,
0.04512,0.00079636,5.06884,854.49,109.956693,,,,,,
0.04513,0.00079685,5.06426,854.244,109.8156675,,,,,,
0.04514,0.00079734,5.05956,853.996,109.674642,,,,,,
0.04515,0.00079783,5.0549,853.738,109.5336165,,,,,,
0.04516,0.00079832,5.0502,853.476,109.392591,,,,,,
0.04517,0.00079881,5.04546,853.208,109.252836,,,,,,
0.04518,0.0007993,5.04072,852.934,109.113081,,,,,,
0.04519,0.00079979,5.03596,852.658,108.9720555,,,,,,
0.0452,0.00080028,5.03122,852.382,108.8323005,,,,,,
0.04521,0.00080076,5.0265,852.106,108.693816,,,,,,
0.04522,0.00080125,5.02174,851.832,108.554061,,,,,,
0.04523,0.00080174,5.017,851.56,108.414306,,,,,,
0.04524,0.00080223,5.01234,851.288,108.2758215,,,,,,
0.04525,0.00080271,5.00768,851.02,108.137337,,,,,,
0.04526,0.0008032,5.00308,850.762,107.9988525,,,,,,
0.04527,0.00080369,4.99852,850.51,107.860368,,,,,,
0.04528,0.00080417,4.994,850.262,107.7218835,,,,,,
0.04529,0.00080466,4.98958,850.026,107.5846695,,,,,,
0.0453,0.00080515,4.9852,849.804,107.446185,,,,,,
0.04531,0.00080563,4.98086,849.588,107.308971,,,,,,
0.04532,0.00080612,4.97664,849.38,107.171757,,,,,,
0.04533,0.0008066,4.97244,849.186,107.034543,,,,,,
0.04534,0.00080709,4.96838,849.004,106.897329,,,,,,
0.04535,0.00080757,4.9643,848.83,106.7613855,,,,,,
0.04536,0.00080805,4.96032,848.666,106.625442,,,,,,
0.04537,0.00080854,4.95642,848.51,106.488228,,,,,,
0.04538,0.00080902,4.95256,848.364,106.3522845,,,,,,
0.04539,0.0008095,4.9487,848.224,106.216341,,,,,,
0.0454,0.00080999,4.94494,848.092,106.0803975,,,,,,
0.04541,0.00081047,4.94116,847.956,105.9457245,,,,,,
0.04542,0.00081095,4.93746,847.828,105.809781,,,,,,
0.04543,0.00081143,4.93372,847.698,105.675108,,,,,,
0.04544,0.00081192,4.92996,847.568,105.540435,,,,,,
0.04545,0.0008124,4.92622,847.438,105.405762,,,,,,
0.04546,0.00081288,4.92248,847.302,105.271089,,,,,,
0.04547,0.00081336,4.9187,847.16,105.136416,,,,,,
0.04548,0.00081384,4.91486,847.008,105.0030135,,,,,,
0.04549,0.00081432,4.91102,846.852,104.869611,,,,,,
0.0455,0.0008148,4.90708,846.684,104.734938,,,,,,
0.04551,0.00081528,4.90312,846.508,104.6015355,,,,,,
0.04552,0.00081576,4.89912,846.322,104.468133,,,,,,
0.04553,0.00081624,4.89508,846.124,104.336001,,,,,,
0.04554,0.00081672,4.89096,845.92,104.2025985,,,,,,
0.04555,0.0008172,4.8868,845.706,104.0704665,,,,,,
0.04556,0.00081768,4.88264,845.484,103.937064,,,,,,
0.04557,0.00081815,4.8784,845.258,103.804932,,,,,,
0.04558,0.00081863,4.87418,845.026,103.6728,,,,,,
0.04559,0.00081911,4.86994,844.79,103.540668,,,,,,
0.0456,0.00081959,4.8657,844.558,103.4098065,,,,,,
0.04561,0.00082006,4.86148,844.324,103.2776745,,,,,,
0.04562,0.00082054,4.85728,844.092,103.146813,,,,,,
0.04563,0.00082102,4.85314,843.87,103.014681,,,,,,
0.04564,0.00082149,4.84902,843.65,102.8838195,,,,,,
0.04565,0.00082197,4.84496,843.444,102.752958,,,,,,
0.04566,0.00082244,4.841,843.248,102.623367,,,,,,
0.04567,0.00082292,4.83708,843.06,102.4925055,,,,,,
0.04568,0.00082339,4.83328,842.888,102.361644,,,,,,
0.04569,0.00082387,4.82954,842.732,102.232053,,,,,,
0.0457,0.00082434,4.8259,842.586,102.102462,,,,,,
0.04571,0.00082482,4.82234,842.458,101.972871,,,,,,
0.04572,0.00082529,4.81886,842.346,101.84328,,,,,,
0.04573,0.00082576,4.81548,842.244,101.713689,,,,,,
0.04574,0.00082624,4.81218,842.156,101.584098,,,,,,
0.04575,0.00082671,4.80892,842.078,101.4557775,,,,,,
0.04576,0.00082718,4.8058,842.012,101.327457,,,,,,
0.04577,0.00082765,4.80264,841.954,101.197866,,,,,,
0.04578,0.00082813,4.79962,841.904,101.0695455,,,,,,
0.04579,0.0008286,4.79656,841.858,100.9424955,,,,,,
0.0458,0.00082907,4.79354,841.816,100.814175,,,,,,
0.04581,0.00082954,4.79054,841.774,100.6858545,,,,,,
0.04582,0.00083001,4.78752,841.728,100.5588045,,,,,,
0.04583,0.00083048,4.7845,841.68,100.4317545,,,,,,
0.04584,0.00083095,4.78144,841.628,100.3047045,,,,,,
0.04585,0.00083142,4.77838,841.574,100.1776545,,,,,,
0.04586,0.00083189,4.77526,841.508,100.0506045,,,,,,
0.04587,0.00083236,4.7721,841.432,99.9235545,,,,,,
0.04588,0.00083283,4.7689,841.346,99.797775,,,,,,
0.04589,0.0008333,4.76564,841.252,99.670725,,,,,,
0.0459,0.00083377,4.76232,841.146,99.5449455,,,,,,
0.04591,0.00083424,4.75894,841.026,99.419166,,,,,,
0.04592,0.0008347,4.75548,840.898,99.2933865,,,,,,
0.04593,0.00083517,4.752,840.76,99.167607,,,,,,
0.04594,0.00083564,4.74846,840.608,99.043098,,,,,,
0.04595,0.00083611,4.74486,840.452,98.9173185,,,,,,
0.04596,0.00083657,4.74124,840.288,98.7928095,,,,,,
0.04597,0.00083704,4.73756,840.112,98.6683005,,,,,,
0.04598,0.00083751,4.73392,839.934,98.5437915,,,,,,
0.04599,0.00083797,4.73024,839.752,98.4192825,,,,,,
0.046,0.00083844,4.7265,839.566,98.2947735,,,,,,
0.04601,0.0008389,4.72278,839.378,98.171535,,,,,,
0.04602,0.00083937,4.71908,839.19,98.047026,,,,,,
0.04603,0.00083983,4.71542,839.006,97.9237875,,,,,,
0.04604,0.0008403,4.71174,838.83,97.800549,,,,,,
0.04605,0.00084076,4.70814,838.65,97.6773105,,,,,,
0.04606,0.00084122,4.70454,838.48,97.554072,,,,,,
0.04607,0.00084169,4.70102,838.32,97.4308335,,,,,,
0.04608,0.00084215,4.69754,838.166,97.307595,,,,,,
0.04609,0.00084261,4.69412,838.026,97.185627,,,,,,
0.0461,0.00084308,4.69074,837.892,97.063659,,,,,,
0.04611,0.00084354,4.68746,837.77,96.9404205,,,,,,
0.04612,0.000844,4.68422,837.658,96.8184525,,,,,,
0.04613,0.00084446,4.68106,837.556,96.697755,,,,,,
0.04614,0.00084492,4.67798,837.464,96.575787,,,,,,
0.04615,0.00084538,4.67492,837.38,96.453819,,,,,,
0.04616,0.00084584,4.67192,837.308,96.3331215,,,,,,
0.04617,0.0008463,4.66894,837.242,96.2111535,,,,,,
0.04618,0.00084676,4.66604,837.178,96.090456,,,,,,
0.04619,0.00084722,4.66316,837.122,95.9697585,,,,,,
0.0462,0.00084768,4.66026,837.068,95.849061,,,,,,
0.04621,0.00084814,4.65742,837.016,95.7283635,,,,,,
0.04622,0.0008486,4.65456,836.96,95.6089365,,,,,,
0.04623,0.00084906,4.65168,836.904,95.488239,,,,,,
0.04624,0.00084952,4.64882,836.842,95.368812,,,,,,
0.04625,0.00084998,4.64592,836.776,95.249385,,,,,,
0.04626,0.00085043,4.64294,836.704,95.129958,,,,,,
0.04627,0.00085089,4.63996,836.62,95.010531,,,,,,
0.04628,0.00085135,4.63694,836.526,94.891104,,,,,,
0.04629,0.00085181,4.63382,836.424,94.771677,,,,,,
0.0463,0.00085226,4.63066,836.31,94.6535205,,,,,,
0.04631,0.00085272,4.62744,836.182,94.5340935,,,,,,
0.04632,0.00085317,4.62416,836.042,94.415937,,,,,,
0.04633,0.00085363,4.62084,835.894,94.2977805,,,,,,
0.04634,0.00085408,4.61748,835.734,94.179624,,,,,,
0.04635,0.00085454,4.61406,835.566,94.0614675,,,,,,
0.04636,0.00085499,4.61056,835.384,93.943311,,,,,,
0.04637,0.00085545,4.60706,835.198,93.826425,,,,,,
0.04638,0.0008559,4.60352,835.006,93.7082685,,,,,,
0.04639,0.00085636,4.59996,834.808,93.5913825,,,,,,
0.0464,0.00085681,4.59638,834.604,93.4744965,,,,,,
0.04641,0.00085726,4.5928,834.404,93.3576105,,,,,,
0.04642,0.00085772,4.58922,834.198,93.2407245,,,,,,
0.04643,0.00085817,4.58564,833.998,93.1238385,,,,,,
0.04644,0.00085862,4.5821,833.796,93.0069525,,,,,,
0.04645,0.00085907,4.57856,833.596,92.891337,,,,,,
0.04646,0.00085952,4.57508,833.406,92.7757215,,,,,,
0.04647,0.00085997,4.57158,833.218,92.6588355,,,,,,
0.04648,0.00086043,4.56818,833.036,92.54322,,,,,,
0.04649,0.00086088,4.56478,832.858,92.4276045,,,,,,
0.0465,0.00086133,4.56146,832.692,92.311989,,,,,,
0.04651,0.00086178,4.55814,832.528,92.197644,,,,,,
0.04652,0.00086223,4.55488,832.372,92.0820285,,,,,,
0.04653,0.00086268,4.55164,832.222,91.9676835,,,,,,
0.04654,0.00086312,4.54848,832.076,91.852068,,,,,,
0.04655,0.00086357,4.5453,831.94,91.737723,,,,,,
0.04656,0.00086402,4.54218,831.808,91.623378,,,,,,
0.04657,0.00086447,4.53908,831.676,91.509033,,,,,,
0.04658,0.00086492,4.53604,831.55,91.3959585,,,,,,
0.04659,0.00086537,4.53298,831.426,91.2816135,,,,,,
0.0466,0.00086581,4.52996,831.308,91.1672685,,,,,,
0.04661,0.00086626,4.52692,831.19,91.054194,,,,,,
0.04662,0.00086671,4.52392,831.074,90.9411195,,,,,,
0.04663,0.00086715,4.52094,830.96,90.828045,,,,,,
0.04664,0.0008676,4.51798,830.846,90.7149705,,,,,,
0.04665,0.00086804,4.51498,830.73,90.601896,,,,,,
0.04666,0.00086849,4.51202,830.616,90.4888215,,,,,,
0.04667,0.00086893,4.50904,830.502,90.375747,,,,,,
0.04668,0.00086938,4.50604,830.384,90.263943,,,,,,
0.04669,0.00086982,4.50308,830.262,90.152139,,,,,,
0.0467,0.00087027,4.50008,830.142,90.0390645,,,,,,
0.04671,0.00087071,4.49706,830.018,89.9272605,,,,,,
0.04672,0.00087115,4.49408,829.892,89.8154565,,,,,,
0.04673,0.0008716,4.49102,829.758,89.704923,,,,,,
0.04674,0.00087204,4.488,829.626,89.593119,,,,,,
0.04675,0.00087248,4.48492,829.486,89.481315,,,,,,
0.04676,0.00087293,4.48186,829.342,89.3707815,,,,,,
0.04677,0.00087337,4.47876,829.196,89.260248,,,,,,
0.04678,0.00087381,4.47562,829.046,89.148444,,,,,,
0.04679,0.00087425,4.47252,828.886,89.0379105,,,,,,
0.0468,0.00087469,4.46934,828.726,88.927377,,,,,,
0.04681,0.00087513,4.4662,828.56,88.8168435,,,,,,
0.04682,0.00087557,4.46298,828.392,88.7075805,,,,,,
0.04683,0.00087601,4.4598,828.222,88.597047,,,,,,
0.04684,0.00087645,4.45658,828.048,88.487784,,,,,,
0.04685,0.00087689,4.45336,827.874,88.3772505,,,,,,
0.04686,0.00087733,4.45014,827.7,88.2679875,,,,,,
0.04687,0.00087777,4.44698,827.526,88.1587245,,,,,,
0.04688,0.00087821,4.4438,827.352,88.0494615,,,,,,
0.04689,0.00087864,4.44062,827.184,87.9401985,,,,,,
0.0469,0.00087908,4.4375,827.02,87.832206,,,,,,
0.04691,0.00087952,4.43438,826.862,87.722943,,,,,,
0.04692,0.00087996,4.43134,826.708,87.6149505,,,,,,
0.04693,0.00088039,4.4283,826.56,87.5056875,,,,,,
0.04694,0.00088083,4.42532,826.422,87.397695,,,,,,
0.04695,0.00088127,4.4224,826.292,87.2897025,,,,,,
0.04696,0.0008817,4.41952,826.166,87.18171,,,,,,
0.04697,0.00088214,4.41666,826.048,87.0737175,,,,,,
0.04698,0.00088257,4.41386,825.942,86.9669955,,,,,,
0.04699,0.00088301,4.41112,825.84,86.859003,,,,,,
0.047,0.00088344,4.4084,825.748,86.752281,,,,,,
0.04701,0.00088388,4.4057,825.656,86.6442885,,,,,,
0.04702,0.00088431,4.40304,825.568,86.5375665,,,,,,
0.04703,0.00088474,4.40038,825.484,86.4308445,,,,,,
0.04704,0.00088518,4.39776,825.4,86.3241225,,,,,,
0.04705,0.00088561,4.3951,825.316,86.2174005,,,,,,
0.04706,0.00088604,4.39246,825.228,86.111949,,,,,,
0.04707,0.00088647,4.38978,825.138,86.005227,,,,,,
0.04708,0.00088691,4.3871,825.038,85.8997755,,,,,,
0.04709,0.00088734,4.38436,824.934,85.7930535,,,,,,
0.0471,0.00088777,4.38158,824.82,85.687602,,,,,,
0.04711,0.0008882,4.3788,824.7,85.5821505,,,,,,
0.04712,0.00088863,4.37592,824.57,85.476699,,,,,,
0.04713,0.00088906,4.37302,824.43,85.3712475,,,,,,
0.04714,0.00088949,4.37008,824.278,85.265796,,,,,,
0.04715,0.00088992,4.36708,824.118,85.161615,,,,,,
0.04716,0.00089035,4.36404,823.946,85.0561635,,,,,,
0.04717,0.00089078,4.36096,823.77,84.9519825,,,,,,
0.04718,0.00089121,4.35788,823.588,84.8478015,,,,,,
0.04719,0.00089164,4.35472,823.396,84.7436205,,,,,,
0.0472,0.00089206,4.35158,823.206,84.6394395,,,,,,
0.04721,0.00089249,4.34842,823.008,84.5352585,,,,,,
0.04722,0.00089292,4.34526,822.812,84.4310775,,,,,,
0.04723,0.00089335,4.3421,822.616,84.328167,,,,,,
0.04724,0.00089377,4.339,822.424,84.223986,,,,,,
0.04725,0.0008942,4.3359,822.234,84.1210755,,,,,,
0.04726,0.00089463,4.33284,822.052,84.0168945,,,,,,
0.04727,0.00089505,4.32978,821.876,83.913984,,,,,,
0.04728,0.00089548,4.32682,821.708,83.8110735,,,,,,
0.04729,0.0008959,4.32388,821.55,83.708163,,,,,,
0.0473,0.00089633,4.32102,821.4,83.606523,,,,,,
0.04731,0.00089675,4.31822,821.262,83.5036125,,,,,,
0.04732,0.00089718,4.31546,821.136,83.400702,,,,,,
0.04733,0.0008976,4.31276,821.018,83.299062,,,,,,
0.04734,0.00089802,4.31016,820.912,83.197422,,,,,,
0.04735,0.00089845,4.30756,820.818,83.095782,,,,,,
0.04736,0.00089887,4.30504,820.73,82.9928715,,,,,,
0.04737,0.00089929,4.30256,820.648,82.892502,,,,,,
0.04738,0.00089971,4.30016,820.576,82.790862,,,,,,
0.04739,0.00090013,4.29774,820.514,82.689222,,,,,,
0.0474,0.00090056,4.29538,820.454,82.587582,,,,,,
0.04741,0.00090098,4.29304,820.402,82.4872125,,,,,,
0.04742,0.0009014,4.29074,820.35,82.386843,,,,,,
0.04743,0.00090182,4.28844,820.302,82.285203,,,,,,
0.04744,0.00090224,4.28616,820.256,82.1848335,,,,,,
0.04745,0.00090266,4.28392,820.212,82.084464,,,,,,
0.04746,0.00090308,4.28164,820.164,81.9840945,,,,,,
0.04747,0.0009035,4.27936,820.118,81.8849955,,,,,,
0.04748,0.00090391,4.27708,820.068,81.784626,,,,,,
0.04749,0.00090433,4.27478,820.016,81.685527,,,,,,
0.0475,0.00090475,4.2725,819.96,81.5851575,,,,,,
0.04751,0.00090517,4.27018,819.902,81.4860585,,,,,,
0.04752,0.00090559,4.26784,819.836,81.3869595,,,,,,
0.04753,0.000906,4.26548,819.772,81.2878605,,,,,,
0.04754,0.00090642,4.26312,819.7,81.1887615,,,,,,
0.04755,0.00090683,4.26074,819.626,81.0896625,,,,,,
0.04756,0.00090725,4.25834,819.55,80.9905635,,,,,,
0.04757,0.00090767,4.25592,819.464,80.892735,,,,,,
0.04758,0.00090808,4.25348,819.378,80.793636,,,,,,
0.04759,0.0009085,4.25104,819.292,80.6958075,,,,,,
0.0476,0.00090891,4.24858,819.198,80.597979,,,,,,
0.04761,0.00090933,4.24614,819.108,80.5001505,,,,,,
0.04762,0.00090974,4.2437,819.014,80.402322,,,,,,
0.04763,0.00091015,4.24124,818.92,80.3044935,,,,,,
0.04764,0.00091057,4.23884,818.828,80.206665,,,,,,
0.04765,0.00091098,4.2364,818.738,80.1088365,,,,,,
0.04766,0.00091139,4.23398,818.65,80.0122785,,,,,,
0.04767,0.0009118,4.23162,818.568,79.91445,,,,,,
0.04768,0.00091221,4.22926,818.486,79.817892,,,,,,
0.04769,0.00091263,4.22694,818.414,79.721334,,,,,,
0.0477,0.00091304,4.22466,818.344,79.624776,,,,,,
0.04771,0.00091345,4.2224,818.282,79.528218,,,,,,
0.04772,0.00091386,4.22018,818.226,79.43166,,,,,,
0.04773,0.00091427,4.218,818.178,79.335102,,,,,,
0.04774,0.00091468,4.21586,818.138,79.2398145,,,,,,
0.04775,0.00091509,4.21374,818.102,79.1432565,,,,,,
0.04776,0.0009155,4.21168,818.072,79.047969,,,,,,
0.04777,0.0009159,4.20966,818.048,78.9526815,,,,,,
0.04778,0.00091631,4.20764,818.026,78.857394,,,,,,
0.04779,0.00091672,4.20564,818.01,78.7621065,,,,,,
0.0478,0.00091713,4.20364,817.994,78.666819,,,,,,
0.04781,0.00091754,4.2017,817.98,78.5715315,,,,,,
0.04782,0.00091794,4.19972,817.966,78.476244,,,,,,
0.04783,0.00091835,4.19778,817.952,78.382227,,,,,,
0.04784,0.00091875,4.1958,817.934,78.28821,,,,,,
0.04785,0.00091916,4.19378,817.914,78.1929225,,,,,,
0.04786,0.00091957,4.19178,817.888,78.0989055,,,,,,
0.04787,0.00091997,4.18974,817.856,78.0048885,,,,,,
0.04788,0.00092037,4.18768,817.82,77.9108715,,,,,,
0.04789,0.00092078,4.1856,817.776,77.8168545,,,,,,
0.0479,0.00092118,4.18346,817.73,77.7228375,,,,,,
0.04791,0.00092159,4.1813,817.672,77.630091,,,,,,
0.04792,0.00092199,4.17912,817.608,77.536074,,,,,,
0.04793,0.00092239,4.17692,817.542,77.4433275,,,,,,
0.04794,0.00092279,4.1747,817.468,77.350581,,,,,,
0.04795,0.0009232,4.17244,817.394,77.2578345,,,,,,
0.04796,0.0009236,4.17022,817.316,77.1638175,,,,,,
0.04797,0.000924,4.16796,817.238,77.0723415,,,,,,
0.04798,0.0009244,4.16574,817.162,76.979595,,,,,,
0.04799,0.0009248,4.16352,817.084,76.8868485,,,,,,
0.048,0.0009252,4.1613,817.016,76.794102,,,,,,
0.04801,0.0009256,4.15914,816.952,76.702626,,,,,,
0.04802,0.000926,4.15702,816.89,76.61115,,,,,,
0.04803,0.0009264,4.15492,816.84,76.5184035,,,,,,
0.04804,0.0009268,4.15288,816.796,76.4269275,,,,,,
0.04805,0.0009272,4.15092,816.764,76.3354515,,,,,,
0.04806,0.00092759,4.14898,816.744,76.2439755,,,,,,
0.04807,0.00092799,4.14708,816.734,76.1524995,,,,,,
0.04808,0.00092839,4.14528,816.73,76.062294,,,,,,
0.04809,0.00092879,4.1435,816.738,75.970818,,,,,,
0.0481,0.00092918,4.1418,816.756,75.8806125,,,,,,
0.04811,0.00092958,4.14012,816.786,75.7891365,,,,,,
0.04812,0.00092997,4.1385,816.818,75.698931,,,,,,
0.04813,0.00093037,4.13694,816.858,75.6087255,,,,,,
0.04814,0.00093076,4.13538,816.9,75.51852,,,,,,
0.04815,0.00093116,4.13382,816.952,75.4283145,,,,,,
0.04816,0.00093155,4.13228,817.002,75.338109,,,,,,
0.04817,0.00093195,4.13076,817.048,75.2479035,,,,,,
0.04818,0.00093234,4.1292,817.096,75.1589685,,,,,,
0.04819,0.00093273,4.12764,817.142,75.068763,,,,,,
0.0482,0.00093313,4.12608,817.178,74.979828,,,,,,
0.04821,0.00093352,4.12448,817.208,74.890893,,,,,,
0.04822,0.00093391,4.12282,817.236,74.801958,,,,,,
0.04823,0.0009343,4.12114,817.252,74.713023,,,,,,
0.04824,0.00093469,4.11938,817.256,74.624088,,,,,,
0.04825,0.00093508,4.11766,817.252,74.535153,,,,,,
0.04826,0.00093547,4.11582,817.242,74.446218,,,,,,
0.04827,0.00093586,4.11394,817.218,74.3585535,,,,,,
0.04828,0.00093625,4.11204,817.184,74.2696185,,,,,,
0.04829,0.00093664,4.11008,817.142,74.181954,,,,,,
0.0483,0.00093703,4.1081,817.09,74.093019,,,,,,
0.04831,0.00093742,4.10606,817.032,74.0053545,,,,,,
0.04832,0.00093781,4.10398,816.968,73.91769,,,,,,
0.04833,0.0009382,4.1019,816.896,73.8300255,,,,,,
0.04834,0.00093858,4.09984,816.822,73.742361,,,,,,
0.04835,0.00093897,4.09772,816.746,73.655967,,,,,,
0.04836,0.00093936,4.0956,816.668,73.5683025,,,,,,
0.04837,0.00093974,4.09348,816.59,73.4819085,,,,,,
0.04838,0.00094013,4.0914,816.516,73.394244,,,,,,
0.04839,0.00094051,4.08936,816.442,73.30785,,,,,,
0.0484,0.0009409,4.08732,816.378,73.221456,,,,,,
0.04841,0.00094128,4.0853,816.316,73.135062,,,,,,
0.04842,0.00094167,4.08334,816.266,73.048668,,,,,,
0.04843,0.00094205,4.08142,816.218,72.962274,,,,,,
0.04844,0.00094244,4.07956,816.186,72.87588,,,,,,
0.04845,0.00094282,4.07776,816.16,72.789486,,,,,,
0.04846,0.0009432,4.076,816.146,72.7043625,,,,,,
0.04847,0.00094358,4.07428,816.142,72.619239,,,,,,
0.04848,0.00094397,4.07264,816.15,72.532845,,,,,,
0.04849,0.00094435,4.07102,816.164,72.4477215,,,,,,
0.0485,0.00094473,4.0695,816.186,72.362598,,,,,,
0.04851,0.00094511,4.068,816.222,72.2774745,,,,,,
0.04852,0.00094549,4.0665,816.26,72.192351,,,,,,
0.04853,0.00094587,4.06508,816.304,72.1072275,,,,,,
0.04854,0.00094625,4.06362,816.35,72.0233745,,,,,,
0.04855,0.00094663,4.0622,816.402,71.938251,,,,,,
0.04856,0.00094701,4.06078,816.448,71.854398,,,,,,
0.04857,0.00094739,4.05938,816.494,71.7692745,,,,,,
0.04858,0.00094776,4.05792,816.534,71.6854215,,,,,,
0.04859,0.00094814,4.05642,816.568,71.6015685,,,,,,
0.0486,0.00094852,4.05488,816.59,71.5177155,,,,,,
0.04861,0.0009489,4.0533,816.6,71.4338625,,,,,,
0.04862,0.00094927,4.05164,816.598,71.3500095,,,,,,
0.04863,0.00094965,4.04994,816.58,71.267427,,,,,,
0.04864,0.00095002,4.04816,816.548,71.183574,,,,,,
0.04865,0.0009504,4.04624,816.496,71.1009915,,,,,,
0.04866,0.00095077,4.04426,816.426,71.0171385,,,,,,
0.04867,0.00095115,4.0422,816.336,70.934556,,,,,,
0.04868,0.00095152,4.04006,816.228,70.8519735,,,,,,
0.04869,0.0009519,4.03782,816.102,70.769391,,,,,,
0.0487,0.00095227,4.03552,815.958,70.6868085,,,,,,
0.04871,0.00095264,4.0331,815.798,70.604226,,,,,,
0.04872,0.00095302,4.0306,815.624,70.5216435,,,,,,
0.04873,0.00095339,4.0281,815.436,70.439061,,,,,,
0.04874,0.00095376,4.02552,815.238,70.357749,,,,,,
0.04875,0.00095413,4.02288,815.028,70.2751665,,,,,,
0.04876,0.0009545,4.02022,814.814,70.1938545,,,,,,
0.04877,0.00095487,4.01758,814.596,70.1125425,,,,,,
0.04878,0.00095524,4.01488,814.372,70.0312305,,,,,,
0.04879,0.00095561,4.01218,814.148,69.9499185,,,,,,
0.0488,0.00095598,4.0095,813.926,69.8686065,,,,,,
0.04881,0.00095635,4.00686,813.708,69.7872945,,,,,,
0.04882,0.00095672,4.00426,813.498,69.7059825,,,,,,
0.04883,0.00095709,4.00168,813.294,69.6246705,,,,,,
0.04884,0.00095746,3.99914,813.096,69.544629,,,,,,
0.04885,0.00095783,3.99666,812.91,69.463317,,,,,,
0.04886,0.00095819,3.99422,812.736,69.3832755,,,,,,
0.04887,0.00095856,3.99182,812.566,69.303234,,,,,,
0.04888,0.00095893,3.98952,812.406,69.2231925,,,,,,
0.04889,0.00095929,3.98722,812.26,69.143151,,,,,,
0.0489,0.00095966,3.98498,812.12,69.0631095,,,,,,
0.04891,0.00096002,3.9828,811.992,68.983068,,,,,,
0.04892,0.00096039,3.98068,811.87,68.9030265,,,,,,
0.04893,0.00096075,3.97858,811.756,68.822985,,,,,,
0.04894,0.00096112,3.97648,811.646,68.744214,,,,,,
0.04895,0.00096148,3.97444,811.538,68.6641725,,,,,,
0.04896,0.00096184,3.9724,811.44,68.5854015,,,,,,
0.04897,0.00096221,3.9704,811.34,68.5066305,,,,,,
0.04898,0.00096257,3.96836,811.24,68.4278595,,,,,,
0.04899,0.00096293,3.96638,811.146,68.347818,,,,,,
0.049,0.00096329,3.96438,811.044,68.2703175,,,,,,
0.04901,0.00096365,3.9624,810.944,68.1915465,,,,,,
0.04902,0.00096402,3.96036,810.84,68.1127755,,,,,,
0.04903,0.00096438,3.95834,810.738,68.0340045,,,,,,
0.04904,0.00096474,3.95632,810.63,67.956504,,,,,,
0.04905,0.0009651,3.95426,810.516,67.877733,,,,,,
0.04906,0.00096546,3.95218,810.398,67.8002325,,,,,,
0.04907,0.00096582,3.95012,810.282,67.722732,,,,,,
0.04908,0.00096617,3.94802,810.158,67.643961,,,,,,
0.04909,0.00096653,3.94588,810.03,67.5664605,,,,,,
0.0491,0.00096689,3.94376,809.9,67.48896,,,,,,
0.04911,0.00096725,3.94162,809.762,67.41273,,,,,,
0.04912,0.00096761,3.93948,809.628,67.3352295,,,,,,
0.04913,0.00096796,3.93732,809.488,67.257729,,,,,,
0.04914,0.00096832,3.93516,809.344,67.181499,,,,,,
0.04915,0.00096867,3.93296,809.2,67.1039985,,,,,,
0.04916,0.00096903,3.9308,809.056,67.0277685,,,,,,
0.04917,0.00096939,3.92862,808.912,66.950268,,,,,,
0.04918,0.00096974,3.92644,808.768,66.874038,,,,,,
0.04919,0.00097009,3.92432,808.63,66.797808,,,,,,
0.0492,0.00097045,3.92218,808.492,66.721578,,,,,,
0.04921,0.0009708,3.92006,808.358,66.645348,,,,,,
0.04922,0.00097116,3.918,808.23,66.569118,,,,,,
0.04923,0.00097151,3.91592,808.108,66.4941585,,,,,,
0.04924,0.00097186,3.91392,807.994,66.4179285,,,,,,
0.04925,0.00097221,3.91198,807.892,66.342969,,,,,,
0.04926,0.00097257,3.91006,807.796,66.266739,,,,,,
0.04927,0.00097292,3.9082,807.712,66.1917795,,,,,,
0.04928,0.00097327,3.90642,807.642,66.11682,,,,,,
0.04929,0.00097362,3.90468,807.582,66.0418605,,,,,,
0.0493,0.00097397,3.90302,807.536,65.966901,,,,,,
0.04931,0.00097432,3.90142,807.502,65.8919415,,,,,,
0.04932,0.00097467,3.8999,807.48,65.816982,,,,,,
0.04933,0.00097502,3.8984,807.476,65.7420225,,,,,,
