t [s],Vol [m3],P [bar],T [K],Q loss [W],,,,,,,,,
0.00039,0.0012187,1.617925,449.365,159.49125,,,,,,,,,
0.0004,0.0012186,1.618225,449.3925,159.650625,,,,,,,,,
0.00041,0.0012184,1.618475,449.4175,159.808125,,,,,,,,,
0.00042,0.0012183,1.618725,449.4375,159.9675,,,,,,,,,
0.00043,0.0012181,1.619,449.4625,160.126875,,,,,,,,,
0.00044,0.001218,1.61925,449.4775,160.288125,,,,,,,,,
0.00045,0.0012179,1.6195,449.49,160.4475,,,,,,,,,
0.00046,0.0012177,1.619725,449.5,160.60875,,,,,,,,,
0.00047,0.0012176,1.6199,449.4975,160.77,,,,,,,,,
0.00048,0.0012175,1.620075,449.495,160.933125,,,,,,,,,
0.00049,0.0012173,1.6202,449.4875,161.094375,,,,,,,,,
0.0005,0.0012172,1.62035,449.475,161.2575,,,,,,,,,
0.00051,0.001217,1.62045,449.455,161.420625,,,,,,,,,
0.00052,0.0012169,1.62055,449.4275,161.58375,,,,,,,,,
0.00053,0.0012168,1.620625,449.3925,161.746875,,,,,,,,,
0.00054,0.0012166,1.620675,449.3575,161.911875,,,,,,,,,
0.00055,0.0012165,1.6207,449.315,162.076875,,,,,,,,,
0.00056,0.0012163,1.620725,449.2675,162.241875,,,,,,,,,
0.00057,0.0012162,1.620725,449.2175,162.406875,,,,,,,,,
0.00058,0.001216,1.620725,449.165,162.57375,,,,,,,,,
0.00059,0.0012159,1.6207,449.11,162.740625,,,,,,,,,
0.0006,0.0012158,1.6207,449.0525,162.9075,,,,,,,,,
0.00061,0.0012156,1.620675,448.9975,163.074375,,,,,,,,,
0.00062,0.0012155,1.620675,448.9375,163.243125,,,,,,,,,
0.00063,0.0012153,1.62065,448.885,163.411875,,,,,,,,,
0.00064,0.0012152,1.62065,448.835,163.580625,,,,,,,,,
0.00065,0.001215,1.6207,448.79,163.749375,,,,,,,,,
0.00066,0.0012149,1.62075,448.745,163.918125,,,,,,,,,
0.00067,0.0012147,1.620825,448.71,164.08875,,,,,,,,,
0.00068,0.0012146,1.6209,448.6775,164.259375,,,,,,,,,
0.00069,0.0012145,1.621,448.655,164.43,,,,,,,,,
0.0007,0.0012143,1.62115,448.64,164.6025,,,,,,,,,
0.00071,0.0012142,1.6213,448.6375,164.773125,,,,,,,,,
0.00072,0.001214,1.6215,448.635,164.945625,,,,,,,,,
0.00073,0.0012139,1.62175,448.6425,165.12,,,,,,,,,
0.00074,0.0012137,1.622025,448.665,165.2925,,,,,,,,,
0.00075,0.0012136,1.6223,448.6925,165.466875,,,,,,,,,
0.00076,0.0012134,1.622625,448.7275,165.64125,,,,,,,,,
0.00077,0.0012133,1.622975,448.7675,165.815625,,,,,,,,,
0.00078,0.0012131,1.623375,448.815,165.99,,,,,,,,,
0.00079,0.001213,1.623775,448.87,166.16625,,,,,,,,,
0.0008,0.0012128,1.6242,448.93,166.3425,,,,,,,,,
0.00081,0.0012127,1.62465,448.995,166.51875,,,,,,,,,
0.00082,0.0012125,1.62505,449.065,166.695,,,,,,,,,
0.00083,0.0012124,1.62555,449.1325,166.873125,,,,,,,,,
0.00084,0.0012122,1.626,449.2075,167.05125,,,,,,,,,
0.00085,0.0012121,1.626475,449.275,167.229375,,,,,,,,,
0.00086,0.0012119,1.626925,449.35,167.4075,,,,,,,,,
0.00087,0.0012117,1.6274,449.4175,167.5875,,,,,,,,,
0.00088,0.0012116,1.62785,449.4875,167.7675,,,,,,,,,
0.00089,0.0012114,1.628275,449.55,167.9475,,,,,,,,,
0.0009,0.0012113,1.628675,449.605,168.1275,,,,,,,,,
0.00091,0.0012111,1.62915,449.665,168.309375,,,,,,,,,
0.00092,0.001211,1.629525,449.7125,168.49125,,,,,,,,,
0.00093,0.0012108,1.6299,449.76,168.673125,,,,,,,,,
0.00094,0.0012107,1.630275,449.8,168.855,,,,,,,,,
0.00095,0.0012105,1.630575,449.835,169.03875,,,,,,,,,
0.00096,0.0012103,1.6309,449.865,169.220625,,,,,,,,,
0.00097,0.0012102,1.631225,449.8875,169.404375,,,,,,,,,
0.00098,0.00121,1.6315,449.9125,169.59,,,,,,,,,
0.00099,0.0012099,1.63175,449.9275,169.77375,,,,,,,,,
0.001,0.0012097,1.63205,449.9425,169.959375,,,,,,,,,
0.00101,0.0012096,1.632275,449.9525,170.145,,,,,,,,,
0.00102,0.0012094,1.632575,449.9625,170.3325,,,,,,,,,
0.00103,0.0012092,1.6328,449.975,170.518125,,,,,,,,,
0.00104,0.0012091,1.63305,449.985,170.705625,,,,,,,,,
0.00105,0.0012089,1.6333,449.995,170.893125,,,,,,,,,
0.00106,0.0012087,1.633575,450.0075,171.0825,,,,,,,,,
0.00107,0.0012086,1.63385,450.025,171.27,,,,,,,,,
0.00108,0.0012084,1.634125,450.0425,171.459375,,,,,,,,,
0.00109,0.0012083,1.634425,450.065,171.64875,,,,,,,,,
0.0011,0.0012081,1.634775,450.0925,171.838125,,,,,,,,,
0.00111,0.0012079,1.6351,450.1225,172.029375,,,,,,,,,
0.00112,0.0012078,1.635425,450.1575,172.220625,,,,,,,,,
0.00113,0.0012076,1.635825,450.2,172.411875,,,,,,,,,
0.00114,0.0012074,1.6362,450.245,172.603125,,,,,,,,,
0.00115,0.0012073,1.6366,450.295,172.79625,,,,,,,,,
0.00116,0.0012071,1.637025,450.3475,172.989375,,,,,,,,,
0.00117,0.001207,1.637475,450.4075,173.1825,,,,,,,,,
0.00118,0.0012068,1.637925,450.4675,173.375625,,,,,,,,,
0.00119,0.0012066,1.638375,450.5325,173.570625,,,,,,,,,
0.0012,0.0012065,1.63885,450.6,173.765625,,,,,,,,,
0.00121,0.0012063,1.639325,450.6675,173.960625,,,,,,,,,
0.00122,0.0012061,1.639775,450.735,174.1575,,,,,,,,,
0.00123,0.001206,1.640275,450.805,174.3525,,,,,,,,,
0.00124,0.0012058,1.64075,450.8725,174.549375,,,,,,,,,
0.00125,0.0012056,1.641225,450.94,174.74625,,,,,,,,,
0.00126,0.0012054,1.6417,451.0075,174.945,,,,,,,,,
0.00127,0.0012053,1.642175,451.0675,175.14375,,,,,,,,,
0.00128,0.0012051,1.6426,451.125,175.340625,,,,,,,,,
0.00129,0.0012049,1.643025,451.1825,175.54125,,,,,,,,,
0.0013,0.0012048,1.643475,451.235,175.74,,,,,,,,,
0.00131,0.0012046,1.6439,451.285,175.940625,,,,,,,,,
0.00132,0.0012044,1.644275,451.33,176.14125,,,,,,,,,
0.00133,0.0012043,1.644675,451.3725,176.341875,,,,,,,,,
0.00134,0.0012041,1.64505,451.4125,176.544375,,,,,,,,,
0.00135,0.0012039,1.645425,451.445,176.745,,,,,,,,,
0.00136,0.0012037,1.645775,451.4775,176.9475,,,,,,,,,
0.00137,0.0012036,1.646125,451.51,177.151875,,,,,,,,,
0.00138,0.0012034,1.646475,451.54,177.354375,,,,,,,,,
0.00139,0.0012032,1.6468,451.5675,177.55875,,,,,,,,,
0.0014,0.001203,1.64715,451.595,177.763125,,,,,,,,,
0.00141,0.0012029,1.6475,451.6225,177.9675,,,,,,,,,
0.00142,0.0012027,1.647825,451.65,178.17375,,,,,,,,,
0.00143,0.0012025,1.64815,451.68,178.38,,,,,,,,,
0.00144,0.0012023,1.648525,451.71,178.58625,,,,,,,,,
0.00145,0.0012022,1.648875,451.7425,178.7925,,,,,,,,,
0.00146,0.001202,1.64925,451.7775,179.000625,,,,,,,,,
0.00147,0.0012018,1.64965,451.815,179.20875,,,,,,,,,
0.00148,0.0012016,1.650025,451.855,179.416875,,,,,,,,,
0.00149,0.0012015,1.650425,451.9025,179.625,,,,,,,,,
0.0015,0.0012013,1.65085,451.95,179.835,,,,,,,,,
0.00151,0.0012011,1.6513,451.9975,180.045,,,,,,,,,
0.00152,0.0012009,1.65175,452.05,180.255,,,,,,,,,
0.00153,0.0012007,1.65215,452.1025,180.465,,,,,,,,,
0.00154,0.0012006,1.65265,452.16,180.676875,,,,,,,,,
0.00155,0.0012004,1.653075,452.215,180.88875,,,,,,,,,
0.00156,0.0012002,1.65355,452.2725,181.100625,,,,,,,,,
0.00157,0.0012,1.654025,452.3325,181.314375,,,,,,,,,
0.00158,0.0011998,1.654475,452.39,181.52625,,,,,,,,,
0.00159,0.0011997,1.6549,452.445,181.74,,,,,,,,,
0.0016,0.0011995,1.655375,452.4975,181.955625,,,,,,,,,
0.00161,0.0011993,1.655825,452.55,182.169375,,,,,,,,,
0.00162,0.0011991,1.65625,452.595,182.385,,,,,,,,,
0.00163,0.0011989,1.656625,452.6425,182.600625,,,,,,,,,
0.00164,0.0011988,1.65705,452.68,182.81625,,,,,,,,,
0.00165,0.0011986,1.65745,452.715,183.03375,,,,,,,,,
0.00166,0.0011984,1.657775,452.7425,183.25125,,,,,,,,,
0.00167,0.0011982,1.658125,452.765,183.46875,,,,,,,,,
0.00168,0.001198,1.658425,452.78,183.68625,,,,,,,,,
0.00169,0.0011978,1.658725,452.79,183.905625,,,,,,,,,
0.0017,0.0011976,1.659,452.7925,184.125,,,,,,,,,
0.00171,0.0011975,1.659225,452.7925,184.344375,,,,,,,,,
0.00172,0.0011973,1.659475,452.78,184.56375,,,,,,,,,
0.00173,0.0011971,1.659675,452.765,184.785,,,,,,,,,
0.00174,0.0011969,1.65985,452.745,185.00625,,,,,,,,,
0.00175,0.0011967,1.66,452.715,185.2275,,,,,,,,,
0.00176,0.0011965,1.66015,452.685,185.44875,,,,,,,,,
0.00177,0.0011963,1.660275,452.65,185.671875,,,,,,,,,
0.00178,0.0011962,1.6604,452.6075,185.895,,,,,,,,,
0.00179,0.001196,1.660475,452.5675,186.118125,,,,,,,,,
0.0018,0.0011958,1.66055,452.5175,186.343125,,,,,,,,,
0.00181,0.0011956,1.66065,452.4675,186.568125,,,,,,,,,
0.00182,0.0011954,1.660725,452.4175,186.793125,,,,,,,,,
0.00183,0.0011952,1.660775,452.3625,187.018125,,,,,,,,,
0.00184,0.001195,1.66085,452.3075,187.245,,,,,,,,,
0.00185,0.0011948,1.6609,452.2575,187.471875,,,,,,,,,
0.00186,0.0011946,1.660975,452.2,187.70625,,,,,,,,,
0.00187,0.0011944,1.661025,452.145,187.93125,,,,,,,,,
0.00188,0.0011942,1.661075,452.0925,188.15625,,,,,,,,,
0.00189,0.0011941,1.661175,452.035,188.38125,,,,,,,,,
0.0019,0.0011939,1.661225,451.9825,188.60625,,,,,,,,,
0.00191,0.0011937,1.661325,451.9325,188.85,,,,,,,,,
0.00192,0.0011935,1.6614,451.885,189.075,,,,,,,,,
0.00193,0.0011933,1.6615,451.835,189.3,,,,,,,,,
0.00194,0.0011931,1.661575,451.7875,189.525,,,,,,,,,
0.00195,0.0011929,1.661675,451.7425,189.76875,,,,,,,,,
0.00196,0.0011927,1.661775,451.6975,189.99375,,,,,,,,,
0.00197,0.0011925,1.661925,451.6525,190.2375,,,,,,,,,
0.00198,0.0011923,1.662025,451.6125,190.4625,,,,,,,,,
0.00199,0.0011921,1.66215,451.575,190.6875,,,,,,,,,
0.002,0.0011919,1.662275,451.5325,190.93125,,,,,,,,,
0.00201,0.0011917,1.6624,451.4975,191.15625,,,,,,,,,
0.00202,0.0011915,1.66255,451.46,191.4,,,,,,,,,
0.00203,0.0011913,1.662725,451.425,191.64375,,,,,,,,,
0.00204,0.0011911,1.6629,451.395,191.86875,,,,,,,,,
0.00205,0.0011909,1.663025,451.3625,192.1125,,,,,,,,,
0.00206,0.0011907,1.6632,451.3325,192.3375,,,,,,,,,
0.00207,0.0011905,1.663375,451.305,192.58125,,,,,,,,,
0.00208,0.0011903,1.66355,451.2825,192.825,,,,,,,,,
0.00209,0.0011901,1.663775,451.2575,193.06875,,,,,,,,,
0.0021,0.0011899,1.66395,451.2375,193.29375,,,,,,,,,
0.00211,0.0011897,1.66415,451.22,193.5375,,,,,,,,,
0.00212,0.0011895,1.664425,451.2025,193.78125,,,,,,,,,
0.00213,0.0011893,1.664625,451.19,194.025,,,,,,,,,
0.00214,0.0011891,1.66485,451.18,194.26875,,,,,,,,,
0.00215,0.0011889,1.665125,451.175,194.5125,,,,,,,,,
0.00216,0.0011887,1.6654,451.1675,194.7375,,,,,,,,,
0.00217,0.0011885,1.66565,451.1675,194.98125,,,,,,,,,
0.00218,0.0011883,1.66595,451.1675,195.225,,,,,,,,,
0.00219,0.0011881,1.66625,451.1725,195.46875,,,,,,,,,
0.0022,0.0011879,1.66655,451.1775,195.7125,,,,,,,,,
0.00221,0.0011877,1.666875,451.1875,195.95625,,,,,,,,,
0.00222,0.0011875,1.6672,451.2,196.21875,,,,,,,,,
0.00223,0.0011873,1.66755,451.2125,196.4625,,,,,,,,,
0.00224,0.0011871,1.667925,451.2275,196.70625,,,,,,,,,
0.00225,0.0011869,1.668275,451.245,196.95,,,,,,,,,
0.00226,0.0011867,1.6686,451.265,197.19375,,,,,,,,,
0.00227,0.0011865,1.668975,451.2825,197.4375,,,,,,,,,
0.00228,0.0011863,1.669325,451.3025,197.7,,,,,,,,,
0.00229,0.001186,1.669675,451.32,197.94375,,,,,,,,,
0.0023,0.0011858,1.670025,451.3375,198.1875,,,,,,,,,
0.00231,0.0011856,1.670425,451.3575,198.45,,,,,,,,,
0.00232,0.0011854,1.67075,451.3725,198.69375,,,,,,,,,
0.00233,0.0011852,1.671125,451.385,198.9375,,,,,,,,,
0.00234,0.001185,1.671425,451.395,199.2,,,,,,,,,
0.00235,0.0011848,1.67175,451.4075,199.44375,,,,,,,,,
0.00236,0.0011846,1.6721,451.4125,199.70625,,,,,,,,,
0.00237,0.0011844,1.6724,451.4175,199.95,,,,,,,,,
0.00238,0.0011842,1.6727,451.4175,200.2125,,,,,,,,,
0.00239,0.001184,1.672975,451.4175,200.45625,,,,,,,,,
0.0024,0.0011837,1.673275,451.41,200.71875,,,,,,,,,
0.00241,0.0011835,1.673525,451.405,200.9625,,,,,,,,,
0.00242,0.0011833,1.6738,451.3975,201.225,,,,,,,,,
0.00243,0.0011831,1.67405,451.3875,201.4875,,,,,,,,,
0.00244,0.0011829,1.674325,451.3725,201.73125,,,,,,,,,
0.00245,0.0011827,1.6746,451.3625,201.99375,,,,,,,,,
0.00246,0.0011825,1.67485,451.35,202.25625,,,,,,,,,
0.00247,0.0011823,1.675125,451.3375,202.5,,,,,,,,,
0.00248,0.001182,1.67535,451.325,202.7625,,,,,,,,,
0.00249,0.0011818,1.675625,451.32,203.025,,,,,,,,,
0.0025,0.0011816,1.675925,451.315,203.2875,,,,,,,,,
0.00251,0.0011814,1.676175,451.3075,203.55,,,,,,,,,
0.00252,0.0011812,1.6765,451.31,203.8125,,,,,,,,,
0.00253,0.001181,1.67685,451.315,204.05625,,,,,,,,,
0.00254,0.0011807,1.677175,451.3275,204.31875,,,,,,,,,
0.00255,0.0011805,1.677575,451.345,204.58125,,,,,,,,,
0.00256,0.0011803,1.67795,451.3675,204.84375,,,,,,,,,
0.00257,0.0011801,1.67835,451.3975,205.10625,,,,,,,,,
0.00258,0.0011799,1.6788,451.4325,205.36875,,,,,,,,,
0.00259,0.0011797,1.6793,451.4775,205.65,,,,,,,,,
0.0026,0.0011794,1.679775,451.5225,205.9125,,,,,,,,,
0.00261,0.0011792,1.6803,451.58,206.175,,,,,,,,,
0.00262,0.001179,1.68085,451.64,206.4375,,,,,,,,,
0.00263,0.0011788,1.6814,451.7075,206.7,,,,,,,,,
0.00264,0.0011786,1.681975,451.7775,206.9625,,,,,,,,,
0.00265,0.0011783,1.682575,451.855,207.24375,,,,,,,,,
0.00266,0.0011781,1.683175,451.935,207.50625,,,,,,,,,
0.00267,0.0011779,1.683825,452.015,207.76875,,,,,,,,,
0.00268,0.0011777,1.68445,452.0975,208.05,,,,,,,,,
0.00269,0.0011775,1.685075,452.185,208.3125,,,,,,,,,
0.0027,0.0011772,1.685725,452.2675,208.575,,,,,,,,,
0.00271,0.001177,1.686325,452.35,208.85625,,,,,,,,,
0.00272,0.0011768,1.68695,452.4275,209.11875,,,,,,,,,
0.00273,0.0011766,1.68755,452.5,209.4,,,,,,,,,
0.00274,0.0011763,1.68815,452.57,209.6625,,,,,,,,,
0.00275,0.0011761,1.6887,452.635,209.94375,,,,,,,,,
0.00276,0.0011759,1.68925,452.6925,210.20625,,,,,,,,,
0.00277,0.0011757,1.68975,452.745,210.4875,,,,,,,,,
0.00278,0.0011754,1.69025,452.7875,210.75,,,,,,,,,
0.00279,0.0011752,1.690675,452.8175,211.03125,,,,,,,,,
0.0028,0.001175,1.6911,452.8475,211.3125,,,,,,,,,
0.00281,0.0011748,1.691475,452.865,211.575,,,,,,,,,
0.00282,0.0011745,1.69185,452.8725,211.85625,,,,,,,,,
0.00283,0.0011743,1.692175,452.87,212.1375,,,,,,,,,
0.00284,0.0011741,1.692475,452.86,212.4,,,,,,,,,
0.00285,0.0011739,1.692725,452.8425,212.68125,,,,,,,,,
0.00286,0.0011736,1.692975,452.82,212.9625,,,,,,,,,
0.00287,0.0011734,1.69315,452.7875,213.24375,,,,,,,,,
0.00288,0.0011732,1.693325,452.7525,213.525,,,,,,,,,
0.00289,0.0011729,1.69355,452.7125,213.80625,,,,,,,,,
0.0029,0.0011727,1.6937,452.6675,214.0875,,,,,,,,,
0.00291,0.0011725,1.693875,452.6225,214.36875,,,,,,,,,
0.00292,0.0011723,1.694,452.5775,214.63125,,,,,,,,,
0.00293,0.001172,1.694175,452.53,214.9125,,,,,,,,,
0.00294,0.0011718,1.694325,452.4825,215.2125,,,,,,,,,
0.00295,0.0011716,1.6945,452.44,215.49375,,,,,,,,,
0.00296,0.0011713,1.69465,452.395,215.775,,,,,,,,,
0.00297,0.0011711,1.694875,452.3575,216.05625,,,,,,,,,
0.00298,0.0011709,1.695075,452.325,216.3375,,,,,,,,,
0.00299,0.0011706,1.6953,452.2975,216.61875,,,,,,,,,
0.003,0.0011704,1.695525,452.275,216.9,,,,,,,,,
0.00301,0.0011702,1.695825,452.255,217.2,,,,,,,,,
0.00302,0.0011699,1.6961,452.2425,217.48125,,,,,,,,,
0.00303,0.0011697,1.6964,452.235,217.7625,,,,,,,,,
0.00304,0.0011695,1.69675,452.235,218.04375,,,,,,,,,
0.00305,0.0011692,1.697125,452.2375,218.34375,,,,,,,,,
0.00306,0.001169,1.69745,452.245,218.625,,,,,,,,,
0.00307,0.0011688,1.69785,452.26,218.925,,,,,,,,,
0.00308,0.0011685,1.698275,452.275,219.20625,,,,,,,,,
0.00309,0.0011683,1.698675,452.295,219.4875,,,,,,,,,
0.0031,0.0011681,1.699125,452.3125,219.7875,,,,,,,,,
0.00311,0.0011678,1.6995,452.33,220.06875,,,,,,,,,
0.00312,0.0011676,1.699925,452.3475,220.36875,,,,,,,,,
0.00313,0.0011673,1.700325,452.37,220.65,,,,,,,,,
0.00314,0.0011671,1.700775,452.385,220.95,,,,,,,,,
0.00315,0.0011669,1.701125,452.4,221.25,,,,,,,,,
0.00316,0.0011666,1.701525,452.41,221.53125,,,,,,,,,
0.00317,0.0011664,1.701925,452.415,221.83125,,,,,,,,,
0.00318,0.0011662,1.702275,452.4175,222.13125,,,,,,,,,
0.00319,0.0011659,1.702575,452.4125,222.4125,,,,,,,,,
0.0032,0.0011657,1.70295,452.405,222.7125,,,,,,,,,
0.00321,0.0011654,1.7032,452.39,223.0125,,,,,,,,,
0.00322,0.0011652,1.7035,452.3725,223.3125,,,,,,,,,
0.00323,0.001165,1.70375,452.35,223.6125,,,,,,,,,
0.00324,0.0011647,1.704025,452.325,223.89375,,,,,,,,,
0.00325,0.0011645,1.70425,452.295,224.19375,,,,,,,,,
0.00326,0.0011642,1.7045,452.26,224.49375,,,,,,,,,
0.00327,0.001164,1.704725,452.23,224.79375,,,,,,,,,
0.00328,0.0011638,1.70495,452.195,225.09375,,,,,,,,,
0.00329,0.0011635,1.705175,452.1625,225.39375,,,,,,,,,
0.0033,0.0011633,1.705425,452.1275,225.69375,,,,,,,,,
0.00331,0.001163,1.705675,452.1025,225.99375,,,,,,,,,
0.00332,0.0011628,1.705925,452.075,226.29375,,,,,,,,,
0.00333,0.0011625,1.7062,452.055,226.6125,,,,,,,,,
0.00334,0.0011623,1.7065,452.04,226.9125,,,,,,,,,
0.00335,0.001162,1.706825,452.0325,227.2125,,,,,,,,,
0.00336,0.0011618,1.707175,452.0325,227.5125,,,,,,,,,
0.00337,0.0011616,1.707575,452.04,227.8125,,,,,,,,,
0.00338,0.0011613,1.708,452.0575,228.13125,,,,,,,,,
0.00339,0.0011611,1.70845,452.08,228.43125,,,,,,,,,
0.0034,0.0011608,1.708925,452.1175,228.73125,,,,,,,,,
0.00341,0.0011606,1.70945,452.16,229.03125,,,,,,,,,
0.00342,0.0011603,1.710025,452.215,229.35,,,,,,,,,
0.00343,0.0011601,1.710625,452.2775,229.65,,,,,,,,,
0.00344,0.0011598,1.711275,452.35,229.96875,,,,,,,,,
0.00345,0.0011596,1.711975,452.4275,230.26875,,,,,,,,,
0.00346,0.0011593,1.712625,452.515,230.5875,,,,,,,,,
0.00347,0.0011591,1.713375,452.61,230.8875,,,,,,,,,
0.00348,0.0011588,1.714075,452.705,231.20625,,,,,,,,,
0.00349,0.0011586,1.71485,452.8075,231.50625,,,,,,,,,
0.0035,0.0011583,1.71565,452.915,231.825,,,,,,,,,
0.00351,0.0011581,1.716425,453.025,232.125,,,,,,,,,
0.00352,0.0011578,1.7172,453.1375,232.44375,,,,,,,,,
0.00353,0.0011576,1.71805,453.2475,232.7625,,,,,,,,,
0.00354,0.0011573,1.718825,453.36,233.0625,,,,,,,,,
0.00355,0.0011571,1.7196,453.47,233.38125,,,,,,,,,
0.00356,0.0011568,1.7204,453.58,233.7,,,,,,,,,
0.00357,0.0011566,1.721175,453.685,234.01875,,,,,,,,,
0.00358,0.0011563,1.721925,453.7875,234.31875,,,,,,,,,
0.00359,0.0011561,1.7227,453.885,234.6375,,,,,,,,,
0.0036,0.0011558,1.7234,453.98,234.95625,,,,,,,,,
0.00361,0.0011556,1.724175,454.0725,235.275,,,,,,,,,
0.00362,0.0011553,1.72485,454.1575,235.59375,,,,,,,,,
0.00363,0.0011551,1.725525,454.24,235.9125,,,,,,,,,
0.00364,0.0011548,1.72625,454.3175,236.23125,,,,,,,,,
0.00365,0.0011545,1.726875,454.395,236.55,,,,,,,,,
0.00366,0.0011543,1.72755,454.4675,236.86875,,,,,,,,,
0.00367,0.001154,1.7282,454.535,237.1875,,,,,,,,,
0.00368,0.0011538,1.728825,454.605,237.50625,,,,,,,,,
0.00369,0.0011535,1.7295,454.6675,237.825,,,,,,,,,
0.0037,0.0011533,1.730125,454.7325,238.14375,,,,,,,,,
0.00371,0.001153,1.73075,454.8025,238.48125,,,,,,,,,
0.00372,0.0011528,1.731375,454.8675,238.8,,,,,,,,,
0.00373,0.0011525,1.73205,454.9325,239.11875,,,,,,,,,
0.00374,0.0011522,1.732675,455,239.4375,,,,,,,,,
0.00375,0.001152,1.73335,455.07,239.75625,,,,,,,,,
0.00376,0.0011517,1.734025,455.1425,240.09375,,,,,,,,,
0.00377,0.0011515,1.73465,455.215,240.4125,,,,,,,,,
0.00378,0.0011512,1.735375,455.2925,240.75,,,,,,,,,
0.00379,0.0011509,1.736075,455.3725,241.06875,,,,,,,,,
0.0038,0.0011507,1.73675,455.455,241.3875,,,,,,,,,
0.00381,0.0011504,1.737475,455.54,241.725,,,,,,,,,
0.00382,0.0011502,1.7382,455.625,242.04375,,,,,,,,,
0.00383,0.0011499,1.73895,455.7125,242.38125,,,,,,,,,
0.00384,0.0011496,1.739675,455.8025,242.7,,,,,,,,,
0.00385,0.0011494,1.740425,455.8925,243.0375,,,,,,,,,
0.00386,0.0011491,1.741175,455.985,243.35625,,,,,,,,,
0.00387,0.0011489,1.741925,456.07,243.69375,,,,,,,,,
0.00388,0.0011486,1.74265,456.16,244.03125,,,,,,,,,
0.00389,0.0011483,1.7434,456.2475,244.35,,,,,,,,,
0.0039,0.0011481,1.7441,456.3325,244.6875,,,,,,,,,
0.00391,0.0011478,1.7448,456.4125,245.025,,,,,,,,,
0.00392,0.0011475,1.74555,456.4925,245.3625,,,,,,,,,
0.00393,0.0011473,1.746225,456.565,245.68125,,,,,,,,,
0.00394,0.001147,1.7469,456.635,246.01875,,,,,,,,,
0.00395,0.0011467,1.74755,456.7,246.35625,,,,,,,,,
0.00396,0.0011465,1.748175,456.76,246.69375,,,,,,,,,
0.00397,0.0011462,1.748825,456.815,247.03125,,,,,,,,,
0.00398,0.0011459,1.7494,456.865,247.36875,,,,,,,,,
0.00399,0.0011457,1.749975,456.9125,247.70625,,,,,,,,,
0.004,0.0011454,1.750525,456.95,248.04375,,,,,,,,,
0.00401,0.0011451,1.751075,456.985,248.38125,,,,,,,,,
0.00402,0.0011449,1.75165,457.02,248.71875,,,,,,,,,
0.00403,0.0011446,1.752125,457.05,249.05625,,,,,,,,,
0.00404,0.0011443,1.752675,457.075,249.39375,,,,,,,,,
0.00405,0.0011441,1.753175,457.1,249.73125,,,,,,,,,
0.00406,0.0011438,1.75365,457.1225,250.06875,,,,,,,,,
