t [s],Vol [m3],P [bar],T [K],Q loss [W],,,,,,,,
0.00036,0.0012192,1.59306,420.986,167.51,,,,,,,,
0.00037,0.001219,1.59322,420.982,167.7,,,,,,,,
0.00038,0.0012189,1.59336,420.982,167.89,,,,,,,,
0.00039,0.0012187,1.59356,420.98,168.08,,,,,,,,
0.0004,0.0012186,1.59376,420.984,168.28,,,,,,,,
0.00041,0.0012185,1.59396,420.986,168.47,,,,,,,,
0.00042,0.0012183,1.59414,420.992,168.66,,,,,,,,
0.00043,0.0012182,1.59436,420.998,168.86,,,,,,,,
0.00044,0.0012181,1.59452,421.006,169.05,,,,,,,,
0.00045,0.0012179,1.59476,421.018,169.25,,,,,,,,
0.00046,0.0012178,1.59496,421.03,169.44,,,,,,,,
0.00047,0.0012177,1.59522,421.042,169.64,,,,,,,,
0.00048,0.0012175,1.59546,421.062,169.84,,,,,,,,
0.00049,0.0012174,1.5957,421.078,170.04,,,,,,,,
0.0005,0.0012172,1.59596,421.098,170.23,,,,,,,,
0.00051,0.0012171,1.59622,421.122,170.43,,,,,,,,
0.00052,0.001217,1.5965,421.142,170.63,,,,,,,,
0.00053,0.0012168,1.5968,421.168,170.83,,,,,,,,
0.00054,0.0012167,1.59704,421.196,171.03,,,,,,,,
0.00055,0.0012166,1.59734,421.224,171.23,,,,,,,,
0.00056,0.0012164,1.59764,421.252,171.43,,,,,,,,
0.00057,0.0012163,1.59794,421.282,171.63,,,,,,,,
0.00058,0.0012161,1.59826,421.32,171.84,,,,,,,,
0.00059,0.001216,1.59856,421.352,172.04,,,,,,,,
0.0006,0.0012158,1.5989,421.386,172.24,,,,,,,,
0.00061,0.0012157,1.59922,421.424,172.45,,,,,,,,
0.00062,0.0012156,1.59954,421.46,172.65,,,,,,,,
0.00063,0.0012154,1.5999,421.498,172.86,,,,,,,,
0.00064,0.0012153,1.60022,421.536,173.06,,,,,,,,
0.00065,0.0012151,1.60058,421.578,173.27,,,,,,,,
0.00066,0.001215,1.6009,421.618,173.47,,,,,,,,
0.00067,0.0012148,1.60128,421.658,173.68,,,,,,,,
0.00068,0.0012147,1.6016,421.7,173.89,,,,,,,,
0.00069,0.0012145,1.60194,421.74,174.1,,,,,,,,
0.0007,0.0012144,1.60234,421.784,174.31,,,,,,,,
0.00071,0.0012143,1.60266,421.822,174.52,,,,,,,,
0.00072,0.0012141,1.603,421.866,174.73,,,,,,,,
0.00073,0.001214,1.60336,421.908,174.94,,,,,,,,
0.00074,0.0012138,1.6037,421.948,175.15,,,,,,,,
0.00075,0.0012137,1.60406,421.986,175.36,,,,,,,,
0.00076,0.0012135,1.6044,422.03,175.57,,,,,,,,
0.00077,0.0012134,1.60476,422.068,175.78,,,,,,,,
0.00078,0.0012132,1.60508,422.106,176,,,,,,,,
0.00079,0.0012131,1.60546,422.144,176.21,,,,,,,,
0.0008,0.0012129,1.60578,422.182,176.43,,,,,,,,
0.00081,0.0012128,1.60612,422.216,176.64,,,,,,,,
0.00082,0.0012126,1.60644,422.252,176.86,,,,,,,,
0.00083,0.0012125,1.60678,422.282,177.07,,,,,,,,
0.00084,0.0012123,1.60708,422.316,177.29,,,,,,,,
0.00085,0.0012122,1.6074,422.344,177.51,,,,,,,,
0.00086,0.001212,1.60772,422.376,177.72,,,,,,,,
0.00087,0.0012119,1.60802,422.402,177.94,,,,,,,,
0.00088,0.0012117,1.60832,422.428,178.16,,,,,,,,
0.00089,0.0012116,1.6086,422.448,178.38,,,,,,,,
0.0009,0.0012114,1.6089,422.47,178.6,,,,,,,,
0.00091,0.0012113,1.6092,422.492,178.82,,,,,,,,
0.00092,0.0012111,1.60946,422.508,179.04,,,,,,,,
0.00093,0.0012109,1.60972,422.526,179.27,,,,,,,,
0.00094,0.0012108,1.61,422.54,179.49,,,,,,,,
0.00095,0.0012106,1.61024,422.554,179.71,,,,,,,,
0.00096,0.0012105,1.61048,422.564,179.94,,,,,,,,
0.00097,0.0012103,1.61072,422.572,180.16,,,,,,,,
0.00098,0.0012102,1.61098,422.58,180.38,,,,,,,,
0.00099,0.00121,1.6112,422.588,180.61,,,,,,,,
0.001,0.0012099,1.61142,422.592,180.84,,,,,,,,
0.00101,0.0012097,1.61164,422.592,181.06,,,,,,,,
0.00102,0.0012095,1.61186,422.592,181.29,,,,,,,,
0.00103,0.0012094,1.61204,422.592,181.52,,,,,,,,
0.00104,0.0012092,1.61228,422.59,181.75,,,,,,,,
0.00105,0.0012091,1.61246,422.588,181.98,,,,,,,,
0.00106,0.0012089,1.61264,422.584,182.2,,,,,,,,
0.00107,0.0012087,1.61286,422.58,182.44,,,,,,,,
0.00108,0.0012086,1.61306,422.572,182.67,,,,,,,,
0.00109,0.0012084,1.61324,422.564,182.9,,,,,,,,
0.0011,0.0012083,1.61342,422.556,183.13,,,,,,,,
0.00111,0.0012081,1.61358,422.548,183.36,,,,,,,,
0.00112,0.0012079,1.61378,422.54,183.59,,,,,,,,
0.00113,0.0012078,1.61396,422.53,183.83,,,,,,,,
0.00114,0.0012076,1.61414,422.52,184.06,,,,,,,,
0.00115,0.0012074,1.61434,422.512,184.3,,,,,,,,
0.00116,0.0012073,1.61448,422.502,184.53,,,,,,,,
0.00117,0.0012071,1.6147,422.492,184.77,,,,,,,,
0.00118,0.001207,1.61488,422.48,185.01,,,,,,,,
0.00119,0.0012068,1.61506,422.47,185.24,,,,,,,,
0.0012,0.0012066,1.61524,422.464,185.48,,,,,,,,
0.00121,0.0012065,1.6154,422.452,185.72,,,,,,,,
0.00122,0.0012063,1.61562,422.444,185.96,,,,,,,,
0.00123,0.0012061,1.61578,422.432,186.2,,,,,,,,
0.00124,0.001206,1.61598,422.426,186.44,,,,,,,,
0.00125,0.0012058,1.61618,422.416,186.68,,,,,,,,
0.00126,0.0012056,1.61636,422.412,186.92,,,,,,,,
0.00127,0.0012055,1.61658,422.402,187.16,,,,,,,,
0.00128,0.0012053,1.61676,422.396,187.41,,,,,,,,
0.00129,0.0012051,1.61694,422.39,187.65,,,,,,,,
0.0013,0.001205,1.61716,422.382,187.89,,,,,,,,
0.00131,0.0012048,1.61736,422.376,188.14,,,,,,,,
0.00132,0.0012046,1.61756,422.372,188.38,,,,,,,,
0.00133,0.0012044,1.61778,422.364,188.63,,,,,,,,
0.00134,0.0012043,1.618,422.364,188.87,,,,,,,,
0.00135,0.0012041,1.6182,422.358,189.12,,,,,,,,
0.00136,0.0012039,1.6184,422.352,189.37,,,,,,,,
0.00137,0.0012038,1.61864,422.348,189.62,,,,,,,,
0.00138,0.0012036,1.61886,422.342,189.86,,,,,,,,
0.00139,0.0012034,1.61906,422.34,190.11,,,,,,,,
0.0014,0.0012032,1.61926,422.338,190.36,,,,,,,,
0.00141,0.0012031,1.61952,422.334,190.61,,,,,,,,
0.00142,0.0012029,1.61972,422.33,190.87,,,,,,,,
0.00143,0.0012027,1.61996,422.328,191.12,,,,,,,,
0.00144,0.0012026,1.62016,422.326,191.37,,,,,,,,
0.00145,0.0012024,1.62038,422.322,191.62,,,,,,,,
0.00146,0.0012022,1.62062,422.318,191.88,,,,,,,,
0.00147,0.001202,1.62084,422.314,192.13,,,,,,,,
0.00148,0.0012019,1.62106,422.312,192.38,,,,,,,,
0.00149,0.0012017,1.62128,422.308,192.64,,,,,,,,
0.0015,0.0012015,1.62152,422.306,192.9,,,,,,,,
0.00151,0.0012013,1.62174,422.302,193.15,,,,,,,,
0.00152,0.0012012,1.62196,422.298,193.41,,,,,,,,
0.00153,0.001201,1.6222,422.294,193.67,,,,,,,,
0.00154,0.0012008,1.62242,422.294,193.93,,,,,,,,
0.00155,0.0012006,1.62264,422.29,194.18,,,,,,,,
0.00156,0.0012004,1.6229,422.286,194.44,,,,,,,,
0.00157,0.0012003,1.6231,422.286,194.7,,,,,,,,
0.00158,0.0012001,1.62334,422.284,194.96,,,,,,,,
0.00159,0.0011999,1.62358,422.282,195.23,,,,,,,,
0.0016,0.0011997,1.6238,422.278,195.49,,,,,,,,
0.00161,0.0011995,1.62406,422.276,195.75,,,,,,,,
0.00162,0.0011994,1.62426,422.274,196.01,,,,,,,,
0.00163,0.0011992,1.62452,422.272,196.28,,,,,,,,
0.00164,0.001199,1.62478,422.272,196.54,,,,,,,,
0.00165,0.0011988,1.625,422.268,196.81,,,,,,,,
0.00166,0.0011986,1.62524,422.272,197.07,,,,,,,,
0.00167,0.0011985,1.62552,422.272,197.34,,,,,,,,
0.00168,0.0011983,1.62572,422.272,197.61,,,,,,,,
0.00169,0.0011981,1.62602,422.272,197.87,,,,,,,,
0.0017,0.0011979,1.62624,422.274,198.14,,,,,,,,
0.00171,0.0011977,1.62652,422.276,198.41,,,,,,,,
0.00172,0.0011975,1.62678,422.282,198.68,,,,,,,,
0.00173,0.0011974,1.62706,422.286,198.95,,,,,,,,
0.00174,0.0011972,1.62732,422.29,199.22,,,,,,,,
0.00175,0.001197,1.62762,422.298,199.49,,,,,,,,
0.00176,0.0011968,1.62788,422.3,199.76,,,,,,,,
0.00177,0.0011966,1.62816,422.308,200.03,,,,,,,,
0.00178,0.0011964,1.62842,422.318,200.31,,,,,,,,
0.00179,0.0011962,1.62874,422.326,200.58,,,,,,,,
0.0018,0.001196,1.62902,422.336,200.85,,,,,,,,
0.00181,0.0011959,1.62932,422.346,201.13,,,,,,,,
0.00182,0.0011957,1.62962,422.358,201.4,,,,,,,,
0.00183,0.0011955,1.6299,422.372,201.68,,,,,,,,
0.00184,0.0011953,1.63022,422.386,201.96,,,,,,,,
0.00185,0.0011951,1.63054,422.402,202.23,,,,,,,,
0.00186,0.0011949,1.63086,422.416,202.51,,,,,,,,
0.00187,0.0011947,1.63118,422.436,202.79,,,,,,,,
0.00188,0.0011945,1.63154,422.452,203.07,,,,,,,,
0.00189,0.0011943,1.63186,422.472,203.35,,,,,,,,
0.0019,0.0011942,1.6322,422.494,203.63,,,,,,,,
0.00191,0.001194,1.63256,422.516,203.91,,,,,,,,
0.00192,0.0011938,1.6329,422.538,204.19,,,,,,,,
0.00193,0.0011936,1.63326,422.562,204.47,,,,,,,,
0.00194,0.0011934,1.63364,422.588,204.76,,,,,,,,
0.00195,0.0011932,1.63398,422.614,205.04,,,,,,,,
0.00196,0.001193,1.63436,422.64,205.32,,,,,,,,
0.00197,0.0011928,1.63472,422.67,205.61,,,,,,,,
0.00198,0.0011926,1.63512,422.702,205.89,,,,,,,,
0.00199,0.0011924,1.6355,422.732,206.18,,,,,,,,
0.002,0.0011922,1.63588,422.764,206.46,,,,,,,,
0.00201,0.001192,1.63628,422.796,206.75,,,,,,,,
0.00202,0.0011918,1.6367,422.832,207.04,,,,,,,,
0.00203,0.0011916,1.6371,422.87,207.33,,,,,,,,
0.00204,0.0011914,1.6375,422.906,207.62,,,,,,,,
0.00205,0.0011912,1.63792,422.94,207.91,,,,,,,,
0.00206,0.0011911,1.63832,422.98,208.2,,,,,,,,
0.00207,0.0011909,1.63878,423.016,208.49,,,,,,,,
0.00208,0.0011907,1.6392,423.054,208.78,,,,,,,,
0.00209,0.0011905,1.6396,423.094,209.07,,,,,,,,
0.0021,0.0011903,1.64004,423.134,209.36,,,,,,,,
0.00211,0.0011901,1.64044,423.176,209.65,,,,,,,,
0.00212,0.0011899,1.6409,423.212,209.95,,,,,,,,
0.00213,0.0011897,1.64134,423.254,210.24,,,,,,,,
0.00214,0.0011895,1.64174,423.294,210.54,,,,,,,,
0.00215,0.0011893,1.64218,423.334,210.83,,,,,,,,
0.00216,0.0011891,1.64262,423.376,211.13,,,,,,,,
0.00217,0.0011889,1.64304,423.412,211.43,,,,,,,,
0.00218,0.0011887,1.64348,423.452,211.72,,,,,,,,
0.00219,0.0011885,1.6439,423.49,212.02,,,,,,,,
0.0022,0.0011883,1.64432,423.528,212.32,,,,,,,,
0.00221,0.0011881,1.64478,423.566,212.62,,,,,,,,
0.00222,0.0011879,1.64518,423.602,212.92,,,,,,,,
0.00223,0.0011877,1.64558,423.638,213.22,,,,,,,,
0.00224,0.0011874,1.64602,423.672,213.52,,,,,,,,
0.00225,0.0011872,1.64642,423.706,213.82,,,,,,,,
0.00226,0.001187,1.64684,423.736,214.12,,,,,,,,
0.00227,0.0011868,1.64726,423.772,214.43,,,,,,,,
0.00228,0.0011866,1.64764,423.802,214.73,,,,,,,,
0.00229,0.0011864,1.64806,423.832,215.03,,,,,,,,
0.0023,0.0011862,1.64844,423.862,215.34,,,,,,,,
0.00231,0.001186,1.64886,423.888,215.64,,,,,,,,
0.00232,0.0011858,1.64924,423.914,215.95,,,,,,,,
0.00233,0.0011856,1.64962,423.938,216.26,,,,,,,,
0.00234,0.0011854,1.65,423.966,216.56,,,,,,,,
0.00235,0.0011852,1.65036,423.986,216.87,,,,,,,,
0.00236,0.001185,1.65076,424.012,217.18,,,,,,,,
0.00237,0.0011848,1.65116,424.034,217.49,,,,,,,,
0.00238,0.0011846,1.65154,424.056,217.8,,,,,,,,
0.00239,0.0011844,1.65186,424.076,218.11,,,,,,,,
0.0024,0.0011841,1.65224,424.098,218.42,,,,,,,,
0.00241,0.0011839,1.65264,424.118,218.73,,,,,,,,
0.00242,0.0011837,1.653,424.136,219.04,,,,,,,,
0.00243,0.0011835,1.65338,424.156,219.36,,,,,,,,
0.00244,0.0011833,1.65372,424.178,219.67,,,,,,,,
0.00245,0.0011831,1.6541,424.194,219.98,,,,,,,,
0.00246,0.0011829,1.65448,424.212,220.3,,,,,,,,
0.00247,0.0011827,1.65486,424.232,220.61,,,,,,,,
0.00248,0.0011825,1.65524,424.25,220.93,,,,,,,,
0.00249,0.0011822,1.65558,424.268,221.25,,,,,,,,
0.0025,0.001182,1.65596,424.29,221.56,,,,,,,,
0.00251,0.0011818,1.65634,424.31,221.88,,,,,,,,
0.00252,0.0011816,1.65672,424.33,222.2,,,,,,,,
0.00253,0.0011814,1.6571,424.352,222.52,,,,,,,,
0.00254,0.0011812,1.65748,424.372,222.84,,,,,,,,
0.00255,0.001181,1.65788,424.394,223.16,,,,,,,,
0.00256,0.0011808,1.65824,424.418,223.48,,,,,,,,
0.00257,0.0011805,1.65868,424.44,223.8,,,,,,,,
0.00258,0.0011803,1.65904,424.464,224.12,,,,,,,,
0.00259,0.0011801,1.65946,424.49,224.44,,,,,,,,
0.0026,0.0011799,1.65984,424.514,224.77,,,,,,,,
0.00261,0.0011797,1.66028,424.54,225.09,,,,,,,,
0.00262,0.0011795,1.66066,424.566,225.42,,,,,,,,
0.00263,0.0011792,1.66108,424.592,225.74,,,,,,,,
0.00264,0.001179,1.66148,424.622,226.07,,,,,,,,
0.00265,0.0011788,1.66192,424.65,226.39,,,,,,,,
0.00266,0.0011786,1.66234,424.676,226.72,,,,,,,,
0.00267,0.0011784,1.66276,424.708,227.05,,,,,,,,
0.00268,0.0011781,1.66318,424.736,227.38,,,,,,,,
0.00269,0.0011779,1.66362,424.768,227.71,,,,,,,,
0.0027,0.0011777,1.66402,424.798,228.03,,,,,,,,
0.00271,0.0011775,1.66446,424.83,228.37,,,,,,,,
0.00272,0.0011773,1.6649,424.862,228.7,,,,,,,,
0.00273,0.001177,1.66534,424.89,229.03,,,,,,,,
0.00274,0.0011768,1.66578,424.924,229.36,,,,,,,,
0.00275,0.0011766,1.6662,424.956,229.69,,,,,,,,
0.00276,0.0011764,1.6667,424.99,230.02,,,,,,,,
0.00277,0.0011762,1.66712,425.02,230.36,,,,,,,,
0.00278,0.0011759,1.66756,425.058,230.69,,,,,,,,
0.00279,0.0011757,1.668,425.094,231.03,,,,,,,,
0.0028,0.0011755,1.66844,425.124,231.36,,,,,,,,
0.00281,0.0011753,1.66894,425.16,231.7,,,,,,,,
0.00282,0.001175,1.66938,425.196,232.04,,,,,,,,
0.00283,0.0011748,1.66984,425.232,232.37,,,,,,,,
0.00284,0.0011746,1.67028,425.268,232.71,,,,,,,,
0.00285,0.0011744,1.67074,425.304,233.05,,,,,,,,
0.00286,0.0011742,1.6712,425.346,233.39,,,,,,,,
0.00287,0.0011739,1.67172,425.38,233.73,,,,,,,,
0.00288,0.0011737,1.67216,425.418,234.07,,,,,,,,
0.00289,0.0011735,1.67264,425.458,234.41,,,,,,,,
0.0029,0.0011732,1.67312,425.5,234.76,,,,,,,,
0.00291,0.001173,1.67362,425.538,235.1,,,,,,,,
0.00292,0.0011728,1.6741,425.582,235.44,,,,,,,,
0.00293,0.0011726,1.6746,425.624,235.78,,,,,,,,
0.00294,0.0011723,1.67508,425.67,236.13,,,,,,,,
0.00295,0.0011721,1.67558,425.712,236.47,,,,,,,,
0.00296,0.0011719,1.6761,425.76,236.82,,,,,,,,
0.00297,0.0011717,1.6766,425.806,237.17,,,,,,,,
0.00298,0.0011714,1.67712,425.854,237.51,,,,,,,,
0.00299,0.0011712,1.67762,425.902,237.86,,,,,,,,
0.003,0.001171,1.67818,425.952,238.21,,,,,,,,
0.00301,0.0011707,1.6787,426,238.56,,,,,,,,
0.00302,0.0011705,1.67922,426.052,238.91,,,,,,,,
0.00303,0.0011703,1.67976,426.106,239.26,,,,,,,,
0.00304,0.00117,1.68032,426.158,239.61,,,,,,,,
0.00305,0.0011698,1.68086,426.214,239.96,,,,,,,,
0.00306,0.0011696,1.68142,426.268,240.31,,,,,,,,
0.00307,0.0011693,1.68194,426.326,240.66,,,,,,,,
0.00308,0.0011691,1.6825,426.382,241.02,,,,,,,,
0.00309,0.0011689,1.68308,426.438,241.37,,,,,,,,
0.0031,0.0011686,1.68364,426.498,241.72,,,,,,,,
0.00311,0.0011684,1.68424,426.554,242.08,,,,,,,,
0.00312,0.0011682,1.6848,426.616,242.44,,,,,,,,
0.00313,0.0011679,1.68536,426.676,242.79,,,,,,,,
0.00314,0.0011677,1.68594,426.734,243.15,,,,,,,,
0.00315,0.0011675,1.68652,426.794,243.51,,,,,,,,
0.00316,0.0011672,1.6871,426.854,243.86,,,,,,,,
0.00317,0.001167,1.68768,426.916,244.22,,,,,,,,
0.00318,0.0011668,1.68826,426.974,244.58,,,,,,,,
0.00319,0.0011665,1.68884,427.034,244.94,,,,,,,,
0.0032,0.0011663,1.68944,427.096,245.3,,,,,,,,
0.00321,0.0011661,1.69002,427.156,245.66,,,,,,,,
0.00322,0.0011658,1.6906,427.218,246.03,,,,,,,,
0.00323,0.0011656,1.69118,427.278,246.39,,,,,,,,
0.00324,0.0011653,1.69176,427.336,246.75,,,,,,,,
0.00325,0.0011651,1.69236,427.396,247.12,,,,,,,,
0.00326,0.0011649,1.69292,427.456,247.48,,,,,,,,
0.00327,0.0011646,1.6935,427.516,247.85,,,,,,,,
0.00328,0.0011644,1.69408,427.574,248.21,,,,,,,,
0.00329,0.0011641,1.69466,427.632,248.58,,,,,,,,
0.0033,0.0011639,1.69526,427.69,248.94,,,,,,,,
0.00331,0.0011637,1.69584,427.75,249.31,,,,,,,,
0.00332,0.0011634,1.6964,427.806,249.68,,,,,,,,
0.00333,0.0011632,1.69696,427.866,250.05,,,,,,,,
0.00334,0.0011629,1.69756,427.918,250.42,,,,,,,,
0.00335,0.0011627,1.6981,427.974,250.79,,,,,,,,
0.00336,0.0011625,1.6987,428.03,251.16,,,,,,,,
0.00337,0.0011622,1.69928,428.084,251.53,,,,,,,,
0.00338,0.001162,1.69984,428.14,251.9,,,,,,,,
0.00339,0.0011617,1.70042,428.194,252.28,,,,,,,,
0.0034,0.0011615,1.70102,428.248,252.65,,,,,,,,
0.00341,0.0011612,1.70156,428.3,253.02,,,,,,,,
0.00342,0.001161,1.70212,428.35,253.4,,,,,,,,
0.00343,0.0011608,1.70268,428.404,253.77,,,,,,,,
0.00344,0.0011605,1.70324,428.456,254.15,,,,,,,,
0.00345,0.0011603,1.7038,428.504,254.52,,,,,,,,
0.00346,0.00116,1.70436,428.552,254.9,,,,,,,,
0.00347,0.0011598,1.7049,428.6,255.28,,,,,,,,
0.00348,0.0011595,1.70548,428.646,255.66,,,,,,,,
0.00349,0.0011593,1.70602,428.69,256.04,,,,,,,,
0.0035,0.001159,1.70656,428.734,256.42,,,,,,,,
0.00351,0.0011588,1.70708,428.778,256.8,,,,,,,,
0.00352,0.0011585,1.7076,428.82,257.18,,,,,,,,
0.00353,0.0011583,1.70812,428.862,257.56,,,,,,,,
0.00354,0.001158,1.70866,428.902,257.94,,,,,,,,
0.00355,0.0011578,1.70916,428.942,258.32,,,,,,,,
0.00356,0.0011575,1.70968,428.976,258.71,,,,,,,,
0.00357,0.0011573,1.71018,429.008,259.09,,,,,,,,
0.00358,0.001157,1.71068,429.042,259.48,,,,,,,,
0.00359,0.0011568,1.7112,429.074,259.86,,,,,,,,
0.0036,0.0011565,1.71166,429.104,260.25,,,,,,,,
0.00361,0.0011563,1.71216,429.13,260.63,,,,,,,,
0.00362,0.001156,1.71264,429.156,261.02,,,,,,,,
0.00363,0.0011558,1.7131,429.178,261.41,,,,,,,,
0.00364,0.0011555,1.71356,429.202,261.8,,,,,,,,
0.00365,0.0011553,1.71404,429.224,262.19,,,,,,,,
0.00366,0.001155,1.71448,429.242,262.58,,,,,,,,
0.00367,0.0011548,1.7149,429.258,262.97,,,,,,,,
0.00368,0.0011545,1.71534,429.272,263.36,,,,,,,,
0.00369,0.0011543,1.7158,429.286,263.75,,,,,,,,
0.0037,0.001154,1.7162,429.296,264.14,,,,,,,,
0.00371,0.0011538,1.71662,429.308,264.54,,,,,,,,
0.00372,0.0011535,1.71704,429.318,264.93,,,,,,,,
0.00373,0.0011533,1.71742,429.324,265.32,,,,,,,,
0.00374,0.001153,1.71786,429.33,265.72,,,,,,,,
0.00375,0.0011528,1.71824,429.334,266.11,,,,,,,,
0.00376,0.0011525,1.71864,429.336,266.51,,,,,,,,
0.00377,0.0011522,1.71902,429.342,266.91,,,,,,,,
0.00378,0.001152,1.7194,429.342,267.3,,,,,,,,
0.00379,0.0011517,1.71982,429.344,267.7,,,,,,,,
0.0038,0.0011515,1.72018,429.346,268.1,,,,,,,,
0.00381,0.0011512,1.72058,429.346,268.5,,,,,,,,
0.00382,0.001151,1.72096,429.348,268.9,,,,,,,,
0.00383,0.0011507,1.72134,429.346,269.3,,,,,,,,
0.00384,0.0011504,1.72172,429.346,269.7,,,,,,,,
0.00385,0.0011502,1.72212,429.346,270.11,,,,,,,,
0.00386,0.0011499,1.7225,429.34,270.51,,,,,,,,
0.00387,0.0011497,1.72286,429.342,270.91,,,,,,,,
0.00388,0.0011494,1.72328,429.342,271.32,,,,,,,,
0.00389,0.0011491,1.72366,429.342,271.72,,,,,,,,
0.0039,0.0011489,1.72406,429.342,272.13,,,,,,,,
0.00391,0.0011486,1.72444,429.342,272.53,,,,,,,,
0.00392,0.0011484,1.72482,429.342,272.94,,,,,,,,
0.00393,0.0011481,1.72522,429.344,273.35,,,,,,,,
0.00394,0.0011478,1.72562,429.344,273.76,,,,,,,,
0.00395,0.0011476,1.72602,429.348,274.16,,,,,,,,
0.00396,0.0011473,1.72642,429.346,274.57,,,,,,,,
0.00397,0.0011471,1.7268,429.35,274.98,,,,,,,,
0.00398,0.0011468,1.72724,429.35,275.39,,,,,,,,
0.00399,0.0011465,1.72764,429.352,275.81,,,,,,,,
0.004,0.0011463,1.72802,429.354,276.22,,,,,,,,
0.00401,0.001146,1.72842,429.354,276.63,,,,,,,,
0.00402,0.0011457,1.72882,429.358,277.04,,,,,,,,
0.00403,0.0011455,1.72922,429.356,277.46,,,,,,,,
0.00404,0.0011452,1.72964,429.358,277.87,,,,,,,,
0.00405,0.0011449,1.73002,429.356,278.29,,,,,,,,
0.00406,0.0011447,1.73044,429.356,278.7,,,,,,,,
0.00407,0.0011444,1.73082,429.356,279.12,,,,,,,,
0.00408,0.0011441,1.73122,429.356,279.54,,,,,,,,
0.00409,0.0011439,1.73164,429.35,279.96,,,,,,,,
0.0041,0.0011436,1.732,429.348,280.37,,,,,,,,
0.00411,0.0011433,1.7324,429.342,280.79,,,,,,,,
0.00412,0.0011431,1.73276,429.336,281.21,,,,,,,,
0.00413,0.0011428,1.73316,429.33,281.63,,,,,,,,
0.00414,0.0011425,1.7335,429.324,282.06,,,,,,,,
0.00415,0.0011423,1.73388,429.312,282.48,,,,,,,,
0.00416,0.001142,1.73422,429.304,282.9,,,,,,,,
0.00417,0.0011417,1.73462,429.292,283.32,,,,,,,,
0.00418,0.0011415,1.73496,429.276,283.75,,,,,,,,
0.00419,0.0011412,1.7353,429.262,284.17,,,,,,,,
0.0042,0.0011409,1.73566,429.246,284.6,,,,,,,,
0.00421,0.0011407,1.736,429.228,285.02,,,,,,,,
0.00422,0.0011404,1.73632,429.208,285.45,,,,,,,,
0.00423,0.0011401,1.73666,429.19,285.88,,,,,,,,
0.00424,0.0011398,1.737,429.164,286.3,,,,,,,,
0.00425,0.0011396,1.73734,429.144,286.73,,,,,,,,
0.00426,0.0011393,1.73764,429.118,287.16,,,,,,,,
0.00427,0.001139,1.73794,429.092,287.59,,,,,,,,
0.00428,0.0011387,1.73824,429.068,288.02,,,,,,,,
0.00429,0.0011385,1.73856,429.038,288.45,,,,,,,,
0.0043,0.0011382,1.73884,429.008,288.89,,,,,,,,
0.00431,0.0011379,1.73916,428.978,289.32,,,,,,,,
0.00432,0.0011377,1.73942,428.948,289.75,,,,,,,,
0.00433,0.0011374,1.73972,428.916,290.19,,,,,,,,
0.00434,0.0011371,1.74,428.884,290.62,,,,,,,,
0.00435,0.0011368,1.74032,428.85,291.06,,,,,,,,
0.00436,0.0011366,1.74058,428.818,291.49,,,,,,,,
