t [s],Vol [m3],P [bar],T [K],Q loss [W],,,,,,,,,
0,0.0012238,1.58098,422.114,137.87,,,,,,,,,
1.00E-05,0.0012237,1.58124,422.128,137.64,,,,,,,,,
2.00E-05,0.0012236,1.58144,422.142,138,,,,,,,,,
3.00E-05,0.0012234,1.58162,422.152,138.14,,,,,,,,,
4.00E-05,0.0012233,1.58182,422.166,138.28,,,,,,,,,
5.00E-05,0.0012232,1.58206,422.18,138.43,,,,,,,,,
6.00E-05,0.0012231,1.58226,422.192,138.57,,,,,,,,,
7.00E-05,0.0012229,1.58246,422.204,138.71,,,,,,,,,
8.00E-05,0.0012228,1.58266,422.214,138.86,,,,,,,,,
9.00E-05,0.0012227,1.5829,422.226,139,,,,,,,,,
0.0001,0.0012226,1.58308,422.234,139.14,,,,,,,,,
0.00011,0.0012224,1.58324,422.244,139.29,,,,,,,,,
0.00012,0.0012223,1.58344,422.252,139.43,,,,,,,,,
0.00013,0.0012222,1.58364,422.26,139.58,,,,,,,,,
0.00014,0.0012221,1.58382,422.264,139.72,,,,,,,,,
0.00015,0.0012219,1.584,422.27,139.87,,,,,,,,,
0.00016,0.0012218,1.58418,422.276,140.02,,,,,,,,,
0.00017,0.0012217,1.58436,422.28,140.16,,,,,,,,,
0.00018,0.0012216,1.58454,422.282,140.31,,,,,,,,,
0.00019,0.0012214,1.58472,422.282,140.46,,,,,,,,,
0.0002,0.0012213,1.58488,422.284,140.61,,,,,,,,,
0.00021,0.0012212,1.58508,422.282,140.76,,,,,,,,,
0.00022,0.001221,1.58522,422.284,140.9,,,,,,,,,
0.00023,0.0012209,1.58538,422.28,141.05,,,,,,,,,
0.00024,0.0012208,1.58552,422.278,141.2,,,,,,,,,
0.00025,0.0012207,1.58568,422.274,141.35,,,,,,,,,
0.00026,0.0012205,1.58582,422.268,141.5,,,,,,,,,
0.00027,0.0012204,1.58598,422.262,141.65,,,,,,,,,
0.00028,0.0012203,1.58612,422.254,141.81,,,,,,,,,
0.00029,0.0012201,1.58626,422.248,141.96,,,,,,,,,
0.0003,0.00122,1.58638,422.238,142.11,,,,,,,,,
0.00031,0.0012199,1.58654,422.232,142.26,,,,,,,,,
0.00032,0.0012197,1.58666,422.22,142.41,,,,,,,,,
0.00033,0.0012196,1.5868,422.212,142.57,,,,,,,,,
0.00034,0.0012195,1.58694,422.204,142.72,,,,,,,,,
0.00035,0.0012193,1.58706,422.19,142.88,,,,,,,,,
0.00036,0.0012192,1.5872,422.178,143.03,,,,,,,,,
0.00037,0.0012191,1.58732,422.164,143.19,,,,,,,,,
0.00038,0.0012189,1.58742,422.152,143.34,,,,,,,,,
0.00039,0.0012188,1.58758,422.136,143.5,,,,,,,,,
0.0004,0.0012187,1.58768,422.122,143.65,,,,,,,,,
0.00041,0.0012185,1.5878,422.104,143.81,,,,,,,,,
0.00042,0.0012184,1.5879,422.088,143.97,,,,,,,,,
0.00043,0.0012183,1.58802,422.072,144.13,,,,,,,,,
0.00044,0.0012181,1.58814,422.05,144.28,,,,,,,,,
0.00045,0.001218,1.58824,422.036,144.44,,,,,,,,,
0.00046,0.0012179,1.58834,422.014,144.6,,,,,,,,,
0.00047,0.0012177,1.58844,421.996,144.76,,,,,,,,,
0.00048,0.0012176,1.58854,421.97,144.92,,,,,,,,,
0.00049,0.0012174,1.58862,421.952,145.08,,,,,,,,,
0.0005,0.0012173,1.58874,421.93,145.24,,,,,,,,,
0.00051,0.0012172,1.58884,421.902,145.4,,,,,,,,,
0.00052,0.001217,1.58892,421.882,145.56,,,,,,,,,
0.00053,0.0012169,1.58902,421.856,145.73,,,,,,,,,
0.00054,0.0012167,1.58908,421.828,145.89,,,,,,,,,
0.00055,0.0012166,1.5892,421.804,146.05,,,,,,,,,
0.00056,0.0012165,1.58926,421.774,146.22,,,,,,,,,
0.00057,0.0012163,1.58932,421.746,146.38,,,,,,,,,
0.00058,0.0012162,1.58938,421.714,146.54,,,,,,,,,
0.00059,0.001216,1.58948,421.686,146.71,,,,,,,,,
0.0006,0.0012159,1.58956,421.658,146.87,,,,,,,,,
0.00061,0.0012158,1.58962,421.626,147.04,,,,,,,,,
0.00062,0.0012156,1.58968,421.592,147.21,,,,,,,,,
0.00063,0.0012155,1.58974,421.56,147.37,,,,,,,,,
0.00064,0.0012153,1.5898,421.528,147.54,,,,,,,,,
0.00065,0.0012152,1.58988,421.494,147.71,,,,,,,,,
0.00066,0.001215,1.58994,421.462,147.87,,,,,,,,,
0.00067,0.0012149,1.59002,421.428,148.04,,,,,,,,,
0.00068,0.0012147,1.5901,421.396,148.21,,,,,,,,,
0.00069,0.0012146,1.59012,421.36,148.38,,,,,,,,,
0.0007,0.0012144,1.59018,421.326,148.55,,,,,,,,,
0.00071,0.0012143,1.59024,421.292,148.72,,,,,,,,,
0.00072,0.0012142,1.59032,421.26,148.89,,,,,,,,,
0.00073,0.001214,1.59038,421.226,149.06,,,,,,,,,
0.00074,0.0012139,1.59044,421.194,149.24,,,,,,,,,
0.00075,0.0012137,1.59052,421.162,149.41,,,,,,,,,
0.00076,0.0012136,1.5906,421.128,149.58,,,,,,,,,
0.00077,0.0012134,1.59068,421.096,149.75,,,,,,,,,
0.00078,0.0012133,1.59072,421.064,149.93,,,,,,,,,
0.00079,0.0012131,1.59082,421.034,150.1,,,,,,,,,
0.0008,0.001213,1.5909,421.002,150.28,,,,,,,,,
0.00081,0.0012128,1.591,420.972,150.45,,,,,,,,,
0.00082,0.0012127,1.59106,420.942,150.63,,,,,,,,,
0.00083,0.0012125,1.59116,420.912,150.8,,,,,,,,,
0.00084,0.0012124,1.59126,420.884,150.98,,,,,,,,,
0.00085,0.0012122,1.59134,420.856,151.16,,,,,,,,,
0.00086,0.0012121,1.59142,420.828,151.33,,,,,,,,,
0.00087,0.0012119,1.59156,420.8,151.51,,,,,,,,,
0.00088,0.0012117,1.59166,420.778,151.69,,,,,,,,,
0.00089,0.0012116,1.59176,420.752,151.87,,,,,,,,,
0.0009,0.0012114,1.59184,420.726,152.05,,,,,,,,,
0.00091,0.0012113,1.59196,420.7,152.23,,,,,,,,,
0.00092,0.0012111,1.59206,420.674,152.41,,,,,,,,,
0.00093,0.001211,1.5922,420.65,152.59,,,,,,,,,
0.00094,0.0012108,1.59228,420.628,152.77,,,,,,,,,
0.00095,0.0012107,1.59242,420.604,152.95,,,,,,,,,
0.00096,0.0012105,1.59252,420.582,153.13,,,,,,,,,
0.00097,0.0012103,1.59264,420.556,153.32,,,,,,,,,
0.00098,0.0012102,1.59276,420.534,153.5,,,,,,,,,
0.00099,0.00121,1.59288,420.512,153.68,,,,,,,,,
0.001,0.0012099,1.59298,420.486,153.87,,,,,,,,,
0.00101,0.0012097,1.59312,420.464,154.05,,,,,,,,,
0.00102,0.0012096,1.59324,420.438,154.24,,,,,,,,,
0.00103,0.0012094,1.59336,420.414,154.42,,,,,,,,,
0.00104,0.0012092,1.59348,420.39,154.61,,,,,,,,,
0.00105,0.0012091,1.59358,420.366,154.8,,,,,,,,,
0.00106,0.0012089,1.59374,420.342,154.98,,,,,,,,,
0.00107,0.0012088,1.59384,420.316,155.17,,,,,,,,,
0.00108,0.0012086,1.59394,420.288,155.36,,,,,,,,,
0.00109,0.0012084,1.59404,420.264,155.55,,,,,,,,,
0.0011,0.0012083,1.59416,420.236,155.74,,,,,,,,,
0.00111,0.0012081,1.59428,420.212,155.93,,,,,,,,,
0.00112,0.0012079,1.59438,420.182,156.12,,,,,,,,,
0.00113,0.0012078,1.5945,420.154,156.31,,,,,,,,,
0.00114,0.0012076,1.59458,420.128,156.5,,,,,,,,,
0.00115,0.0012074,1.59472,420.096,156.69,,,,,,,,,
0.00116,0.0012073,1.5948,420.068,156.88,,,,,,,,,
0.00117,0.0012071,1.59492,420.038,157.08,,,,,,,,,
0.00118,0.001207,1.59502,420.008,157.27,,,,,,,,,
0.00119,0.0012068,1.59514,419.976,157.46,,,,,,,,,
0.0012,0.0012066,1.59522,419.944,157.66,,,,,,,,,
0.00121,0.0012065,1.5953,419.912,157.85,,,,,,,,,
0.00122,0.0012063,1.59542,419.882,158.05,,,,,,,,,
0.00123,0.0012061,1.59552,419.85,158.24,,,,,,,,,
0.00124,0.001206,1.59562,419.816,158.44,,,,,,,,,
0.00125,0.0012058,1.59568,419.782,158.64,,,,,,,,,
0.00126,0.0012056,1.59578,419.75,158.83,,,,,,,,,
0.00127,0.0012054,1.59588,419.716,159.03,,,,,,,,,
0.00128,0.0012053,1.59596,419.684,159.23,,,,,,,,,
0.00129,0.0012051,1.59608,419.652,159.43,,,,,,,,,
0.0013,0.0012049,1.5962,419.618,159.63,,,,,,,,,
0.00131,0.0012048,1.5963,419.586,159.83,,,,,,,,,
0.00132,0.0012046,1.5964,419.552,160.03,,,,,,,,,
0.00133,0.0012044,1.5965,419.52,160.23,,,,,,,,,
0.00134,0.0012043,1.59662,419.492,160.43,,,,,,,,,
0.00135,0.0012041,1.59672,419.462,160.63,,,,,,,,,
0.00136,0.0012039,1.59684,419.432,160.83,,,,,,,,,
0.00137,0.0012037,1.59696,419.4,161.03,,,,,,,,,
0.00138,0.0012036,1.59708,419.372,161.24,,,,,,,,,
0.00139,0.0012034,1.5972,419.346,161.44,,,,,,,,,
0.0014,0.0012032,1.59732,419.32,161.64,,,,,,,,,
0.00141,0.001203,1.59748,419.296,161.85,,,,,,,,,
0.00142,0.0012029,1.5976,419.27,162.05,,,,,,,,,
0.00143,0.0012027,1.59776,419.248,162.26,,,,,,,,,
0.00144,0.0012025,1.59788,419.228,162.46,,,,,,,,,
0.00145,0.0012023,1.59806,419.206,162.67,,,,,,,,,
0.00146,0.0012022,1.59822,419.188,162.88,,,,,,,,,
0.00147,0.001202,1.59836,419.174,163.09,,,,,,,,,
0.00148,0.0012018,1.59856,419.156,163.29,,,,,,,,,
0.00149,0.0012016,1.59874,419.14,163.5,,,,,,,,,
0.0015,0.0012015,1.59892,419.13,163.71,,,,,,,,,
0.00151,0.0012013,1.59916,419.118,163.92,,,,,,,,,
0.00152,0.0012011,1.5993,419.108,164.13,,,,,,,,,
0.00153,0.0012009,1.59952,419.1,164.34,,,,,,,,,
0.00154,0.0012007,1.5997,419.094,164.55,,,,,,,,,
0.00155,0.0012006,1.59996,419.086,164.76,,,,,,,,,
0.00156,0.0012004,1.60016,419.08,164.97,,,,,,,,,
0.00157,0.0012002,1.6004,419.076,165.19,,,,,,,,,
0.00158,0.0012,1.60062,419.072,165.4,,,,,,,,,
0.00159,0.0011998,1.60086,419.07,165.61,,,,,,,,,
0.0016,0.0011997,1.6011,419.068,165.83,,,,,,,,,
0.00161,0.0011995,1.60134,419.064,166.04,,,,,,,,,
0.00162,0.0011993,1.60156,419.062,166.26,,,,,,,,,
0.00163,0.0011991,1.6018,419.064,166.47,,,,,,,,,
0.00164,0.0011989,1.60204,419.062,166.69,,,,,,,,,
0.00165,0.0011988,1.60228,419.062,166.9,,,,,,,,,
0.00166,0.0011986,1.60252,419.058,167.12,,,,,,,,,
0.00167,0.0011984,1.60276,419.06,167.34,,,,,,,,,
0.00168,0.0011982,1.60302,419.056,167.56,,,,,,,,,
0.00169,0.001198,1.60322,419.054,167.78,,,,,,,,,
0.0017,0.0011978,1.60346,419.052,167.99,,,,,,,,,
0.00171,0.0011976,1.6037,419.046,168.21,,,,,,,,,
0.00172,0.0011975,1.60394,419.04,168.43,,,,,,,,,
0.00173,0.0011973,1.60416,419.034,168.65,,,,,,,,,
0.00174,0.0011971,1.60436,419.026,168.87,,,,,,,,,
0.00175,0.0011969,1.60458,419.018,169.1,,,,,,,,,
0.00176,0.0011967,1.6048,419.008,169.32,,,,,,,,,
0.00177,0.0011965,1.605,418.994,169.54,,,,,,,,,
0.00178,0.0011963,1.60522,418.984,169.76,,,,,,,,,
0.00179,0.0011961,1.6054,418.968,169.99,,,,,,,,,
0.0018,0.001196,1.6056,418.954,170.21,,,,,,,,,
0.00181,0.0011958,1.6058,418.936,170.44,,,,,,,,,
0.00182,0.0011956,1.60598,418.922,170.66,,,,,,,,,
0.00183,0.0011954,1.60618,418.902,170.89,,,,,,,,,
0.00184,0.0011952,1.60634,418.88,171.11,,,,,,,,,
0.00185,0.001195,1.60652,418.858,171.34,,,,,,,,,
0.00186,0.0011948,1.60672,418.836,171.57,,,,,,,,,
0.00187,0.0011946,1.60686,418.814,171.79,,,,,,,,,
0.00188,0.0011944,1.60702,418.792,172.02,,,,,,,,,
0.00189,0.0011942,1.60718,418.768,172.25,,,,,,,,,
0.0019,0.001194,1.60736,418.742,172.48,,,,,,,,,
0.00191,0.0011939,1.60752,418.724,172.71,,,,,,,,,
0.00192,0.0011937,1.6077,418.696,172.94,,,,,,,,,
0.00193,0.0011935,1.60786,418.672,173.17,,,,,,,,,
0.00194,0.0011933,1.60804,418.648,173.4,,,,,,,,,
0.00195,0.0011931,1.6082,418.626,173.63,,,,,,,,,
0.00196,0.0011929,1.60838,418.604,173.86,,,,,,,,,
0.00197,0.0011927,1.60854,418.58,174.1,,,,,,,,,
0.00198,0.0011925,1.60874,418.56,174.33,,,,,,,,,
0.00199,0.0011923,1.60894,418.544,174.56,,,,,,,,,
0.002,0.0011921,1.6091,418.522,174.8,,,,,,,,,
0.00201,0.0011919,1.60934,418.504,175.03,,,,,,,,,
0.00202,0.0011917,1.60952,418.492,175.27,,,,,,,,,
0.00203,0.0011915,1.60976,418.478,175.5,,,,,,,,,
0.00204,0.0011913,1.60998,418.466,175.74,,,,,,,,,
0.00205,0.0011911,1.6102,418.46,175.98,,,,,,,,,
0.00206,0.0011909,1.61044,418.452,176.21,,,,,,,,,
0.00207,0.0011907,1.6107,418.446,176.45,,,,,,,,,
0.00208,0.0011905,1.61098,418.448,176.69,,,,,,,,,
0.00209,0.0011903,1.61124,418.448,176.93,,,,,,,,,
0.0021,0.0011901,1.61152,418.452,177.17,,,,,,,,,
0.00211,0.0011899,1.61182,418.458,177.41,,,,,,,,,
0.00212,0.0011897,1.61214,418.468,177.65,,,,,,,,,
0.00213,0.0011895,1.61244,418.48,177.89,,,,,,,,,
0.00214,0.0011893,1.6128,418.49,178.13,,,,,,,,,
0.00215,0.0011891,1.61312,418.51,178.37,,,,,,,,,
0.00216,0.0011889,1.61348,418.532,178.61,,,,,,,,,
0.00217,0.0011887,1.61384,418.556,178.85,,,,,,,,,
0.00218,0.0011885,1.61422,418.58,179.1,,,,,,,,,
0.00219,0.0011883,1.61462,418.61,179.34,,,,,,,,,
0.0022,0.0011881,1.615,418.64,179.59,,,,,,,,,
0.00221,0.0011879,1.61542,418.674,179.83,,,,,,,,,
0.00222,0.0011877,1.61582,418.712,180.08,,,,,,,,,
0.00223,0.0011875,1.61626,418.752,180.32,,,,,,,,,
0.00224,0.0011873,1.6167,418.794,180.57,,,,,,,,,
0.00225,0.0011871,1.61714,418.838,180.81,,,,,,,,,
0.00226,0.0011869,1.6176,418.882,181.06,,,,,,,,,
0.00227,0.0011867,1.61808,418.932,181.31,,,,,,,,,
0.00228,0.0011864,1.61858,418.984,181.56,,,,,,,,,
0.00229,0.0011862,1.61906,419.036,181.81,,,,,,,,,
0.0023,0.001186,1.61956,419.092,182.06,,,,,,,,,
0.00231,0.0011858,1.62006,419.148,182.31,,,,,,,,,
0.00232,0.0011856,1.62056,419.206,182.56,,,,,,,,,
0.00233,0.0011854,1.62106,419.264,182.81,,,,,,,,,
0.00234,0.0011852,1.62158,419.324,183.06,,,,,,,,,
0.00235,0.001185,1.6221,419.388,183.31,,,,,,,,,
0.00236,0.0011848,1.62266,419.45,183.56,,,,,,,,,
0.00237,0.0011846,1.62318,419.516,183.82,,,,,,,,,
0.00238,0.0011844,1.62372,419.58,184.07,,,,,,,,,
0.00239,0.0011841,1.62428,419.648,184.32,,,,,,,,,
0.0024,0.0011839,1.6248,419.712,184.58,,,,,,,,,
0.00241,0.0011837,1.62538,419.78,184.83,,,,,,,,,
0.00242,0.0011835,1.62596,419.85,185.09,,,,,,,,,
0.00243,0.0011833,1.6265,419.92,185.34,,,,,,,,,
0.00244,0.0011831,1.62706,419.99,185.6,,,,,,,,,
0.00245,0.0011829,1.62762,420.058,185.86,,,,,,,,,
0.00246,0.0011827,1.6282,420.128,186.11,,,,,,,,,
0.00247,0.0011824,1.62878,420.2,186.37,,,,,,,,,
0.00248,0.0011822,1.62934,420.274,186.63,,,,,,,,,
0.00249,0.001182,1.62992,420.346,186.89,,,,,,,,,
0.0025,0.0011818,1.63052,420.42,187.15,,,,,,,,,
0.00251,0.0011816,1.63108,420.492,187.41,,,,,,,,,
0.00252,0.0011814,1.63168,420.566,187.67,,,,,,,,,
0.00253,0.0011812,1.63228,420.64,187.93,,,,,,,,,
0.00254,0.0011809,1.63288,420.716,188.19,,,,,,,,,
0.00255,0.0011807,1.63344,420.792,188.45,,,,,,,,,
0.00256,0.0011805,1.63404,420.866,188.72,,,,,,,,,
0.00257,0.0011803,1.63464,420.942,188.98,,,,,,,,,
0.00258,0.0011801,1.63524,421.02,189.24,,,,,,,,,
0.00259,0.0011799,1.63586,421.098,189.51,,,,,,,,,
0.0026,0.0011796,1.63646,421.176,189.77,,,,,,,,,
0.00261,0.0011794,1.63708,421.254,190.04,,,,,,,,,
0.00262,0.0011792,1.63768,421.33,190.3,,,,,,,,,
0.00263,0.001179,1.63828,421.412,190.57,,,,,,,,,
0.00264,0.0011788,1.6389,421.492,190.83,,,,,,,,,
0.00265,0.0011785,1.63954,421.576,191.1,,,,,,,,,
0.00266,0.0011783,1.64016,421.654,191.37,,,,,,,,,
0.00267,0.0011781,1.64078,421.734,191.64,,,,,,,,,
0.00268,0.0011779,1.6414,421.816,191.91,,,,,,,,,
0.00269,0.0011777,1.64204,421.898,192.17,,,,,,,,,
0.0027,0.0011774,1.64264,421.978,192.44,,,,,,,,,
0.00271,0.0011772,1.64328,422.06,192.71,,,,,,,,,
0.00272,0.001177,1.64394,422.142,192.98,,,,,,,,,
0.00273,0.0011768,1.64456,422.22,193.26,,,,,,,,,
0.00274,0.0011765,1.64518,422.304,193.53,,,,,,,,,
0.00275,0.0011763,1.6458,422.382,193.8,,,,,,,,,
0.00276,0.0011761,1.64642,422.462,194.07,,,,,,,,,
0.00277,0.0011759,1.64702,422.54,194.35,,,,,,,,,
0.00278,0.0011756,1.64766,422.618,194.62,,,,,,,,,
0.00279,0.0011754,1.64828,422.698,194.89,,,,,,,,,
0.0028,0.0011752,1.6489,422.774,195.17,,,,,,,,,
0.00281,0.001175,1.64952,422.85,195.44,,,,,,,,,
0.00282,0.0011747,1.65012,422.926,195.72,,,,,,,,,
0.00283,0.0011745,1.65072,422.996,196,,,,,,,,,
0.00284,0.0011743,1.65132,423.07,196.27,,,,,,,,,
0.00285,0.0011741,1.65192,423.142,196.55,,,,,,,,,
0.00286,0.0011738,1.65252,423.214,196.83,,,,,,,,,
0.00287,0.0011736,1.6531,423.28,197.11,,,,,,,,,
0.00288,0.0011734,1.6537,423.348,197.38,,,,,,,,,
0.00289,0.0011731,1.65426,423.414,197.66,,,,,,,,,
0.0029,0.0011729,1.65486,423.478,197.94,,,,,,,,,
0.00291,0.0011727,1.65542,423.542,198.22,,,,,,,,,
0.00292,0.0011725,1.65598,423.604,198.5,,,,,,,,,
0.00293,0.0011722,1.65654,423.662,198.79,,,,,,,,,
0.00294,0.001172,1.6571,423.722,199.07,,,,,,,,,
0.00295,0.0011718,1.65766,423.778,199.35,,,,,,,,,
0.00296,0.0011715,1.6582,423.838,199.63,,,,,,,,,
0.00297,0.0011713,1.65872,423.892,199.92,,,,,,,,,
0.00298,0.0011711,1.65928,423.946,200.2,,,,,,,,,
0.00299,0.0011708,1.65982,424,200.48,,,,,,,,,
0.003,0.0011706,1.66038,424.052,200.77,,,,,,,,,
0.00301,0.0011704,1.66088,424.1,201.05,,,,,,,,,
0.00302,0.0011701,1.66142,424.152,201.34,,,,,,,,,
0.00303,0.0011699,1.66196,424.2,201.63,,,,,,,,,
0.00304,0.0011697,1.66246,424.248,201.91,,,,,,,,,
0.00305,0.0011694,1.66298,424.292,202.2,,,,,,,,,
0.00306,0.0011692,1.6635,424.34,202.49,,,,,,,,,
0.00307,0.001169,1.664,424.384,202.78,,,,,,,,,
0.00308,0.0011687,1.6645,424.43,203.07,,,,,,,,,
0.00309,0.0011685,1.665,424.472,203.36,,,,,,,,,
0.0031,0.0011683,1.6655,424.512,203.65,,,,,,,,,
0.00311,0.001168,1.66598,424.552,203.94,,,,,,,,,
0.00312,0.0011678,1.66648,424.592,204.23,,,,,,,,,
0.00313,0.0011675,1.667,424.63,204.52,,,,,,,,,
0.00314,0.0011673,1.66748,424.67,204.81,,,,,,,,,
0.00315,0.0011671,1.66796,424.71,205.11,,,,,,,,,
0.00316,0.0011668,1.66846,424.746,205.4,,,,,,,,,
0.00317,0.0011666,1.66892,424.78,205.69,,,,,,,,,
0.00318,0.0011664,1.66942,424.816,205.99,,,,,,,,,
0.00319,0.0011661,1.66988,424.844,206.28,,,,,,,,,
0.0032,0.0011659,1.67034,424.876,206.58,,,,,,,,,
0.00321,0.0011656,1.67082,424.908,206.87,,,,,,,,,
0.00322,0.0011654,1.67126,424.938,207.17,,,,,,,,,
0.00323,0.0011652,1.67172,424.968,207.47,,,,,,,,,
0.00324,0.0011649,1.6722,424.994,207.76,,,,,,,,,
0.00325,0.0011647,1.67264,425.024,208.06,,,,,,,,,
0.00326,0.0011644,1.6731,425.048,208.36,,,,,,,,,
0.00327,0.0011642,1.67352,425.072,208.66,,,,,,,,,
0.00328,0.0011639,1.67396,425.094,208.96,,,,,,,,,
0.00329,0.0011637,1.67436,425.114,209.26,,,,,,,,,
0.0033,0.0011635,1.6748,425.136,209.56,,,,,,,,,
0.00331,0.0011632,1.67526,425.156,209.86,,,,,,,,,
0.00332,0.001163,1.67568,425.172,210.16,,,,,,,,,
0.00333,0.0011627,1.67608,425.188,210.47,,,,,,,,,
0.00334,0.0011625,1.67648,425.206,210.77,,,,,,,,,
0.00335,0.0011622,1.6769,425.218,211.07,,,,,,,,,
0.00336,0.001162,1.6773,425.23,211.37,,,,,,,,,
0.00337,0.0011617,1.6777,425.242,211.68,,,,,,,,,
0.00338,0.0011615,1.67812,425.254,211.98,,,,,,,,,
0.00339,0.0011613,1.67848,425.262,212.29,,,,,,,,,
0.0034,0.001161,1.67888,425.27,212.6,,,,,,,,,
0.00341,0.0011608,1.67928,425.276,212.9,,,,,,,,,
0.00342,0.0011605,1.67966,425.282,213.21,,,,,,,,,
0.00343,0.0011603,1.68002,425.286,213.52,,,,,,,,,
0.00344,0.00116,1.68038,425.288,213.82,,,,,,,,,
0.00345,0.0011598,1.68074,425.29,214.13,,,,,,,,,
0.00346,0.0011595,1.68112,425.292,214.44,,,,,,,,,
0.00347,0.0011593,1.6815,425.29,214.75,,,,,,,,,
0.00348,0.001159,1.68184,425.288,215.06,,,,,,,,,
0.00349,0.0011588,1.68218,425.286,215.37,,,,,,,,,
0.0035,0.0011585,1.68254,425.278,215.68,,,,,,,,,
0.00351,0.0011583,1.68288,425.274,215.99,,,,,,,,,
0.00352,0.001158,1.68318,425.266,216.31,,,,,,,,,
0.00353,0.0011578,1.68352,425.258,216.62,,,,,,,,,
0.00354,0.0011575,1.68384,425.25,216.93,,,,,,,,,
0.00355,0.0011573,1.68416,425.238,217.25,,,,,,,,,
0.00356,0.001157,1.6845,425.22,217.56,,,,,,,,,
0.00357,0.0011568,1.68482,425.21,217.88,,,,,,,,,
0.00358,0.0011565,1.68508,425.194,218.19,,,,,,,,,
0.00359,0.0011563,1.6854,425.178,218.51,,,,,,,,,
0.0036,0.001156,1.68572,425.16,218.82,,,,,,,,,
0.00361,0.0011557,1.68598,425.136,219.14,,,,,,,,,
0.00362,0.0011555,1.6863,425.116,219.46,,,,,,,,,
0.00363,0.0011552,1.68656,425.094,219.78,,,,,,,,,
0.00364,0.001155,1.68684,425.072,220.09,,,,,,,,,
0.00365,0.0011547,1.68714,425.046,220.41,,,,,,,,,
0.00366,0.0011545,1.68736,425.02,220.73,,,,,,,,,
0.00367,0.0011542,1.68764,424.994,221.05,,,,,,,,,
0.00368,0.001154,1.6879,424.966,221.37,,,,,,,,,
0.00369,0.0011537,1.68818,424.938,221.7,,,,,,,,,
0.0037,0.0011534,1.68844,424.908,222.02,,,,,,,,,
0.00371,0.0011532,1.68868,424.882,222.34,,,,,,,,,
0.00372,0.0011529,1.68896,424.848,222.66,,,,,,,,,
0.00373,0.0011527,1.6892,424.82,222.99,,,,,,,,,
0.00374,0.0011524,1.68944,424.786,223.31,,,,,,,,,
0.00375,0.0011522,1.6897,424.758,223.64,,,,,,,,,
0.00376,0.0011519,1.68996,424.724,223.96,,,,,,,,,
0.00377,0.0011516,1.6902,424.692,224.29,,,,,,,,,
0.00378,0.0011514,1.69046,424.662,224.61,,,,,,,,,
0.00379,0.0011511,1.69074,424.63,224.94,,,,,,,,,
0.0038,0.0011509,1.691,424.6,225.27,,,,,,,,,
0.00381,0.0011506,1.69124,424.57,225.59,,,,,,,,,
0.00382,0.0011503,1.69152,424.544,225.92,,,,,,,,,
0.00383,0.0011501,1.69178,424.514,226.25,,,,,,,,,
0.00384,0.0011498,1.69204,424.486,226.58,,,,,,,,,
0.00385,0.0011496,1.69232,424.458,226.91,,,,,,,,,
0.00386,0.0011493,1.69264,424.432,227.24,,,,,,,,,
0.00387,0.001149,1.69292,424.404,227.57,,,,,,,,,
0.00388,0.0011488,1.69318,424.384,227.9,,,,,,,,,
0.00389,0.0011485,1.6935,424.36,228.24,,,,,,,,,
0.0039,0.0011482,1.6938,424.338,228.57,,,,,,,,,
0.00391,0.001148,1.69412,424.314,228.9,,,,,,,,,
0.00392,0.0011477,1.69442,424.296,229.24,,,,,,,,,
0.00393,0.0011474,1.69472,424.276,229.57,,,,,,,,,
0.00394,0.0011472,1.69502,424.258,229.9,,,,,,,,,
0.00395,0.0011469,1.69536,424.24,230.24,,,,,,,,,
0.00396,0.0011466,1.6957,424.226,230.58,,,,,,,,,
0.00397,0.0011464,1.69602,424.212,230.91,,,,,,,,,
0.00398,0.0011461,1.69634,424.196,231.25,,,,,,,,,
0.00399,0.0011458,1.69672,424.186,231.59,,,,,,,,,
0.004,0.0011456,1.69704,424.174,231.93,,,,,,,,,
0.00401,0.0011453,1.69738,424.162,232.26,,,,,,,,,
0.00402,0.001145,1.69776,424.154,232.6,,,,,,,,,
0.00403,0.0011448,1.69814,424.148,232.94,,,,,,,,,
0.00404,0.0011445,1.69852,424.14,233.28,,,,,,,,,
0.00405,0.0011442,1.69888,424.13,233.62,,,,,,,,,
0.00406,0.001144,1.69924,424.126,233.97,,,,,,,,,
0.00407,0.0011437,1.69964,424.122,234.31,,,,,,,,,
0.00408,0.0011434,1.70002,424.118,234.65,,,,,,,,,
0.00409,0.0011432,1.70042,424.118,234.99,,,,,,,,,
0.0041,0.0011429,1.7008,424.118,235.34,,,,,,,,,
0.00411,0.0011426,1.70124,424.12,235.68,,,,,,,,,
0.00412,0.0011424,1.70162,424.124,236.03,,,,,,,,,
0.00413,0.0011421,1.70206,424.126,236.37,,,,,,,,,
0.00414,0.0011418,1.70248,424.134,236.72,,,,,,,,,
0.00415,0.0011415,1.70292,424.142,237.06,,,,,,,,,
0.00416,0.0011413,1.70334,424.15,237.41,,,,,,,,,
0.00417,0.001141,1.7038,424.16,237.76,,,,,,,,,
0.00418,0.0011407,1.70426,424.172,238.1,,,,,,,,,
0.00419,0.0011404,1.70474,424.19,238.45,,,,,,,,,
0.0042,0.0011402,1.70522,424.206,238.8,,,,,,,,,
0.00421,0.0011399,1.7057,424.224,239.15,,,,,,,,,
0.00422,0.0011396,1.7062,424.244,239.5,,,,,,,,,
0.00423,0.0011393,1.7067,424.268,239.85,,,,,,,,,
