t [s],Vol [m3],P [bar],T [K],Q loss [W]
0,0.0012238,1.5815,421.642,130.44
1.00E-05,0.0012237,1.58202,421.736,130.4
2.00E-05,0.0012235,1.58252,421.83,130.57
3.00E-05,0.0012234,1.58302,421.92,130.71
4.00E-05,0.0012233,1.58352,422.006,130.85
5.00E-05,0.0012232,1.58398,422.086,130.99
6.00E-05,0.001223,1.5844,422.162,131.14
7.00E-05,0.0012229,1.58484,422.232,131.28
8.00E-05,0.0012228,1.58526,422.298,131.42
9.00E-05,0.0012227,1.58562,422.354,131.57
0.0001,0.0012225,1.58596,422.404,131.71
0.00011,0.0012224,1.58628,422.446,131.85
0.00012,0.0012223,1.58662,422.48,132
0.00013,0.0012222,1.58686,422.508,132.14
0.00014,0.001222,1.58712,422.53,132.29
0.00015,0.0012219,1.58732,422.542,132.43
0.00016,0.0012218,1.58754,422.554,132.58
0.00017,0.0012217,1.58768,422.556,132.73
0.00018,0.0012215,1.58788,422.556,132.87
0.00019,0.0012214,1.58802,422.556,133.02
0.0002,0.0012213,1.58818,422.552,133.17
0.00021,0.0012211,1.58832,422.546,133.32
0.00022,0.001221,1.58848,422.544,133.47
0.00023,0.0012209,1.58862,422.542,133.61
0.00024,0.0012208,1.5888,422.54,133.76
0.00025,0.0012206,1.589,422.544,133.91
0.00026,0.0012205,1.5892,422.55,134.06
0.00027,0.0012204,1.5894,422.564,134.21
0.00028,0.0012202,1.58964,422.58,134.36
0.00029,0.0012201,1.58988,422.6,134.52
0.0003,0.00122,1.59016,422.63,134.67
0.00031,0.0012199,1.59048,422.664,134.82
0.00032,0.0012197,1.5908,422.704,134.97
0.00033,0.0012196,1.59112,422.746,135.13
0.00034,0.0012195,1.59146,422.798,135.28
0.00035,0.0012193,1.59184,422.854,135.43
0.00036,0.0012192,1.59226,422.914,135.59
0.00037,0.0012191,1.59268,422.976,135.74
0.00038,0.0012189,1.59308,423.04,135.9
0.00039,0.0012188,1.5935,423.104,136.05
0.0004,0.0012187,1.59392,423.17,136.21
0.00041,0.0012185,1.59436,423.236,136.36
0.00042,0.0012184,1.59476,423.298,136.52
0.00043,0.0012183,1.59518,423.358,136.68
0.00044,0.0012181,1.5956,423.42,136.83
0.00045,0.001218,1.59594,423.472,136.99
0.00046,0.0012178,1.59632,423.524,137.15
0.00047,0.0012177,1.59666,423.566,137.31
0.00048,0.0012176,1.59698,423.606,137.47
0.00049,0.0012174,1.5973,423.636,137.63
0.0005,0.0012173,1.59758,423.66,137.79
0.00051,0.0012172,1.59786,423.68,137.95
0.00052,0.001217,1.59808,423.696,138.11
0.00053,0.0012169,1.59828,423.706,138.27
0.00054,0.0012167,1.59846,423.706,138.43
0.00055,0.0012166,1.59862,423.704,138.59
0.00056,0.0012165,1.59878,423.694,138.76
0.00057,0.0012163,1.59894,423.682,138.92
0.00058,0.0012162,1.59904,423.666,139.08
0.00059,0.001216,1.59916,423.646,139.25
0.0006,0.0012159,1.59928,423.622,139.41
0.00061,0.0012157,1.59936,423.6,139.58
0.00062,0.0012156,1.59946,423.572,139.74
0.00063,0.0012155,1.59954,423.544,139.91
0.00064,0.0012153,1.5996,423.516,140.07
0.00065,0.0012152,1.59972,423.488,140.24
0.00066,0.001215,1.5998,423.462,140.41
0.00067,0.0012149,1.59986,423.434,140.58
0.00068,0.0012147,1.59996,423.406,140.74
0.00069,0.0012146,1.60006,423.38,140.91
0.0007,0.0012145,1.60014,423.354,141.08
0.00071,0.0012143,1.60024,423.324,141.25
0.00072,0.0012142,1.60032,423.302,141.42
0.00073,0.001214,1.6004,423.274,141.59
0.00074,0.0012139,1.6005,423.248,141.76
0.00075,0.0012137,1.6006,423.218,141.93
0.00076,0.0012136,1.60066,423.188,142.11
0.00077,0.0012134,1.60076,423.154,142.28
0.00078,0.0012133,1.60082,423.122,142.45
0.00079,0.0012131,1.60088,423.088,142.62
0.0008,0.001213,1.6009,423.05,142.8
0.00081,0.0012128,1.60098,423.01,142.97
0.00082,0.0012127,1.60102,422.966,143.15
0.00083,0.0012125,1.60104,422.922,143.32
0.00084,0.0012124,1.60106,422.874,143.5
0.00085,0.0012122,1.60106,422.826,143.67
0.00086,0.0012121,1.60108,422.772,143.85
0.00087,0.0012119,1.60108,422.722,144.03
0.00088,0.0012118,1.60108,422.67,144.2
0.00089,0.0012116,1.6011,422.62,144.38
0.0009,0.0012115,1.60112,422.57,144.56
0.00091,0.0012113,1.60116,422.526,144.74
0.00092,0.0012111,1.60118,422.484,144.92
0.00093,0.001211,1.60126,422.446,145.1
0.00094,0.0012108,1.60136,422.416,145.28
0.00095,0.0012107,1.60144,422.394,145.46
0.00096,0.0012105,1.6016,422.376,145.64
0.00097,0.0012104,1.60178,422.37,145.82
0.00098,0.0012102,1.602,422.37,146
0.00099,0.00121,1.6022,422.384,146.19
0.001,0.0012099,1.60252,422.4,146.37
0.00101,0.0012097,1.60286,422.434,146.55
0.00102,0.0012096,1.60322,422.476,146.74
0.00103,0.0012094,1.60362,422.528,146.92
0.00104,0.0012093,1.60406,422.588,147.11
0.00105,0.0012091,1.60456,422.658,147.29
0.00106,0.0012089,1.60506,422.736,147.48
0.00107,0.0012088,1.60558,422.822,147.67
0.00108,0.0012086,1.60618,422.912,147.85
0.00109,0.0012085,1.60672,423.006,148.04
0.0011,0.0012083,1.60732,423.106,148.23
0.00111,0.0012081,1.6079,423.204,148.42
0.00112,0.001208,1.60852,423.306,148.61
0.00113,0.0012078,1.6091,423.406,148.8
0.00114,0.0012076,1.6097,423.5,148.99
0.00115,0.0012075,1.61026,423.592,149.18
0.00116,0.0012073,1.6108,423.676,149.37
0.00117,0.0012072,1.61134,423.758,149.56
0.00118,0.001207,1.6118,423.83,149.75
0.00119,0.0012068,1.61228,423.89,149.94
0.0012,0.0012067,1.6127,423.948,150.14
0.00121,0.0012065,1.6131,423.992,150.33
0.00122,0.0012063,1.61346,424.03,150.52
0.00123,0.0012062,1.61378,424.056,150.72
0.00124,0.001206,1.61406,424.068,150.91
0.00125,0.0012058,1.61432,424.078,151.11
0.00126,0.0012057,1.61454,424.076,151.3
0.00127,0.0012055,1.61474,424.072,151.5
0.00128,0.0012053,1.61488,424.056,151.69
0.00129,0.0012052,1.61508,424.036,151.89
0.0013,0.001205,1.61518,424.008,152.09
0.00131,0.0012048,1.6153,423.982,152.29
0.00132,0.0012046,1.61544,423.952,152.49
0.00133,0.0012045,1.61552,423.918,152.69
0.00134,0.0012043,1.61564,423.886,152.88
0.00135,0.0012041,1.61576,423.856,153.08
0.00136,0.001204,1.61584,423.828,153.29
0.00137,0.0012038,1.61596,423.8,153.49
0.00138,0.0012036,1.61612,423.776,153.69
0.00139,0.0012034,1.61628,423.754,153.89
0.0014,0.0012033,1.61642,423.738,154.09
0.00141,0.0012031,1.61664,423.726,154.3
0.00142,0.0012029,1.61684,423.718,154.5
0.00143,0.0012028,1.61706,423.714,154.7
0.00144,0.0012026,1.6173,423.714,154.91
0.00145,0.0012024,1.61754,423.718,155.11
0.00146,0.0012022,1.6178,423.726,155.32
0.00147,0.0012021,1.61806,423.736,155.52
0.00148,0.0012019,1.61836,423.746,155.73
0.00149,0.0012017,1.61866,423.76,155.94
0.0015,0.0012015,1.61894,423.778,156.15
0.00151,0.0012013,1.61922,423.794,156.35
0.00152,0.0012012,1.61956,423.808,156.56
0.00153,0.001201,1.61984,423.826,156.77
0.00154,0.0012008,1.62012,423.84,156.98
0.00155,0.0012006,1.62044,423.854,157.19
0.00156,0.0012005,1.62074,423.866,157.4
0.00157,0.0012003,1.621,423.878,157.61
0.00158,0.0012001,1.62128,423.888,157.82
0.00159,0.0011999,1.62156,423.896,158.03
0.0016,0.0011997,1.6218,423.902,158.25
0.00161,0.0011996,1.62208,423.908,158.46
0.00162,0.0011994,1.62236,423.912,158.67
0.00163,0.0011992,1.6226,423.914,158.89
0.00164,0.001199,1.62286,423.916,159.1
0.00165,0.0011988,1.6231,423.918,159.31
0.00166,0.0011986,1.62334,423.914,159.53
0.00167,0.0011985,1.6236,423.916,159.75
0.00168,0.0011983,1.62382,423.912,159.96
0.00169,0.0011981,1.62408,423.91,160.18
0.0017,0.0011979,1.62434,423.91,160.4
0.00171,0.0011977,1.62458,423.906,160.61
0.00172,0.0011975,1.62482,423.906,160.83
0.00173,0.0011974,1.62502,423.904,161.05
0.00174,0.0011972,1.6253,423.902,161.27
0.00175,0.001197,1.62554,423.902,161.49
0.00176,0.0011968,1.62582,423.9,161.71
0.00177,0.0011966,1.62604,423.902,161.93
0.00178,0.0011964,1.62632,423.9,162.15
0.00179,0.0011962,1.62656,423.9,162.37
0.0018,0.0011961,1.62682,423.9,162.6
0.00181,0.0011959,1.62704,423.9,162.82
0.00182,0.0011957,1.62732,423.9,163.04
0.00183,0.0011955,1.62756,423.9,163.27
0.00184,0.0011953,1.62784,423.9,163.49
0.00185,0.0011951,1.6281,423.902,163.72
0.00186,0.0011949,1.62838,423.904,163.94
0.00187,0.0011947,1.62864,423.906,164.17
0.00188,0.0011945,1.6289,423.904,164.39
0.00189,0.0011943,1.62916,423.908,164.62
0.0019,0.0011942,1.62946,423.91,164.85
0.00191,0.001194,1.62974,423.918,165.07
0.00192,0.0011938,1.63002,423.924,165.3
0.00193,0.0011936,1.6303,423.928,165.53
0.00194,0.0011934,1.63056,423.936,165.76
0.00195,0.0011932,1.63088,423.944,165.99
0.00196,0.001193,1.63116,423.954,166.22
0.00197,0.0011928,1.63146,423.964,166.45
0.00198,0.0011926,1.63176,423.97,166.68
0.00199,0.0011924,1.6321,423.982,166.91
0.002,0.0011922,1.6324,423.994,167.15
0.00201,0.001192,1.63272,424.002,167.38
0.00202,0.0011918,1.63302,424.012,167.61
0.00203,0.0011916,1.63332,424.026,167.85
0.00204,0.0011914,1.63364,424.034,168.08
0.00205,0.0011912,1.63392,424.044,168.31
0.00206,0.001191,1.63426,424.052,168.55
0.00207,0.0011908,1.63456,424.062,168.79
0.00208,0.0011906,1.63484,424.068,169.02
0.00209,0.0011904,1.63512,424.074,169.26
0.0021,0.0011902,1.63544,424.082,169.5
0.00211,0.00119,1.63574,424.088,169.73
0.00212,0.0011898,1.63602,424.094,169.97
0.00213,0.0011896,1.63634,424.102,170.21
0.00214,0.0011894,1.63666,424.11,170.45
0.00215,0.0011892,1.63696,424.116,170.69
0.00216,0.001189,1.6373,424.13,170.93
0.00217,0.0011888,1.6376,424.144,171.17
0.00218,0.0011886,1.63794,424.156,171.41
0.00219,0.0011884,1.63828,424.178,171.65
0.0022,0.0011882,1.63866,424.198,171.89
0.00221,0.001188,1.63904,424.224,172.14
0.00222,0.0011878,1.63944,424.254,172.38
0.00223,0.0011876,1.63986,424.29,172.62
0.00224,0.0011874,1.64028,424.332,172.87
0.00225,0.0011872,1.64076,424.376,173.11
0.00226,0.001187,1.64122,424.422,173.36
0.00227,0.0011868,1.64172,424.474,173.61
0.00228,0.0011866,1.64222,424.534,173.85
0.00229,0.0011864,1.64272,424.592,174.1
0.0023,0.0011862,1.64328,424.66,174.35
0.00231,0.001186,1.64384,424.724,174.59
0.00232,0.0011858,1.6444,424.794,174.84
0.00233,0.0011856,1.64494,424.866,175.09
0.00234,0.0011854,1.64552,424.938,175.34
0.00235,0.0011851,1.64608,425.01,175.59
0.00236,0.0011849,1.64666,425.084,175.84
0.00237,0.0011847,1.64724,425.158,176.09
0.00238,0.0011845,1.6478,425.228,176.34
0.00239,0.0011843,1.64836,425.3,176.59
0.0024,0.0011841,1.64892,425.368,176.85
0.00241,0.0011839,1.64948,425.436,177.1
0.00242,0.0011837,1.65006,425.506,177.35
0.00243,0.0011835,1.65058,425.57,177.61
0.00244,0.0011833,1.65114,425.632,177.86
0.00245,0.001183,1.6517,425.7,178.11
0.00246,0.0011828,1.65224,425.766,178.37
0.00247,0.0011826,1.65282,425.834,178.63
0.00248,0.0011824,1.65338,425.9,178.88
0.00249,0.0011822,1.65394,425.972,179.14
0.0025,0.001182,1.65454,426.048,179.4
0.00251,0.0011818,1.65512,426.124,179.65
0.00252,0.0011816,1.65574,426.206,179.91
0.00253,0.0011813,1.65638,426.292,180.17
0.00254,0.0011811,1.65704,426.382,180.43
0.00255,0.0011809,1.6577,426.478,180.69
0.00256,0.0011807,1.65842,426.576,180.95
0.00257,0.0011805,1.65914,426.684,181.21
0.00258,0.0011803,1.65984,426.79,181.47
0.00259,0.00118,1.6606,426.906,181.73
0.0026,0.0011798,1.66136,427.022,182
0.00261,0.0011796,1.66212,427.138,182.26
0.00262,0.0011794,1.6629,427.256,182.52
0.00263,0.0011792,1.66364,427.374,182.79
0.00264,0.001179,1.6644,427.488,183.05
0.00265,0.0011787,1.66516,427.598,183.31
0.00266,0.0011785,1.66586,427.702,183.58
0.00267,0.0011783,1.66656,427.802,183.85
0.00268,0.0011781,1.66724,427.894,184.11
0.00269,0.0011779,1.66784,427.972,184.38
0.0027,0.0011776,1.66844,428.044,184.65
0.00271,0.0011774,1.66898,428.102,184.91
0.00272,0.0011772,1.66946,428.15,185.18
0.00273,0.001177,1.66996,428.184,185.45
0.00274,0.0011767,1.67036,428.208,185.72
0.00275,0.0011765,1.6707,428.218,185.99
0.00276,0.0011763,1.67102,428.216,186.26
0.00277,0.0011761,1.6713,428.204,186.53
0.00278,0.0011759,1.67152,428.184,186.8
0.00279,0.0011756,1.67174,428.158,187.07
0.0028,0.0011754,1.67192,428.126,187.35
0.00281,0.0011752,1.6721,428.09,187.62
0.00282,0.001175,1.67228,428.05,187.89
0.00283,0.0011747,1.67246,428.014,188.17
0.00284,0.0011745,1.67262,427.978,188.44
0.00285,0.0011743,1.67282,427.95,188.72
0.00286,0.0011741,1.67308,427.93,188.99
0.00287,0.0011738,1.67336,427.922,189.27
0.00288,0.0011736,1.67368,427.92,189.54
0.00289,0.0011734,1.67408,427.936,189.82
0.0029,0.0011731,1.6745,427.962,190.1
0.00291,0.0011729,1.675,428.01,190.38
0.00292,0.0011727,1.67556,428.07,190.66
0.00293,0.0011725,1.67618,428.146,190.93
0.00294,0.0011722,1.67688,428.24,191.21
0.00295,0.001172,1.67766,428.35,191.49
0.00296,0.0011718,1.67848,428.472,191.77
0.00297,0.0011715,1.67934,428.606,192.06
0.00298,0.0011713,1.68024,428.752,192.34
0.00299,0.0011711,1.68118,428.908,192.62
0.003,0.0011708,1.68214,429.07,192.9
0.00301,0.0011706,1.68312,429.234,193.19
0.00302,0.0011704,1.6841,429.402,193.47
0.00303,0.0011702,1.6851,429.564,193.75
0.00304,0.0011699,1.68604,429.726,194.04
0.00305,0.0011697,1.68698,429.88,194.32
0.00306,0.0011695,1.6879,430.024,194.61
0.00307,0.0011692,1.68878,430.154,194.89
0.00308,0.001169,1.68954,430.272,195.18
0.00309,0.0011688,1.6903,430.372,195.47
0.0031,0.0011685,1.691,430.46,195.76
0.00311,0.0011683,1.69156,430.526,196.04
0.00312,0.001168,1.69212,430.578,196.33
0.00313,0.0011678,1.6926,430.612,196.62
0.00314,0.0011676,1.693,430.628,196.91
0.00315,0.0011673,1.69334,430.628,197.2
0.00316,0.0011671,1.69362,430.614,197.49
0.00317,0.0011669,1.69388,430.586,197.78
0.00318,0.0011666,1.69408,430.55,198.07
0.00319,0.0011664,1.69424,430.504,198.37
0.0032,0.0011662,1.69438,430.456,198.66
0.00321,0.0011659,1.69454,430.402,198.95
0.00322,0.0011657,1.6947,430.356,199.25
0.00323,0.0011654,1.69486,430.31,199.54
0.00324,0.0011652,1.69504,430.272,199.83
0.00325,0.001165,1.69528,430.244,200.13
0.00326,0.0011647,1.69558,430.228,200.43
0.00327,0.0011645,1.69594,430.228,200.72
0.00328,0.0011642,1.69636,430.246,201.02
0.00329,0.001164,1.69684,430.284,201.32
0.0033,0.0011638,1.69744,430.34,201.61
0.00331,0.0011635,1.69812,430.418,201.91
0.00332,0.0011633,1.69886,430.52,202.21
0.00333,0.001163,1.69968,430.642,202.51
0.00334,0.0011628,1.7006,430.786,202.81
0.00335,0.0011625,1.7016,430.948,203.11
0.00336,0.0011623,1.70266,431.128,203.41
0.00337,0.0011621,1.70382,431.324,203.71
0.00338,0.0011618,1.70498,431.536,204.02
0.00339,0.0011616,1.70624,431.758,204.32
0.0034,0.0011613,1.70754,431.988,204.62
0.00341,0.0011611,1.70884,432.224,204.93
0.00342,0.0011608,1.71012,432.462,205.23
0.00343,0.0011606,1.7114,432.696,205.53
0.00344,0.0011603,1.71272,432.928,205.84
0.00345,0.0011601,1.71396,433.152,206.14
0.00346,0.0011598,1.71518,433.364,206.45
0.00347,0.0011596,1.71634,433.562,206.76
0.00348,0.0011593,1.71742,433.748,207.06
0.00349,0.0011591,1.71844,433.914,207.37
0.0035,0.0011588,1.7194,434.056,207.68
0.00351,0.0011586,1.72026,434.182,207.99
0.00352,0.0011584,1.72106,434.286,208.3
0.00353,0.0011581,1.72174,434.368,208.6
0.00354,0.0011579,1.72232,434.428,208.91
0.00355,0.0011576,1.72284,434.466,209.23
0.00356,0.0011574,1.72332,434.484,209.54
0.00357,0.0011571,1.7237,434.484,209.85
0.00358,0.0011568,1.724,434.464,210.16
0.00359,0.0011566,1.72424,434.434,210.47
0.0036,0.0011563,1.72442,434.388,210.79
0.00361,0.0011561,1.72458,434.336,211.1
0.00362,0.0011558,1.72472,434.274,211.41
0.00363,0.0011556,1.72484,434.21,211.73
0.00364,0.0011553,1.72494,434.138,212.04
0.00365,0.0011551,1.72506,434.072,212.36
0.00366,0.0011548,1.72518,434.006,212.68
0.00367,0.0011546,1.7253,433.948,212.99
0.00368,0.0011543,1.72548,433.898,213.31
0.00369,0.0011541,1.72568,433.858,213.63
0.0037,0.0011538,1.72596,433.82,213.95
0.00371,0.0011536,1.72624,433.8,214.27
0.00372,0.0011533,1.72658,433.788,214.59
0.00373,0.001153,1.72696,433.788,214.91
0.00374,0.0011528,1.7274,433.804,215.23
0.00375,0.0011525,1.7279,433.828,215.55
0.00376,0.0011523,1.72842,433.864,215.87
0.00377,0.001152,1.72896,433.906,216.19
0.00378,0.0011518,1.72956,433.956,216.52
0.00379,0.0011515,1.73016,434.014,216.84
0.0038,0.0011512,1.73082,434.074,217.16
0.00381,0.001151,1.73142,434.138,217.49
0.00382,0.0011507,1.73212,434.2,217.81
0.00383,0.0011505,1.73272,434.26,218.14
0.00384,0.0011502,1.73334,434.318,218.46
0.00385,0.0011499,1.73394,434.366,218.79
0.00386,0.0011497,1.73452,434.412,219.12
0.00387,0.0011494,1.73504,434.448,219.44
0.00388,0.0011492,1.73554,434.476,219.77
0.00389,0.0011489,1.736,434.494,220.1
0.0039,0.0011486,1.73644,434.502,220.43
0.00391,0.0011484,1.73684,434.498,220.76
0.00392,0.0011481,1.73714,434.486,221.09
0.00393,0.0011478,1.73748,434.462,221.42
0.00394,0.0011476,1.73772,434.428,221.75
0.00395,0.0011473,1.73798,434.386,222.08
0.00396,0.0011471,1.73818,434.342,222.41
0.00397,0.0011468,1.73836,434.29,222.75
0.00398,0.0011465,1.73858,434.234,223.08
0.00399,0.0011463,1.73872,434.178,223.41
0.004,0.001146,1.73892,434.12,223.75
0.00401,0.0011457,1.73908,434.07,224.08
0.00402,0.0011455,1.7393,434.018,224.42
0.00403,0.0011452,1.73952,433.974,224.75
0.00404,0.0011449,1.73974,433.936,225.09
0.00405,0.0011447,1.74002,433.902,225.43
0.00406,0.0011444,1.74036,433.884,225.76
0.00407,0.0011441,1.74072,433.872,226.1
0.00408,0.0011439,1.74114,433.87,226.44
0.00409,0.0011436,1.74156,433.878,226.78
0.0041,0.0011433,1.74206,433.9,227.12
0.00411,0.0011431,1.74262,433.93,227.46
0.00412,0.0011428,1.74316,433.97,227.8
0.00413,0.0011425,1.74376,434.016,228.14
0.00414,0.0011423,1.74438,434.068,228.49
0.00415,0.001142,1.74504,434.128,228.83
0.00416,0.0011417,1.7457,434.188,229.17
0.00417,0.0011414,1.74636,434.252,229.51
0.00418,0.0011412,1.74702,434.316,229.86
0.00419,0.0011409,1.7477,434.374,230.2
0.0042,0.0011406,1.74832,434.432,230.55
0.00421,0.0011404,1.74894,434.478,230.89
0.00422,0.0011401,1.74954,434.522,231.24
0.00423,0.0011398,1.75006,434.552,231.59
0.00424,0.0011395,1.75056,434.574,231.93
0.00425,0.0011393,1.75102,434.582,232.28
0.00426,0.001139,1.75144,434.58,232.63
0.00427,0.0011387,1.7518,434.566,232.98
0.00428,0.0011384,1.7521,434.538,233.33
0.00429,0.0011382,1.75236,434.496,233.68
0.0043,0.0011379,1.7526,434.446,234.03
0.00431,0.0011376,1.75274,434.382,234.38
0.00432,0.0011373,1.75288,434.31,234.73
0.00433,0.0011371,1.75298,434.236,235.08
0.00434,0.0011368,1.75308,434.148,235.44
0.00435,0.0011365,1.75316,434.064,235.79
0.00436,0.0011362,1.75322,433.974,236.14
0.00437,0.001136,1.75328,433.89,236.5
0.00438,0.0011357,1.75338,433.808,236.85
0.00439,0.0011354,1.75352,433.734,237.21
0.0044,0.0011351,1.75368,433.666,237.56
0.00441,0.0011348,1.75388,433.61,237.92
0.00442,0.0011346,1.75412,433.562,238.28
0.00443,0.0011343,1.75442,433.532,238.64
0.00444,0.001134,1.75478,433.518,238.99
0.00445,0.0011337,1.7552,433.516,239.35
0.00446,0.0011334,1.75572,433.53,239.71
0.00447,0.0011332,1.7563,433.562,240.07
0.00448,0.0011329,1.75692,433.61,240.43
0.00449,0.0011326,1.7576,433.672,240.79
0.0045,0.0011323,1.75834,433.748,241.15
0.00451,0.001132,1.75912,433.836,241.52
0.00452,0.0011318,1.75996,433.934,241.88
0.00453,0.0011315,1.7609,434.044,242.24
0.00454,0.0011312,1.7618,434.164,242.61
0.00455,0.0011309,1.76272,434.284,242.97
0.00456,0.0011306,1.76366,434.408,243.33
0.00457,0.0011303,1.7646,434.532,243.7
0.00458,0.0011301,1.76558,434.66,244.06
0.00459,0.0011298,1.76652,434.78,244.43
0.0046,0.0011295,1.76742,434.896,244.8
0.00461,0.0011292,1.76832,435.002,245.16
0.00462,0.0011289,1.76916,435.104,245.53
0.00463,0.0011286,1.76998,435.194,245.9
0.00464,0.0011283,1.77078,435.274,246.27
0.00465,0.0011281,1.7715,435.34,246.64
0.00466,0.0011278,1.77216,435.398,247.01
0.00467,0.0011275,1.7728,435.446,247.38
0.00468,0.0011272,1.7734,435.482,247.75
0.00469,0.0011269,1.77396,435.504,248.12
0.0047,0.0011266,1.77448,435.52,248.49
0.00471,0.0011263,1.77494,435.526,248.87
0.00472,0.001126,1.7754,435.526,249.24
0.00473,0.0011258,1.77584,435.52,249.61
0.00474,0.0011255,1.77626,435.51,249.99
0.00475,0.0011252,1.77666,435.494,250.36
0.00476,0.0011249,1.77708,435.48,250.74
0.00477,0.0011246,1.77746,435.462,251.11
0.00478,0.0011243,1.77784,435.446,251.49
0.00479,0.001124,1.77824,435.434,251.87
0.0048,0.0011237,1.77864,435.42,252.25
0.00481,0.0011234,1.77908,435.41,252.62
0.00482,0.0011231,1.7795,435.404,253
0.00483,0.0011228,1.77996,435.4,253.38
0.00484,0.0011226,1.78044,435.404,253.76
0.00485,0.0011223,1.7809,435.408,254.14
0.00486,0.001122,1.7814,435.414,254.52
0.00487,0.0011217,1.78194,435.428,254.91
0.00488,0.0011214,1.78246,435.442,255.29
0.00489,0.0011211,1.78298,435.458,255.67
0.0049,0.0011208,1.7835,435.476,256.05
0.00491,0.0011205,1.78408,435.494,256.44
0.00492,0.0011202,1.78462,435.514,256.82
0.00493,0.0011199,1.78516,435.532,257.21
0.00494,0.0011196,1.78572,435.552,257.59
0.00495,0.0011193,1.78628,435.572,257.98
0.00496,0.001119,1.7868,435.59,258.37
0.00497,0.0011187,1.78736,435.608,258.75
0.00498,0.0011184,1.7879,435.624,259.14
0.00499,0.0011181,1.78846,435.642,259.53
0.005,0.0011178,1.78898,435.658,259.92
0.00501,0.0011175,1.78954,435.676,260.31
0.00502,0.0011172,1.79008,435.694,260.7
0.00503,0.0011169,1.79066,435.716,261.09
0.00504,0.0011166,1.79124,435.742,261.48
0.00505,0.0011163,1.79182,435.77,261.87
0.00506,0.001116,1.79244,435.804,262.26
0.00507,0.0011157,1.7931,435.842,262.65
0.00508,0.0011154,1.79376,435.89,263.05
0.00509,0.0011151,1.79446,435.942,263.44
0.0051,0.0011148,1.79522,436.002,263.83
0.00511,0.0011145,1.79596,436.076,264.23
0.00512,0.0011142,1.79676,436.154,264.62
0.00513,0.0011139,1.79762,436.24,265.02
0.00514,0.0011136,1.79852,436.338,265.42
0.00515,0.0011133,1.79942,436.442,265.81
0.00516,0.001113,1.80042,436.558,266.21
0.00517,0.0011127,1.80138,436.68,266.61
0.00518,0.0011124,1.80242,436.812,267.01
0.00519,0.0011121,1.80348,436.946,267.41
0.0052,0.0011118,1.80458,437.09,267.81
0.00521,0.0011115,1.80566,437.236,268.21
0.00522,0.0011112,1.80678,437.386,268.61
0.00523,0.0011109,1.8079,437.54,269.01
0.00524,0.0011106,1.80904,437.692,269.41
0.00525,0.0011103,1.8102,437.846,269.81
0.00526,0.00111,1.8113,437.998,270.22
0.00527,0.0011097,1.81242,438.148,270.62
0.00528,0.0011094,1.8135,438.292,271.02
0.00529,0.0011091,1.81458,438.43,271.43
0.0053,0.0011088,1.81566,438.562,271.83
0.00531,0.0011085,1.81668,438.686,272.24
0.00532,0.0011082,1.81766,438.806,272.65
0.00533,0.0011078,1.81862,438.916,273.05
0.00534,0.0011075,1.81956,439.016,273.46
0.00535,0.0011072,1.82044,439.108,273.87
0.00536,0.0011069,1.8213,439.188,274.28
0.00537,0.0011066,1.82208,439.264,274.68
0.00538,0.0011063,1.82286,439.326,275.09
0.00539,0.001106,1.82362,439.382,275.5
0.0054,0.0011057,1.82434,439.432,275.91
0.00541,0.0011054,1.82506,439.48,276.32
0.00542,0.0011051,1.82572,439.516,276.74
0.00543,0.0011048,1.82636,439.55,277.15
0.00544,0.0011044,1.82702,439.584,277.56
0.00545,0.0011041,1.82766,439.614,277.97
0.00546,0.0011038,1.8283,439.644,278.39
0.00547,0.0011035,1.82894,439.678,278.8
0.00548,0.0011032,1.82962,439.714,279.22
0.00549,0.0011029,1.83028,439.754,279.63
0.0055,0.0011026,1.831,439.796,280.05
0.00551,0.0011023,1.83172,439.85,280.47
0.00552,0.001102,1.83252,439.912,280.88
0.00553,0.0011016,1.8333,439.98,281.3
0.00554,0.0011013,1.83416,440.06,281.72
0.00555,0.001101,1.83504,440.146,282.14
0.00556,0.0011007,1.83598,440.244,282.56
0.00557,0.0011004,1.83694,440.35,282.98
0.00558,0.0011001,1.83794,440.466,283.4
0.00559,0.0010998,1.83902,440.588,283.82
0.0056,0.0010994,1.84008,440.72,284.24
0.00561,0.0010991,1.84118,440.86,284.66
0.00562,0.0010988,1.84232,441.002,285.09
0.00563,0.0010985,1.84348,441.148,285.51
0.00564,0.0010982,1.84462,441.298,285.93
0.00565,0.0010979,1.84578,441.448,286.36
0.00566,0.0010975,1.84694,441.594,286.78
0.00567,0.0010972,1.84808,441.738,287.21
0.00568,0.0010969,1.8492,441.878,287.63
0.00569,0.0010966,1.85028,442.014,288.06
0.0057,0.0010963,1.85138,442.144,288.49
0.00571,0.001096,1.8524,442.258,288.92
0.00572,0.0010956,1.85338,442.364,289.34
0.00573,0.0010953,1.85434,442.462,289.77
0.00574,0.001095,1.85524,442.548,290.2
0.00575,0.0010947,1.85608,442.624,290.63
0.00576,0.0010944,1.85692,442.686,291.06
0.00577,0.001094,1.85768,442.736,291.49
0.00578,0.0010937,1.8584,442.78,291.93
0.00579,0.0010934,1.8591,442.812,292.36
0.0058,0.0010931,1.85972,442.836,292.79
0.00581,0.0010927,1.86036,442.854,293.22
0.00582,0.0010924,1.86098,442.87,293.66
0.00583,0.0010921,1.86156,442.882,294.09
0.00584,0.0010918,1.86218,442.898,294.53
