t [s],Vol [m3],P [bar],T [K],Q loss [W]
0.01269,0.00081719,2.73884,487.574,750.68
0.0127,0.00081673,2.74108,487.694,751.63
0.01271,0.00081627,2.7433,487.818,752.58
0.01272,0.00081581,2.74558,487.946,753.53
0.01273,0.00081535,2.74786,488.076,754.49
0.01274,0.00081489,2.75016,488.206,755.44
0.01275,0.00081443,2.75244,488.334,756.4
0.01276,0.00081397,2.7547,488.458,757.36
0.01277,0.00081351,2.75698,488.582,758.31
0.01278,0.00081304,2.75922,488.702,759.27
0.01279,0.00081258,2.76142,488.816,760.24
0.0128,0.00081212,2.76358,488.922,761.2
0.01281,0.00081166,2.76574,489.02,762.16
0.01282,0.0008112,2.7678,489.112,763.12
0.01283,0.00081074,2.76984,489.196,764.09
0.01284,0.00081027,2.77188,489.27,765.06
0.01285,0.00080981,2.77384,489.338,766.02
0.01286,0.00080935,2.77576,489.396,766.99
0.01287,0.00080889,2.7776,489.448,767.96
0.01288,0.00080842,2.77946,489.494,768.93
0.01289,0.00080796,2.78126,489.53,769.9
0.0129,0.0008075,2.78308,489.564,770.88
0.01291,0.00080703,2.78482,489.594,771.85
0.01292,0.00080657,2.7866,489.62,772.83
0.01293,0.00080611,2.78834,489.646,773.8
0.01294,0.00080564,2.79006,489.67,774.78
0.01295,0.00080518,2.7918,489.694,775.76
0.01296,0.00080472,2.7936,489.726,776.74
0.01297,0.00080425,2.79538,489.754,777.72
0.01298,0.00080379,2.79718,489.792,778.7
0.01299,0.00080333,2.79904,489.83,779.68
0.013,0.00080286,2.8009,489.88,780.67
0.01301,0.0008024,2.80284,489.932,781.65
0.01302,0.00080193,2.8048,489.99,782.64
0.01303,0.00080147,2.8068,490.058,783.63
0.01304,0.000801,2.80886,490.13,784.61
0.01305,0.00080054,2.81094,490.214,785.6
0.01306,0.00080008,2.81306,490.3,786.59
0.01307,0.00079961,2.81526,490.392,787.59
0.01308,0.00079915,2.81746,490.49,788.58
0.01309,0.00079868,2.81964,490.59,789.57
0.0131,0.00079822,2.8219,490.694,790.57
0.01311,0.00079775,2.82416,490.798,791.57
0.01312,0.00079728,2.82644,490.906,792.56
0.01313,0.00079682,2.82868,491.01,793.56
0.01314,0.00079635,2.83096,491.116,794.56
0.01315,0.00079589,2.83318,491.216,795.56
0.01316,0.00079542,2.83536,491.314,796.57
0.01317,0.00079496,2.83758,491.404,797.57
0.01318,0.00079449,2.83972,491.49,798.57
0.01319,0.00079402,2.84186,491.572,799.58
0.0132,0.00079356,2.84394,491.646,800.59
0.01321,0.00079309,2.84602,491.71,801.59
0.01322,0.00079262,2.84804,491.77,802.6
0.01323,0.00079216,2.85004,491.822,803.61
0.01324,0.00079169,2.85196,491.868,804.62
0.01325,0.00079122,2.8539,491.912,805.64
0.01326,0.00079076,2.85578,491.946,806.65
0.01327,0.00079029,2.85766,491.978,807.67
0.01328,0.00078982,2.85952,492.006,808.68
0.01329,0.00078935,2.86136,492.036,809.7
0.0133,0.00078889,2.8632,492.062,810.72
0.01331,0.00078842,2.86506,492.088,811.74
0.01332,0.00078795,2.8669,492.116,812.76
0.01333,0.00078748,2.86882,492.148,813.78
0.01334,0.00078702,2.87072,492.184,814.8
0.01335,0.00078655,2.87266,492.226,815.83
0.01336,0.00078608,2.87466,492.272,816.85
0.01337,0.00078561,2.87668,492.326,817.88
0.01338,0.00078514,2.87874,492.386,818.91
0.01339,0.00078467,2.88086,492.456,819.94
0.0134,0.00078421,2.88302,492.53,820.97
0.01341,0.00078374,2.88524,492.616,822
0.01342,0.00078327,2.8875,492.704,823.03
0.01343,0.0007828,2.8898,492.8,824.07
0.01344,0.00078233,2.89212,492.902,825.1
0.01345,0.00078186,2.89448,493.008,826.14
0.01346,0.00078139,2.89686,493.124,827.18
0.01347,0.00078092,2.8993,493.236,828.21
0.01348,0.00078045,2.90174,493.356,829.25
0.01349,0.00077998,2.90416,493.474,830.3
0.0135,0.00077951,2.9066,493.588,831.34
0.01351,0.00077905,2.90904,493.702,832.38
0.01352,0.00077858,2.91144,493.816,833.43
0.01353,0.00077811,2.91386,493.93,834.47
0.01354,0.00077764,2.91626,494.034,835.52
0.01355,0.00077717,2.91862,494.132,836.57
0.01356,0.0007767,2.92094,494.23,837.62
0.01357,0.00077623,2.92324,494.318,838.67
0.01358,0.00077575,2.9255,494.4,839.72
0.01359,0.00077528,2.92778,494.482,840.77
0.0136,0.00077481,2.92996,494.552,841.83
0.01361,0.00077434,2.93216,494.622,842.88
0.01362,0.00077387,2.93432,494.688,843.94
0.01363,0.0007734,2.93648,494.752,845
0.01364,0.00077293,2.93862,494.81,846.06
0.01365,0.00077246,2.94076,494.868,847.12
0.01366,0.00077199,2.9429,494.928,848.18
0.01367,0.00077152,2.94508,494.988,849.24
0.01368,0.00077105,2.94724,495.048,850.3
0.01369,0.00077058,2.94942,495.116,851.37
0.0137,0.0007701,2.95166,495.188,852.43
0.01371,0.00076963,2.95392,495.264,853.5
0.01372,0.00076916,2.95624,495.346,854.57
0.01373,0.00076869,2.9586,495.44,855.64
0.01374,0.00076822,2.961,495.538,856.71
0.01375,0.00076775,2.96346,495.644,857.78
0.01376,0.00076727,2.96596,495.762,858.86
0.01377,0.0007668,2.96852,495.884,859.93
0.01378,0.00076633,2.97114,496.012,861.01
0.01379,0.00076586,2.9738,496.15,862.09
0.0138,0.00076538,2.9765,496.296,863.17
0.01381,0.00076491,2.97926,496.444,864.25
0.01382,0.00076444,2.982,496.598,865.33
0.01383,0.00076397,2.98478,496.752,866.41
0.01384,0.00076349,2.98756,496.91,867.49
0.01385,0.00076302,2.9904,497.07,868.58
0.01386,0.00076255,2.9932,497.226,869.66
0.01387,0.00076208,2.99598,497.38,870.75
0.01388,0.0007616,2.99876,497.536,871.84
0.01389,0.00076113,3.00152,497.682,872.93
0.0139,0.00076066,3.0042,497.82,874.02
0.01391,0.00076018,3.00692,497.956,875.11
0.01392,0.00075971,3.00958,498.082,876.21
0.01393,0.00075924,3.01216,498.202,877.3
0.01394,0.00075876,3.0147,498.316,878.4
0.01395,0.00075829,3.01722,498.418,879.5
0.01396,0.00075781,3.0197,498.512,880.59
0.01397,0.00075734,3.0221,498.6,881.69
0.01398,0.00075687,3.02448,498.686,882.8
0.01399,0.00075639,3.02686,498.758,883.9
0.014,0.00075592,3.0292,498.832,885
0.01401,0.00075544,3.03152,498.902,886.11
0.01402,0.00075497,3.03382,498.968,887.21
0.01403,0.00075449,3.03614,499.036,888.32
0.01404,0.00075402,3.03846,499.102,889.43
0.01405,0.00075355,3.04082,499.176,890.54
0.01406,0.00075307,3.0432,499.248,891.65
0.01407,0.0007526,3.0456,499.33,892.77
0.01408,0.00075212,3.04806,499.42,893.88
0.01409,0.00075165,3.05058,499.518,894.99
0.0141,0.00075117,3.05314,499.62,896.11
0.01411,0.0007507,3.05578,499.732,897.23
0.01412,0.00075022,3.05846,499.856,898.35
0.01413,0.00074975,3.06118,499.988,899.47
0.01414,0.00074927,3.06402,500.128,900.59
0.01415,0.0007488,3.06686,500.28,901.71
0.01416,0.00074832,3.06982,500.44,902.84
0.01417,0.00074784,3.0728,500.608,903.97
0.01418,0.00074737,3.07584,500.778,905.09
0.01419,0.00074689,3.07886,500.96,906.22
0.0142,0.00074642,3.08196,501.14,907.35
0.01421,0.00074594,3.08504,501.324,908.48
0.01422,0.00074547,3.08816,501.508,909.61
0.01423,0.00074499,3.09128,501.692,910.75
0.01424,0.00074451,3.09438,501.874,911.88
0.01425,0.00074404,3.09744,502.05,913.02
0.01426,0.00074356,3.10048,502.22,914.16
0.01427,0.00074308,3.10348,502.384,915.29
0.01428,0.00074261,3.10648,502.544,916.43
0.01429,0.00074213,3.10938,502.692,917.58
0.0143,0.00074165,3.11224,502.83,918.72
0.01431,0.00074118,3.11504,502.962,919.86
0.01432,0.0007407,3.11782,503.082,921.01
0.01433,0.00074022,3.1205,503.194,922.16
0.01434,0.00073975,3.12318,503.298,923.3
0.01435,0.00073927,3.12578,503.394,924.45
0.01436,0.00073879,3.12836,503.482,925.61
0.01437,0.00073832,3.13088,503.566,926.76
0.01438,0.00073784,3.13342,503.646,927.91
0.01439,0.00073736,3.13592,503.722,929.07
0.0144,0.00073688,3.1384,503.798,930.22
0.01441,0.00073641,3.14094,503.874,931.38
0.01442,0.00073593,3.14344,503.95,932.54
0.01443,0.00073545,3.14596,504.028,933.7
0.01444,0.00073497,3.14852,504.112,934.86
0.01445,0.0007345,3.1511,504.2,936.03
0.01446,0.00073402,3.15378,504.292,937.19
0.01447,0.00073354,3.15646,504.396,938.36
0.01448,0.00073306,3.15918,504.502,939.52
0.01449,0.00073258,3.16198,504.62,940.69
0.0145,0.00073211,3.16482,504.744,941.86
0.01451,0.00073163,3.16772,504.876,943.03
0.01452,0.00073115,3.17064,505.016,944.21
0.01453,0.00073067,3.17364,505.158,945.38
0.01454,0.00073019,3.1767,505.31,946.56
0.01455,0.00072971,3.17974,505.464,947.73
0.01456,0.00072924,3.18284,505.624,948.91
0.01457,0.00072876,3.18592,505.786,950.09
0.01458,0.00072828,3.18904,505.946,951.27
0.01459,0.0007278,3.19216,506.11,952.46
0.0146,0.00072732,3.19528,506.27,953.64
0.01461,0.00072684,3.19838,506.428,954.83
0.01462,0.00072636,3.20146,506.582,956.01
0.01463,0.00072588,3.20452,506.73,957.2
0.01464,0.00072541,3.20756,506.872,958.39
0.01465,0.00072493,3.21052,507.008,959.58
0.01466,0.00072445,3.21352,507.138,960.77
0.01467,0.00072397,3.2164,507.264,961.97
0.01468,0.00072349,3.21928,507.38,963.16
0.01469,0.00072301,3.2221,507.494,964.36
0.0147,0.00072253,3.22492,507.598,965.56
0.01471,0.00072205,3.22772,507.698,966.76
0.01472,0.00072157,3.23044,507.79,967.96
0.01473,0.00072109,3.23316,507.882,969.16
0.01474,0.00072061,3.2359,507.974,970.37
0.01475,0.00072013,3.2386,508.06,971.57
0.01476,0.00071965,3.24136,508.15,972.78
0.01477,0.00071917,3.24408,508.238,973.99
0.01478,0.00071869,3.24682,508.33,975.2
0.01479,0.00071821,3.24958,508.43,976.41
0.0148,0.00071773,3.25244,508.532,977.62
0.01481,0.00071725,3.25532,508.638,978.84
0.01482,0.00071677,3.25822,508.756,980.05
0.01483,0.00071629,3.2612,508.88,981.27
0.01484,0.00071581,3.26424,509.01,982.49
0.01485,0.00071533,3.26732,509.152,983.71
0.01486,0.00071485,3.27048,509.302,984.93
0.01487,0.00071437,3.27368,509.458,986.15
0.01488,0.00071389,3.27696,509.624,987.38
0.01489,0.00071341,3.28028,509.796,988.6
0.0149,0.00071293,3.28364,509.972,989.83
0.01491,0.00071245,3.287,510.154,991.06
0.01492,0.00071197,3.29044,510.34,992.29
0.01493,0.00071149,3.2939,510.53,993.52
0.01494,0.000711,3.29734,510.718,994.75
0.01495,0.00071052,3.30078,510.906,995.99
0.01496,0.00071004,3.30422,511.092,997.22
0.01497,0.00070956,3.30764,511.272,998.46
0.01498,0.00070908,3.311,511.448,999.7
0.01499,0.0007086,3.31436,511.614,1000.9
0.015,0.00070812,3.31764,511.776,1002.2
0.01501,0.00070764,3.32086,511.924,1003.4
0.01502,0.00070716,3.32404,512.062,1004.7
0.01503,0.00070667,3.32714,512.194,1005.9
0.01504,0.00070619,3.33018,512.308,1007.2
0.01505,0.00070571,3.33312,512.412,1008.4
0.01506,0.00070523,3.33598,512.5,1009.7
0.01507,0.00070475,3.33876,512.582,1010.9
0.01508,0.00070427,3.3415,512.65,1012.2
0.01509,0.00070378,3.34416,512.708,1013.4
0.0151,0.0007033,3.34678,512.756,1014.7
0.01511,0.00070282,3.34932,512.796,1015.9
0.01512,0.00070234,3.35184,512.83,1017.2
0.01513,0.00070186,3.35432,512.856,1018.5
0.01514,0.00070137,3.35676,512.878,1019.7
0.01515,0.00070089,3.3592,512.9,1021
0.01516,0.00070041,3.36164,512.92,1022.3
0.01517,0.00069993,3.36412,512.938,1023.5
0.01518,0.00069944,3.36658,512.962,1024.8
0.01519,0.00069896,3.36904,512.986,1026.1
0.0152,0.00069848,3.37156,513.018,1027.4
0.01521,0.00069799,3.37414,513.054,1028.6
0.01522,0.00069751,3.37676,513.098,1029.9
0.01523,0.00069703,3.37942,513.148,1031.2
0.01524,0.00069655,3.38218,513.208,1032.5
0.01525,0.00069606,3.38496,513.272,1033.7
0.01526,0.00069558,3.3878,513.348,1035
0.01527,0.0006951,3.3907,513.434,1036.3
0.01528,0.00069461,3.39366,513.524,1037.6
0.01529,0.00069413,3.3967,513.624,1038.9
0.0153,0.00069365,3.39974,513.728,1040.2
0.01531,0.00069316,3.40284,513.84,1041.5
0.01532,0.00069268,3.406,513.954,1042.8
0.01533,0.0006922,3.40916,514.074,1044.1
0.01534,0.00069171,3.41238,514.196,1045.4
0.01535,0.00069123,3.41556,514.32,1046.7
0.01536,0.00069074,3.41878,514.442,1048
0.01537,0.00069026,3.422,514.564,1049.3
0.01538,0.00068978,3.4252,514.686,1050.6
0.01539,0.00068929,3.42842,514.806,1051.9
0.0154,0.00068881,3.4316,514.92,1053.2
0.01541,0.00068832,3.43472,515.032,1054.5
0.01542,0.00068784,3.43788,515.14,1055.8
0.01543,0.00068736,3.44102,515.246,1057.1
0.01544,0.00068687,3.4441,515.346,1058.4
0.01545,0.00068639,3.44716,515.444,1059.7
0.01546,0.0006859,3.45022,515.534,1061
0.01547,0.00068542,3.45326,515.624,1062.4
0.01548,0.00068493,3.45628,515.712,1063.7
0.01549,0.00068445,3.45928,515.794,1065
0.0155,0.00068396,3.46232,515.878,1066.3
0.01551,0.00068348,3.46532,515.96,1067.6
0.01552,0.00068299,3.46832,516.044,1069
0.01553,0.00068251,3.47134,516.126,1070.3
0.01554,0.00068202,3.4744,516.214,1071.6
0.01555,0.00068154,3.47748,516.3,1073
0.01556,0.00068105,3.48058,516.394,1074.3
0.01557,0.00068057,3.48372,516.492,1075.6
0.01558,0.00068008,3.4869,516.592,1077
0.01559,0.0006796,3.4901,516.7,1078.3
0.0156,0.00067911,3.49336,516.812,1079.6
0.01561,0.00067862,3.49662,516.93,1081
0.01562,0.00067814,3.49998,517.054,1082.3
0.01563,0.00067765,3.50336,517.18,1083.7
0.01564,0.00067717,3.50678,517.316,1085
0.01565,0.00067668,3.51024,517.454,1086.4
0.01566,0.0006762,3.51374,517.598,1087.7
0.01567,0.00067571,3.51724,517.742,1089.1
0.01568,0.00067522,3.5208,517.89,1090.4
0.01569,0.00067474,3.52436,518.042,1091.8
0.0157,0.00067425,3.52794,518.196,1093.1
0.01571,0.00067376,3.53154,518.348,1094.5
0.01572,0.00067328,3.53512,518.496,1095.9
0.01573,0.00067279,3.53866,518.644,1097.2
0.01574,0.00067231,3.54224,518.79,1098.6
0.01575,0.00067182,3.5458,518.934,1099.9
0.01576,0.00067133,3.54928,519.072,1101.3
0.01577,0.00067085,3.55278,519.206,1102.7
0.01578,0.00067036,3.55622,519.332,1104.1
0.01579,0.00066987,3.5596,519.45,1105.4
0.0158,0.00066938,3.563,519.566,1106.8
0.01581,0.0006689,3.56632,519.672,1108.2
0.01582,0.00066841,3.5696,519.77,1109.6
0.01583,0.00066792,3.57286,519.868,1110.9
0.01584,0.00066744,3.57606,519.954,1112.3
0.01585,0.00066695,3.5792,520.032,1113.7
0.01586,0.00066646,3.58234,520.106,1115.1
0.01587,0.00066597,3.58546,520.178,1116.5
0.01588,0.00066549,3.58852,520.242,1117.9
0.01589,0.000665,3.59158,520.304,1119.3
0.0159,0.00066451,3.59462,520.364,1120.6
0.01591,0.00066402,3.59766,520.422,1122
0.01592,0.00066354,3.6007,520.48,1123.4
0.01593,0.00066305,3.60376,520.54,1124.8
0.01594,0.00066256,3.6068,520.596,1126.2
0.01595,0.00066207,3.6099,520.66,1127.6
0.01596,0.00066159,3.613,520.724,1129
0.01597,0.0006611,3.61614,520.794,1130.4
0.01598,0.00066061,3.61932,520.868,1131.9
0.01599,0.00066012,3.62256,520.948,1133.3
0.016,0.00065963,3.62582,521.034,1134.7
0.01601,0.00065915,3.62916,521.124,1136.1
0.01602,0.00065866,3.63252,521.224,1137.5
0.01603,0.00065817,3.63594,521.326,1138.9
0.01604,0.00065768,3.6394,521.438,1140.3
0.01605,0.00065719,3.64292,521.552,1141.8
0.01606,0.0006567,3.64646,521.676,1143.2
0.01607,0.00065622,3.6501,521.806,1144.6
0.01608,0.00065573,3.65376,521.936,1146
0.01609,0.00065524,3.6574,522.074,1147.5
0.0161,0.00065475,3.66114,522.214,1148.9
0.01611,0.00065426,3.66486,522.356,1150.3
0.01612,0.00065377,3.66862,522.504,1151.8
0.01613,0.00065328,3.67238,522.648,1153.2
0.01614,0.0006528,3.67616,522.792,1154.6
0.01615,0.00065231,3.67996,522.94,1156.1
0.01616,0.00065182,3.68374,523.086,1157.5
0.01617,0.00065133,3.68752,523.228,1159
0.01618,0.00065084,3.6913,523.37,1160.4
0.01619,0.00065035,3.69504,523.508,1161.9
0.0162,0.00064986,3.69882,523.644,1163.3
0.01621,0.00064937,3.70252,523.78,1164.8
0.01622,0.00064888,3.70626,523.914,1166.2
0.01623,0.00064839,3.70996,524.04,1167.7
0.01624,0.00064791,3.71366,524.166,1169.1
0.01625,0.00064742,3.71736,524.292,1170.6
0.01626,0.00064693,3.72104,524.414,1172
0.01627,0.00064644,3.72472,524.534,1173.5
0.01628,0.00064595,3.72838,524.654,1175
0.01629,0.00064546,3.73206,524.776,1176.4
0.0163,0.00064497,3.73574,524.894,1177.9
0.01631,0.00064448,3.73946,525.014,1179.4
0.01632,0.00064399,3.74318,525.138,1180.8
0.01633,0.0006435,3.7469,525.26,1182.3
0.01634,0.00064301,3.75064,525.384,1183.8
0.01635,0.00064252,3.7544,525.512,1185.3
0.01636,0.00064203,3.7582,525.642,1186.7
0.01637,0.00064154,3.76202,525.772,1188.2
0.01638,0.00064105,3.76584,525.91,1189.7
0.01639,0.00064056,3.7697,526.048,1191.2
0.0164,0.00064007,3.77362,526.188,1192.7
0.01641,0.00063958,3.77754,526.334,1194.2
0.01642,0.00063909,3.7815,526.482,1195.7
0.01643,0.0006386,3.78548,526.63,1197.2
0.01644,0.00063811,3.78948,526.786,1198.7
0.01645,0.00063762,3.79352,526.938,1200.2
0.01646,0.00063713,3.79756,527.096,1201.7
0.01647,0.00063664,3.80162,527.254,1203.2
0.01648,0.00063615,3.8057,527.416,1204.7
0.01649,0.00063566,3.80982,527.576,1206.2
0.0165,0.00063517,3.81394,527.738,1207.7
0.01651,0.00063468,3.81804,527.9,1209.2
0.01652,0.00063419,3.82216,528.064,1210.7
0.01653,0.0006337,3.8263,528.226,1212.2
0.01654,0.00063321,3.83044,528.388,1213.7
0.01655,0.00063272,3.8346,528.552,1215.2
0.01656,0.00063223,3.83876,528.714,1216.8
0.01657,0.00063174,3.84292,528.872,1218.3
0.01658,0.00063125,3.84706,529.034,1219.8
0.01659,0.00063076,3.85122,529.194,1221.3
0.0166,0.00063027,3.85538,529.354,1222.9
0.01661,0.00062978,3.85952,529.51,1224.4
0.01662,0.00062929,3.86368,529.668,1225.9
0.01663,0.0006288,3.86786,529.826,1227.5
0.01664,0.00062831,3.87202,529.982,1229
0.01665,0.00062782,3.8762,530.138,1230.5
0.01666,0.00062733,3.88038,530.294,1232.1
0.01667,0.00062684,3.88452,530.452,1233.6
0.01668,0.00062635,3.88872,530.606,1235.2
0.01669,0.00062586,3.8929,530.76,1236.7
0.0167,0.00062536,3.8971,530.914,1238.3
0.01671,0.00062487,3.90128,531.068,1239.8
0.01672,0.00062438,3.90546,531.222,1241.4
0.01673,0.00062389,3.90968,531.376,1242.9
0.01674,0.0006234,3.9139,531.53,1244.5
0.01675,0.00062291,3.9181,531.682,1246
0.01676,0.00062242,3.92232,531.834,1247.6
0.01677,0.00062193,3.92654,531.99,1249.2
0.01678,0.00062144,3.93078,532.14,1250.7
0.01679,0.00062095,3.93502,532.294,1252.3
0.0168,0.00062046,3.93928,532.448,1253.9
0.01681,0.00061997,3.94352,532.602,1255.4
0.01682,0.00061947,3.94778,532.756,1257
0.01683,0.00061898,3.95208,532.908,1258.6
0.01684,0.00061849,3.95634,533.064,1260.2
0.01685,0.000618,3.96062,533.218,1261.7
0.01686,0.00061751,3.96496,533.374,1263.3
0.01687,0.00061702,3.96928,533.534,1264.9
0.01688,0.00061653,3.97362,533.692,1266.5
0.01689,0.00061604,3.97798,533.848,1268.1
0.0169,0.00061555,3.98236,534.012,1269.7
0.01691,0.00061506,3.98676,534.174,1271.3
0.01692,0.00061456,3.99116,534.34,1272.9
0.01693,0.00061407,3.99562,534.506,1274.5
0.01694,0.00061358,4.00008,534.672,1276.1
0.01695,0.00061309,4.00454,534.844,1277.7
0.01696,0.0006126,4.00908,535.018,1279.3
0.01697,0.00061211,4.01358,535.192,1280.9
0.01698,0.00061162,4.01816,535.368,1282.5
0.01699,0.00061113,4.02272,535.55,1284.1
0.017,0.00061063,4.02734,535.732,1285.7
0.01701,0.00061014,4.03196,535.914,1287.3
0.01702,0.00060965,4.03662,536.1,1288.9
0.01703,0.00060916,4.0413,536.286,1290.6
0.01704,0.00060867,4.04598,536.476,1292.2
0.01705,0.00060818,4.05068,536.664,1293.8
0.01706,0.00060769,4.05538,536.854,1295.4
0.01707,0.00060719,4.0601,537.044,1297.1
0.01708,0.0006067,4.06484,537.236,1298.7
0.01709,0.00060621,4.06958,537.424,1300.3
0.0171,0.00060572,4.0743,537.612,1302
0.01711,0.00060523,4.07906,537.804,1303.6
0.01712,0.00060474,4.08378,537.988,1305.2
0.01713,0.00060424,4.0885,538.174,1306.9
0.01714,0.00060375,4.09324,538.356,1308.5
0.01715,0.00060326,4.09796,538.536,1310.2
0.01716,0.00060277,4.10268,538.714,1311.8
0.01717,0.00060228,4.10734,538.89,1313.5
0.01718,0.00060178,4.11202,539.062,1315.1
0.01719,0.00060129,4.11666,539.23,1316.8
0.0172,0.0006008,4.1213,539.4,1318.4
0.01721,0.00060031,4.12594,539.56,1320.1
0.01722,0.00059982,4.13056,539.722,1321.8
0.01723,0.00059932,4.13516,539.88,1323.4
0.01724,0.00059883,4.13974,540.036,1325.1
0.01725,0.00059834,4.14432,540.186,1326.8
0.01726,0.00059785,4.1489,540.336,1328.4
0.01727,0.00059736,4.15346,540.486,1330.1
0.01728,0.00059686,4.158,540.634,1331.8
0.01729,0.00059637,4.16256,540.78,1333.5
0.0173,0.00059588,4.16712,540.928,1335.1
0.01731,0.00059539,4.17168,541.07,1336.8
0.01732,0.0005949,4.17626,541.214,1338.5
0.01733,0.0005944,4.18084,541.36,1340.2
0.01734,0.00059391,4.1854,541.504,1341.9
0.01735,0.00059342,4.19,541.648,1343.6
0.01736,0.00059293,4.19458,541.794,1345.3
0.01737,0.00059243,4.19924,541.942,1347
0.01738,0.00059194,4.20388,542.088,1348.7
0.01739,0.00059145,4.2085,542.238,1350.4
0.0174,0.00059096,4.21318,542.384,1352.1
0.01741,0.00059046,4.21784,542.534,1353.8
0.01742,0.00058997,4.22252,542.682,1355.5
0.01743,0.00058948,4.22722,542.832,1357.2
0.01744,0.00058899,4.23192,542.982,1358.9
0.01745,0.00058849,4.23662,543.13,1360.7
0.01746,0.000588,4.24132,543.276,1362.4
0.01747,0.00058751,4.24602,543.422,1364.1
0.01748,0.00058702,4.25074,543.568,1365.8
0.01749,0.00058652,4.25542,543.71,1367.6
0.0175,0.00058603,4.26008,543.85,1369.3
0.01751,0.00058554,4.26472,543.986,1371
0.01752,0.00058505,4.2694,544.12,1372.8
0.01753,0.00058455,4.27398,544.25,1374.5
0.01754,0.00058406,4.27858,544.376,1376.2
0.01755,0.00058357,4.28318,544.502,1378
0.01756,0.00058307,4.28772,544.618,1379.7
0.01757,0.00058258,4.29226,544.738,1381.5
0.01758,0.00058209,4.29678,544.848,1383.2
0.01759,0.0005816,4.30128,544.954,1385
0.0176,0.0005811,4.30572,545.06,1386.7
0.01761,0.00058061,4.3102,545.16,1388.5
0.01762,0.00058012,4.31462,545.26,1390.3
0.01763,0.00057962,4.31906,545.358,1392
0.01764,0.00057913,4.3235,545.45,1393.8
0.01765,0.00057864,4.3279,545.548,1395.6
0.01766,0.00057815,4.33234,545.638,1397.3
0.01767,0.00057765,4.33678,545.73,1399.1
0.01768,0.00057716,4.34122,545.83,1400.9
0.01769,0.00057667,4.3457,545.922,1402.7
0.0177,0.00057617,4.35016,546.02,1404.4
0.01771,0.00057568,4.35468,546.118,1406.2
0.01772,0.00057519,4.35926,546.222,1408
0.01773,0.0005747,4.36378,546.324,1409.8
0.01774,0.0005742,4.36842,546.432,1411.6
0.01775,0.00057371,4.37306,546.542,1413.4
0.01776,0.00057322,4.37774,546.66,1415.2
0.01777,0.00057272,4.38246,546.778,1417
0.01778,0.00057223,4.38722,546.9,1418.8
0.01779,0.00057174,4.39202,547.028,1420.6
0.0178,0.00057125,4.39686,547.158,1422.4
0.01781,0.00057075,4.40172,547.292,1424.2
0.01782,0.00057026,4.40664,547.432,1426
0.01783,0.00056977,4.4116,547.57,1427.9
0.01784,0.00056927,4.41656,547.716,1429.7
0.01785,0.00056878,4.42156,547.862,1431.5
0.01786,0.00056829,4.4266,548.008,1433.3
0.01787,0.00056779,4.4317,548.162,1435.1
0.01788,0.0005673,4.43676,548.312,1437
0.01789,0.00056681,4.44184,548.466,1438.8
0.0179,0.00056631,4.44698,548.62,1440.6
0.01791,0.00056582,4.45214,548.776,1442.5
0.01792,0.00056533,4.4573,548.932,1444.3
0.01793,0.00056483,4.46246,549.088,1446.2
0.01794,0.00056434,4.46764,549.25,1448
0.01795,0.00056385,4.47282,549.408,1449.9
0.01796,0.00056336,4.47804,549.568,1451.7
0.01797,0.00056286,4.48328,549.728,1453.6
0.01798,0.00056237,4.4885,549.886,1455.4
0.01799,0.00056188,4.49378,550.05,1457.3
0.018,0.00056138,4.49904,550.21,1459.2
0.01801,0.00056089,4.50434,550.37,1461
0.01802,0.0005604,4.50964,550.536,1462.9
0.01803,0.0005599,4.51494,550.7,1464.8
0.01804,0.00055941,4.5203,550.866,1466.6
0.01805,0.00055892,4.52564,551.034,1468.5
0.01806,0.00055842,4.531,551.198,1470.4
0.01807,0.00055793,4.53638,551.368,1472.3
0.01808,0.00055744,4.54182,551.538,1474.2
0.01809,0.00055694,4.54724,551.706,1476
0.0181,0.00055645,4.55268,551.878,1477.9
0.01811,0.00055596,4.55814,552.05,1479.8
0.01812,0.00055546,4.5636,552.222,1481.7
0.01813,0.00055497,4.5691,552.394,1483.6
0.01814,0.00055448,4.5746,552.568,1485.5
0.01815,0.00055398,4.58008,552.74,1487.4
0.01816,0.00055349,4.5856,552.912,1489.3
0.01817,0.000553,4.5911,553.084,1491.3
0.01818,0.0005525,4.59662,553.252,1493.2
0.01819,0.00055201,4.60214,553.418,1495.1
0.0182,0.00055152,4.6076,553.586,1497
0.01821,0.00055102,4.61312,553.746,1498.9
0.01822,0.00055053,4.61862,553.91,1500.9
0.01823,0.00055004,4.62406,554.07,1502.8
0.01824,0.00054954,4.62952,554.228,1504.7
0.01825,0.00054905,4.63496,554.378,1506.6
0.01826,0.00054856,4.64042,554.532,1508.6
0.01827,0.00054806,4.64586,554.68,1510.5
0.01828,0.00054757,4.65124,554.826,1512.5
0.01829,0.00054708,4.65664,554.97,1514.4
0.0183,0.00054658,4.66204,555.114,1516.4
0.01831,0.00054609,4.66744,555.254,1518.3
0.01832,0.0005456,4.67282,555.392,1520.3
0.01833,0.0005451,4.67822,555.53,1522.2
0.01834,0.00054461,4.6836,555.666,1524.2
0.01835,0.00054412,4.68898,555.802,1526.2
0.01836,0.00054362,4.6944,555.94,1528.1
0.01837,0.00054313,4.6998,556.078,1530.1
0.01838,0.00054264,4.70528,556.214,1532.1
0.01839,0.00054214,4.71074,556.356,1534
0.0184,0.00054165,4.71622,556.498,1536
