t [s],Vol [m3],P [bar],T [K],Q loss [W],,,,,,,,
0,0.0012238,1.580925,422.1475,139.71,,,,,,,,
1.00E-05,0.0012237,1.58125,422.1875,139.34,,,,,,,,
2.00E-05,0.0012236,1.581525,422.2225,139.83,,,,,,,,
3.00E-05,0.0012234,1.58185,422.26,139.97,,,,,,,,
4.00E-05,0.0012233,1.582125,422.2975,140.12,,,,,,,,
5.00E-05,0.0012232,1.58245,422.335,140.26,,,,,,,,
6.00E-05,0.0012231,1.582725,422.37,140.4,,,,,,,,
7.00E-05,0.0012229,1.583075,422.41,140.55,,,,,,,,
8.00E-05,0.0012228,1.58335,422.4525,140.69,,,,,,,,
9.00E-05,0.0012227,1.58365,422.49,140.83,,,,,,,,
0.0001,0.0012226,1.583975,422.53,140.98,,,,,,,,
0.00011,0.0012224,1.584275,422.5675,141.13,,,,,,,,
0.00012,0.0012223,1.584625,422.61,141.27,,,,,,,,
0.00013,0.0012222,1.58495,422.65,141.42,,,,,,,,
0.00014,0.0012221,1.58525,422.695,141.56,,,,,,,,
0.00015,0.0012219,1.585625,422.7425,141.71,,,,,,,,
0.00016,0.0012218,1.585925,422.7825,141.86,,,,,,,,
0.00017,0.0012217,1.586275,422.8275,142.01,,,,,,,,
0.00018,0.0012216,1.5866,422.875,142.15,,,,,,,,
0.00019,0.0012214,1.586925,422.9225,142.3,,,,,,,,
0.0002,0.0012213,1.5873,422.9675,142.45,,,,,,,,
0.00021,0.0012212,1.587625,423.0225,142.6,,,,,,,,
0.00022,0.001221,1.588,423.07,142.75,,,,,,,,
0.00023,0.0012209,1.58835,423.1225,142.9,,,,,,,,
0.00024,0.0012208,1.588725,423.1725,143.05,,,,,,,,
0.00025,0.0012207,1.5891,423.2275,143.2,,,,,,,,
0.00026,0.0012205,1.58945,423.28,143.35,,,,,,,,
0.00027,0.0012204,1.589875,423.3325,143.51,,,,,,,,
0.00028,0.0012203,1.59025,423.3925,143.66,,,,,,,,
0.00029,0.0012201,1.5906,423.4525,143.81,,,,,,,,
0.0003,0.00122,1.591,423.5075,143.96,,,,,,,,
0.00031,0.0012199,1.591425,423.57,144.12,,,,,,,,
0.00032,0.0012197,1.5918,423.6325,144.27,,,,,,,,
0.00033,0.0012196,1.592225,423.6925,144.43,,,,,,,,
0.00034,0.0012195,1.5926,423.755,144.58,,,,,,,,
0.00035,0.0012193,1.593025,423.8175,144.74,,,,,,,,
0.00036,0.0012192,1.59345,423.885,144.89,,,,,,,,
0.00037,0.0012191,1.593875,423.95,145.05,,,,,,,,
0.00038,0.0012189,1.594325,424.0175,145.2,,,,,,,,
0.00039,0.0012188,1.594725,424.0825,145.36,,,,,,,,
0.0004,0.0012187,1.595175,424.1525,145.52,,,,,,,,
0.00041,0.0012185,1.595625,424.22,145.67,,,,,,,,
0.00042,0.0012184,1.596075,424.29,145.83,,,,,,,,
0.00043,0.0012183,1.5965,424.36,145.99,,,,,,,,
0.00044,0.0012181,1.59695,424.4325,146.15,,,,,,,,
0.00045,0.001218,1.5974,424.505,146.31,,,,,,,,
0.00046,0.0012179,1.59785,424.5775,146.47,,,,,,,,
0.00047,0.0012177,1.5983,424.6525,146.63,,,,,,,,
0.00048,0.0012176,1.598775,424.7275,146.79,,,,,,,,
0.00049,0.0012174,1.59925,424.8025,146.95,,,,,,,,
0.0005,0.0012173,1.599725,424.8775,147.11,,,,,,,,
0.00051,0.0012172,1.600175,424.95,147.28,,,,,,,,
0.00052,0.001217,1.60065,425.03,147.44,,,,,,,,
0.00053,0.0012169,1.601125,425.1075,147.6,,,,,,,,
0.00054,0.0012167,1.601625,425.1875,147.76,,,,,,,,
0.00055,0.0012166,1.6021,425.2625,147.93,,,,,,,,
0.00056,0.0012165,1.602575,425.3425,148.09,,,,,,,,
0.00057,0.0012163,1.60305,425.4225,148.26,,,,,,,,
0.00058,0.0012162,1.60355,425.5,148.42,,,,,,,,
0.00059,0.001216,1.604025,425.5825,148.59,,,,,,,,
0.0006,0.0012159,1.604525,425.66,148.75,,,,,,,,
0.00061,0.0012158,1.605025,425.7425,148.92,,,,,,,,
0.00062,0.0012156,1.605525,425.8225,149.09,,,,,,,,
0.00063,0.0012155,1.606025,425.9075,149.25,,,,,,,,
0.00064,0.0012153,1.6065,425.985,149.42,,,,,,,,
0.00065,0.0012152,1.607,426.0675,149.59,,,,,,,,
0.00066,0.001215,1.6075,426.1475,149.76,,,,,,,,
0.00067,0.0012149,1.608025,426.225,149.93,,,,,,,,
0.00068,0.0012147,1.608525,426.305,150.1,,,,,,,,
0.00069,0.0012146,1.609,426.3875,150.27,,,,,,,,
0.0007,0.0012144,1.6095,426.465,150.44,,,,,,,,
0.00071,0.0012143,1.609975,426.5425,150.61,,,,,,,,
0.00072,0.0012142,1.61045,426.62,150.78,,,,,,,,
0.00073,0.001214,1.61095,426.695,150.95,,,,,,,,
0.00074,0.0012139,1.61145,426.7725,151.13,,,,,,,,
0.00075,0.0012137,1.6119,426.845,151.3,,,,,,,,
0.00076,0.0012136,1.612375,426.9175,151.47,,,,,,,,
0.00077,0.0012134,1.612825,426.9875,151.65,,,,,,,,
0.00078,0.0012133,1.6133,427.055,151.82,,,,,,,,
0.00079,0.0012131,1.61375,427.1225,151.99,,,,,,,,
0.0008,0.001213,1.6142,427.19,152.17,,,,,,,,
0.00081,0.0012128,1.614675,427.2525,152.35,,,,,,,,
0.00082,0.0012127,1.61505,427.3125,152.52,,,,,,,,
0.00083,0.0012125,1.6155,427.3725,152.7,,,,,,,,
0.00084,0.0012124,1.615925,427.4325,152.88,,,,,,,,
0.00085,0.0012122,1.61635,427.4875,153.05,,,,,,,,
0.00086,0.0012121,1.61675,427.5425,153.23,,,,,,,,
0.00087,0.0012119,1.617125,427.5925,153.41,,,,,,,,
0.00088,0.0012117,1.617525,427.64,153.59,,,,,,,,
0.00089,0.0012116,1.617925,427.69,153.77,,,,,,,,
0.0009,0.0012114,1.618325,427.735,153.95,,,,,,,,
0.00091,0.0012113,1.61865,427.78,154.13,,,,,,,,
0.00092,0.0012111,1.61905,427.82,154.31,,,,,,,,
0.00093,0.001211,1.6194,427.8575,154.49,,,,,,,,
0.00094,0.0012108,1.61975,427.8975,154.67,,,,,,,,
0.00095,0.0012107,1.6201,427.935,154.86,,,,,,,,
0.00096,0.0012105,1.62045,427.97,155.04,,,,,,,,
0.00097,0.0012103,1.6208,428.0025,155.22,,,,,,,,
0.00098,0.0012102,1.6211,428.0375,155.41,,,,,,,,
0.00099,0.00121,1.621475,428.07,155.59,,,,,,,,
0.001,0.0012099,1.6218,428.1025,155.78,,,,,,,,
0.00101,0.0012097,1.622125,428.135,155.96,,,,,,,,
0.00102,0.0012096,1.62245,428.1675,156.15,,,,,,,,
0.00103,0.0012094,1.6228,428.2,156.33,,,,,,,,
0.00104,0.0012092,1.623125,428.23,156.52,,,,,,,,
0.00105,0.0012091,1.623475,428.2675,156.71,,,,,,,,
0.00106,0.0012089,1.62385,428.3,156.9,,,,,,,,
0.00107,0.0012088,1.624175,428.3375,157.08,,,,,,,,
0.00108,0.0012086,1.62455,428.3725,157.27,,,,,,,,
0.00109,0.0012084,1.6249,428.4125,157.46,,,,,,,,
0.0011,0.0012083,1.625275,428.45,157.65,,,,,,,,
0.00111,0.0012081,1.62565,428.495,157.84,,,,,,,,
0.00112,0.0012079,1.62605,428.5375,158.03,,,,,,,,
0.00113,0.0012078,1.62645,428.585,158.22,,,,,,,,
0.00114,0.0012076,1.626825,428.6325,158.42,,,,,,,,
0.00115,0.0012074,1.627225,428.685,158.61,,,,,,,,
0.00116,0.0012073,1.627675,428.735,158.8,,,,,,,,
0.00117,0.0012071,1.628125,428.795,158.99,,,,,,,,
0.00118,0.001207,1.628575,428.8525,159.19,,,,,,,,
0.00119,0.0012068,1.629025,428.9125,159.38,,,,,,,,
0.0012,0.0012066,1.629475,428.975,159.58,,,,,,,,
0.00121,0.0012065,1.62995,429.04,159.77,,,,,,,,
0.00122,0.0012063,1.63045,429.1075,159.97,,,,,,,,
0.00123,0.0012061,1.63095,429.18,160.16,,,,,,,,
0.00124,0.001206,1.63145,429.25,160.36,,,,,,,,
0.00125,0.0012058,1.63195,429.3275,160.56,,,,,,,,
0.00126,0.0012056,1.63245,429.405,160.75,,,,,,,,
0.00127,0.0012054,1.633,429.4825,160.95,,,,,,,,
0.00128,0.0012053,1.633525,429.56,161.15,,,,,,,,
0.00129,0.0012051,1.63405,429.6425,161.35,,,,,,,,
0.0013,0.0012049,1.6346,429.72,161.55,,,,,,,,
0.00131,0.0012048,1.635125,429.8025,161.75,,,,,,,,
0.00132,0.0012046,1.635675,429.885,161.95,,,,,,,,
0.00133,0.0012044,1.636225,429.9675,162.15,,,,,,,,
0.00134,0.0012043,1.636775,430.05,162.35,,,,,,,,
0.00135,0.0012041,1.63735,430.1325,162.56,,,,,,,,
0.00136,0.0012039,1.637875,430.2125,162.76,,,,,,,,
0.00137,0.0012037,1.638425,430.295,162.96,,,,,,,,
0.00138,0.0012036,1.638925,430.3725,163.16,,,,,,,,
0.00139,0.0012034,1.639475,430.4475,163.37,,,,,,,,
0.0014,0.0012032,1.64,430.5275,163.57,,,,,,,,
0.00141,0.001203,1.6405,430.5975,163.78,,,,,,,,
0.00142,0.0012029,1.64105,430.675,163.98,,,,,,,,
0.00143,0.0012027,1.64155,430.7375,164.19,,,,,,,,
0.00144,0.0012025,1.642025,430.805,164.4,,,,,,,,
0.00145,0.0012023,1.642525,430.8675,164.6,,,,,,,,
0.00146,0.0012022,1.643,430.93,164.81,,,,,,,,
0.00147,0.001202,1.643425,430.985,165.02,,,,,,,,
0.00148,0.0012018,1.643875,431.04,165.23,,,,,,,,
0.00149,0.0012016,1.6443,431.09,165.44,,,,,,,,
0.0015,0.0012015,1.64475,431.135,165.65,,,,,,,,
0.00151,0.0012013,1.645125,431.18,165.86,,,,,,,,
0.00152,0.0012011,1.64555,431.2175,166.07,,,,,,,,
0.00153,0.0012009,1.6459,431.25,166.28,,,,,,,,
0.00154,0.0012007,1.646275,431.2825,166.49,,,,,,,,
0.00155,0.0012006,1.646625,431.3075,166.7,,,,,,,,
0.00156,0.0012004,1.646975,431.3325,166.91,,,,,,,,
0.00157,0.0012002,1.647275,431.3525,167.13,,,,,,,,
0.00158,0.0012,1.647575,431.365,167.34,,,,,,,,
0.00159,0.0011998,1.647875,431.38,167.55,,,,,,,,
0.0016,0.0011997,1.648175,431.385,167.77,,,,,,,,
0.00161,0.0011995,1.64845,431.39,167.98,,,,,,,,
0.00162,0.0011993,1.6487,431.3925,168.2,,,,,,,,
0.00163,0.0011991,1.648925,431.3875,168.41,,,,,,,,
0.00164,0.0011989,1.649175,431.38,168.63,,,,,,,,
0.00165,0.0011988,1.649375,431.375,168.85,,,,,,,,
0.00166,0.0011986,1.64955,431.3625,169.07,,,,,,,,
0.00167,0.0011984,1.64975,431.3475,169.28,,,,,,,,
0.00168,0.0011982,1.64995,431.33,169.5,,,,,,,,
0.00169,0.001198,1.65015,431.31,169.72,,,,,,,,
0.0017,0.0011978,1.6503,431.2875,169.94,,,,,,,,
0.00171,0.0011976,1.65045,431.265,170.16,,,,,,,,
0.00172,0.0011975,1.650625,431.2375,170.38,,,,,,,,
0.00173,0.0011973,1.650775,431.21,170.6,,,,,,,,
0.00174,0.0011971,1.650925,431.18,170.82,,,,,,,,
0.00175,0.0011969,1.651025,431.15,171.05,,,,,,,,
0.00176,0.0011967,1.6512,431.1175,171.27,,,,,,,,
0.00177,0.0011965,1.651325,431.0875,171.49,,,,,,,,
0.00178,0.0011963,1.651475,431.05,171.72,,,,,,,,
0.00179,0.0011961,1.6516,431.02,171.94,,,,,,,,
0.0018,0.001196,1.651725,430.985,172.16,,,,,,,,
0.00181,0.0011958,1.65185,430.95,172.39,,,,,,,,
0.00182,0.0011956,1.651975,430.9175,172.62,,,,,,,,
0.00183,0.0011954,1.6521,430.885,172.84,,,,,,,,
0.00184,0.0011952,1.652225,430.85,173.07,,,,,,,,
0.00185,0.001195,1.65235,430.815,173.3,,,,,,,,
0.00186,0.0011948,1.6525,430.7825,173.52,,,,,,,,
0.00187,0.0011946,1.652625,430.7525,173.75,,,,,,,,
0.00188,0.0011944,1.652775,430.7175,173.98,,,,,,,,
0.00189,0.0011942,1.65295,430.69,174.21,,,,,,,,
0.0019,0.001194,1.6531,430.6575,174.44,,,,,,,,
0.00191,0.0011939,1.65325,430.6325,174.67,,,,,,,,
0.00192,0.0011937,1.653425,430.605,174.9,,,,,,,,
0.00193,0.0011935,1.6536,430.5775,175.13,,,,,,,,
0.00194,0.0011933,1.653775,430.555,175.36,,,,,,,,
0.00195,0.0011931,1.653975,430.5375,175.6,,,,,,,,
0.00196,0.0011929,1.654125,430.5125,175.83,,,,,,,,
0.00197,0.0011927,1.654325,430.495,176.06,,,,,,,,
0.00198,0.0011925,1.654575,430.48,176.3,,,,,,,,
0.00199,0.0011923,1.654775,430.4625,176.53,,,,,,,,
0.002,0.0011921,1.655,430.45,176.76,,,,,,,,
0.00201,0.0011919,1.655225,430.4375,177,,,,,,,,
0.00202,0.0011917,1.65545,430.4275,177.24,,,,,,,,
0.00203,0.0011915,1.655675,430.4225,177.47,,,,,,,,
0.00204,0.0011913,1.65595,430.4175,177.71,,,,,,,,
0.00205,0.0011911,1.6562,430.4125,177.95,,,,,,,,
0.00206,0.0011909,1.656475,430.4075,178.18,,,,,,,,
0.00207,0.0011907,1.65675,430.405,178.42,,,,,,,,
0.00208,0.0011905,1.657,430.41,178.66,,,,,,,,
0.00209,0.0011903,1.6573,430.4075,178.9,,,,,,,,
0.0021,0.0011901,1.6576,430.4125,179.14,,,,,,,,
0.00211,0.0011899,1.657875,430.4175,179.38,,,,,,,,
0.00212,0.0011897,1.6582,430.4225,179.62,,,,,,,,
0.00213,0.0011895,1.658525,430.4325,179.86,,,,,,,,
0.00214,0.0011893,1.658825,430.4375,180.11,,,,,,,,
0.00215,0.0011891,1.65915,430.4475,180.35,,,,,,,,
0.00216,0.0011889,1.65945,430.455,180.59,,,,,,,,
0.00217,0.0011887,1.65975,430.465,180.83,,,,,,,,
0.00218,0.0011885,1.660075,430.4725,181.08,,,,,,,,
0.00219,0.0011883,1.6604,430.4825,181.32,,,,,,,,
0.0022,0.0011881,1.6607,430.4925,181.57,,,,,,,,
0.00221,0.0011879,1.661,430.505,181.81,,,,,,,,
0.00222,0.0011877,1.66135,430.51,182.06,,,,,,,,
0.00223,0.0011875,1.661675,430.52,182.31,,,,,,,,
0.00224,0.0011873,1.662,430.5275,182.55,,,,,,,,
0.00225,0.0011871,1.6623,430.5325,182.8,,,,,,,,
0.00226,0.0011869,1.6626,430.535,183.05,,,,,,,,
0.00227,0.0011867,1.662925,430.54,183.3,,,,,,,,
0.00228,0.0011864,1.663225,430.545,183.55,,,,,,,,
0.00229,0.0011862,1.663525,430.55,183.8,,,,,,,,
0.0023,0.001186,1.6638,430.5475,184.05,,,,,,,,
0.00231,0.0011858,1.6641,430.5425,184.3,,,,,,,,
0.00232,0.0011856,1.664375,430.54,184.55,,,,,,,,
0.00233,0.0011854,1.66465,430.5325,184.8,,,,,,,,
0.00234,0.0011852,1.6649,430.53,185.05,,,,,,,,
0.00235,0.001185,1.665175,430.5225,185.3,,,,,,,,
0.00236,0.0011848,1.6654,430.5075,185.56,,,,,,,,
0.00237,0.0011846,1.66565,430.4975,185.81,,,,,,,,
0.00238,0.0011844,1.6659,430.4825,186.07,,,,,,,,
0.00239,0.0011841,1.666125,430.465,186.32,,,,,,,,
0.0024,0.0011839,1.66635,430.445,186.58,,,,,,,,
0.00241,0.0011837,1.666575,430.4275,186.83,,,,,,,,
0.00242,0.0011835,1.6668,430.405,187.09,,,,,,,,
0.00243,0.0011833,1.667,430.3825,187.34,,,,,,,,
0.00244,0.0011831,1.6672,430.3575,187.6,,,,,,,,
0.00245,0.0011829,1.6674,430.3325,187.86,,,,,,,,
0.00246,0.0011827,1.6676,430.305,188.12,,,,,,,,
0.00247,0.0011824,1.667775,430.28,188.38,,,,,,,,
0.00248,0.0011822,1.668,430.2525,188.64,,,,,,,,
0.00249,0.001182,1.668175,430.2225,188.9,,,,,,,,
0.0025,0.0011818,1.668375,430.195,189.16,,,,,,,,
0.00251,0.0011816,1.66855,430.1675,189.42,,,,,,,,
0.00252,0.0011814,1.66875,430.1375,189.68,,,,,,,,
0.00253,0.0011812,1.668975,430.11,189.94,,,,,,,,
0.00254,0.0011809,1.66915,430.0825,190.2,,,,,,,,
0.00255,0.0011807,1.66935,430.0575,190.47,,,,,,,,
0.00256,0.0011805,1.66955,430.0325,190.73,,,,,,,,
0.00257,0.0011803,1.669775,430.0075,191,,,,,,,,
0.00258,0.0011801,1.670025,429.985,191.26,,,,,,,,
0.00259,0.0011799,1.67025,429.965,191.53,,,,,,,,
0.0026,0.0011796,1.670475,429.9475,191.79,,,,,,,,
0.00261,0.0011794,1.6707,429.93,192.06,,,,,,,,
0.00262,0.0011792,1.67095,429.9175,192.32,,,,,,,,
0.00263,0.001179,1.67125,429.905,192.59,,,,,,,,
0.00264,0.0011788,1.6715,429.9,192.86,,,,,,,,
0.00265,0.0011785,1.671825,429.8925,193.13,,,,,,,,
0.00266,0.0011783,1.6721,429.8925,193.4,,,,,,,,
0.00267,0.0011781,1.672425,429.8925,193.67,,,,,,,,
0.00268,0.0011779,1.672775,429.8975,193.94,,,,,,,,
0.00269,0.0011777,1.6731,429.9075,194.21,,,,,,,,
0.0027,0.0011774,1.673475,429.9175,194.48,,,,,,,,
0.00271,0.0011772,1.673825,429.93,194.75,,,,,,,,
0.00272,0.001177,1.6742,429.9475,195.02,,,,,,,,
0.00273,0.0011768,1.674625,429.97,195.29,,,,,,,,
0.00274,0.0011765,1.675025,429.9925,195.57,,,,,,,,
0.00275,0.0011763,1.675475,430.02,195.84,,,,,,,,
0.00276,0.0011761,1.6759,430.05,196.11,,,,,,,,
0.00277,0.0011759,1.67635,430.0825,196.39,,,,,,,,
0.00278,0.0011756,1.6768,430.1225,196.66,,,,,,,,
0.00279,0.0011754,1.677275,430.16,196.94,,,,,,,,
0.0028,0.0011752,1.677775,430.205,197.21,,,,,,,,
0.00281,0.001175,1.678275,430.2475,197.49,,,,,,,,
0.00282,0.0011747,1.6788,430.2975,197.77,,,,,,,,
0.00283,0.0011745,1.6793,430.345,198.05,,,,,,,,
0.00284,0.0011743,1.679825,430.4,198.32,,,,,,,,
0.00285,0.0011741,1.68035,430.4525,198.6,,,,,,,,
0.00286,0.0011738,1.680925,430.5075,198.88,,,,,,,,
0.00287,0.0011736,1.681475,430.565,199.16,,,,,,,,
0.00288,0.0011734,1.68205,430.625,199.44,,,,,,,,
0.00289,0.0011731,1.682575,430.685,199.72,,,,,,,,
0.0029,0.0011729,1.68315,430.7475,200,,,,,,,,
0.00291,0.0011727,1.683725,430.81,200.29,,,,,,,,
0.00292,0.0011725,1.684275,430.8725,200.57,,,,,,,,
0.00293,0.0011722,1.684875,430.935,200.85,,,,,,,,
0.00294,0.001172,1.685475,430.9975,201.13,,,,,,,,
0.00295,0.0011718,1.68605,431.0625,201.42,,,,,,,,
0.00296,0.0011715,1.686625,431.125,201.7,,,,,,,,
0.00297,0.0011713,1.6872,431.1875,201.99,,,,,,,,
0.00298,0.0011711,1.687775,431.2525,202.27,,,,,,,,
0.00299,0.0011708,1.688375,431.315,202.56,,,,,,,,
0.003,0.0011706,1.68895,431.375,202.84,,,,,,,,
0.00301,0.0011704,1.689525,431.4375,203.13,,,,,,,,
0.00302,0.0011701,1.690075,431.5,203.42,,,,,,,,
0.00303,0.0011699,1.690675,431.56,203.71,,,,,,,,
0.00304,0.0011697,1.69125,431.615,204,,,,,,,,
0.00305,0.0011694,1.691775,431.675,204.28,,,,,,,,
0.00306,0.0011692,1.692375,431.73,204.57,,,,,,,,
0.00307,0.001169,1.692925,431.785,204.86,,,,,,,,
0.00308,0.0011687,1.69345,431.8375,205.15,,,,,,,,
0.00309,0.0011685,1.694,431.8925,205.45,,,,,,,,
0.0031,0.0011683,1.69455,431.945,205.74,,,,,,,,
0.00311,0.001168,1.6951,431.9925,206.03,,,,,,,,
0.00312,0.0011678,1.69565,432.04,206.32,,,,,,,,
0.00313,0.0011675,1.6962,432.0925,206.62,,,,,,,,
0.00314,0.0011673,1.696675,432.135,206.91,,,,,,,,
0.00315,0.0011671,1.697225,432.1825,207.2,,,,,,,,
0.00316,0.0011668,1.69775,432.23,207.5,,,,,,,,
0.00317,0.0011666,1.698275,432.2725,207.79,,,,,,,,
0.00318,0.0011664,1.6988,432.3175,208.09,,,,,,,,
0.00319,0.0011661,1.699325,432.36,208.39,,,,,,,,
0.0032,0.0011659,1.699825,432.4025,208.68,,,,,,,,
0.00321,0.0011656,1.70035,432.445,208.98,,,,,,,,
0.00322,0.0011654,1.700875,432.4875,209.28,,,,,,,,
0.00323,0.0011652,1.7014,432.53,209.58,,,,,,,,
0.00324,0.0011649,1.7019,432.5725,209.88,,,,,,,,
0.00325,0.0011647,1.702425,432.6125,210.17,,,,,,,,
0.00326,0.0011644,1.70295,432.6525,210.47,,,,,,,,
0.00327,0.0011642,1.70345,432.695,210.78,,,,,,,,
0.00328,0.0011639,1.703975,432.7425,211.08,,,,,,,,
0.00329,0.0011637,1.704525,432.7875,211.38,,,,,,,,
0.0033,0.0011635,1.70505,432.83,211.68,,,,,,,,
0.00331,0.0011632,1.7056,432.8775,211.98,,,,,,,,
0.00332,0.001163,1.706125,432.925,212.29,,,,,,,,
0.00333,0.0011627,1.7067,432.9725,212.59,,,,,,,,
0.00334,0.0011625,1.707225,433.0225,212.89,,,,,,,,
0.00335,0.0011622,1.7078,433.075,213.2,,,,,,,,
0.00336,0.001162,1.70835,433.1275,213.5,,,,,,,,
0.00337,0.0011617,1.70895,433.18,213.81,,,,,,,,
0.00338,0.0011615,1.709525,433.235,214.12,,,,,,,,
0.00339,0.0011613,1.7101,433.29,214.42,,,,,,,,
0.0034,0.001161,1.7107,433.35,214.73,,,,,,,,
0.00341,0.0011608,1.7113,433.415,215.04,,,,,,,,
0.00342,0.0011605,1.711925,433.4725,215.35,,,,,,,,
0.00343,0.0011603,1.71255,433.5375,215.66,,,,,,,,
0.00344,0.00116,1.713175,433.6025,215.97,,,,,,,,
0.00345,0.0011598,1.713825,433.6725,216.28,,,,,,,,
0.00346,0.0011595,1.71445,433.74,216.59,,,,,,,,
0.00347,0.0011593,1.7151,433.815,216.9,,,,,,,,
0.00348,0.001159,1.71575,433.885,217.21,,,,,,,,
0.00349,0.0011588,1.716425,433.965,217.52,,,,,,,,
0.0035,0.0011585,1.7171,434.0375,217.83,,,,,,,,
0.00351,0.0011583,1.7178,434.1175,218.15,,,,,,,,
0.00352,0.001158,1.718475,434.195,218.46,,,,,,,,
0.00353,0.0011578,1.71915,434.2775,218.78,,,,,,,,
0.00354,0.0011575,1.71985,434.3625,219.09,,,,,,,,
0.00355,0.0011573,1.72055,434.445,219.41,,,,,,,,
0.00356,0.001157,1.7213,434.5325,219.72,,,,,,,,
0.00357,0.0011568,1.722,434.615,220.04,,,,,,,,
0.00358,0.0011565,1.72275,434.7025,220.35,,,,,,,,
0.00359,0.0011563,1.72345,434.79,220.67,,,,,,,,
0.0036,0.001156,1.7242,434.88,220.99,,,,,,,,
0.00361,0.0011557,1.724925,434.9725,221.31,,,,,,,,
0.00362,0.0011555,1.725675,435.06,221.63,,,,,,,,
0.00363,0.0011552,1.726425,435.1525,221.95,,,,,,,,
0.00364,0.001155,1.727175,435.25,222.27,,,,,,,,
0.00365,0.0011547,1.727925,435.34,222.59,,,,,,,,
0.00366,0.0011545,1.728675,435.4325,222.91,,,,,,,,
0.00367,0.0011542,1.729425,435.53,223.23,,,,,,,,
0.00368,0.001154,1.7302,435.625,223.55,,,,,,,,
0.00369,0.0011537,1.73095,435.72,223.88,,,,,,,,
0.0037,0.0011534,1.731725,435.8175,224.2,,,,,,,,
0.00371,0.0011532,1.732525,435.9125,224.52,,,,,,,,
0.00372,0.0011529,1.7333,436.01,224.85,,,,,,,,
0.00373,0.0011527,1.73405,436.11,225.17,,,,,,,,
0.00374,0.0011524,1.734825,436.2075,225.5,,,,,,,,
0.00375,0.0011522,1.73565,436.31,225.82,,,,,,,,
0.00376,0.0011519,1.73645,436.4075,226.15,,,,,,,,
0.00377,0.0011516,1.7372,436.5125,226.48,,,,,,,,
0.00378,0.0011514,1.738025,436.615,226.8,,,,,,,,
0.00379,0.0011511,1.738825,436.7175,227.13,,,,,,,,
0.0038,0.0011509,1.739625,436.82,227.46,,,,,,,,
0.00381,0.0011506,1.74045,436.925,227.79,,,,,,,,
0.00382,0.0011503,1.741275,437.0325,228.12,,,,,,,,
0.00383,0.0011501,1.7421,437.14,228.45,,,,,,,,
0.00384,0.0011498,1.742925,437.25,228.78,,,,,,,,
0.00385,0.0011496,1.743775,437.36,229.11,,,,,,,,
0.00386,0.0011493,1.744625,437.4675,229.44,,,,,,,,
0.00387,0.001149,1.74545,437.5825,229.78,,,,,,,,
0.00388,0.0011488,1.74635,437.6925,230.11,,,,,,,,
0.00389,0.0011485,1.74715,437.8075,230.44,,,,,,,,
0.0039,0.0011482,1.74805,437.9225,230.78,,,,,,,,
0.00391,0.001148,1.7489,438.0425,231.11,,,,,,,,
0.00392,0.0011477,1.74975,438.1575,231.45,,,,,,,,
0.00393,0.0011474,1.75065,438.2775,231.78,,,,,,,,
0.00394,0.0011472,1.751525,438.3975,232.12,,,,,,,,
0.00395,0.0011469,1.75245,438.5175,232.45,,,,,,,,
0.00396,0.0011466,1.7533,438.6375,232.79,,,,,,,,
0.00397,0.0011464,1.7542,438.76,233.13,,,,,,,,
0.00398,0.0011461,1.7551,438.8825,233.47,,,,,,,,
0.00399,0.0011458,1.756,439.0025,233.81,,,,,,,,
0.004,0.0011456,1.756875,439.1225,234.14,,,,,,,,
0.00401,0.0011453,1.7578,439.2475,234.48,,,,,,,,
0.00402,0.001145,1.7587,439.3725,234.82,,,,,,,,
0.00403,0.0011448,1.7596,439.4925,235.17,,,,,,,,
0.00404,0.0011445,1.7605,439.615,235.51,,,,,,,,
0.00405,0.0011442,1.761425,439.735,235.85,,,,,,,,
0.00406,0.001144,1.7623,439.8575,236.19,,,,,,,,
0.00407,0.0011437,1.763225,439.9775,236.53,,,,,,,,
0.00408,0.0011434,1.7641,440.0975,236.88,,,,,,,,
0.00409,0.0011432,1.765025,440.215,237.22,,,,,,,,
0.0041,0.0011429,1.7659,440.3325,237.57,,,,,,,,
0.00411,0.0011426,1.76675,440.4475,237.91,,,,,,,,
0.00412,0.0011424,1.76765,440.5625,238.26,,,,,,,,
0.00413,0.0011421,1.768525,440.6725,238.6,,,,,,,,
0.00414,0.0011418,1.7694,440.7825,238.95,,,,,,,,
0.00415,0.0011415,1.770225,440.89,239.3,,,,,,,,
0.00416,0.0011413,1.7711,440.9975,239.65,,,,,,,,
0.00417,0.001141,1.771925,441.1,239.99,,,,,,,,
0.00418,0.0011407,1.77275,441.2,240.34,,,,,,,,
0.00419,0.0011404,1.773575,441.3025,240.69,,,,,,,,
0.0042,0.0011402,1.7744,441.4,241.04,,,,,,,,
0.00421,0.0011399,1.7752,441.4925,241.39,,,,,,,,
0.00422,0.0011396,1.776,441.585,241.75,,,,,,,,
0.00423,0.0011393,1.776775,441.6725,242.1,,,,,,,,
0.00424,0.0011391,1.77755,441.76,242.45,,,,,,,,
0.00425,0.0011388,1.77835,441.8425,242.8,,,,,,,,
0.00426,0.0011385,1.7791,441.9225,243.16,,,,,,,,
0.00427,0.0011382,1.779825,441.9975,243.51,,,,,,,,
0.00428,0.001138,1.78055,442.075,243.86,,,,,,,,
0.00429,0.0011377,1.7813,442.1525,244.22,,,,,,,,
