t [s],Vol [m3],P [bar],T [K],Q loss [W]
0.00041,0.0012189,1.59696,419.208,111.375
0.00042,0.0012188,1.59698,419.176,111.5127
0.00043,0.0012187,1.59704,419.136,111.6423
0.00044,0.0012185,1.59706,419.098,111.78
0.00045,0.0012184,1.59708,419.058,111.9177
0.00046,0.0012183,1.59712,419.022,112.0554
0.00047,0.0012181,1.59714,418.98,112.1931
0.00048,0.001218,1.5972,418.942,112.3308
0.00049,0.0012178,1.59722,418.904,112.4685
0.0005,0.0012177,1.5973,418.874,112.6062
0.00051,0.0012176,1.59738,418.842,112.752
0.00052,0.0012174,1.59744,418.818,112.8897
0.00053,0.0012173,1.59758,418.796,113.0274
0.00054,0.0012171,1.59766,418.776,113.1732
0.00055,0.001217,1.59782,418.764,113.3109
0.00056,0.0012169,1.59798,418.756,113.4567
0.00057,0.0012167,1.59814,418.752,113.5944
0.00058,0.0012166,1.59834,418.756,113.7402
0.00059,0.0012164,1.59858,418.764,113.886
0.0006,0.0012163,1.59882,418.78,114.0237
0.00061,0.0012161,1.59906,418.798,114.1695
0.00062,0.001216,1.59936,418.82,114.3153
0.00063,0.0012158,1.59964,418.848,114.4611
0.00064,0.0012157,1.59994,418.882,114.6069
0.00065,0.0012156,1.60028,418.912,114.7527
0.00066,0.0012154,1.60062,418.954,114.8985
0.00067,0.0012153,1.60096,418.992,115.0443
0.00068,0.0012151,1.6013,419.032,115.1901
0.00069,0.001215,1.60166,419.076,115.3359
0.0007,0.0012148,1.602,419.118,115.4817
0.00071,0.0012147,1.60238,419.158,115.6356
0.00072,0.0012145,1.60274,419.198,115.7814
0.00073,0.0012144,1.60306,419.236,115.9272
0.00074,0.0012142,1.6034,419.274,116.0811
0.00075,0.0012141,1.60372,419.306,116.2269
0.00076,0.0012139,1.60402,419.336,116.3808
0.00077,0.0012138,1.60432,419.36,116.5266
0.00078,0.0012136,1.60458,419.378,116.6805
0.00079,0.0012135,1.60486,419.392,116.8344
0.0008,0.0012133,1.60508,419.402,116.9802
0.00081,0.0012132,1.60532,419.408,117.1341
0.00082,0.001213,1.6055,419.408,117.288
0.00083,0.0012129,1.60572,419.402,117.4419
0.00084,0.0012127,1.60584,419.394,117.5958
0.00085,0.0012126,1.606,419.38,117.7497
0.00086,0.0012124,1.60616,419.362,117.9036
0.00087,0.0012123,1.60628,419.346,118.0575
0.00088,0.0012121,1.6064,419.324,118.2114
0.00089,0.0012119,1.6065,419.302,118.3653
0.0009,0.0012118,1.60662,419.28,118.5192
0.00091,0.0012116,1.60674,419.256,118.6812
0.00092,0.0012115,1.6069,419.234,118.8351
0.00093,0.0012113,1.607,419.216,118.989
0.00094,0.0012112,1.60716,419.198,119.151
0.00095,0.001211,1.60732,419.186,119.3049
0.00096,0.0012109,1.60748,419.178,119.4669
0.00097,0.0012107,1.60768,419.172,119.6208
0.00098,0.0012105,1.6079,419.172,119.7828
0.00099,0.0012104,1.60812,419.178,119.9367
0.001,0.0012102,1.60834,419.186,120.0987
0.00101,0.0012101,1.60862,419.198,120.2607
0.00102,0.0012099,1.60892,419.216,120.4227
0.00103,0.0012097,1.60918,419.24,120.5847
0.00104,0.0012096,1.60952,419.268,120.7467
0.00105,0.0012094,1.60986,419.3,120.9087
0.00106,0.0012093,1.6102,419.33,121.0707
0.00107,0.0012091,1.61056,419.368,121.2327
0.00108,0.0012089,1.61092,419.406,121.3947
0.00109,0.0012088,1.61126,419.446,121.5567
0.0011,0.0012086,1.61164,419.484,121.7187
0.00111,0.0012085,1.61202,419.524,121.8807
0.00112,0.0012083,1.61236,419.56,122.0508
0.00113,0.0012081,1.61276,419.598,122.2128
0.00114,0.001208,1.6131,419.632,122.3829
0.00115,0.0012078,1.61342,419.664,122.5449
0.00116,0.0012076,1.61376,419.694,122.715
0.00117,0.0012075,1.61408,419.726,122.877
0.00118,0.0012073,1.61442,419.748,123.0471
0.00119,0.0012071,1.61472,419.776,123.2172
0.0012,0.001207,1.61504,419.796,123.3792
0.00121,0.0012068,1.6153,419.814,123.5493
0.00122,0.0012066,1.6156,419.83,123.7194
0.00123,0.0012065,1.6159,419.85,123.8895
0.00124,0.0012063,1.61618,419.864,124.0596
0.00125,0.0012061,1.61646,419.876,124.2297
0.00126,0.001206,1.61676,419.892,124.3998
0.00127,0.0012058,1.61704,419.908,124.5699
0.00128,0.0012056,1.61734,419.924,124.74
0.00129,0.0012055,1.61764,419.938,124.9182
0.0013,0.0012053,1.6179,419.956,125.0883
0.00131,0.0012051,1.6182,419.974,125.2584
0.00132,0.001205,1.6185,419.992,125.4366
0.00133,0.0012048,1.6188,420.01,125.6067
0.00134,0.0012046,1.61912,420.032,125.7849
0.00135,0.0012044,1.6194,420.05,125.955
0.00136,0.0012043,1.61974,420.068,126.1332
0.00137,0.0012041,1.62,420.086,126.3033
0.00138,0.0012039,1.6203,420.102,126.4815
0.00139,0.0012038,1.6206,420.116,126.6597
0.0014,0.0012036,1.62084,420.126,126.8379
0.00141,0.0012034,1.62112,420.132,127.0161
0.00142,0.0012032,1.62138,420.136,127.1862
0.00143,0.0012031,1.6216,420.134,127.3644
0.00144,0.0012029,1.62182,420.128,127.5426
0.00145,0.0012027,1.62202,420.116,127.7208
0.00146,0.0012025,1.62218,420.1,127.9071
0.00147,0.0012024,1.62232,420.08,128.0853
0.00148,0.0012022,1.62246,420.056,128.2635
0.00149,0.001202,1.62262,420.026,128.4417
0.0015,0.0012018,1.62272,419.99,128.628
0.00151,0.0012016,1.6228,419.954,128.8062
0.00152,0.0012015,1.62286,419.914,128.9844
0.00153,0.0012013,1.62298,419.876,129.1707
0.00154,0.0012011,1.62306,419.834,129.3489
0.00155,0.0012009,1.62316,419.796,129.5352
0.00156,0.0012008,1.62324,419.76,129.7215
0.00157,0.0012006,1.62336,419.73,129.8997
0.00158,0.0012004,1.62354,419.704,130.086
0.00159,0.0012002,1.6237,419.686,130.2723
0.0016,0.0012,1.6239,419.674,130.4586
0.00161,0.0011999,1.62414,419.672,130.6449
0.00162,0.0011997,1.6244,419.676,130.8312
0.00163,0.0011995,1.6247,419.694,131.0175
0.00164,0.0011993,1.62508,419.722,131.2038
0.00165,0.0011991,1.62546,419.758,131.3901
0.00166,0.0011989,1.6259,419.812,131.5764
0.00167,0.0011988,1.62638,419.872,131.7627
0.00168,0.0011986,1.62694,419.948,131.9571
0.00169,0.0011984,1.6275,420.03,132.1434
0.0017,0.0011982,1.62812,420.12,132.3297
0.00171,0.001198,1.62876,420.22,132.5241
0.00172,0.0011978,1.62942,420.326,132.7104
0.00173,0.0011977,1.63012,420.44,132.9048
0.00174,0.0011975,1.6308,420.56,133.0911
0.00175,0.0011973,1.63154,420.678,133.2855
0.00176,0.0011971,1.63226,420.802,133.4799
0.00177,0.0011969,1.63302,420.92,133.6743
0.00178,0.0011967,1.63372,421.042,133.8606
0.00179,0.0011965,1.63442,421.16,134.055
0.0018,0.0011963,1.63514,421.276,134.2494
0.00181,0.0011962,1.63584,421.388,134.4438
0.00182,0.001196,1.63654,421.498,134.6382
0.00183,0.0011958,1.63718,421.598,134.8326
0.00184,0.0011956,1.6378,421.696,135.027
0.00185,0.0011954,1.63842,421.79,135.2295
0.00186,0.0011952,1.63904,421.876,135.4239
0.00187,0.001195,1.63962,421.962,135.6183
0.00188,0.0011948,1.6402,422.044,135.8127
0.00189,0.0011946,1.64078,422.12,136.0152
0.0019,0.0011944,1.64132,422.196,136.2096
0.00191,0.0011942,1.64188,422.272,136.4121
0.00192,0.0011941,1.64246,422.348,136.6065
0.00193,0.0011939,1.64304,422.428,136.809
0.00194,0.0011937,1.64364,422.508,137.0115
0.00195,0.0011935,1.6442,422.592,137.2059
0.00196,0.0011933,1.6448,422.68,137.4084
0.00197,0.0011931,1.64544,422.768,137.6109
0.00198,0.0011929,1.64608,422.866,137.8134
0.00199,0.0011927,1.64676,422.966,138.0159
0.002,0.0011925,1.64742,423.074,138.2184
0.00201,0.0011923,1.64814,423.184,138.4209
0.00202,0.0011921,1.64884,423.296,138.6234
0.00203,0.0011919,1.64958,423.412,138.8259
0.00204,0.0011917,1.65028,423.528,139.0284
0.00205,0.0011915,1.65104,423.644,139.239
0.00206,0.0011913,1.65174,423.76,139.4415
0.00207,0.0011911,1.65248,423.874,139.644
0.00208,0.0011909,1.65318,423.982,139.8546
0.00209,0.0011907,1.65386,424.084,140.0571
0.0021,0.0011905,1.6545,424.178,140.2677
0.00211,0.0011903,1.65512,424.266,140.4702
0.00212,0.0011901,1.65568,424.342,140.6808
0.00213,0.0011899,1.65622,424.406,140.8914
0.00214,0.0011897,1.6567,424.46,141.102
0.00215,0.0011895,1.65712,424.5,141.3045
0.00216,0.0011893,1.65752,424.53,141.5151
0.00217,0.0011891,1.6579,424.544,141.7257
0.00218,0.0011889,1.65816,424.544,141.9363
0.00219,0.0011887,1.65842,424.538,142.1469
0.0022,0.0011885,1.65862,424.518,142.3575
0.00221,0.0011883,1.65876,424.486,142.5681
0.00222,0.0011881,1.65888,424.446,142.7868
0.00223,0.0011879,1.65902,424.402,142.9974
0.00224,0.0011877,1.65912,424.35,143.208
0.00225,0.0011875,1.65918,424.298,143.4267
0.00226,0.0011873,1.65924,424.242,143.6373
0.00227,0.0011871,1.65932,424.19,143.856
0.00228,0.0011869,1.65942,424.138,144.0666
0.00229,0.0011867,1.65952,424.092,144.2853
0.0023,0.0011865,1.65966,424.052,144.4959
0.00231,0.0011862,1.6598,424.02,144.7146
0.00232,0.001186,1.66002,424,144.9333
0.00233,0.0011858,1.66028,423.99,145.1439
0.00234,0.0011856,1.66056,423.992,145.3626
0.00235,0.0011854,1.66092,424.006,145.5813
0.00236,0.0011852,1.66132,424.032,145.8
0.00237,0.001185,1.6618,424.072,146.0187
0.00238,0.0011848,1.66226,424.124,146.2374
0.00239,0.0011846,1.66282,424.19,146.4561
0.0024,0.0011844,1.66342,424.266,146.6829
0.00241,0.0011842,1.66406,424.354,146.9016
0.00242,0.0011839,1.66476,424.452,147.1203
0.00243,0.0011837,1.66546,424.558,147.339
0.00244,0.0011835,1.6662,424.672,147.5658
0.00245,0.0011833,1.66696,424.788,147.7845
0.00246,0.0011831,1.66772,424.908,148.0113
0.00247,0.0011829,1.66852,425.032,148.23
0.00248,0.0011827,1.66932,425.158,148.4568
0.00249,0.0011825,1.67008,425.282,148.6836
0.0025,0.0011822,1.67088,425.402,148.9023
0.00251,0.001182,1.67166,425.522,149.1291
0.00252,0.0011818,1.6724,425.632,149.3559
0.00253,0.0011816,1.67312,425.74,149.5827
0.00254,0.0011814,1.6738,425.842,149.8095
0.00255,0.0011812,1.6745,425.936,150.0363
0.00256,0.001181,1.67514,426.02,150.2631
0.00257,0.0011807,1.67576,426.102,150.4899
0.00258,0.0011805,1.67636,426.172,150.7167
0.00259,0.0011803,1.6769,426.234,150.9435
0.0026,0.0011801,1.67742,426.292,151.1784
0.00261,0.0011799,1.67794,426.34,151.4052
0.00262,0.0011796,1.67844,426.382,151.632
0.00263,0.0011794,1.6789,426.418,151.8669
0.00264,0.0011792,1.6793,426.448,152.0937
0.00265,0.001179,1.67972,426.476,152.3286
0.00266,0.0011788,1.6801,426.496,152.5554
0.00267,0.0011786,1.68052,426.516,152.7903
0.00268,0.0011783,1.68092,426.532,153.0252
0.00269,0.0011781,1.68128,426.548,153.2601
0.0027,0.0011779,1.68164,426.564,153.4869
0.00271,0.0011777,1.68202,426.58,153.7218
0.00272,0.0011774,1.6824,426.594,153.9567
0.00273,0.0011772,1.6828,426.612,154.1916
0.00274,0.001177,1.6832,426.628,154.4265
0.00275,0.0011768,1.68358,426.65,154.6614
0.00276,0.0011766,1.68398,426.67,154.9044
0.00277,0.0011763,1.6844,426.696,155.1393
0.00278,0.0011761,1.68484,426.722,155.3742
0.00279,0.0011759,1.68528,426.75,155.6091
0.0028,0.0011757,1.6857,426.782,155.8521
0.00281,0.0011754,1.68616,426.816,156.087
0.00282,0.0011752,1.68662,426.848,156.33
0.00283,0.001175,1.6871,426.886,156.5649
0.00284,0.0011748,1.68756,426.92,156.8079
0.00285,0.0011745,1.68802,426.958,157.0509
0.00286,0.0011743,1.6885,426.992,157.2858
0.00287,0.0011741,1.68894,427.03,157.5288
0.00288,0.0011738,1.6894,427.062,157.7718
0.00289,0.0011736,1.68988,427.094,158.0148
0.0029,0.0011734,1.69032,427.12,158.2578
0.00291,0.0011732,1.69072,427.144,158.5008
0.00292,0.0011729,1.69116,427.166,158.7438
0.00293,0.0011727,1.69154,427.182,158.9868
0.00294,0.0011725,1.69192,427.192,159.2298
0.00295,0.0011722,1.69228,427.198,159.4728
0.00296,0.001172,1.69258,427.196,159.7158
0.00297,0.0011718,1.6929,427.19,159.9588
0.00298,0.0011715,1.69318,427.178,160.2099
0.00299,0.0011713,1.69344,427.162,160.4529
0.003,0.0011711,1.6937,427.136,160.704
0.00301,0.0011709,1.6939,427.106,160.947
0.00302,0.0011706,1.69408,427.07,161.1981
0.00303,0.0011704,1.6943,427.034,161.4411
0.00304,0.0011702,1.69444,426.992,161.6922
0.00305,0.0011699,1.6946,426.942,161.9433
0.00306,0.0011697,1.69472,426.896,162.1863
0.00307,0.0011695,1.6949,426.846,162.4374
0.00308,0.0011692,1.69502,426.796,162.6885
0.00309,0.001169,1.69518,426.748,162.9396
0.0031,0.0011687,1.6953,426.698,163.1907
0.00311,0.0011685,1.69548,426.65,163.4418
0.00312,0.0011683,1.69566,426.608,163.6929
0.00313,0.001168,1.69584,426.57,163.944
0.00314,0.0011678,1.69604,426.534,164.2032
0.00315,0.0011676,1.69626,426.506,164.4543
0.00316,0.0011673,1.6965,426.484,164.7054
0.00317,0.0011671,1.69682,426.47,164.9646
0.00318,0.0011669,1.6971,426.458,165.2157
0.00319,0.0011666,1.69744,426.456,165.4749
0.0032,0.0011664,1.6978,426.458,165.726
0.00321,0.0011661,1.6982,426.47,165.9852
0.00322,0.0011659,1.6986,426.484,166.2363
0.00323,0.0011657,1.69906,426.506,166.4955
0.00324,0.0011654,1.6995,426.532,166.7547
0.00325,0.0011652,1.69996,426.564,167.0139
0.00326,0.0011649,1.70042,426.598,167.2731
0.00327,0.0011647,1.70096,426.634,167.5323
0.00328,0.0011645,1.70144,426.668,167.7915
0.00329,0.0011642,1.70194,426.706,168.0507
0.0033,0.001164,1.70246,426.742,168.3099
0.00331,0.0011637,1.70292,426.774,168.5691
0.00332,0.0011635,1.70342,426.81,168.8283
0.00333,0.0011632,1.7039,426.84,169.0956
0.00334,0.001163,1.70436,426.864,169.3548
0.00335,0.0011628,1.70478,426.884,169.614
0.00336,0.0011625,1.70522,426.898,169.8813
0.00337,0.0011623,1.7056,426.91,170.1405
0.00338,0.001162,1.70598,426.914,170.4078
0.00339,0.0011618,1.70636,426.914,170.6751
0.0034,0.0011615,1.7067,426.908,170.9343
0.00341,0.0011613,1.707,426.9,171.2016
0.00342,0.001161,1.70732,426.884,171.4689
0.00343,0.0011608,1.7076,426.87,171.7362
0.00344,0.0011605,1.70788,426.848,172.0035
0.00345,0.0011603,1.70816,426.83,172.2708
0.00346,0.0011601,1.70846,426.806,172.5381
0.00347,0.0011598,1.70876,426.788,172.8054
0.00348,0.0011596,1.70904,426.766,173.0727
0.00349,0.0011593,1.70934,426.75,173.34
0.0035,0.0011591,1.70962,426.738,173.6073
0.00351,0.0011588,1.70994,426.726,173.8827
0.00352,0.0011586,1.7103,426.72,174.15
0.00353,0.0011583,1.71066,426.722,174.4173
0.00354,0.0011581,1.71108,426.728,174.6927
0.00355,0.0011578,1.71146,426.738,174.96
0.00356,0.0011576,1.71194,426.754,175.2354
0.00357,0.0011573,1.7124,426.782,175.5108
0.00358,0.0011571,1.71288,426.81,175.7781
0.00359,0.0011568,1.7134,426.844,176.0535
0.0036,0.0011565,1.71392,426.884,176.3289
0.00361,0.0011563,1.71446,426.924,176.6043
0.00362,0.001156,1.71504,426.97,176.8797
0.00363,0.0011558,1.71558,427.018,177.1551
0.00364,0.0011555,1.71618,427.064,177.4305
0.00365,0.0011553,1.71674,427.112,177.7059
0.00366,0.001155,1.7173,427.156,177.9813
0.00367,0.0011548,1.71786,427.2,178.2567
0.00368,0.0011545,1.71838,427.242,178.5402
0.00369,0.0011543,1.71892,427.274,178.8156
0.0037,0.001154,1.7194,427.308,179.091
0.00371,0.0011537,1.7199,427.328,179.3745
0.00372,0.0011535,1.72034,427.348,179.6499
0.00373,0.0011532,1.72076,427.36,179.9334
0.00374,0.001153,1.72114,427.366,180.2169
0.00375,0.0011527,1.72156,427.362,180.4923
0.00376,0.0011525,1.7219,427.356,180.7758
0.00377,0.0011522,1.72222,427.344,181.0593
0.00378,0.0011519,1.72258,427.324,181.3428
0.00379,0.0011517,1.72284,427.304,181.6182
0.0038,0.0011514,1.72316,427.278,181.9017
0.00381,0.0011512,1.72344,427.256,182.1852
0.00382,0.0011509,1.72374,427.23,182.4768
0.00383,0.0011506,1.72402,427.204,182.7603
0.00384,0.0011504,1.72432,427.182,183.0438
0.00385,0.0011501,1.72464,427.164,183.3273
0.00386,0.0011499,1.72496,427.154,183.6108
0.00387,0.0011496,1.72532,427.144,183.9024
0.00388,0.0011493,1.72572,427.146,184.1859
0.00389,0.0011491,1.72616,427.154,184.4775
0.0039,0.0011488,1.7266,427.17,184.761
0.00391,0.0011486,1.7271,427.196,185.0526
0.00392,0.0011483,1.72764,427.226,185.3442
0.00393,0.001148,1.7282,427.27,185.6277
0.00394,0.0011478,1.7288,427.316,185.9193
0.00395,0.0011475,1.72942,427.372,186.2109
0.00396,0.0011472,1.73006,427.434,186.5025
0.00397,0.001147,1.73076,427.498,186.7941
0.00398,0.0011467,1.7314,427.568,187.0857
0.00399,0.0011464,1.7321,427.638,187.3773
0.004,0.0011462,1.73276,427.704,187.6689
0.00401,0.0011459,1.73344,427.77,187.9605
0.00402,0.0011456,1.7341,427.836,188.2521
0.00403,0.0011454,1.73474,427.89,188.5518
0.00404,0.0011451,1.73532,427.934,188.8434
0.00405,0.0011448,1.7359,427.974,189.135
0.00406,0.0011446,1.7364,427.998,189.4347
0.00407,0.0011443,1.73684,428.012,189.7263
0.00408,0.001144,1.73726,428.012,190.026
0.00409,0.0011438,1.7376,428,190.3257
0.0041,0.0011435,1.7379,427.97,190.6173
0.00411,0.0011432,1.73814,427.928,190.917
0.00412,0.001143,1.7383,427.87,191.2167
0.00413,0.0011427,1.73844,427.8,191.5164
0.00414,0.0011424,1.73854,427.722,191.8161
0.00415,0.0011421,1.73858,427.628,192.1158
0.00416,0.0011419,1.73858,427.528,192.4155
0.00417,0.0011416,1.73854,427.422,192.7152
0.00418,0.0011413,1.73852,427.316,193.0149
0.00419,0.0011411,1.73848,427.204,193.3146
0.0042,0.0011408,1.73846,427.094,193.6224
0.00421,0.0011405,1.73842,426.988,193.9221
0.00422,0.0011402,1.73844,426.886,194.2218
0.00423,0.00114,1.73848,426.8,194.5296
0.00424,0.0011397,1.73858,426.718,194.8293
0.00425,0.0011394,1.73872,426.654,195.1371
0.00426,0.0011391,1.73894,426.602,195.4449
0.00427,0.0011389,1.73922,426.57,195.7446
0.00428,0.0011386,1.73956,426.552,196.0524
0.00429,0.0011383,1.74002,426.552,196.3602
0.0043,0.001138,1.7405,426.574,196.668
0.00431,0.0011378,1.74108,426.612,196.9758
0.00432,0.0011375,1.74172,426.664,197.2836
0.00433,0.0011372,1.74246,426.738,197.5914
0.00434,0.0011369,1.74324,426.824,197.8992
0.00435,0.0011366,1.74408,426.922,198.207
0.00436,0.0011364,1.74496,427.034,198.5229
0.00437,0.0011361,1.74586,427.154,198.8307
0.00438,0.0011358,1.74678,427.274,199.1385
0.00439,0.0011355,1.74776,427.4,199.4544
0.0044,0.0011353,1.7487,427.526,199.7622
0.00441,0.001135,1.74962,427.65,200.0781
0.00442,0.0011347,1.7505,427.766,200.3859
0.00443,0.0011344,1.75138,427.876,200.7018
0.00444,0.0011341,1.75226,427.974,201.0177
0.00445,0.0011338,1.75302,428.058,201.3336
0.00446,0.0011336,1.75372,428.13,201.6414
0.00447,0.0011333,1.75444,428.188,201.9573
0.00448,0.001133,1.75504,428.228,202.2732
0.00449,0.0011327,1.75554,428.256,202.5891
0.0045,0.0011324,1.75606,428.266,202.905
0.00451,0.0011322,1.75646,428.262,203.2209
0.00452,0.0011319,1.75684,428.242,203.5449
0.00453,0.0011316,1.75714,428.21,203.8608
0.00454,0.0011313,1.75742,428.17,204.1767
0.00455,0.001131,1.75764,428.124,204.5007
0.00456,0.0011307,1.75788,428.07,204.8166
0.00457,0.0011305,1.7581,428.012,205.1325
0.00458,0.0011302,1.7583,427.956,205.4565
0.00459,0.0011299,1.75854,427.904,205.7805
0.0046,0.0011296,1.75878,427.856,206.0964
0.00461,0.0011293,1.75906,427.816,206.4204
0.00462,0.001129,1.7594,427.788,206.7444
0.00463,0.0011287,1.75976,427.774,207.0684
0.00464,0.0011284,1.7602,427.774,207.3924
0.00465,0.0011282,1.76072,427.786,207.7164
0.00466,0.0011279,1.7613,427.818,208.0404
0.00467,0.0011276,1.76196,427.868,208.3644
0.00468,0.0011273,1.76268,427.936,208.6884
0.00469,0.001127,1.76346,428.016,209.0124
0.0047,0.0011267,1.76434,428.116,209.3364
0.00471,0.0011264,1.76524,428.228,209.6685
0.00472,0.0011261,1.76624,428.354,209.9925
0.00473,0.0011258,1.76726,428.49,210.3246
0.00474,0.0011256,1.76828,428.636,210.6486
0.00475,0.0011253,1.76938,428.786,210.9807
0.00476,0.001125,1.77048,428.94,211.3047
0.00477,0.0011247,1.77158,429.092,211.6368
0.00478,0.0011244,1.77268,429.246,211.9689
0.00479,0.0011241,1.77372,429.392,212.2929
0.0048,0.0011238,1.77478,429.53,212.625
0.00481,0.0011235,1.77578,429.66,212.9571
0.00482,0.0011232,1.77672,429.78,213.2892
0.00483,0.0011229,1.77764,429.886,213.6213
0.00484,0.0011226,1.77848,429.976,213.9534
0.00485,0.0011223,1.77924,430.052,214.2855
0.00486,0.001122,1.77996,430.112,214.6257
0.00487,0.0011218,1.78062,430.158,214.9578
0.00488,0.0011215,1.78122,430.188,215.2899
0.00489,0.0011212,1.78174,430.204,215.622
0.0049,0.0011209,1.78226,430.208,215.9622
0.00491,0.0011206,1.78266,430.202,216.2943
0.00492,0.0011203,1.78306,430.184,216.6345
0.00493,0.00112,1.78344,430.162,216.9747
0.00494,0.0011197,1.7838,430.134,217.3068
0.00495,0.0011194,1.78414,430.104,217.647
0.00496,0.0011191,1.7845,430.076,217.9872
0.00497,0.0011188,1.78488,430.05,218.3274
0.00498,0.0011185,1.78528,430.03,218.6595
0.00499,0.0011182,1.78572,430.018,218.9997
0.005,0.0011179,1.78618,430.02,219.3399
0.00501,0.0011176,1.78672,430.032,219.6801
0.00502,0.0011173,1.7873,430.056,220.0284
0.00503,0.001117,1.78792,430.098,220.3686
0.00504,0.0011167,1.78866,430.154,220.7088
0.00505,0.0011164,1.78944,430.228,221.049
0.00506,0.0011161,1.7903,430.32,221.3973
0.00507,0.0011158,1.79122,430.426,221.7375
0.00508,0.0011155,1.7922,430.546,222.0858
0.00509,0.0011152,1.79326,430.68,222.426
0.0051,0.0011149,1.79436,430.83,222.7743
0.00511,0.0011146,1.79552,430.99,223.1145
0.00512,0.0011143,1.79672,431.16,223.4628
0.00513,0.001114,1.79794,431.336,223.8111
0.00514,0.0011137,1.79918,431.518,224.1594
0.00515,0.0011134,1.80042,431.698,224.5077
0.00516,0.0011131,1.80172,431.884,224.856
0.00517,0.0011128,1.80294,432.064,225.2043
0.00518,0.0011125,1.80418,432.24,225.5526
0.00519,0.0011122,1.8054,432.41,225.9009
0.0052,0.0011119,1.80654,432.57,226.2492
0.00521,0.0011116,1.80768,432.72,226.5975
0.00522,0.0011113,1.80872,432.856,226.9458
0.00523,0.001111,1.80974,432.98,227.3022
0.00524,0.0011106,1.81072,433.09,227.6505
0.00525,0.0011103,1.8116,433.182,228.0069
0.00526,0.00111,1.81242,433.26,228.3552
0.00527,0.0011097,1.8132,433.326,228.7116
0.00528,0.0011094,1.81392,433.376,229.068
0.00529,0.0011091,1.81456,433.412,229.4163
0.0053,0.0011088,1.81518,433.438,229.7727
0.00531,0.0011085,1.81574,433.452,230.1291
0.00532,0.0011082,1.81628,433.456,230.4855
0.00533,0.0011079,1.81676,433.454,230.8419
0.00534,0.0011076,1.81726,433.448,231.1983
0.00535,0.0011073,1.81772,433.438,231.5547
0.00536,0.001107,1.81816,433.428,231.9111
0.00537,0.0011066,1.81864,433.416,232.2675
0.00538,0.0011063,1.81912,433.412,232.632
0.00539,0.001106,1.81962,433.412,232.9884
0.0054,0.0011057,1.82018,433.416,233.3529
0.00541,0.0011054,1.82074,433.432,233.7093
0.00542,0.0011051,1.82136,433.456,234.0738
0.00543,0.0011048,1.82204,433.496,234.4302
0.00544,0.0011045,1.82278,433.544,234.7947
0.00545,0.0011041,1.82352,433.604,235.1592
0.00546,0.0011038,1.82436,433.68,235.5156
0.00547,0.0011035,1.82526,433.766,235.8801
0.00548,0.0011032,1.82616,433.866,236.2446
0.00549,0.0011029,1.82714,433.974,236.6091
0.0055,0.0011026,1.82818,434.094,236.9736
0.00551,0.0011023,1.82924,434.222,237.3381
0.00552,0.001102,1.83034,434.36,237.7026
0.00553,0.0011016,1.83146,434.5,238.0752
0.00554,0.0011013,1.83262,434.648,238.4397
0.00555,0.001101,1.83374,434.794,238.8042
0.00556,0.0011007,1.8349,434.938,239.1768
0.00557,0.0011004,1.83602,435.084,239.5413
0.00558,0.0011001,1.83716,435.224,239.9139
0.00559,0.0010997,1.83826,435.354,240.2784
0.0056,0.0010994,1.83928,435.48,240.651
0.00561,0.0010991,1.8403,435.594,241.0236
