t [s],Vol [m3],P [bar],T [K],Q loss [W]
0.01395,0.00075506,3.06106,497.722,766.746
0.01396,0.00075458,3.06374,497.842,767.718
0.01397,0.0007541,3.06648,497.968,768.6981
0.01398,0.00075362,3.06922,498.102,769.6782
0.01399,0.00075314,3.07206,498.24,770.6583
0.014,0.00075266,3.07492,498.388,771.6384
0.01401,0.00075218,3.07784,498.542,772.6266
0.01402,0.0007517,3.08078,498.7,773.6067
0.01403,0.00075121,3.08378,498.862,774.5949
0.01404,0.00075073,3.0868,499.034,775.5831
0.01405,0.00075025,3.08986,499.206,776.5632
0.01406,0.00074977,3.09292,499.384,777.5595
0.01407,0.00074929,3.09604,499.564,778.5477
0.01408,0.00074881,3.09918,499.748,779.5359
0.01409,0.00074833,3.10228,499.93,780.5322
0.0141,0.00074785,3.10542,500.11,781.5204
0.01411,0.00074737,3.10854,500.292,782.5167
0.01412,0.00074689,3.11166,500.472,783.513
0.01413,0.0007464,3.11476,500.648,784.5093
0.01414,0.00074592,3.11786,500.824,785.5056
0.01415,0.00074544,3.1209,500.99,786.5019
0.01416,0.00074496,3.12396,501.154,787.5063
0.01417,0.00074448,3.12694,501.312,788.5026
0.01418,0.000744,3.12994,501.462,789.507
0.01419,0.00074351,3.13286,501.608,790.5114
0.0142,0.00074303,3.1358,501.744,791.5158
0.01421,0.00074255,3.13862,501.876,792.5202
0.01422,0.00074207,3.14144,501.998,793.5327
0.01423,0.00074158,3.14418,502.118,794.5371
0.01424,0.0007411,3.14696,502.226,795.5496
0.01425,0.00074062,3.14964,502.332,796.5621
0.01426,0.00074014,3.1523,502.428,797.5746
0.01427,0.00073965,3.15494,502.52,798.5871
0.01428,0.00073917,3.15756,502.608,799.5996
0.01429,0.00073869,3.16014,502.69,800.6121
0.0143,0.00073821,3.16272,502.774,801.6327
0.01431,0.00073772,3.16528,502.852,802.6533
0.01432,0.00073724,3.16784,502.93,803.6658
0.01433,0.00073676,3.17042,503.006,804.6864
0.01434,0.00073627,3.17296,503.086,805.7151
0.01435,0.00073579,3.17558,503.164,806.7357
0.01436,0.00073531,3.1782,503.246,807.7563
0.01437,0.00073482,3.18082,503.332,808.785
0.01438,0.00073434,3.18348,503.424,809.8137
0.01439,0.00073386,3.18618,503.516,810.81
0.0144,0.00073337,3.18892,503.618,811.863
0.01441,0.00073289,3.19172,503.726,812.916
0.01442,0.0007324,3.19454,503.838,813.969
0.01443,0.00073192,3.19742,503.96,814.941
0.01444,0.00073144,3.20034,504.086,815.994
0.01445,0.00073095,3.2033,504.22,817.047
0.01446,0.00073047,3.2063,504.36,818.1
0.01447,0.00072998,3.20934,504.504,819.153
0.01448,0.0007295,3.21246,504.654,820.125
0.01449,0.00072901,3.21554,504.806,821.178
0.0145,0.00072853,3.21872,504.968,822.231
0.01451,0.00072804,3.2219,505.126,823.284
0.01452,0.00072756,3.22508,505.29,824.337
0.01453,0.00072707,3.2283,505.456,825.39
0.01454,0.00072659,3.23148,505.618,826.443
0.01455,0.0007261,3.23468,505.784,827.496
0.01456,0.00072562,3.23794,505.946,828.549
0.01457,0.00072513,3.2411,506.108,829.602
0.01458,0.00072465,3.2443,506.266,830.655
0.01459,0.00072416,3.24744,506.416,831.708
0.0146,0.00072368,3.25056,506.562,832.761
0.01461,0.00072319,3.25364,506.706,833.814
0.01462,0.00072271,3.25676,506.846,834.867
0.01463,0.00072222,3.25978,506.976,835.92
0.01464,0.00072174,3.26278,507.102,836.973
0.01465,0.00072125,3.26574,507.222,838.026
0.01466,0.00072076,3.26866,507.332,839.079
0.01467,0.00072028,3.27156,507.44,840.132
0.01468,0.00071979,3.27442,507.54,841.185
0.01469,0.00071931,3.27726,507.634,842.238
0.0147,0.00071882,3.28004,507.726,843.372
0.01471,0.00071833,3.28282,507.812,844.425
0.01472,0.00071785,3.28556,507.896,845.478
0.01473,0.00071736,3.28832,507.974,846.531
0.01474,0.00071688,3.29104,508.05,847.665
0.01475,0.00071639,3.29372,508.124,848.718
0.01476,0.0007159,3.29642,508.194,849.771
0.01477,0.00071542,3.29914,508.262,850.824
0.01478,0.00071493,3.30186,508.334,851.958
0.01479,0.00071444,3.30452,508.402,853.011
0.0148,0.00071396,3.30722,508.47,854.064
0.01481,0.00071347,3.30992,508.538,855.198
0.01482,0.00071298,3.31264,508.608,856.251
0.01483,0.0007125,3.31536,508.68,857.304
0.01484,0.00071201,3.31806,508.748,858.438
0.01485,0.00071152,3.32084,508.822,859.491
0.01486,0.00071103,3.32358,508.896,860.625
0.01487,0.00071055,3.32634,508.97,861.678
0.01488,0.00071006,3.32912,509.046,862.812
0.01489,0.00070957,3.3319,509.12,863.865
0.0149,0.00070908,3.3347,509.198,864.999
0.01491,0.0007086,3.3375,509.276,866.052
0.01492,0.00070811,3.34034,509.358,867.186
0.01493,0.00070762,3.34312,509.438,868.239
0.01494,0.00070714,3.346,509.518,869.373
0.01495,0.00070665,3.34884,509.6,870.426
0.01496,0.00070616,3.35168,509.682,871.56
0.01497,0.00070567,3.35456,509.77,872.694
0.01498,0.00070518,3.35742,509.854,873.747
0.01499,0.0007047,3.3603,509.936,874.881
0.015,0.00070421,3.36318,510.022,876.015
0.01501,0.00070372,3.36608,510.106,877.068
0.01502,0.00070323,3.36896,510.192,878.202
0.01503,0.00070274,3.37192,510.282,879.336
0.01504,0.00070226,3.37482,510.368,880.389
0.01505,0.00070177,3.37776,510.458,881.523
0.01506,0.00070128,3.38072,510.548,882.657
0.01507,0.00070079,3.38364,510.638,883.791
0.01508,0.0007003,3.38664,510.73,884.925
0.01509,0.00069981,3.3896,510.82,885.978
0.0151,0.00069933,3.3926,510.914,887.112
0.01511,0.00069884,3.39558,511.01,888.246
0.01512,0.00069835,3.3986,511.104,889.38
0.01513,0.00069786,3.40162,511.2,890.514
0.01514,0.00069737,3.40464,511.296,891.648
0.01515,0.00069688,3.40772,511.396,892.782
0.01516,0.00069639,3.41078,511.5,893.916
0.01517,0.0006959,3.41384,511.598,895.05
0.01518,0.00069541,3.41694,511.702,896.184
0.01519,0.00069492,3.42002,511.806,897.318
0.0152,0.00069444,3.42314,511.912,898.452
0.01521,0.00069395,3.4263,512.018,899.586
0.01522,0.00069346,3.42942,512.126,900.72
0.01523,0.00069297,3.43256,512.234,901.854
0.01524,0.00069248,3.43574,512.346,902.988
0.01525,0.00069199,3.4389,512.456,904.122
0.01526,0.0006915,3.44208,512.562,905.256
0.01527,0.00069101,3.44526,512.678,906.39
0.01528,0.00069052,3.44846,512.79,907.605
0.01529,0.00069003,3.45166,512.902,908.739
0.0153,0.00068954,3.45488,513.012,909.873
0.01531,0.00068905,3.45808,513.124,911.007
0.01532,0.00068856,3.4613,513.236,912.141
0.01533,0.00068807,3.4645,513.344,913.356
0.01534,0.00068758,3.46772,513.458,914.49
0.01535,0.00068709,3.47094,513.568,915.624
0.01536,0.0006866,3.47418,513.676,916.839
0.01537,0.0006861,3.47738,513.788,917.973
0.01538,0.00068561,3.48062,513.894,919.107
0.01539,0.00068512,3.48384,514,920.322
0.0154,0.00068463,3.48706,514.11,921.456
0.01541,0.00068414,3.4903,514.218,922.671
0.01542,0.00068365,3.49354,514.324,923.805
0.01543,0.00068316,3.49678,514.43,924.939
0.01544,0.00068267,3.50002,514.538,926.154
0.01545,0.00068218,3.50328,514.646,927.288
0.01546,0.00068168,3.50652,514.754,928.503
0.01547,0.00068119,3.50982,514.866,929.637
0.01548,0.0006807,3.5131,514.976,930.852
0.01549,0.00068021,3.51644,515.092,932.067
0.0155,0.00067972,3.51976,515.204,933.201
0.01551,0.00067923,3.52312,515.322,934.416
0.01552,0.00067873,3.52648,515.44,935.55
0.01553,0.00067824,3.52988,515.564,936.765
0.01554,0.00067775,3.5333,515.688,937.98
0.01555,0.00067726,3.53672,515.816,939.114
0.01556,0.00067677,3.5402,515.948,940.329
0.01557,0.00067627,3.5437,516.082,941.544
0.01558,0.00067578,3.54724,516.218,942.759
0.01559,0.00067529,3.55074,516.358,943.893
0.0156,0.0006748,3.55432,516.498,945.108
0.01561,0.0006743,3.5579,516.642,946.323
0.01562,0.00067381,3.56152,516.788,947.538
0.01563,0.00067332,3.56516,516.934,948.753
0.01564,0.00067282,3.56878,517.084,949.887
0.01565,0.00067233,3.57242,517.234,951.102
0.01566,0.00067184,3.57606,517.382,952.317
0.01567,0.00067135,3.57976,517.53,953.532
0.01568,0.00067085,3.58342,517.68,954.747
0.01569,0.00067036,3.58706,517.83,955.962
0.0157,0.00066987,3.59076,517.98,957.177
0.01571,0.00066937,3.59444,518.124,958.392
0.01572,0.00066888,3.59808,518.274,959.607
0.01573,0.00066839,3.60178,518.42,960.822
0.01574,0.00066789,3.60544,518.564,962.037
0.01575,0.0006674,3.6091,518.708,963.252
0.01576,0.00066691,3.61278,518.848,964.467
0.01577,0.00066641,3.61642,518.99,965.682
0.01578,0.00066592,3.62012,519.132,966.978
0.01579,0.00066543,3.62376,519.274,968.193
0.0158,0.00066493,3.62744,519.414,969.408
0.01581,0.00066444,3.63114,519.558,970.623
0.01582,0.00066395,3.63482,519.698,971.838
0.01583,0.00066345,3.63854,519.844,973.134
0.01584,0.00066296,3.64224,519.99,974.349
0.01585,0.00066246,3.64602,520.136,975.564
0.01586,0.00066197,3.64978,520.286,976.779
0.01587,0.00066148,3.6536,520.438,978.075
0.01588,0.00066098,3.6574,520.596,979.29
0.01589,0.00066049,3.66126,520.754,980.505
0.0159,0.00065999,3.66516,520.916,981.801
0.01591,0.0006595,3.66908,521.08,983.016
0.01592,0.00065901,3.673,521.252,984.312
0.01593,0.00065851,3.67698,521.422,985.527
0.01594,0.00065802,3.68096,521.594,986.742
0.01595,0.00065752,3.68498,521.772,988.038
0.01596,0.00065703,3.68904,521.95,989.253
0.01597,0.00065653,3.69308,522.13,990.549
0.01598,0.00065604,3.69716,522.314,991.764
0.01599,0.00065554,3.70122,522.498,993.06
0.016,0.00065505,3.70534,522.678,994.356
0.01601,0.00065456,3.70942,522.86,995.571
0.01602,0.00065406,3.71354,523.042,996.867
0.01603,0.00065357,3.71762,523.222,998.082
0.01604,0.00065307,3.72168,523.398,999.378
0.01605,0.00065258,3.72572,523.568,1000.674
0.01606,0.00065208,3.72976,523.738,1001.889
0.01607,0.00065159,3.73378,523.908,1003.185
0.01608,0.00065109,3.73782,524.072,1004.481
0.01609,0.0006506,3.74178,524.23,1005.777
0.0161,0.0006501,3.74574,524.384,1006.992
0.01611,0.00064961,3.74968,524.534,1008.288
0.01612,0.00064911,3.7536,524.682,1009.584
0.01613,0.00064861,3.7575,524.826,1010.88
0.01614,0.00064812,3.76138,524.97,1012.176
0.01615,0.00064762,3.76526,525.108,1013.472
0.01616,0.00064713,3.76912,525.246,1014.768
0.01617,0.00064663,3.773,525.384,1016.064
0.01618,0.00064614,3.7769,525.52,1017.36
0.01619,0.00064564,3.78076,525.66,1018.656
0.0162,0.00064515,3.78468,525.798,1019.952
0.01621,0.00064465,3.7886,525.938,1021.248
0.01622,0.00064415,3.79258,526.084,1022.544
0.01623,0.00064366,3.79656,526.232,1023.84
0.01624,0.00064316,3.80062,526.386,1025.136
0.01625,0.00064267,3.80468,526.546,1026.432
0.01626,0.00064217,3.80882,526.708,1027.728
0.01627,0.00064167,3.81298,526.878,1029.024
0.01628,0.00064118,3.81718,527.052,1030.32
0.01629,0.00064068,3.82148,527.232,1031.616
0.0163,0.00064019,3.82576,527.418,1032.993
0.01631,0.00063969,3.83012,527.608,1034.289
0.01632,0.00063919,3.83452,527.804,1035.585
0.01633,0.0006387,3.83894,528.002,1036.962
0.01634,0.0006382,3.84342,528.206,1038.258
0.01635,0.0006377,3.8479,528.408,1039.554
0.01636,0.00063721,3.85238,528.614,1040.931
0.01637,0.00063671,3.85688,528.816,1042.227
0.01638,0.00063621,3.86136,529.018,1043.523
0.01639,0.00063572,3.86586,529.218,1044.9
0.0164,0.00063522,3.87028,529.414,1046.196
0.01641,0.00063472,3.87474,529.604,1047.573
0.01642,0.00063423,3.8791,529.788,1048.869
0.01643,0.00063373,3.88346,529.966,1050.246
0.01644,0.00063323,3.88776,530.134,1051.542
0.01645,0.00063273,3.89198,530.294,1052.919
0.01646,0.00063224,3.89612,530.446,1054.215
0.01647,0.00063174,3.90026,530.586,1055.592
0.01648,0.00063124,3.90426,530.714,1056.969
0.01649,0.00063074,3.90826,530.838,1058.265
0.0165,0.00063025,3.91216,530.95,1059.642
0.01651,0.00062975,3.91602,531.052,1061.019
0.01652,0.00062925,3.9198,531.15,1062.315
0.01653,0.00062876,3.92358,531.238,1063.692
0.01654,0.00062826,3.92726,531.32,1065.069
0.01655,0.00062776,3.93094,531.394,1066.446
0.01656,0.00062726,3.9346,531.466,1067.742
0.01657,0.00062676,3.93824,531.538,1069.119
0.01658,0.00062627,3.94186,531.608,1070.496
0.01659,0.00062577,3.94552,531.68,1071.873
0.0166,0.00062527,3.94922,531.748,1073.25
0.01661,0.00062477,3.95292,531.824,1074.627
0.01662,0.00062428,3.95664,531.904,1076.004
0.01663,0.00062378,3.96042,531.99,1077.381
0.01664,0.00062328,3.96428,532.084,1078.758
0.01665,0.00062278,3.96822,532.186,1080.135
0.01666,0.00062229,3.97218,532.294,1081.512
0.01667,0.00062179,3.97628,532.414,1082.889
0.01668,0.00062129,3.9804,532.54,1084.266
0.01669,0.00062079,3.9846,532.676,1085.643
0.0167,0.00062029,3.98888,532.82,1087.02
0.01671,0.0006198,3.99328,532.98,1088.397
0.01672,0.0006193,3.99772,533.14,1089.855
0.01673,0.0006188,4.00218,533.312,1091.232
0.01674,0.0006183,4.00676,533.49,1092.609
0.01675,0.00061781,4.01138,533.674,1093.986
0.01676,0.00061731,4.01602,533.862,1095.444
0.01677,0.00061681,4.02072,534.052,1096.821
0.01678,0.00061631,4.0254,534.244,1098.198
0.01679,0.00061581,4.03014,534.442,1099.656
0.0168,0.00061532,4.03486,534.634,1101.033
0.01681,0.00061482,4.03956,534.828,1102.41
0.01682,0.00061432,4.04426,535.014,1103.868
0.01683,0.00061382,4.04894,535.2,1105.245
0.01684,0.00061333,4.0536,535.38,1106.703
0.01685,0.00061283,4.0582,535.554,1108.08
0.01686,0.00061233,4.06278,535.72,1109.538
0.01687,0.00061183,4.06732,535.884,1110.915
0.01688,0.00061133,4.07182,536.038,1112.373
0.01689,0.00061084,4.07626,536.186,1113.75
0.0169,0.00061034,4.08066,536.326,1115.208
0.01691,0.00060984,4.08502,536.462,1116.666
0.01692,0.00060934,4.08936,536.592,1118.043
0.01693,0.00060884,4.09366,536.716,1119.501
0.01694,0.00060835,4.09794,536.838,1120.959
0.01695,0.00060785,4.10218,536.954,1122.336
0.01696,0.00060735,4.10642,537.068,1123.794
0.01697,0.00060685,4.1107,537.184,1125.252
0.01698,0.00060635,4.11494,537.3,1126.71
0.01699,0.00060585,4.1192,537.418,1128.087
0.017,0.00060535,4.1235,537.536,1129.545
0.01701,0.00060486,4.12784,537.654,1131.003
0.01702,0.00060436,4.13222,537.784,1132.461
0.01703,0.00060386,4.13662,537.916,1133.919
0.01704,0.00060336,4.1411,538.052,1135.377
0.01705,0.00060286,4.14562,538.194,1136.835
0.01706,0.00060236,4.15022,538.344,1138.293
0.01707,0.00060186,4.15486,538.502,1139.751
0.01708,0.00060137,4.15958,538.666,1141.209
0.01709,0.00060087,4.16434,538.834,1142.667
0.0171,0.00060037,4.16916,539.01,1144.125
0.01711,0.00059987,4.17402,539.19,1145.664
0.01712,0.00059937,4.17894,539.376,1147.122
0.01713,0.00059887,4.18392,539.566,1148.58
0.01714,0.00059837,4.1889,539.758,1150.038
0.01715,0.00059787,4.1939,539.954,1151.577
0.01716,0.00059737,4.19894,540.148,1153.035
0.01717,0.00059687,4.20396,540.344,1154.493
0.01718,0.00059637,4.209,540.538,1156.032
0.01719,0.00059587,4.21402,540.73,1157.49
0.0172,0.00059537,4.21904,540.916,1158.948
0.01721,0.00059487,4.22402,541.1,1160.487
0.01722,0.00059437,4.22896,541.282,1161.945
0.01723,0.00059387,4.23384,541.454,1163.484
0.01724,0.00059337,4.23876,541.622,1164.942
0.01725,0.00059288,4.24356,541.782,1166.481
0.01726,0.00059238,4.24838,541.936,1167.939
0.01727,0.00059188,4.2531,542.084,1169.478
0.01728,0.00059138,4.2578,542.224,1171.017
0.01729,0.00059088,4.26246,542.356,1172.475
0.0173,0.00059038,4.26706,542.486,1174.014
0.01731,0.00058988,4.27168,542.608,1175.553
0.01732,0.00058938,4.27622,542.728,1177.011
0.01733,0.00058888,4.28076,542.844,1178.55
0.01734,0.00058838,4.2853,542.956,1180.089
0.01735,0.00058788,4.28982,543.066,1181.628
0.01736,0.00058738,4.29432,543.178,1183.086
0.01737,0.00058688,4.29884,543.286,1184.625
0.01738,0.00058638,4.3034,543.394,1186.164
0.01739,0.00058588,4.30798,543.51,1187.703
0.0174,0.00058538,4.31254,543.628,1189.242
0.01741,0.00058488,4.3172,543.746,1190.781
0.01742,0.00058438,4.32184,543.868,1192.32
0.01743,0.00058388,4.32656,543.996,1193.859
0.01744,0.00058338,4.33134,544.128,1195.398
0.01745,0.00058288,4.33616,544.268,1196.937
0.01746,0.00058238,4.341,544.414,1198.476
0.01747,0.00058188,4.34592,544.56,1200.015
0.01748,0.00058138,4.35086,544.714,1201.635
0.01749,0.00058088,4.35586,544.87,1203.174
0.0175,0.00058038,4.36092,545.034,1204.713
0.01751,0.00057988,4.366,545.2,1206.252
0.01752,0.00057939,4.37114,545.368,1207.791
0.01753,0.00057889,4.3763,545.54,1209.411
0.01754,0.00057839,4.38146,545.712,1210.95
0.01755,0.00057789,4.38662,545.888,1212.489
0.01756,0.00057739,4.39182,546.06,1214.109
0.01757,0.00057689,4.39702,546.232,1215.648
0.01758,0.00057639,4.40222,546.406,1217.268
0.01759,0.00057589,4.40738,546.576,1218.807
0.0176,0.00057539,4.41256,546.74,1220.427
0.01761,0.00057489,4.41774,546.906,1221.966
0.01762,0.00057439,4.4229,547.07,1223.586
0.01763,0.00057389,4.42804,547.228,1225.125
0.01764,0.00057339,4.43314,547.382,1226.745
0.01765,0.00057289,4.43822,547.534,1228.284
0.01766,0.00057239,4.44326,547.682,1229.904
0.01767,0.00057189,4.44834,547.824,1231.524
0.01768,0.00057139,4.45338,547.964,1233.144
0.01769,0.00057089,4.4584,548.102,1234.683
0.0177,0.00057039,4.4634,548.24,1236.303
0.01771,0.00056989,4.46842,548.374,1237.923
0.01772,0.00056939,4.4734,548.502,1239.543
0.01773,0.00056889,4.4784,548.632,1241.163
0.01774,0.00056839,4.48338,548.762,1242.783
0.01775,0.00056789,4.4884,548.892,1244.322
0.01776,0.00056739,4.49342,549.018,1245.942
0.01777,0.00056689,4.49842,549.15,1247.562
0.01778,0.00056639,4.50346,549.28,1249.263
0.01779,0.00056589,4.5085,549.41,1250.883
0.0178,0.00056539,4.51356,549.54,1252.503
0.01781,0.00056489,4.51864,549.674,1254.123
0.01782,0.00056439,4.52374,549.806,1255.743
0.01783,0.00056389,4.52886,549.942,1257.363
0.01784,0.00056339,4.53398,550.074,1258.983
0.01785,0.00056289,4.53914,550.208,1260.684
0.01786,0.00056239,4.54428,550.342,1262.304
0.01787,0.00056189,4.54946,550.478,1263.924
0.01788,0.00056139,4.55462,550.616,1265.625
0.01789,0.00056089,4.55984,550.75,1267.245
0.0179,0.00056039,4.565,550.884,1268.865
0.01791,0.00055989,4.57016,551.018,1270.566
0.01792,0.00055939,4.57534,551.15,1272.186
0.01793,0.00055889,4.58052,551.278,1273.887
0.01794,0.00055839,4.58572,551.406,1275.507
0.01795,0.00055789,4.59086,551.534,1277.208
0.01796,0.00055739,4.59602,551.66,1278.909
0.01797,0.00055688,4.60118,551.78,1280.529
0.01798,0.00055638,4.60632,551.902,1282.23
0.01799,0.00055588,4.61144,552.018,1283.931
0.018,0.00055538,4.61658,552.138,1285.551
0.01801,0.00055488,4.62172,552.252,1287.252
0.01802,0.00055438,4.62682,552.368,1288.953
0.01803,0.00055388,4.63198,552.482,1290.654
0.01804,0.00055338,4.63712,552.6,1292.355
0.01805,0.00055288,4.64228,552.71,1294.056
0.01806,0.00055238,4.64748,552.826,1295.757
0.01807,0.00055188,4.65264,552.942,1297.377
0.01808,0.00055138,4.65788,553.062,1299.159
0.01809,0.00055088,4.66312,553.182,1300.86
0.0181,0.00055038,4.66842,553.306,1302.561
0.01811,0.00054988,4.67372,553.43,1304.262
0.01812,0.00054938,4.67906,553.558,1305.963
0.01813,0.00054888,4.68444,553.692,1307.664
0.01814,0.00054837,4.68986,553.828,1309.365
0.01815,0.00054787,4.69534,553.966,1311.066
0.01816,0.00054737,4.70084,554.108,1312.848
0.01817,0.00054687,4.70638,554.256,1314.549
0.01818,0.00054637,4.71196,554.402,1316.25
0.01819,0.00054587,4.71756,554.556,1318.032
0.0182,0.00054537,4.72322,554.71,1319.733
0.01821,0.00054487,4.7289,554.868,1321.515
0.01822,0.00054437,4.73462,555.026,1323.216
0.01823,0.00054387,4.74036,555.188,1324.998
0.01824,0.00054337,4.7461,555.352,1326.699
0.01825,0.00054287,4.7519,555.514,1328.481
0.01826,0.00054237,4.75768,555.678,1330.182
0.01827,0.00054187,4.76348,555.844,1331.964
0.01828,0.00054137,4.76932,556.006,1333.746
0.01829,0.00054086,4.77512,556.17,1335.447
0.0183,0.00054036,4.78094,556.334,1337.229
0.01831,0.00053986,4.78676,556.494,1339.011
0.01832,0.00053936,4.7926,556.652,1340.793
0.01833,0.00053886,4.79838,556.812,1342.575
0.01834,0.00053836,4.8042,556.97,1344.276
0.01835,0.00053786,4.81002,557.122,1346.058
0.01836,0.00053736,4.81582,557.274,1347.84
0.01837,0.00053686,4.82162,557.428,1349.622
0.01838,0.00053636,4.82742,557.578,1351.404
0.01839,0.00053586,4.83324,557.73,1353.186
0.0184,0.00053536,4.83904,557.878,1354.968
0.01841,0.00053486,4.84488,558.028,1356.831
0.01842,0.00053436,4.85074,558.178,1358.613
0.01843,0.00053385,4.85658,558.328,1360.395
0.01844,0.00053335,4.86248,558.48,1362.177
0.01845,0.00053285,4.86836,558.632,1363.959
0.01846,0.00053235,4.87428,558.786,1365.822
0.01847,0.00053185,4.88024,558.942,1367.604
0.01848,0.00053135,4.88622,559.1,1369.467
0.01849,0.00053085,4.89224,559.262,1371.249
0.0185,0.00053035,4.8983,559.426,1373.031
0.01851,0.00052985,4.90438,559.594,1374.894
0.01852,0.00052935,4.91052,559.764,1376.676
0.01853,0.00052885,4.91668,559.934,1378.539
0.01854,0.00052835,4.9229,560.108,1380.402
0.01855,0.00052785,4.92914,560.29,1382.184
0.01856,0.00052735,4.9354,560.472,1384.047
0.01857,0.00052684,4.94172,560.652,1385.91
0.01858,0.00052634,4.94806,560.838,1387.692
0.01859,0.00052584,4.95438,561.026,1389.555
0.0186,0.00052534,4.96078,561.212,1391.418
0.01861,0.00052484,4.96716,561.404,1393.281
0.01862,0.00052434,4.97356,561.59,1395.144
0.01863,0.00052384,4.98002,561.778,1397.007
0.01864,0.00052334,4.98644,561.964,1398.87
0.01865,0.00052284,4.99286,562.148,1400.733
0.01866,0.00052234,4.99928,562.332,1402.596
0.01867,0.00052184,5.00566,562.516,1404.459
0.01868,0.00052134,5.01206,562.692,1406.322
0.01869,0.00052084,5.01844,562.866,1408.185
0.0187,0.00052034,5.0248,563.04,1410.048
0.01871,0.00051984,5.03112,563.206,1411.911
0.01872,0.00051934,5.03742,563.374,1413.855
0.01873,0.00051884,5.04374,563.534,1415.718
0.01874,0.00051834,5.05002,563.692,1417.581
0.01875,0.00051784,5.05628,563.848,1419.525
0.01876,0.00051734,5.06254,563.998,1421.388
0.01877,0.00051684,5.06878,564.144,1423.332
0.01878,0.00051634,5.075,564.292,1425.195
0.01879,0.00051584,5.0812,564.438,1427.139
0.0188,0.00051534,5.0874,564.58,1429.002
0.01881,0.00051484,5.09364,564.724,1430.946
0.01882,0.00051434,5.0999,564.868,1432.809
0.01883,0.00051384,5.10616,565.01,1434.753
0.01884,0.00051334,5.11244,565.158,1436.697
0.01885,0.00051284,5.11876,565.306,1438.56
0.01886,0.00051234,5.12512,565.458,1440.504
0.01887,0.00051185,5.13154,565.612,1442.448
0.01888,0.00051135,5.138,565.774,1444.392
0.01889,0.00051085,5.14454,565.94,1446.336
0.0189,0.00051035,5.1511,566.112,1448.28
0.01891,0.00050985,5.15776,566.286,1450.224
0.01892,0.00050935,5.16448,566.47,1452.168
0.01893,0.00050885,5.1713,566.66,1454.112
0.01894,0.00050835,5.17814,566.856,1456.056
0.01895,0.00050785,5.18506,567.06,1458
0.01896,0.00050736,5.19208,567.266,1459.944
0.01897,0.00050686,5.19916,567.484,1461.888
0.01898,0.00050636,5.2063,567.702,1463.832
0.01899,0.00050586,5.2135,567.93,1465.776
0.019,0.00050536,5.2208,568.16,1467.801
0.01901,0.00050486,5.22812,568.398,1469.745
0.01902,0.00050437,5.23552,568.636,1471.77
0.01903,0.00050387,5.2429,568.882,1473.714
0.01904,0.00050337,5.25038,569.128,1475.658
0.01905,0.00050287,5.25784,569.37,1477.683
0.01906,0.00050237,5.26536,569.62,1479.627
0.01907,0.00050187,5.27288,569.866,1481.652
0.01908,0.00050138,5.2804,570.114,1483.677
0.01909,0.00050088,5.28794,570.358,1485.621
0.0191,0.00050038,5.2955,570.602,1487.646
0.01911,0.00049988,5.30302,570.844,1489.671
0.01912,0.00049938,5.31052,571.084,1491.696
0.01913,0.00049888,5.31802,571.316,1493.64
0.01914,0.00049839,5.3255,571.552,1495.665
0.01915,0.00049789,5.33296,571.778,1497.69
0.01916,0.00049739,5.34042,572.002,1499.715
0.01917,0.00049689,5.34786,572.224,1501.74
0.01918,0.00049639,5.35524,572.444,1503.765
0.01919,0.00049589,5.36264,572.658,1505.79
0.0192,0.0004954,5.37,572.866,1507.815
0.01921,0.0004949,5.37736,573.074,1509.921
0.01922,0.0004944,5.38472,573.278,1511.946
0.01923,0.0004939,5.39206,573.484,1513.971
0.01924,0.0004934,5.3994,573.684,1515.996
0.01925,0.0004929,5.40672,573.884,1518.102
0.01926,0.00049241,5.41408,574.08,1520.127
0.01927,0.00049191,5.42142,574.278,1522.233
0.01928,0.00049141,5.42878,574.476,1524.258
0.01929,0.00049091,5.43614,574.672,1526.364
0.0193,0.00049041,5.44352,574.868,1528.389
0.01931,0.00048991,5.4509,575.062,1530.495
0.01932,0.00048941,5.45834,575.26,1532.601
0.01933,0.00048892,5.46574,575.454,1534.626
0.01934,0.00048842,5.4732,575.648,1536.732
0.01935,0.00048792,5.48066,575.846,1538.838
0.01936,0.00048742,5.48814,576.042,1540.944
0.01937,0.00048692,5.49562,576.238,1543.05
0.01938,0.00048642,5.50312,576.43,1545.156
0.01939,0.00048592,5.51062,576.628,1547.262
0.0194,0.00048543,5.51816,576.824,1549.368
0.01941,0.00048493,5.5257,577.018,1551.474
0.01942,0.00048443,5.53326,577.212,1553.58
0.01943,0.00048393,5.5408,577.406,1555.686
0.01944,0.00048343,5.54834,577.594,1557.873
0.01945,0.00048293,5.5559,577.786,1559.979
0.01946,0.00048244,5.56346,577.976,1562.085
0.01947,0.00048194,5.57102,578.162,1564.272
0.01948,0.00048144,5.57858,578.348,1566.378
0.01949,0.00048094,5.58614,578.534,1568.484
0.0195,0.00048044,5.59374,578.718,1570.671
0.01951,0.00047995,5.60132,578.904,1572.858
0.01952,0.00047945,5.60888,579.088,1574.964
0.01953,0.00047895,5.6165,579.268,1577.151
0.01954,0.00047845,5.6241,579.45,1579.257
0.01955,0.00047795,5.63174,579.632,1581.444
0.01956,0.00047746,5.63936,579.818,1583.631
0.01957,0.00047696,5.64704,579.998,1585.818
0.01958,0.00047646,5.65472,580.184,1588.005
0.01959,0.00047596,5.66244,580.368,1590.192
0.0196,0.00047547,5.6702,580.554,1592.379
