t [s],Vol [m3],P [bar],T [K],Q loss [W],,,,,,,,,
0.00076,0.0012135,1.640375,478.4175,127.3496875,,,,,,,,,
0.00077,0.0012134,1.64055,478.405,127.4853125,,,,,,,,,
0.00078,0.0012132,1.64065,478.385,127.623125,,,,,,,,,
0.00079,0.0012131,1.640775,478.36,127.7609375,,,,,,,,,
0.0008,0.0012129,1.640875,478.3225,127.8965625,,,,,,,,,
0.00081,0.0012128,1.64095,478.285,128.0365625,,,,,,,,,
0.00082,0.0012126,1.640975,478.2325,128.174375,,,,,,,,,
0.00083,0.0012125,1.640975,478.18,128.3121875,,,,,,,,,
0.00084,0.0012123,1.641,478.12,128.4521875,,,,,,,,,
0.00085,0.0012122,1.64095,478.05,128.5921875,,,,,,,,,
0.00086,0.001212,1.6409,477.9775,128.7321875,,,,,,,,,
0.00087,0.0012118,1.640825,477.9025,128.8721875,,,,,,,,,
0.00088,0.0012117,1.640775,477.8175,129.0121875,,,,,,,,,
0.00089,0.0012115,1.640725,477.735,129.1521875,,,,,,,,,
0.0009,0.0012114,1.6406,477.6525,129.294375,,,,,,,,,
0.00091,0.0012112,1.640525,477.5675,129.4365625,,,,,,,,,
0.00092,0.0012111,1.64045,477.4825,129.57875,,,,,,,,,
0.00093,0.0012109,1.64035,477.3975,129.7209375,,,,,,,,,
0.00094,0.0012108,1.64025,477.315,129.863125,,,,,,,,,
0.00095,0.0012106,1.6402,477.2325,130.0075,,,,,,,,,
0.00096,0.0012104,1.640175,477.1575,130.1496875,,,,,,,,,
0.00097,0.0012103,1.64015,477.085,130.2940625,,,,,,,,,
0.00098,0.0012101,1.640125,477.02,130.4384375,,,,,,,,,
0.00099,0.00121,1.640125,476.96,130.5828125,,,,,,,,,
0.001,0.0012098,1.640125,476.9075,130.729375,,,,,,,,,
0.00101,0.0012097,1.640225,476.8625,130.87375,,,,,,,,,
0.00102,0.0012095,1.6403,476.83,131.0203125,,,,,,,,,
0.00103,0.0012093,1.640425,476.7975,131.166875,,,,,,,,,
0.00104,0.0012092,1.64055,476.7775,131.3134375,,,,,,,,,
0.00105,0.001209,1.64075,476.7675,131.46,,,,,,,,,
0.00106,0.0012089,1.64095,476.7625,131.6065625,,,,,,,,,
0.00107,0.0012087,1.6412,476.77,131.7553125,,,,,,,,,
0.00108,0.0012085,1.641475,476.785,131.901875,,,,,,,,,
0.00109,0.0012084,1.641775,476.8075,132.050625,,,,,,,,,
0.0011,0.0012082,1.642075,476.8375,132.199375,,,,,,,,,
0.00111,0.001208,1.64245,476.875,132.3503125,,,,,,,,,
0.00112,0.0012079,1.6428,476.9175,132.4990625,,,,,,,,,
0.00113,0.0012077,1.6432,476.965,132.65,,,,,,,,,
0.00114,0.0012076,1.6436,477.02,132.79875,,,,,,,,,
0.00115,0.0012074,1.644025,477.075,132.9496875,,,,,,,,,
0.00116,0.0012072,1.64445,477.135,133.100625,,,,,,,,,
0.00117,0.0012071,1.644875,477.1975,133.25375,,,,,,,,,
0.00118,0.0012069,1.645325,477.2625,133.4046875,,,,,,,,,
0.00119,0.0012067,1.645775,477.3225,133.5578125,,,,,,,,,
0.0012,0.0012066,1.646225,477.3875,133.70875,,,,,,,,,
0.00121,0.0012064,1.6467,477.4475,133.861875,,,,,,,,,
0.00122,0.0012062,1.6471,477.51,134.015,,,,,,,,,
0.00123,0.0012061,1.647525,477.565,134.1703125,,,,,,,,,
0.00124,0.0012059,1.64795,477.62,134.3234375,,,,,,,,,
0.00125,0.0012057,1.64835,477.67,134.47875,,,,,,,,,
0.00126,0.0012056,1.648725,477.7125,134.6340625,,,,,,,,,
0.00127,0.0012054,1.6491,477.7525,134.789375,,,,,,,,,
0.00128,0.0012052,1.649475,477.79,134.9446875,,,,,,,,,
0.00129,0.001205,1.6498,477.8225,135.1,,,,,,,,,
0.0013,0.0012049,1.65015,477.845,135.2575,,,,,,,,,
0.00131,0.0012047,1.650425,477.87,135.4128125,,,,,,,,,
0.00132,0.0012045,1.650725,477.885,135.5703125,,,,,,,,,
0.00133,0.0012044,1.651025,477.9025,135.7278125,,,,,,,,,
0.00134,0.0012042,1.6513,477.9125,135.8853125,,,,,,,,,
0.00135,0.001204,1.651525,477.915,136.045,,,,,,,,,
0.00136,0.0012038,1.6518,477.9225,136.2025,,,,,,,,,
0.00137,0.0012037,1.65205,477.92,136.3621875,,,,,,,,,
0.00138,0.0012035,1.652275,477.9225,136.521875,,,,,,,,,
0.00139,0.0012033,1.6525,477.92,136.6815625,,,,,,,,,
0.0014,0.0012032,1.652775,477.9175,136.84125,,,,,,,,,
0.00141,0.001203,1.653,477.92,137.003125,,,,,,,,,
0.00142,0.0012028,1.653225,477.9175,137.1628125,,,,,,,,,
0.00143,0.0012026,1.6535,477.92,137.3246875,,,,,,,,,
0.00144,0.0012025,1.653725,477.9225,137.4865625,,,,,,,,,
0.00145,0.0012023,1.653975,477.9275,137.6484375,,,,,,,,,
0.00146,0.0012021,1.65425,477.935,137.8103125,,,,,,,,,
0.00147,0.0012019,1.654525,477.9425,137.974375,,,,,,,,,
0.00148,0.0012017,1.654825,477.9575,138.1384375,,,,,,,,,
0.00149,0.0012016,1.655125,477.975,138.3003125,,,,,,,,,
0.0015,0.0012014,1.65545,477.995,138.464375,,,,,,,,,
0.00151,0.0012012,1.65575,478.0125,138.6284375,,,,,,,,,
0.00152,0.001201,1.6561,478.0375,138.7946875,,,,,,,,,
0.00153,0.0012009,1.656425,478.0625,138.95875,,,,,,,,,
0.00154,0.0012007,1.65675,478.09,139.125,,,,,,,,,
0.00155,0.0012005,1.657075,478.1175,139.29125,,,,,,,,,
0.00156,0.0012003,1.657425,478.1475,139.4575,,,,,,,,,
0.00157,0.0012001,1.6578,478.1725,139.62375,,,,,,,,,
0.00158,0.0012,1.658175,478.2025,139.7921875,,,,,,,,,
0.00159,0.0011998,1.6585,478.2275,139.9584375,,,,,,,,,
0.0016,0.0011996,1.658825,478.2525,140.126875,,,,,,,,,
0.00161,0.0011994,1.659125,478.2725,140.2953125,,,,,,,,,
0.00162,0.0011992,1.65945,478.2925,140.46375,,,,,,,,,
0.00163,0.001199,1.65975,478.305,140.6321875,,,,,,,,,
0.00164,0.0011989,1.660025,478.3125,140.800625,,,,,,,,,
0.00165,0.0011987,1.660325,478.3175,140.97125,,,,,,,,,
0.00166,0.0011985,1.660575,478.32,141.141875,,,,,,,,,
0.00167,0.0011983,1.6608,478.3125,141.3125,,,,,,,,,
0.00168,0.0011981,1.661,478.3,141.483125,,,,,,,,,
0.00169,0.0011979,1.661225,478.2825,141.65375,,,,,,,,,
0.0017,0.0011978,1.6614,478.26,141.8265625,,,,,,,,,
0.00171,0.0011976,1.661525,478.2325,141.9971875,,,,,,,,,
0.00172,0.0011974,1.661675,478.2,142.17,,,,,,,,,
0.00173,0.0011972,1.661825,478.16,142.3428125,,,,,,,,,
0.00174,0.001197,1.66195,478.12,142.5178125,,,,,,,,,
0.00175,0.0011968,1.66205,478.075,142.690625,,,,,,,,,
0.00176,0.0011966,1.662125,478.025,142.8634375,,,,,,,,,
0.00177,0.0011964,1.6622,477.975,143.0384375,,,,,,,,,
0.00178,0.0011963,1.6623,477.925,143.2134375,,,,,,,,,
0.00179,0.0011961,1.6624,477.875,143.3884375,,,,,,,,,
0.0018,0.0011959,1.662475,477.825,143.5634375,,,,,,,,,
0.00181,0.0011957,1.66255,477.7725,143.740625,,,,,,,,,
0.00182,0.0011955,1.66265,477.725,143.9178125,,,,,,,,,
0.00183,0.0011953,1.66275,477.6825,144.0928125,,,,,,,,,
0.00184,0.0011951,1.6629,477.6375,144.27,,,,,,,,,
0.00185,0.0011949,1.663,477.605,144.4471875,,,,,,,,,
0.00186,0.0011947,1.663175,477.57,144.6265625,,,,,,,,,
0.00187,0.0011945,1.663325,477.5425,144.80375,,,,,,,,,
0.00188,0.0011944,1.663525,477.52,144.983125,,,,,,,,,
0.00189,0.0011942,1.66375,477.505,145.1625,,,,,,,,,
0.0019,0.001194,1.663975,477.4975,145.341875,,,,,,,,,
0.00191,0.0011938,1.66425,477.495,145.52125,,,,,,,,,
0.00192,0.0011936,1.66455,477.495,145.7028125,,,,,,,,,
0.00193,0.0011934,1.664825,477.505,145.8821875,,,,,,,,,
0.00194,0.0011932,1.66515,477.52,146.06375,,,,,,,,,
0.00195,0.001193,1.665525,477.54,146.2453125,,,,,,,,,
0.00196,0.0011928,1.66585,477.57,146.426875,,,,,,,,,
0.00197,0.0011926,1.666275,477.6,146.6084375,,,,,,,,,
0.00198,0.0011924,1.666675,477.6375,146.7921875,,,,,,,,,
0.00199,0.0011922,1.66705,477.6825,146.97375,,,,,,,,,
0.002,0.001192,1.667475,477.7225,147.1575,,,,,,,,,
0.00201,0.0011918,1.667925,477.7725,147.34125,,,,,,,,,
0.00202,0.0011916,1.6684,477.8225,147.525,,,,,,,,,
0.00203,0.0011914,1.66885,477.8775,147.7109375,,,,,,,,,
0.00204,0.0011912,1.66935,477.9325,147.8946875,,,,,,,,,
0.00205,0.001191,1.6698,477.9925,148.080625,,,,,,,,,
0.00206,0.0011908,1.6703,478.05,148.2665625,,,,,,,,,
0.00207,0.0011906,1.670775,478.1075,148.4525,,,,,,,,,
0.00208,0.0011904,1.67125,478.165,148.6384375,,,,,,,,,
0.00209,0.0011902,1.671725,478.2275,148.8265625,,,,,,,,,
0.0021,0.00119,1.672225,478.285,149.0125,,,,,,,,,
0.00211,0.0011898,1.6727,478.3475,149.200625,,,,,,,,,
0.00212,0.0011896,1.6732,478.405,149.38875,,,,,,,,,
0.00213,0.0011894,1.6737,478.465,149.576875,,,,,,,,,
0.00214,0.0011892,1.6742,478.5225,149.765,,,,,,,,,
0.00215,0.001189,1.674675,478.5825,149.9553125,,,,,,,,,
0.00216,0.0011888,1.6752,478.64,150.145625,,,,,,,,,
0.00217,0.0011886,1.67565,478.7,150.33375,,,,,,,,,
0.00218,0.0011884,1.67615,478.76,150.5240625,,,,,,,,,
0.00219,0.0011882,1.676675,478.8225,150.7165625,,,,,,,,,
0.0022,0.001188,1.677175,478.885,150.906875,,,,,,,,,
0.00221,0.0011878,1.677725,478.945,151.0971875,,,,,,,,,
0.00222,0.0011876,1.6782,479.01,151.2896875,,,,,,,,,
0.00223,0.0011874,1.6787,479.075,151.4821875,,,,,,,,,
0.00224,0.0011872,1.67925,479.1425,151.6746875,,,,,,,,,
0.00225,0.001187,1.679775,479.21,151.8671875,,,,,,,,,
0.00226,0.0011868,1.6803,479.2775,152.061875,,,,,,,,,
0.00227,0.0011866,1.68085,479.35,152.254375,,,,,,,,,
0.00228,0.0011864,1.681425,479.4175,152.4490625,,,,,,,,,
0.00229,0.0011862,1.681925,479.4875,152.64375,,,,,,,,,
0.0023,0.0011859,1.6825,479.5625,152.8384375,,,,,,,,,
0.00231,0.0011857,1.68305,479.635,153.0353125,,,,,,,,,
0.00232,0.0011855,1.6836,479.7075,153.23,,,,,,,,,
0.00233,0.0011853,1.68415,479.78,153.426875,,,,,,,,,
0.00234,0.0011851,1.6847,479.855,153.62375,,,,,,,,,
0.00235,0.0011849,1.68525,479.93,153.820625,,,,,,,,,
0.00236,0.0011847,1.685825,480.0025,154.0175,,,,,,,,,
0.00237,0.0011845,1.6864,480.075,154.214375,,,,,,,,,
0.00238,0.0011843,1.686925,480.145,154.4134375,,,,,,,,,
0.00239,0.0011841,1.687475,480.2125,154.6125,,,,,,,,,
0.0024,0.0011839,1.688025,480.285,154.809375,,,,,,,,,
0.00241,0.0011836,1.68855,480.3525,155.010625,,,,,,,,,
0.00242,0.0011834,1.689125,480.4175,155.2096875,,,,,,,,,
0.00243,0.0011832,1.6896,480.4825,155.40875,,,,,,,,,
0.00244,0.001183,1.690175,480.5475,155.61,,,,,,,,,
0.00245,0.0011828,1.69065,480.605,155.81125,,,,,,,,,
0.00246,0.0011826,1.691175,480.6675,156.0125,,,,,,,,,
0.00247,0.0011824,1.6917,480.725,156.21375,,,,,,,,,
0.00248,0.0011822,1.6922,480.7875,156.415,,,,,,,,,
0.00249,0.0011819,1.692725,480.8425,156.6184375,,,,,,,,,
0.0025,0.0011817,1.693225,480.895,156.8196875,,,,,,,,,
0.00251,0.0011815,1.6937,480.9525,157.023125,,,,,,,,,
0.00252,0.0011813,1.694225,481.005,157.2265625,,,,,,,,,
0.00253,0.0011811,1.694725,481.06,157.4321875,,,,,,,,,
0.00254,0.0011809,1.6952,481.1125,157.635625,,,,,,,,,
0.00255,0.0011806,1.695725,481.165,157.84125,,,,,,,,,
0.00256,0.0011804,1.6962,481.2175,158.0446875,,,,,,,,,
0.00257,0.0011802,1.696675,481.265,158.2503125,,,,,,,,,
0.00258,0.00118,1.697175,481.3175,158.4559375,,,,,,,,,
0.00259,0.0011798,1.69765,481.365,158.66375,,,,,,,,,
0.0026,0.0011796,1.69815,481.415,158.869375,,,,,,,,,
0.00261,0.0011793,1.698625,481.4625,159.0771875,,,,,,,,,
0.00262,0.0011791,1.69915,481.51,159.285,,,,,,,,,
0.00263,0.0011789,1.699575,481.55,159.4928125,,,,,,,,,
0.00264,0.0011787,1.700075,481.5925,159.700625,,,,,,,,,
0.00265,0.0011785,1.700525,481.6375,159.9084375,,,,,,,,,
0.00266,0.0011782,1.700975,481.675,160.1184375,,,,,,,,,
0.00267,0.001178,1.701425,481.71,160.32625,,,,,,,,,
0.00268,0.0011778,1.70185,481.745,160.53625,,,,,,,,,
0.00269,0.0011776,1.702275,481.7725,160.74625,,,,,,,,,
0.0027,0.0011774,1.7027,481.8,160.9584375,,,,,,,,,
0.00271,0.0011771,1.703125,481.82,161.1684375,,,,,,,,,
0.00272,0.0011769,1.7035,481.8425,161.380625,,,,,,,,,
0.00273,0.0011767,1.703875,481.8625,161.5928125,,,,,,,,,
0.00274,0.0011765,1.70425,481.87,161.805,,,,,,,,,
0.00275,0.0011762,1.704625,481.8775,162.0171875,,,,,,,,,
0.00276,0.001176,1.704925,481.885,162.229375,,,,,,,,,
0.00277,0.0011758,1.705275,481.885,162.44375,,,,,,,,,
0.00278,0.0011756,1.705575,481.885,162.6559375,,,,,,,,,
0.00279,0.0011753,1.7059,481.8825,162.8703125,,,,,,,,,
0.0028,0.0011751,1.706225,481.8775,163.0846875,,,,,,,,,
0.00281,0.0011749,1.70655,481.8675,163.2990625,,,,,,,,,
0.00282,0.0011747,1.706825,481.86,163.515625,,,,,,,,,
0.00283,0.0011744,1.707125,481.8525,163.73,,,,,,,,,
0.00284,0.0011742,1.7074,481.8425,163.9465625,,,,,,,,,
0.00285,0.001174,1.7077,481.835,164.163125,,,,,,,,,
0.00286,0.0011738,1.708025,481.8275,164.3796875,,,,,,,,,
0.00287,0.0011735,1.708325,481.825,164.5984375,,,,,,,,,
0.00288,0.0011733,1.70865,481.825,164.815,,,,,,,,,
0.00289,0.0011731,1.709,481.825,165.03375,,,,,,,,,
0.0029,0.0011728,1.709375,481.835,165.2525,,,,,,,,,
0.00291,0.0011726,1.709725,481.845,165.47125,,,,,,,,,
0.00292,0.0011724,1.710175,481.86,165.69,,,,,,,,,
0.00293,0.0011722,1.710525,481.8875,165.9109375,,,,,,,,,
0.00294,0.0011719,1.710975,481.9125,166.1296875,,,,,,,,,
0.00295,0.0011717,1.711425,481.95,166.350625,,,,,,,,,
0.00296,0.0011715,1.71195,481.9925,166.5715625,,,,,,,,,
0.00297,0.0011712,1.71245,482.04,166.7925,,,,,,,,,
0.00298,0.001171,1.712975,482.095,167.0134375,,,,,,,,,
0.00299,0.0011708,1.71355,482.155,167.2365625,,,,,,,,,
0.003,0.0011705,1.7141,482.22,167.4596875,,,,,,,,,
0.00301,0.0011703,1.7147,482.295,167.6828125,,,,,,,,,
0.00302,0.0011701,1.71535,482.3725,167.9059375,,,,,,,,,
0.00303,0.0011698,1.71595,482.455,168.1290625,,,,,,,,,
0.00304,0.0011696,1.716625,482.545,168.3521875,,,,,,,,,
0.00305,0.0011694,1.7173,482.6325,168.5775,,,,,,,,,
0.00306,0.0011691,1.71795,482.725,168.8028125,,,,,,,,,
0.00307,0.0011689,1.71865,482.8225,169.028125,,,,,,,,,
0.00308,0.0011687,1.71935,482.92,169.2534375,,,,,,,,,
0.00309,0.0011684,1.72005,483.02,169.47875,,,,,,,,,
0.0031,0.0011682,1.720775,483.12,169.70625,,,,,,,,,
0.00311,0.001168,1.721475,483.2225,169.9315625,,,,,,,,,
0.00312,0.0011677,1.722175,483.32,170.1590625,,,,,,,,,
0.00313,0.0011675,1.7229,483.42,170.3865625,,,,,,,,,
0.00314,0.0011672,1.72355,483.5175,170.61625,,,,,,,,,
0.00315,0.001167,1.72425,483.61,170.84375,,,,,,,,,
0.00316,0.0011668,1.72495,483.705,171.0734375,,,,,,,,,
0.00317,0.0011665,1.725625,483.7925,171.303125,,,,,,,,,
0.00318,0.0011663,1.726275,483.88,171.5328125,,,,,,,,,
0.00319,0.0011661,1.72695,483.96,171.7625,,,,,,,,,
0.0032,0.0011658,1.72755,484.0375,171.9921875,,,,,,,,,
0.00321,0.0011656,1.7282,484.1125,172.2240625,,,,,,,,,
0.00322,0.0011653,1.728775,484.1875,172.45375,,,,,,,,,
0.00323,0.0011651,1.7294,484.255,172.685625,,,,,,,,,
0.00324,0.0011649,1.73,484.32,172.9175,,,,,,,,,
0.00325,0.0011646,1.73055,484.38,173.1515625,,,,,,,,,
0.00326,0.0011644,1.7311,484.4375,173.3834375,,,,,,,,,
0.00327,0.0011641,1.731675,484.495,173.6175,,,,,,,,,
0.00328,0.0011639,1.732225,484.545,173.849375,,,,,,,,,
0.00329,0.0011636,1.732775,484.595,174.0834375,,,,,,,,,
0.0033,0.0011634,1.7333,484.645,174.3196875,,,,,,,,,
0.00331,0.0011632,1.733825,484.6875,174.55375,,,,,,,,,
0.00332,0.0011629,1.734325,484.7275,174.79,,,,,,,,,
0.00333,0.0011627,1.734825,484.77,175.0240625,,,,,,,,,
0.00334,0.0011624,1.735325,484.805,175.2603125,,,,,,,,,
0.00335,0.0011622,1.73585,484.8375,175.4965625,,,,,,,,,
0.00336,0.0011619,1.736325,484.87,175.735,,,,,,,,,
0.00337,0.0011617,1.736775,484.9,175.97125,,,,,,,,,
0.00338,0.0011614,1.737225,484.9275,176.2096875,,,,,,,,,
0.00339,0.0011612,1.737675,484.955,176.448125,,,,,,,,,
0.0034,0.001161,1.738125,484.975,176.6865625,,,,,,,,,
0.00341,0.0011607,1.738575,484.995,176.925,,,,,,,,,
0.00342,0.0011605,1.739025,485.015,177.1634375,,,,,,,,,
0.00343,0.0011602,1.739425,485.025,177.4040625,,,,,,,,,
0.00344,0.00116,1.73985,485.0375,177.6446875,,,,,,,,,
0.00345,0.0011597,1.740225,485.0475,177.8853125,,,,,,,,,
0.00346,0.0011595,1.74065,485.055,178.1259375,,,,,,,,,
0.00347,0.0011592,1.741025,485.0575,178.3665625,,,,,,,,,
0.00348,0.001159,1.7414,485.0625,178.609375,,,,,,,,,
0.00349,0.0011587,1.7418,485.06,178.8521875,,,,,,,,,
0.0035,0.0011585,1.74215,485.055,179.0928125,,,,,,,,,
0.00351,0.0011582,1.7425,485.05,179.3378125,,,,,,,,,
0.00352,0.001158,1.74285,485.0425,179.580625,,,,,,,,,
0.00353,0.0011577,1.743175,485.0325,179.8234375,,,,,,,,,
0.00354,0.0011575,1.743525,485.0225,180.0684375,,,,,,,,,
0.00355,0.0011572,1.74385,485.01,180.3134375,,,,,,,,,
0.00356,0.001157,1.7442,485,180.5584375,,,,,,,,,
0.00357,0.0011567,1.74455,484.9875,180.8034375,,,,,,,,,
0.00358,0.0011565,1.74485,484.9775,181.050625,,,,,,,,,
0.00359,0.0011562,1.745225,484.9675,181.295625,,,,,,,,,
0.0036,0.001156,1.745575,484.9525,181.5428125,,,,,,,,,
0.00361,0.0011557,1.74595,484.9475,181.79,,,,,,,,,
0.00362,0.0011554,1.746275,484.9375,182.0371875,,,,,,,,,
0.00363,0.0011552,1.74665,484.9375,182.2865625,,,,,,,,,
0.00364,0.0011549,1.747025,484.9325,182.53375,,,,,,,,,
0.00365,0.0011547,1.7474,484.9375,182.783125,,,,,,,,,
0.00366,0.0011544,1.7478,484.94,183.0325,,,,,,,,,
0.00367,0.0011542,1.7482,484.9475,183.281875,,,,,,,,,
0.00368,0.0011539,1.748625,484.955,183.5334375,,,,,,,,,
0.00369,0.0011537,1.749075,484.965,183.7828125,,,,,,,,,
0.0037,0.0011534,1.749475,484.98,184.034375,,,,,,,,,
0.00371,0.0011531,1.749975,484.9975,184.2859375,,,,,,,,,
0.00372,0.0011529,1.7504,485.015,184.5375,,,,,,,,,
0.00373,0.0011526,1.75085,485.0375,184.7890625,,,,,,,,,
0.00374,0.0011524,1.75135,485.06,185.0428125,,,,,,,,,
0.00375,0.0011521,1.7518,485.08,185.2965625,,,,,,,,,
0.00376,0.0011519,1.7523,485.1025,185.548125,,,,,,,,,
0.00377,0.0011516,1.752775,485.1225,185.8040625,,,,,,,,,
0.00378,0.0011513,1.75325,485.1475,186.0578125,,,,,,,,,
0.00379,0.0011511,1.7537,485.17,186.3115625,,,,,,,,,
0.0038,0.0011508,1.754175,485.19,186.5675,,,,,,,,,
0.00381,0.0011506,1.75465,485.2075,186.8234375,,,,,,,,,
0.00382,0.0011503,1.7551,485.225,187.079375,,,,,,,,,
0.00383,0.00115,1.75555,485.24,187.3353125,,,,,,,,,
0.00384,0.0011498,1.756,485.25,187.59125,,,,,,,,,
0.00385,0.0011495,1.756425,485.26,187.849375,,,,,,,,,
0.00386,0.0011492,1.75685,485.2675,188.1075,,,,,,,,,
0.00387,0.001149,1.7573,485.27,188.365625,,,,,,,,,
0.00388,0.0011487,1.757675,485.2725,188.62375,,,,,,,,,
0.00389,0.0011485,1.7581,485.2725,188.881875,,,,,,,,,
0.0039,0.0011482,1.7585,485.27,189.1421875,,,,,,,,,
0.00391,0.0011479,1.758875,485.2675,189.4003125,,,,,,,,,
0.00392,0.0011477,1.75925,485.265,189.660625,,,,,,,,,
0.00393,0.0011474,1.75965,485.2625,189.923125,,,,,,,,,
0.00394,0.0011471,1.760025,485.2575,190.1834375,,,,,,,,,
0.00395,0.0011469,1.76045,485.2525,190.44375,,,,,,,,,
0.00396,0.0011466,1.76085,485.25,190.70625,,,,,,,,,
0.00397,0.0011463,1.761225,485.2525,190.96875,,,,,,,,,
0.00398,0.0011461,1.76165,485.2575,191.23125,,,,,,,,,
